"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko04110","Cell cycle","19/275","24/698",0.791666666666667,2.00939393939394,4.05460841774506,6.4698083404881e-05,0.0139747860154543,0.0139747860154543,"LOC126284030/LOC126279120/LOC126355755/LOC126272178/LOC126272438/LOC126335501/LOC126282371/LOC126281636/LOC126354850/LOC126284310/LOC126272743/LOC126334974/LOC126293483/LOC126354268/LOC126268148/LOC126272470/LOC126284276/LOC126326589/LOC126336750",19,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko03030","DNA replication","9/275","9/698",1,2.53818181818182,3.7422420081275,0.000211026995446144,0.0227909155081836,0.0227909155081836,"LOC126284030/LOC126359832/LOC126272438/LOC126267081/LOC126335481/LOC126293483/LOC126335359/LOC126284296/LOC126336750",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Genetic information processing","Core metabolism or cross-domain"
"ko04111","Cell cycle - yeast","14/275","18/698",0.777777777777778,1.97414141414141,3.37377686319227,0.000933796794589367,0.0672333692104344,0.0672333692104344,"LOC126354501/LOC126355755/LOC126272178/LOC126272438/LOC126335346/LOC126268114/LOC126293483/LOC126354268/LOC126268148/LOC126272470/LOC126284276/LOC126291792/LOC126326589/LOC126336750",14,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04113","Meiosis - yeast","10/275","12/698",0.833333333333333,2.11515151515152,3.1396048857217,0.0022746463555222,0.122830903198199,0.122830903198199,"LOC126355755/LOC126272178/LOC126272438/LOC126293483/LOC126354268/LOC126297585/LOC126268148/LOC126272470/LOC126284276/LOC126336750",10,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko01130","Biosynthesis of antibiotics","30/275","52/698",0.576923076923077,1.46433566433566,2.80433574060701,0.00429217769916387,0.178308733152002,0.178308733152002,"LOC126333363/LOC126298221/LOC126281958/LOC126293368/LOC126272256/LOC126281532/LOC126297494/LOC126350022/LOC126278697/LOC126278485/LOC126284898/LOC126284756/LOC126336251/LOC126336244/LOC126281446/LOC126299364/LOC126268218/LOC126299078/LOC126291591/LOC126299365/LOC126335505/LOC126325353/LOC126298865/LOC126293404/LOC126284812/LOC126281672/LOC126365941/LOC126293737/LOC126281954/LOC126354574",30,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Broad KEGG reference map"
"ko04914","Progesterone-mediated oocyte maturation","9/275","11/698",0.818181818181818,2.07669421487603,2.90016632788176,0.0049530203653334,0.178308733152002,0.178308733152002,"LOC126279120/LOC126272178/LOC126335501/LOC126282371/LOC126281636/LOC126272743/LOC126297585/LOC126272470/LOC126284276",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00670","One carbon pool by folate","7/275","8/698",0.875,2.22090909090909,2.79844211396808,0.00743142022031459,0.184596027395855,0.184596027395855,"LOC126297511/LOC126267222/LOC126355148/LOC126325353/LOC126293404/LOC126323251/LOC126293737",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04391","Hippo signaling pathway - fly","7/275","8/698",0.875,2.22090909090909,2.79844211396808,0.00743142022031459,0.184596027395855,0.184596027395855,"LOC126365980/LOC126278175/LOC126299291/LOC126284630/LOC126278037/LOC126278940/LOC126354218",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko01120","Microbial metabolism in diverse environments","26/275","45/698",0.577777777777778,1.46650505050505,2.60686516321642,0.00769150114149394,0.184596027395855,0.184596027395855,"LOC126355949/LOC126272715/LOC126336866/LOC126281958/LOC126293368/LOC126272256/LOC126266828/LOC126281532/LOC126297494/LOC126334891/LOC126350022/LOC126284898/LOC126266827/LOC126355885/LOC126336251/LOC126336244/LOC126281446/LOC126268126/LOC126335505/LOC126325353/LOC126365941/LOC126323251/LOC126272888/LOC126336122/LOC126281954/LOC126354574",26,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Broad KEGG reference map"
"ko01100","Metabolic pathways","101/275","222/698",0.454954954954955,1.15475839475839,2.24977858981852,0.0153066115219586,0.263756118918337,0.263756118918337,"LOC126357545/LOC126297511/LOC126355818/LOC126266657/LOC126335182/LOC126323656/LOC126333363/LOC126271923/LOC126272931/LOC126279052/LOC126336692/LOC126298221/LOC126359832/LOC126267788/LOC126272715/LOC126334561/LOC126336866/LOC126281958/LOC126293368/LOC126356100/LOC126284573/LOC126272256/LOC126341237/LOC126281399/LOC126297701/LOC126281532/LOC126297494/LOC126267081/LOC126272831/LOC126334891/LOC126350022/LOC126266596/LOC126284198/LOC126356371/LOC126272567/LOC126335256/LOC126278697/LOC126278485/LOC126354818/LOC126284898/LOC126354225/LOC126284756/LOC126272584/LOC126281562/LOC126355885/LOC126295125/LOC126336251/LOC126285378/LOC126335481/LOC126336244/LOC126281446/LOC126299364/LOC126268126/LOC126268218/LOC126267222/LOC126299078/LOC126283960/LOC126297427/LOC126351672/LOC126291591/LOC126281492/LOC126297442/LOC126335359/LOC126299365/LOC126298882/LOC126298944/LOC126355148/LOC126336714/LOC126354588/LOC126335505/LOC126336625/LOC126283957/LOC126334905/LOC126335258/LOC126354110/LOC126336773/LOC126272560/LOC126322655/LOC126336695/LOC126325353/LOC126292317/LOC126272393/LOC126293404/LOC126284812/LOC126281506/LOC126345263/LOC126272926/LOC126278249/LOC126284686/LOC126281672/LOC126285375/LOC126365941/LOC126323251/LOC126284296/LOC126331446/LOC126281556/LOC126293737/LOC126336316/LOC126336122/LOC126281954/LOC126354574",101,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Broad metabolic map","Broad KEGG reference map"
"ko01200","Carbon metabolism","16/275","26/698",0.615384615384615,1.56195804195804,2.35298132521001,0.0167692477905763,0.263756118918337,0.263756118918337,"LOC126298221/LOC126336866/LOC126281958/LOC126293368/LOC126281532/LOC126297494/LOC126335256/LOC126284898/LOC126336251/LOC126336244/LOC126335505/LOC126325353/LOC126293404/LOC126365941/LOC126336122/LOC126281954",16,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Broad KEGG reference map"
"ko00280","Valine, leucine and isoleucine degradation","6/275","7/698",0.857142857142857,2.17558441558442,2.51869957395359,0.0168837666302181,0.263756118918337,0.263756118918337,"LOC126350022/LOC126299549/LOC126335256/LOC126336251/LOC126336244/LOC126281446",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko05166","Human T-cell leukemia virus 1 infection","15/275","24/698",0.625,1.58636363636364,2.35534893075254,0.0170095071637398,0.263756118918337,0.263756118918337,"LOC126355752/LOC126284030/LOC126359832/LOC126278997/LOC126272178/LOC126267081/LOC126335021/LOC126354850/LOC126272743/LOC126334974/LOC126267118/LOC126297585/LOC126272470/LOC126284276/LOC126326589",15,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00040","Pentose and glucuronate interconversions","14/275","22/698",0.636363636363636,1.61520661157025,2.36249848596787,0.0170953040039663,0.263756118918337,0.263756118918337,"LOC126357545/LOC126266657/LOC126267788/LOC126341237/LOC126281399/LOC126272831/LOC126281562/LOC126283960/LOC126291591/LOC126336625/LOC126283957/LOC126281694/LOC126272560/LOC126272926",14,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04530","Tight junction","7/275","9/698",0.777777777777778,1.97414141414141,2.36998830617163,0.0221716009986569,0.31927105438066,0.31927105438066,"LOC126284030/LOC126267179/LOC126299291/LOC126281570/LOC126297585/LOC126356108/LOC126354218",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04540","Gap junction","8/275","11/698",0.727272727272727,1.84595041322314,2.27863851183587,0.025627660193876,0.325664633169088,0.325664633169088,"LOC126279120/LOC126355586/LOC126282371/LOC126267179/LOC126281570/LOC126297585/LOC126267042/LOC126281608",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko00982","Drug metabolism - cytochrome P450","17/275","29/698",0.586206896551724,1.48789968652038,2.16236514016775,0.0256310127957152,0.325664633169088,0.325664633169088,"LOC126331335/LOC126336713/LOC126336888/LOC126336692/LOC126267788/LOC126341237/LOC126266828/LOC126272831/LOC126266827/LOC126281562/LOC126336625/LOC126272560/LOC126336695/LOC126272926/LOC126282396/LOC126272888/LOC126281954",17,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00520","Amino sugar and nucleotide sugar metabolism","9/275","13/698",0.692307692307692,1.7572027972028,2.22050191635059,0.0277465297957674,0.332958357549209,0.332958357549209,"LOC126266657/LOC126272931/LOC126354818/LOC126299078/LOC126297427/LOC126291591/LOC126267263/LOC126271949/LOC126281506",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00513","Various types of N-glycan biosynthesis","5/275","6/698",0.833333333333333,2.11515151515152,2.2103905186796,0.0376189138341653,0.381483946200158,0.381483946200158,"LOC126272931/LOC126297701/LOC126266596/LOC126272567/LOC126354818",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00980","Metabolism of xenobiotics by cytochrome P450","17/275","30/698",0.566666666666667,1.43830303030303,1.97724015434593,0.0382643438077211,0.381483946200158,0.381483946200158,"LOC126331335/LOC126336713/LOC126336888/LOC126336692/LOC126267788/LOC126341237/LOC126272831/LOC126281562/LOC126343702/LOC126336625/LOC126281694/LOC126272560/LOC126336695/LOC126272926/LOC126282396/LOC126343748/LOC126281954",17,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko04115","p53 signaling pathway","6/275","8/698",0.75,1.90363636363636,2.07122223476119,0.0452408058599288,0.381483946200158,0.381483946200158,"LOC126279120/LOC126282371/LOC126354850/LOC126272743/LOC126354588/LOC126326589",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko05169","Epstein-Barr virus infection","6/275","8/698",0.75,1.90363636363636,2.07122223476119,0.0452408058599288,0.381483946200158,0.381483946200158,"LOC126279120/LOC126282371/LOC126266662/LOC126281636/LOC126281690/LOC126297585",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00030","Pentose phosphate pathway","7/275","10/698",0.7,1.77672727272727,1.99336527146515,0.0491917001612787,0.381483946200158,0.381483946200158,"LOC126281958/LOC126281532/LOC126297494/LOC126284898/LOC126284756/LOC126267019/LOC126284812",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00620","Pyruvate metabolism","7/275","10/698",0.7,1.77672727272727,1.99336527146515,0.0491917001612787,0.381483946200158,0.381483946200158,"LOC126336866/LOC126350022/LOC126285378/LOC126336244/LOC126281446/LOC126323251/LOC126336122",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04360","Axon guidance","7/275","10/698",0.7,1.77672727272727,1.99336527146515,0.0491917001612787,0.381483946200158,0.381483946200158,"LOC126267315/LOC126271944/LOC126355612/LOC126266830/LOC126354218/LOC126281608/LOC126284394",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko00240","Pyrimidine metabolism","10/275","16/698",0.625,1.58636363636364,1.91182169570813,0.0506297305256367,0.381483946200158,0.381483946200158,"LOC126335182/LOC126359832/LOC126284573/LOC126267081/LOC126335481/LOC126291698/LOC126335359/LOC126355148/LOC126354588/LOC126292317",10,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","8/275","12/698",0.666666666666667,1.69212121212121,1.94860259755118,0.050906695792094,0.381483946200158,0.381483946200158,"LOC126357545/LOC126297511/LOC126283960/LOC126298944/LOC126283957/LOC126285375/LOC126284296/LOC126331446",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00830","Retinol metabolism","8/275","12/698",0.666666666666667,1.69212121212121,1.94860259755118,0.050906695792094,0.381483946200158,0.381483946200158,"LOC126267788/LOC126341237/LOC126272831/LOC126281562/LOC126336625/LOC126272560/LOC126272926/LOC126281954",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04114","Oocyte meiosis","9/275","14/698",0.642857142857143,1.63168831168831,1.92376208180361,0.0512177520361323,0.381483946200158,0.381483946200158,"LOC126279120/LOC126272178/LOC126335501/LOC126282371/LOC126272743/LOC126354268/LOC126297585/LOC126272470/LOC126284276",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko05204","Chemical carcinogenesis - DNA adducts","16/275","29/698",0.551724137931034,1.40037617554859,1.77446206439363,0.058263053131746,0.419493982548572,0.419493982548572,"LOC126331335/LOC126336713/LOC126336888/LOC126336692/LOC126267788/LOC126341237/LOC126272831/LOC126281562/LOC126343702/LOC126336625/LOC126272560/LOC126336695/LOC126272926/LOC126282396/LOC126343748/LOC126281954",16,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Genetic information processing","Reference disease pathway"
"ko01110","Biosynthesis of secondary metabolites","44/275","94/698",0.468085106382979,1.18808510638298,1.57947376557184,0.0719114942382237,0.476048188514034,0.476048188514034,"LOC126335182/LOC126333363/LOC126298221/LOC126267788/LOC126281958/LOC126356100/LOC126272256/LOC126341237/LOC126284002/LOC126281532/LOC126297494/LOC126272831/LOC126334891/LOC126350022/LOC126278697/LOC126278485/LOC126284898/LOC126284756/LOC126272584/LOC126299546/LOC126281562/LOC126336251/LOC126285378/LOC126336244/LOC126281446/LOC126299364/LOC126268126/LOC126268218/LOC126299365/LOC126335505/LOC126336625/LOC126336773/LOC126272560/LOC126325353/LOC126298865/LOC126293404/LOC126284812/LOC126345263/LOC126272926/LOC126284686/LOC126365941/LOC126323251/LOC126293737/LOC126281954",44,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Broad KEGG reference map"
"ko00640","Propanoate metabolism","4/275","5/698",0.8,2.03054545454545,1.86336566692594,0.0817416747970541,0.476048188514034,0.476048188514034,"LOC126335256/LOC126336251/LOC126285378/LOC126336244",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04670","Leukocyte transendothelial migration","4/275","5/698",0.8,2.03054545454545,1.86336566692594,0.0817416747970541,0.476048188514034,0.476048188514034,"LOC126299291/LOC126354710/LOC126356108/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05130","Pathogenic Escherichia coli infection","4/275","5/698",0.8,2.03054545454545,1.86336566692594,0.0817416747970541,0.476048188514034,0.476048188514034,"LOC126267179/LOC126299291/LOC126281570/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","9/275","15/698",0.6,1.52290909090909,1.64958242986735,0.0846859763418377,0.476048188514034,0.476048188514034,"LOC126267788/LOC126341237/LOC126272831/LOC126334891/LOC126281391/LOC126281562/LOC126336625/LOC126272560/LOC126272926",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00981","Insect hormone biosynthesis","8/275","13/698",0.615384615384615,1.56195804195804,1.64794545620552,0.0879629613862165,0.476048188514034,0.476048188514034,"LOC126320178/LOC126299150/LOC126343702/LOC126281446/LOC126268026/LOC126335148/LOC126305900/LOC126343748",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00340","Histidine metabolism","5/275","7/698",0.714285714285714,1.81298701298701,1.74183156572575,0.0894567818440332,0.476048188514034,0.476048188514034,"LOC126350022/LOC126281446/LOC126298882/LOC126334905/LOC126272393",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04390","Hippo signaling pathway","5/275","7/698",0.714285714285714,1.81298701298701,1.74183156572575,0.0894567818440332,0.476048188514034,0.476048188514034,"LOC126299291/LOC126335021/LOC126354850/LOC126354218/LOC126278346",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko05161","Hepatitis B","5/275","7/698",0.714285714285714,1.81298701298701,1.74183156572575,0.0894567818440332,0.476048188514034,0.476048188514034,"LOC126284030/LOC126281636/LOC126334974/LOC126278346/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00051","Fructose and mannose metabolism","7/275","11/698",0.636363636363636,1.61520661157025,1.65711069578998,0.0904287701042335,0.476048188514034,0.476048188514034,"LOC126357545/LOC126355949/LOC126281958/LOC126281399/LOC126284898/LOC126283960/LOC126283957",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04068","FoxO signaling pathway","6/275","9/698",0.666666666666667,1.69212121212121,1.6838614551937,0.0913792155824725,0.476048188514034,0.476048188514034,"LOC126297986/LOC126298299/LOC126335501/LOC126354850/LOC126272743/LOC126278501",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00983","Drug metabolism - other enzymes","14/275","26/698",0.538461538461538,1.36671328671329,1.53546964527144,0.0925649255443955,0.476048188514034,0.476048188514034,"LOC126331335/LOC126336713/LOC126336888/LOC126267788/LOC126284573/LOC126341237/LOC126272831/LOC126281562/LOC126354588/LOC126336625/LOC126272560/LOC126292317/LOC126272926/LOC126282396",14,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05165","Human papillomavirus infection","10/275","18/698",0.555555555555556,1.41010101010101,1.42031668027381,0.120402057358765,0.604810334639376,0.604810334639376,"LOC126293286/LOC126266832/LOC126266752/LOC126281636/LOC126335021/LOC126354850/LOC126354819/LOC126281690/LOC126297585/LOC126354218",10,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00260","Glycine, serine and threonine metabolism","8/275","14/698",0.571428571428571,1.45038961038961,1.37162970799649,0.136956573852996,0.618252916361206,0.618252916361206,"LOC126298221/LOC126293368/LOC126350022/LOC126365930/LOC126325353/LOC126293404/LOC126281672/LOC126323251",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00480","Glutathione metabolism","12/275","23/698",0.521739130434783,1.32426877470356,1.27417686200607,0.145234536828462,0.618252916361206,0.618252916361206,"LOC126331335/LOC126336713/LOC126336888/LOC126336692/LOC126297494/LOC126284198/LOC126278697/LOC126278485/LOC126354588/LOC126335505/LOC126336695/LOC126282396",12,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00140","Steroid hormone biosynthesis","7/275","12/698",0.583333333333333,1.48060606060606,1.35310145346593,0.145759674141229,0.618252916361206,0.618252916361206,"LOC126267788/LOC126341237/LOC126272831/LOC126281562/LOC126336625/LOC126272560/LOC126272926",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko01523","Antifolate resistance","7/275","12/698",0.583333333333333,1.48060606060606,1.35310145346593,0.145759674141229,0.618252916361206,0.618252916361206,"LOC126297511/LOC126284428/LOC126298974/LOC126335577/LOC126355148/LOC126325353/LOC126293737",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04510","Focal adhesion","7/275","12/698",0.583333333333333,1.48060606060606,1.35310145346593,0.145759674141229,0.618252916361206,0.618252916361206,"LOC126293286/LOC126266752/LOC126299291/LOC126354850/LOC126354819/LOC126356108/LOC126281608",7,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko00052","Galactose metabolism","6/275","10/698",0.6,1.52290909090909,1.34197530916053,0.154660488714263,0.618252916361206,0.618252916361206,"LOC126357545/LOC126283960/LOC126291591/LOC126281492/LOC126283957/LOC126281556",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00071","Fatty acid degradation","6/275","10/698",0.6,1.52290909090909,1.34197530916053,0.154660488714263,0.618252916361206,0.618252916361206,"LOC126350022/LOC126336251/LOC126336244/LOC126281446/LOC126345263/LOC126281954",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04141","Protein processing in endoplasmic reticulum","6/275","10/698",0.6,1.52290909090909,1.34197530916053,0.154660488714263,0.618252916361206,0.618252916361206,"LOC126272984/LOC126267073/LOC126266662/LOC126272567/LOC126267253/LOC126272911",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko05203","Viral carcinogenesis","6/275","10/698",0.6,1.52290909090909,1.34197530916053,0.154660488714263,0.618252916361206,0.618252916361206,"LOC126279120/LOC126282371/LOC126281636/LOC126354850/LOC126281690/LOC126297585",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00053","Ascorbate and aldarate metabolism","11/275","21/698",0.523809523809524,1.32952380952381,1.23542010595576,0.156342224631692,0.618252916361206,0.618252916361206,"LOC126266657/LOC126267788/LOC126341237/LOC126272831/LOC126350022/LOC126281562/LOC126281446/LOC126336625/LOC126277893/LOC126272560/LOC126272926",11,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00680","Methane metabolism","5/275","8/698",0.625,1.58636363636364,1.34400235555429,0.163150075150874,0.618252916361206,0.618252916361206,"LOC126281958/LOC126293368/LOC126284898/LOC126325353/LOC126281954",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04145","Phagocytosis","5/275","8/698",0.625,1.58636363636364,1.34400235555429,0.163150075150874,0.618252916361206,0.618252916361206,"LOC126267179/LOC126334906/LOC126299291/LOC126281570/LOC126354110",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04213","Longevity regulating pathway - multiple species","5/275","8/698",0.625,1.58636363636364,1.34400235555429,0.163150075150874,0.618252916361206,0.618252916361206,"LOC126272984/LOC126266662/LOC126334929/LOC126297585/LOC126272911",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05110","Vibrio cholerae infection","5/275","8/698",0.625,1.58636363636364,1.34400235555429,0.163150075150874,0.618252916361206,0.618252916361206,"LOC126299291/LOC126297585/LOC126353821/LOC126354110/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","4/275","6/698",0.666666666666667,1.69212121212121,1.37188368061527,0.169987196722832,0.622326008341214,0.622326008341214,"LOC126299549/LOC126336251/LOC126336244/LOC126268126",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04144","Endocytosis","4/275","6/698",0.666666666666667,1.69212121212121,1.37188368061527,0.169987196722832,0.622326008341214,0.622326008341214,"LOC126273149/LOC126266662/LOC126334906/LOC126354218",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko00561","Glycerolipid metabolism","8/275","15/698",0.533333333333333,1.35369696969697,1.11578153230248,0.196694399580033,0.674380798560113,0.674380798560113,"LOC126357545/LOC126323656/LOC126356100/LOC126350022/LOC126272584/LOC126281446/LOC126283960/LOC126283957",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04151","PI3K-Akt signaling pathway","8/275","15/698",0.533333333333333,1.35369696969697,1.11578153230248,0.196694399580033,0.674380798560113,0.674380798560113,"LOC126293286/LOC126282257/LOC126322142/LOC126266752/LOC126354850/LOC126354819/LOC126267042/LOC126281608",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04218","Cellular senescence","8/275","15/698",0.533333333333333,1.35369696969697,1.11578153230248,0.196694399580033,0.674380798560113,0.674380798560113,"LOC126279120/LOC126282371/LOC126281636/LOC126354850/LOC126272743/LOC126334974/LOC126267118/LOC126326589",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
