"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko05134","Legionellosis","2/275","5/698",0.4,1.01527272727273,0.0276151580842941,0.65329114966814,1,1,"LOC126295407/LOC126266662",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05217","Basal cell carcinoma","2/275","5/698",0.4,1.01527272727273,0.0276151580842941,0.65329114966814,1,1,"LOC126267315/LOC126335021",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00592","alpha-Linolenic acid metabolism","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126336773/LOC126345263/LOC126284686",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04725","Cholinergic synapse","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126297585/LOC126353821/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04742","Taste transduction","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126355973/LOC126281810/LOC126297585",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04921","Oxytocin signaling pathway","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126299291/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04926","Relaxin signaling pathway","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126330497/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05224","Breast cancer","3/275","8/698",0.375,0.951818181818182,-0.1104374028595,0.673068634741815,1,1,"LOC126266832/LOC126335021/LOC126334974",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05200","Pathways in cancer","16/275","43/698",0.372093023255814,0.944439746300211,-0.303033296474323,0.67569644358431,1,1,"LOC126331335/LOC126336713/LOC126266832/LOC126336888/LOC126267315/LOC126266752/LOC126335021/LOC126354850/LOC126334974/LOC126281690/LOC126297585/LOC126267042/LOC126282396/LOC126291792/LOC126278346/LOC126281608",16,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00380","Tryptophan metabolism","4/275","11/698",0.363636363636364,0.92297520661157,-0.207472752347697,0.690956300208379,1,1,"LOC126350022/LOC126336251/LOC126336244/LOC126281446",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00562","Inositol phosphate metabolism","4/275","11/698",0.363636363636364,0.92297520661157,-0.207472752347697,0.690956300208379,1,1,"LOC126279052/LOC126335256/LOC126277893/LOC126322655",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04911","Insulin secretion","4/275","11/698",0.363636363636364,0.92297520661157,-0.207472752347697,0.690956300208379,1,1,"LOC126361668/LOC126297585/LOC126354710/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko01230","Biosynthesis of amino acids","8/275","22/698",0.363636363636364,0.92297520661157,-0.295788364981468,0.693235667525981,1,1,"LOC126333363/LOC126298221/LOC126293368/LOC126281532/LOC126284898/LOC126335505/LOC126325353/LOC126365941",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Broad KEGG reference map"
"ko04015","Rap1 signaling pathway","5/275","14/698",0.357142857142857,0.906493506493506,-0.284767413424877,0.707135406196763,1,1,"LOC126299291/LOC126267042/LOC126354710/LOC126354218/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04714","Thermogenesis","5/275","14/698",0.357142857142857,0.906493506493506,-0.284767413424877,0.707135406196763,1,1,"LOC126332411/LOC126355586/LOC126299291/LOC126268200/LOC126297585",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05206","MicroRNAs in cancer","5/275","14/698",0.357142857142857,0.906493506493506,-0.284767413424877,0.707135406196763,1,1,"LOC126271923/LOC126354850/LOC126334974/LOC126353951/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Genetic information processing","Reference disease pathway"
"ko05418","Fluid shear stress and atherosclerosis","6/275","17/698",0.352941176470588,0.895828877005348,-0.350357003275409,0.721886172396927,1,1,"LOC126331335/LOC126336713/LOC126336888/LOC126298299/LOC126299291/LOC126282396",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Core metabolism or cross-domain"
"ko00270","Cysteine and methionine metabolism","3/275","9/698",0.333333333333333,0.846060606060606,-0.374519097740104,0.758333529782846,1,1,"LOC126333363/LOC126271923/LOC126334561",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04070","Phosphatidylinositol signaling system","3/275","9/698",0.333333333333333,0.846060606060606,-0.374519097740104,0.758333529782846,1,1,"LOC126279052/LOC126322655/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04915","Estrogen signaling pathway","3/275","9/698",0.333333333333333,0.846060606060606,-0.374519097740104,0.758333529782846,1,1,"LOC126266662/LOC126298572/LOC126297585",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05164","Influenza A","3/275","9/698",0.333333333333333,0.846060606060606,-0.374519097740104,0.758333529782846,1,1,"LOC126266662/LOC126299291/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00020","Citrate cycle (TCA cycle)","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126335505/LOC126365941",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00250","Alanine, aspartate and glutamate metabolism","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126299364/LOC126268126",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04071","Sphingolipid signaling pathway","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126298572/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04214","Apoptosis - fly","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334657/LOC126281715",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04720","Long-term potentiation","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04750","Inflammatory mediator regulation of TRP channels","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05145","Toxoplasmosis","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126266752/LOC126266662",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05167","Kaposi sarcoma-associated herpesvirus infection","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281690",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05214","Glioma","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05223","Non-small cell lung cancer","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko04022","cGMP-PKG signaling pathway","4/275","12/698",0.333333333333333,0.846060606060606,-0.433401978789843,0.763756080243504,1,1,"LOC126355586/LOC126361668/LOC126267118/LOC126334943",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00330","Arginine and proline metabolism","6/275","18/698",0.333333333333333,0.846060606060606,-0.533143502644651,0.779166066882267,1,1,"LOC126350022/LOC126278697/LOC126278485/LOC126281446/LOC126278249/LOC126281672",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko04713","Circadian entrainment","4/275","13/698",0.307692307692308,0.780979020979021,-0.642280384374773,0.822476991253373,1,1,"LOC126355586/LOC126297585/LOC126365874/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04014","Ras signaling pathway","5/275","16/698",0.3125,0.793181818181818,-0.674324706625736,0.823866847284552,1,1,"LOC126282257/LOC126297585/LOC126336773/LOC126284686/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04728","Dopaminergic synapse","3/275","10/698",0.3,0.761454545454545,-0.612194577753342,0.82468209936381,1,1,"LOC126273149/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04976","Bile secretion","6/275","19/698",0.31578947368421,0.801531100478469,-0.706719260082015,0.827102340570337,1,1,"LOC126361668/LOC126298974/LOC126343702/LOC126335577/LOC126297585/LOC126343748",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko01040","Biosynthesis of unsaturated fatty acids","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126284002/LOC126345263",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04350","TGF-beta signaling pathway","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126298316/LOC126354642",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04514","Cell adhesion molecule (CAM) interaction","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126354819/LOC126336041",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04668","TNF signaling pathway","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126266832/LOC126281690",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04724","Glutamatergic synapse","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04978","Mineral absorption","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126283953/LOC126361668",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05033","Nicotine addiction","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126355973/LOC126281810",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko04723","Retrograde endocannabinoid signaling","4/275","14/698",0.285714285714286,0.725194805194805,-0.836899787231999,0.868613625276017,1,1,"LOC126355973/LOC126281810/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04138","Autophagy - yeast","3/275","11/698",0.272727272727273,0.692231404958678,-0.829000568393588,0.874829274047097,1,1,"LOC126354753/LOC126297585/LOC126322655",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04726","Serotonergic synapse","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04912","GnRH signaling pathway","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04922","Glucagon signaling pathway","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126285378/LOC126297585",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05152","Tuberculosis","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126295407/LOC126298572",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04010","MAPK signaling pathway","4/275","15/698",0.266666666666667,0.676848484848485,-1.01942205795696,0.904068438928186,1,1,"LOC126282257/LOC126266662/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04974","Protein digestion and absorption","4/275","15/698",0.266666666666667,0.676848484848485,-1.01942205795696,0.904068438928186,1,1,"LOC126293286/LOC126361668/LOC126299514/LOC126353821",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00600","Sphingolipid metabolism","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126272584",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00760","Nicotinate and nicotinamide metabolism","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126335182",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04621","NOD-like receptor signaling pathway","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126281690",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04917","Prolactin signaling pathway","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126354850",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05120","Epithelial cell signaling in Helicobacter pylori infection","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05230","Central carbon metabolism in cancer","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126297494",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Reference disease pathway"
"ko04024","cAMP signaling pathway","8/275","28/698",0.285714285714286,0.725194805194805,-1.19585660005689,0.92089288176053,1,1,"LOC126267315/LOC126361668/LOC126298974/LOC126335577/LOC126297585/LOC126354710/LOC126345263/LOC126334943",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05226","Gastric cancer","2/275","9/698",0.222222222222222,0.564040404040404,-1.06064594871804,0.925784681582422,1,1,"LOC126335021/LOC126334974",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko04970","Salivary secretion","4/275","16/698",0.25,0.634545454545455,-1.19155398709251,0.930802302809398,1,1,"LOC126355586/LOC126361668/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko02010","ABC transporters","3/275","13/698",0.230769230769231,0.585734265734266,-1.21483684451984,0.938666676200104,1,1,"LOC126298974/LOC126278971/LOC126335577",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Transport and environmental response","Core metabolism or cross-domain"
"ko05146","Amoebiasis","3/275","13/698",0.230769230769231,0.585734265734266,-1.21483684451984,0.938666676200104,1,1,"LOC126266752/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05034","Alcoholism","2/275","10/698",0.2,0.507636363636364,-1.26358454005797,0.951060327137075,1,1,"LOC126278549/LOC126282271",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00430","Taurine and hypotaurine metabolism","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126268126",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04722","Neurotrophin signaling pathway","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126282257",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04927","Cortisol synthesis and secretion","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04925","Aldosterone synthesis and secretion","3/275","14/698",0.214285714285714,0.543896103896104,-1.38903216103912,0.957772053724856,1,1,"LOC126361668/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05231","Choline metabolism in cancer","3/275","14/698",0.214285714285714,0.543896103896104,-1.38903216103912,0.957772053724856,1,1,"LOC126341744/LOC126272584/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05012","Parkinson disease","2/275","11/698",0.181818181818182,0.461487603305785,-1.45052838443948,0.96800056115707,1,1,"LOC126267118/LOC126297585",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko05031","Amphetamine addiction","2/275","11/698",0.181818181818182,0.461487603305785,-1.45052838443948,0.96800056115707,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko00100","Steroid biosynthesis","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126278068",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04721","Synaptic vesicle cycle","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04924","Renin secretion","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04146","Peroxisome","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126335505/LOC126345263/LOC126281672/LOC126354620",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04340","Hedgehog signaling pathway","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126267315/LOC126354850/LOC126297585/LOC126295382",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko04624","Toll and Imd signaling pathway","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126355040/LOC126334780/LOC126334779/LOC126281581",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04080","Neuroactive ligand-receptor interaction","10/275","39/698",0.256410256410256,0.650815850815851,-1.80824248838566,0.978539063852597,1,1,"LOC126354276/LOC126355973/LOC126356006/LOC126278519/LOC126281810/LOC126355068/LOC126330497/LOC126354260/LOC126267042/LOC126354218",10,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko03320","PPAR signaling pathway","2/275","12/698",0.166666666666667,0.423030303030303,-1.62440426696036,0.979229938992159,1,1,"LOC126273423/LOC126345263",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04013","MAPK signaling pathway - fly","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126284584",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04066","HIF-1 signaling pathway","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126281608",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04931","Insulin resistance","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126281478",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04977","Vitamin digestion and absorption","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126284530",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05016","Huntington disease","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126267118",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
"ko04212","Longevity regulating pathway - worm","2/275","13/698",0.153846153846154,0.39048951048951,-1.78739330466492,0.986605077681623,1,1,"LOC126295407/LOC126354620",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05202","Transcriptional misregulation in cancer","2/275","13/698",0.153846153846154,0.39048951048951,-1.78739330466492,0.986605077681623,1,1,"LOC126354850/LOC126354460",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Genetic information processing","Reference disease pathway"
"ko04020","Calcium signaling pathway","3/275","17/698",0.176470588235294,0.447914438502674,-1.85682017546988,0.986924808102354,1,1,"LOC126267118/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04341","Hedgehog signaling pathway - fly","4/275","21/698",0.19047619047619,0.483463203463203,-1.93655185289859,0.988328349594716,1,1,"LOC126267315/LOC126297907/LOC126297585/LOC126295382",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Cellular process","Eukaryote/metazoan-compatible"
"ko00190","Oxidative phosphorylation","1/275","9/698",0.111111111111111,0.282020202020202,-1.74677279969597,0.9893427829954,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko05030","Cocaine addiction","1/275","9/698",0.111111111111111,0.282020202020202,-1.74677279969597,0.9893427829954,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"DEG cluster 1",1086,"Reference disease pathway","Reference disease pathway"
