"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","original_branch","n_branch_genes"
"ko04720","Long-term potentiation","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04750","Inflammatory mediator regulation of TRP channels","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05145","Toxoplasmosis","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126266752/LOC126266662",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05167","Kaposi sarcoma-associated herpesvirus infection","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281690",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05214","Glioma","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05223","Non-small cell lung cancer","2/275","6/698",0.333333333333333,0.846060606060606,-0.305129995513379,0.75835722639538,1,1,"LOC126334974/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04022","cGMP-PKG signaling pathway","4/275","12/698",0.333333333333333,0.846060606060606,-0.433401978789843,0.763756080243504,1,1,"LOC126355586/LOC126361668/LOC126267118/LOC126334943",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00330","Arginine and proline metabolism","6/275","18/698",0.333333333333333,0.846060606060606,-0.533143502644651,0.779166066882267,1,1,"LOC126350022/LOC126278697/LOC126278485/LOC126281446/LOC126278249/LOC126281672",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04713","Circadian entrainment","4/275","13/698",0.307692307692308,0.780979020979021,-0.642280384374773,0.822476991253373,1,1,"LOC126355586/LOC126297585/LOC126365874/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04014","Ras signaling pathway","5/275","16/698",0.3125,0.793181818181818,-0.674324706625736,0.823866847284552,1,1,"LOC126282257/LOC126297585/LOC126336773/LOC126284686/LOC126281608",5,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04728","Dopaminergic synapse","3/275","10/698",0.3,0.761454545454545,-0.612194577753342,0.82468209936381,1,1,"LOC126273149/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04976","Bile secretion","6/275","19/698",0.31578947368421,0.801531100478469,-0.706719260082015,0.827102340570337,1,1,"LOC126361668/LOC126298974/LOC126343702/LOC126335577/LOC126297585/LOC126343748",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko01040","Biosynthesis of unsaturated fatty acids","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126284002/LOC126345263",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04350","TGF-beta signaling pathway","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126298316/LOC126354642",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04514","Cell adhesion molecule (CAM) interaction","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126354819/LOC126336041",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04668","TNF signaling pathway","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126266832/LOC126281690",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04724","Glutamatergic synapse","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04978","Mineral absorption","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126283953/LOC126361668",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05033","Nicotine addiction","2/275","7/698",0.285714285714286,0.725194805194805,-0.588772458957777,0.834697144572341,1,1,"LOC126355973/LOC126281810",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04723","Retrograde endocannabinoid signaling","4/275","14/698",0.285714285714286,0.725194805194805,-0.836899787231999,0.868613625276017,1,1,"LOC126355973/LOC126281810/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04138","Autophagy - yeast","3/275","11/698",0.272727272727273,0.692231404958678,-0.829000568393588,0.874829274047097,1,1,"LOC126354753/LOC126297585/LOC126322655",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04726","Serotonergic synapse","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04912","GnRH signaling pathway","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04922","Glucagon signaling pathway","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126285378/LOC126297585",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05152","Tuberculosis","2/275","8/698",0.25,0.634545454545455,-0.837657282066396,0.88857331451585,1,1,"LOC126295407/LOC126298572",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04010","MAPK signaling pathway","4/275","15/698",0.266666666666667,0.676848484848485,-1.01942205795696,0.904068438928186,1,1,"LOC126282257/LOC126266662/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04974","Protein digestion and absorption","4/275","15/698",0.266666666666667,0.676848484848485,-1.01942205795696,0.904068438928186,1,1,"LOC126293286/LOC126361668/LOC126299514/LOC126353821",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00600","Sphingolipid metabolism","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126272584",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00760","Nicotinate and nicotinamide metabolism","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126335182",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04621","NOD-like receptor signaling pathway","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126281690",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04917","Prolactin signaling pathway","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126354850",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05120","Epithelial cell signaling in Helicobacter pylori infection","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05230","Central carbon metabolism in cancer","1/275","5/698",0.2,0.507636363636364,-0.890260096336529,0.91902396416441,1,1,"LOC126297494",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04024","cAMP signaling pathway","8/275","28/698",0.285714285714286,0.725194805194805,-1.19585660005689,0.92089288176053,1,1,"LOC126267315/LOC126361668/LOC126298974/LOC126335577/LOC126297585/LOC126354710/LOC126345263/LOC126334943",8,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05226","Gastric cancer","2/275","9/698",0.222222222222222,0.564040404040404,-1.06064594871804,0.925784681582422,1,1,"LOC126335021/LOC126334974",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04970","Salivary secretion","4/275","16/698",0.25,0.634545454545455,-1.19155398709251,0.930802302809398,1,1,"LOC126355586/LOC126361668/LOC126297585/LOC126281608",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko02010","ABC transporters","3/275","13/698",0.230769230769231,0.585734265734266,-1.21483684451984,0.938666676200104,1,1,"LOC126298974/LOC126278971/LOC126335577",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05146","Amoebiasis","3/275","13/698",0.230769230769231,0.585734265734266,-1.21483684451984,0.938666676200104,1,1,"LOC126266752/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05034","Alcoholism","2/275","10/698",0.2,0.507636363636364,-1.26358454005797,0.951060327137075,1,1,"LOC126278549/LOC126282271",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00430","Taurine and hypotaurine metabolism","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126268126",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04722","Neurotrophin signaling pathway","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126282257",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04927","Cortisol synthesis and secretion","1/275","6/698",0.166666666666667,0.423030303030303,-1.1436368335777,0.951157311718215,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04925","Aldosterone synthesis and secretion","3/275","14/698",0.214285714285714,0.543896103896104,-1.38903216103912,0.957772053724856,1,1,"LOC126361668/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05231","Choline metabolism in cancer","3/275","14/698",0.214285714285714,0.543896103896104,-1.38903216103912,0.957772053724856,1,1,"LOC126341744/LOC126272584/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05012","Parkinson disease","2/275","11/698",0.181818181818182,0.461487603305785,-1.45052838443948,0.96800056115707,1,1,"LOC126267118/LOC126297585",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05031","Amphetamine addiction","2/275","11/698",0.181818181818182,0.461487603305785,-1.45052838443948,0.96800056115707,1,1,"LOC126297585/LOC126281608",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00100","Steroid biosynthesis","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126278068",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04721","Synaptic vesicle cycle","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04924","Renin secretion","1/275","7/698",0.142857142857143,0.362597402597403,-1.36564046718562,0.970567339575861,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04146","Peroxisome","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126335505/LOC126345263/LOC126281672/LOC126354620",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04340","Hedgehog signaling pathway","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126267315/LOC126354850/LOC126297585/LOC126295382",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04624","Toll and Imd signaling pathway","4/275","19/698",0.210526315789474,0.534354066985646,-1.65809832187034,0.975590077875096,1,1,"LOC126355040/LOC126334780/LOC126334779/LOC126281581",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04080","Neuroactive ligand-receptor interaction","10/275","39/698",0.256410256410256,0.650815850815851,-1.80824248838566,0.978539063852597,1,1,"LOC126354276/LOC126355973/LOC126356006/LOC126278519/LOC126281810/LOC126355068/LOC126330497/LOC126354260/LOC126267042/LOC126354218",10,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko03320","PPAR signaling pathway","2/275","12/698",0.166666666666667,0.423030303030303,-1.62440426696036,0.979229938992159,1,1,"LOC126273423/LOC126345263",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04013","MAPK signaling pathway - fly","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126284584",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04066","HIF-1 signaling pathway","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126281608",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04931","Insulin resistance","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126281478",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04977","Vitamin digestion and absorption","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126284530",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05016","Huntington disease","1/275","8/698",0.125,0.317272727272727,-1.56487716127329,0.982280771727291,1,1,"LOC126267118",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04212","Longevity regulating pathway - worm","2/275","13/698",0.153846153846154,0.39048951048951,-1.78739330466492,0.986605077681623,1,1,"LOC126295407/LOC126354620",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05202","Transcriptional misregulation in cancer","2/275","13/698",0.153846153846154,0.39048951048951,-1.78739330466492,0.986605077681623,1,1,"LOC126354850/LOC126354460",2,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04020","Calcium signaling pathway","3/275","17/698",0.176470588235294,0.447914438502674,-1.85682017546988,0.986924808102354,1,1,"LOC126267118/LOC126297585/LOC126281608",3,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04341","Hedgehog signaling pathway - fly","4/275","21/698",0.19047619047619,0.483463203463203,-1.93655185289859,0.988328349594716,1,1,"LOC126267315/LOC126297907/LOC126297585/LOC126295382",4,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00190","Oxidative phosphorylation","1/275","9/698",0.111111111111111,0.282020202020202,-1.74677279969597,0.9893427829954,1,1,"LOC126354110",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05030","Cocaine addiction","1/275","9/698",0.111111111111111,0.282020202020202,-1.74677279969597,0.9893427829954,1,1,"LOC126297585",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00073","Cutin, suberine and wax biosynthesis","1/275","10/698",0.1,0.253818181818182,-1.91497450236259,0.99359638920188,1,1,"LOC126354620",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04979","Cholesterol metabolism","1/275","10/698",0.1,0.253818181818182,-1.91497450236259,0.99359638920188,1,1,"LOC126278068",1,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04142","Lysosome biogenesis","6/275","38/698",0.157894736842105,0.400765550239234,-3.06075914420284,0.999704733922628,1,1,"LOC126336948/LOC126272931/LOC126354818/LOC126298572/LOC126278068/LOC126336962",6,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04120","Ubiquitin mediated proteolysis","0/275","5/698",0,0,-1.80813535075735,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05010","Alzheimer disease","0/275","10/698",0,0,-2.56636446466721,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko05133","Pertussis","0/275","5/698",0,0,-1.80813535075735,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko00190","Oxidative phosphorylation","8/229","9/698",0.888888888888889,2.70936438622028,3.60407652742844,0.000794993121946603,0.171718514340466,0.171718514340466,"LOC126356075/LOC126267571/LOC126293748/LOC126354504/LOC126283383/LOC126272722/LOC126291650/LOC126298692",8,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04624","Toll and Imd signaling pathway","12/229","19/698",0.631578947368421,1.9250746954723,2.85473910135745,0.00580168320466445,0.396700638217144,0.396700638217144,"LOC126282030/LOC126282207/LOC126293578/LOC126355037/LOC126293579/LOC126267545/LOC126266641/LOC126336325/LOC126355748/LOC126336322/LOC126267442/LOC126298648",12,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05226","Gastric cancer","7/229","9/698",0.777777777777778,2.37069383794275,2.89001311098079,0.00716519270293534,0.396700638217144,0.396700638217144,"LOC126354018/LOC126354019/LOC126276001/LOC126272858/LOC126281499/LOC126354017/LOC126299030",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko02010","ABC transporters","9/229","13/698",0.692307692307692,2.11017803157541,2.82141342466406,0.0073463081151323,0.396700638217144,0.396700638217144,"LOC126335579/LOC126354018/LOC126284038/LOC126335166/LOC126354019/LOC126281499/LOC126354017/LOC126357744/LOC126278191",9,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05206","MicroRNAs in cancer","9/229","14/698",0.642857142857143,1.95945102932002,2.53224947025807,0.0147347183149742,0.631474873274322,0.631474873274322,"LOC126268133/LOC126282030/LOC126334818/LOC126354018/LOC126354019/LOC126281499/LOC126354017/LOC126282193/LOC126293269",9,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04066","HIF-1 signaling pathway","6/229","8/698",0.75,2.28602620087336,2.55457097707165,0.0175409687020645,0.631474873274322,0.631474873274322,"LOC126268133/LOC126282030/LOC126354590/LOC126282035/LOC126365957/LOC126354871",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05012","Parkinson disease","7/229","11/698",0.636363636363636,1.93965859468043,2.19349057841019,0.0342992329106691,1,1,"LOC126365745/LOC126356075/LOC126267571/LOC126293748/LOC126354504/LOC126291650/LOC126298692",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04917","Prolactin signaling pathway","4/229","5/698",0.8,2.43842794759825,2.25400152850116,0.0421498500203241,1,1,"LOC126278049/LOC126282030/LOC126365745/LOC126267038",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05120","Epithelial cell signaling in Helicobacter pylori infection","4/229","5/698",0.8,2.43842794759825,2.25400152850116,0.0421498500203241,1,1,"LOC126268133/LOC126282030/LOC126293282/LOC126272722",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04714","Thermogenesis","8/229","14/698",0.571428571428571,1.74173424828447,1.95763629397714,0.0509301275594485,1,1,"LOC126356075/LOC126267571/LOC126293748/LOC126354504/LOC126283383/LOC126291650/LOC126298692/LOC126282167",8,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04979","Cholesterol metabolism","6/229","10/698",0.6,1.82882096069869,1.84337721665463,0.0698716241403428,1,1,"LOC126282077/LOC126335154/LOC126336514/LOC126291749/LOC126334953/LOC126337753",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04977","Vitamin digestion and absorption","5/229","8/698",0.625,1.90502183406114,1.79774137520577,0.0814631601252708,1,1,"LOC126297752/LOC126272510/LOC126272738/LOC126272290/LOC126284379",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05152","Tuberculosis","5/229","8/698",0.625,1.90502183406114,1.79774137520577,0.0814631601252708,1,1,"LOC126297444/LOC126282030/LOC126284350/LOC126266859/LOC126272722",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05202","Transcriptional misregulation in cancer","7/229","13/698",0.538461538461538,1.64124958011421,1.62967571185588,0.0940664840078181,1,1,"LOC126282030/LOC126278708/LOC126281598/LOC126278673/LOC126282035/LOC126272858/LOC126299030",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04071","Sphingolipid signaling pathway","4/229","6/698",0.666666666666667,2.03202328966521,1.77280017103689,0.0940954027160473,1,1,"LOC126297444/LOC126336504/LOC126282030/LOC126278061",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04722","Neurotrophin signaling pathway","4/229","6/698",0.666666666666667,2.03202328966521,1.77280017103689,0.0940954027160473,1,1,"LOC126268133/LOC126282030/LOC126284350/LOC126334818",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00562","Inositol phosphate metabolism","6/229","11/698",0.545454545454545,1.66256450972608,1.54665643234753,0.112558493615951,1,1,"LOC126268133/LOC126277896/LOC126277895/LOC126336772/LOC126292260/LOC126277897",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04976","Bile secretion","9/229","19/698",0.473684210526316,1.44380602160423,1.36956551670093,0.131698980958915,1,1,"LOC126335579/LOC126354018/LOC126335166/LOC126354019/LOC126354186/LOC126322572/LOC126281499/LOC126354017/LOC126354871",9,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00270","Cysteine and methionine metabolism","5/229","9/698",0.555555555555556,1.69335274138768,1.46188627808551,0.135426459406456,1,1,"LOC126335036/LOC126278447/LOC126297835/LOC126298393/LOC126284548",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05231","Choline metabolism in cancer","7/229","14/698",0.5,1.52401746724891,1.38302311769622,0.137202840456188,1,1,"LOC126268133/LOC126336638/LOC126271919/LOC126336687/LOC126284880/LOC126299447/LOC126355684",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05418","Fluid shear stress and atherosclerosis","8/229","17/698",0.470588235294118,1.43436938094015,1.26607028957963,0.157120684298699,1,1,"LOC126345497/LOC126282030/LOC126284350/LOC126272759/LOC126272716/LOC126272724/LOC126281410/LOC126269416",8,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04668","TNF signaling pathway","4/229","7/698",0.571428571428571,1.74173424828447,1.37722861462551,0.164206885689755,1,1,"LOC126282030/LOC126334818/LOC126285340/LOC126336702",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04978","Mineral absorption","4/229","7/698",0.571428571428571,1.74173424828447,1.37722861462551,0.164206885689755,1,1,"LOC126297555/LOC126354186/LOC126322572/LOC126282259",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04010","MAPK signaling pathway","7/229","15/698",0.466666666666667,1.42241630276565,1.15484489155272,0.188190770556344,1,1,"LOC126272139/LOC126282030/LOC126334818/LOC126282035/LOC126336038/LOC126276001/LOC126272858",7,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00073","Cutin, suberine and wax biosynthesis","5/229","10/698",0.5,1.52401746724891,1.16546504741073,0.200981294672569,1,1,"LOC126285286/LOC126285464/LOC126285290/LOC126285031/LOC126285457",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05010","Alzheimer disease","5/229","10/698",0.5,1.52401746724891,1.16546504741073,0.200981294672569,1,1,"LOC126284350/LOC126293282/LOC126336702/LOC126339265/LOC126291650",5,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00600","Sphingolipid metabolism","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126336504/LOC126278061/LOC126334543",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00760","Nicotinate and nicotinamide metabolism","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126354813/LOC126344596/LOC126335184",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04120","Ubiquitin mediated proteolysis","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126355206/LOC126354914/LOC126356122",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04140","Autophagy - animal","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126297444/LOC126272078/LOC126346021",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04621","NOD-like receptor signaling pathway","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126282030/LOC126346021/LOC126269416",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04933","AGE-RAGE signaling pathway in diabetic complications","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126268133/LOC126282030/LOC126267038",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05133","Pertussis","3/229","5/698",0.6,1.82882096069869,1.29875376475264,0.201434221781988,1,1,"LOC126282030/LOC126284350/LOC126336702",3,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04212","Longevity regulating pathway - worm","6/229","13/698",0.461538461538462,1.40678535438361,1.03380685545179,0.226570538568953,1,1,"LOC126285286/LOC126285464/LOC126285290/LOC126267980/LOC126285031/LOC126285457",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko05146","Amoebiasis","6/229","13/698",0.461538461538462,1.40678535438361,1.03380685545179,0.226570538568953,1,1,"LOC126335546/LOC126282030/LOC126335545/LOC126335544/LOC126299287/LOC126335547",6,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko00500","Starch and sucrose metabolism","4/229","8/698",0.5,1.52401746724891,1.04091177333989,0.246950611254238,1,1,"LOC126299185/LOC126272558/LOC126365957/LOC126272019",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04013","MAPK signaling pathway - fly","4/229","8/698",0.5,1.52401746724891,1.04091177333989,0.246950611254238,1,1,"LOC126356271/LOC126281598/LOC126353850/LOC126272961",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
"ko04931","Insulin resistance","4/229","8/698",0.5,1.52401746724891,1.04091177333989,0.246950611254238,1,1,"LOC126282030/LOC126360117/LOC126271650/LOC126354871",4,"KEGG_pathway","All fat body DEGs in heatmap",229,698,"Branch 2",975
