"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Diet contrasts among infected","Infected 83 vs 33","LOC126335309","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.0108640635744701,2.58143036655821
"Diet contrasts among infected","Infected 83 vs 33","LOC126295405","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0138069181430766,2.18412750777668
"Diet contrasts among infected","Infected 83 vs 33","LOC126352958","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0138069181430766,2.84248113736659
"Diet contrasts among infected","Infected 83 vs 33","LOC126272354","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.0143051210408171,1.69825058523584
"Diet contrasts among infected","Infected 83 vs 33","LOC126277895","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0143051210408171,8.42739713419616
"Diet contrasts among infected","Infected 83 vs 33","LOC126321793","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0143051210408171,4.55381075968848
"Diet contrasts among infected","Infected 83 vs 33","LOC126281974","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0159967947400527,6.8219163170716
"Diet contrasts among infected","Infected 83 vs 33","LOC126335461","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0171757838740306,6.04364442902157
"Diet contrasts among infected","Infected 83 vs 33","LOC126297490","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.0320931937207767,1.76712164053885
"Diet contrasts among infected","Infected 83 vs 33","LOC126335167","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0320931937207767,1.80266284954664
"Diet contrasts among infected","Infected 83 vs 33","LOC126354610","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0320931937207767,2.06150021111186
"Diet contrasts among infected","Infected 83 vs 33","LOC126285378","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.0408227794385054,1.87048464093112
"Diet contrasts among infected","Infected 83 vs 33","LOC126325353","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0408227794385054,2.33488500421729
"Diet contrasts among infected","Infected 83 vs 33","LOC126278199","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",0.0461510192909064,2.16877370680212
"Diet contrasts among infected","Infected 83 vs 50","LOC126350918","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",0.0229135499568917,2.37447512164497
"Infection within diet","Diet 33: infected vs control","LOC126335966","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.61272689291535e-17,6.62196746766332
"Infection within diet","Diet 33: infected vs control","LOC126278485","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.82084036021354e-16,8.45814865778368
"Infection within diet","Diet 33: infected vs control","LOC126269384","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.26153376781793e-15,3.73134430798077
"Infection within diet","Diet 33: infected vs control","LOC126332140","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.21436931625595e-14,8.36791003183518
"Infection within diet","Diet 33: infected vs control","LOC126336866","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.26565840895666e-13,2.95723989925487
"Infection within diet","Diet 33: infected vs control","LOC126356135","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.49154571855164e-12,5.46502282403385
"Infection within diet","Diet 33: infected vs control","LOC126299447","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.69472310517319e-12,1.43890543015313
"Infection within diet","Diet 33: infected vs control","LOC126285457","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.57151046517534e-11,3.90580110976002
"Infection within diet","Diet 33: infected vs control","LOC126279309","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.51326859232193e-11,2.57773804101935
"Infection within diet","Diet 33: infected vs control","LOC126279018","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.77909460826542e-11,2.58074740220106
"Infection within diet","Diet 33: infected vs control","LOC126335463","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.89492284749007e-11,5.57019056776148
"Infection within diet","Diet 33: infected vs control","LOC126278232","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.71298983412248e-10,1.7356737049169
"Infection within diet","Diet 33: infected vs control","LOC126336578","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.41155876172595e-10,5.19772798416463
"Infection within diet","Diet 33: infected vs control","LOC126332062","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.15170601950621e-10,13.1798032694415
"Infection within diet","Diet 33: infected vs control","LOC126336554","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.38564737801755e-10,7.88234153160479
"Infection within diet","Diet 33: infected vs control","LOC126278127","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.36106198684815e-10,7.92913896840496
"Infection within diet","Diet 33: infected vs control","LOC126335115","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.15880471108397e-10,6.74503314978613
"Infection within diet","Diet 33: infected vs control","LOC126295040","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.16593085615198e-09,7.36143688278247
"Infection within diet","Diet 33: infected vs control","LOC126284231","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.35986070163258e-09,3.27942955389039
"Infection within diet","Diet 33: infected vs control","LOC126278962","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.40701703900153e-09,2.90054551993889
"Infection within diet","Diet 33: infected vs control","LOC126332302","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.89364547421141e-09,8.8042111909428
"Infection within diet","Diet 33: infected vs control","LOC126355939","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.8187611904323e-09,5.72189275106312
"Infection within diet","Diet 33: infected vs control","LOC126282181","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.03449253884449e-09,6.92708722735972
"Infection within diet","Diet 33: infected vs control","LOC126335828","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.24394128088547e-09,3.0294763961429
"Infection within diet","Diet 33: infected vs control","LOC126345497","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.92137724604216e-09,2.44421052797573
"Infection within diet","Diet 33: infected vs control","LOC126354017","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.79343341097644e-08,3.98278825773868
"Infection within diet","Diet 33: infected vs control","LOC126332318","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.81429880266038e-08,7.62313000947437
"Infection within diet","Diet 33: infected vs control","LOC126278436","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.10839964355232e-08,8.79379560905476
"Infection within diet","Diet 33: infected vs control","LOC126335114","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.53792582685154e-08,3.40923691780465
"Infection within diet","Diet 33: infected vs control","LOC126356050","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.89635940089169e-08,5.76043471349725
"Infection within diet","Diet 33: infected vs control","LOC126293557","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.29084371993021e-08,2.71942177219077
"Infection within diet","Diet 33: infected vs control","LOC126335700","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.72242522084225e-08,6.6142732060627
"Infection within diet","Diet 33: infected vs control","LOC126322901","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.83108289270436e-08,3.12101938090412
"Infection within diet","Diet 33: infected vs control","LOC126293672","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.85049048598162e-08,2.83520398064116
"Infection within diet","Diet 33: infected vs control","LOC126336325","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.07357670307902e-08,6.71394730369056
"Infection within diet","Diet 33: infected vs control","LOC126282034","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.07585700438811e-08,3.08309591574789
"Infection within diet","Diet 33: infected vs control","LOC126355303","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.10070197561143e-08,4.25033977291503
"Infection within diet","Diet 33: infected vs control","LOC126356285","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.20690751721768e-08,4.5598795812042
"Infection within diet","Diet 33: infected vs control","LOC126284548","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.06653059954251e-07,4.18733174628418
"Infection within diet","Diet 33: infected vs control","LOC126324735","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.35583035960038e-07,1.5046065804412
"Infection within diet","Diet 33: infected vs control","LOC126282995","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.39820375331553e-07,4.11672956471413
"Infection within diet","Diet 33: infected vs control","LOC126278049","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.05897255240278e-07,2.92022980730748
"Infection within diet","Diet 33: infected vs control","LOC126267215","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.25352927992035e-07,4.17405781574552
"Infection within diet","Diet 33: infected vs control","LOC126354620","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.41296214602274e-07,2.3495100223854
"Infection within diet","Diet 33: infected vs control","LOC126268199","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.83447276531478e-07,3.67184418086015
"Infection within diet","Diet 33: infected vs control","LOC126268397","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.83447276531478e-07,1.84377345818988
"Infection within diet","Diet 33: infected vs control","LOC126294950","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.76737993905353e-07,3.86822078339157
"Infection within diet","Diet 33: infected vs control","LOC126271975","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.51563909969779e-07,5.61051444454823
"Infection within diet","Diet 33: infected vs control","LOC126292043","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.93573947874418e-07,2.89212769449039
"Infection within diet","Diet 33: infected vs control","LOC126284686","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",6.11263136895444e-07,2.78344737074749
"Infection within diet","Diet 33: infected vs control","LOC126297581","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.57235963178494e-07,2.60446005131766
"Infection within diet","Diet 33: infected vs control","LOC126272353","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.66592438878334e-07,2.76606233836262
"Infection within diet","Diet 33: infected vs control","LOC126268164","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.35567688818019e-07,2.79033518900255
"Infection within diet","Diet 33: infected vs control","LOC126325232","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.35567688818019e-07,3.05860518546323
"Infection within diet","Diet 33: infected vs control","LOC126335352","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.35567688818019e-07,1.37705392622061
"Infection within diet","Diet 33: infected vs control","LOC126346425","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.35567688818019e-07,4.88462496294488
"Infection within diet","Diet 33: infected vs control","LOC126322572","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",9.96516951819352e-07,2.94741703504242
"Infection within diet","Diet 33: infected vs control","LOC126278149","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.0436468595183e-06,1.78449967764061
"Infection within diet","Diet 33: infected vs control","LOC126332162","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.30358245769022e-06,3.69165081608749
"Infection within diet","Diet 33: infected vs control","LOC126354146","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.30358245769022e-06,2.23383126512934
"Infection within diet","Diet 33: infected vs control","LOC126355938","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.3368648614327e-06,3.34287173000178
"Infection within diet","Diet 33: infected vs control","LOC126267263","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.52475271885416e-06,1.97769741790033
"Infection within diet","Diet 33: infected vs control","LOC126271634","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52475271885416e-06,8.36754956181624
"Infection within diet","Diet 33: infected vs control","LOC126272609","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52475271885416e-06,5.57169417014661
"Infection within diet","Diet 33: infected vs control","LOC126335166","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52475271885416e-06,2.9343760213846
"Infection within diet","Diet 33: infected vs control","LOC126336499","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.52475271885416e-06,3.15252554316883
"Infection within diet","Diet 33: infected vs control","LOC126341434","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.53061788102651e-06,2.13971518318639
"Infection within diet","Diet 33: infected vs control","LOC126273060","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.66037820344444e-06,6.10320543869221
"Infection within diet","Diet 33: infected vs control","LOC126284038","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.78970949049708e-06,1.4132274061521
"Infection within diet","Diet 33: infected vs control","LOC126339612","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.81613400960772e-06,3.6094460331239
"Infection within diet","Diet 33: infected vs control","LOC126267162","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.83221710477527e-06,1.80068044190675
"Infection within diet","Diet 33: infected vs control","LOC126337850","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.85161719481128e-06,3.50082566166168
"Infection within diet","Diet 33: infected vs control","LOC126336546","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.90266659797307e-06,4.11964749890153
"Infection within diet","Diet 33: infected vs control","LOC126284817","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.19175771822028e-06,4.91445086311056
"Infection within diet","Diet 33: infected vs control","LOC126336539","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.21847458519788e-06,4.87489755467051
"Infection within diet","Diet 33: infected vs control","LOC126292039","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.05380657505451e-06,3.43075729829428
"Infection within diet","Diet 33: infected vs control","LOC126335182","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.05380657505451e-06,1.76030982584094
"Infection within diet","Diet 33: infected vs control","LOC126271928","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.46999660723e-06,1.51197516276689
"Infection within diet","Diet 33: infected vs control","LOC126281481","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.46999660723e-06,2.57610323673089
"Infection within diet","Diet 33: infected vs control","LOC126355691","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.91955265291051e-06,6.72600399964635
"Infection within diet","Diet 33: infected vs control","LOC126358740","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.0776036038688e-06,3.97121585965301
"Infection within diet","Diet 33: infected vs control","LOC126295163","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.2015954936448e-06,3.59923343662289
"Infection within diet","Diet 33: infected vs control","LOC126344004","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.83708350012765e-06,2.54573156017558
"Infection within diet","Diet 33: infected vs control","LOC126272144","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.70972325307012e-06,2.82766121328176
"Infection within diet","Diet 33: infected vs control","LOC126337056","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",5.70972325307012e-06,2.35811926267546
"Infection within diet","Diet 33: infected vs control","LOC126354418","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.70972325307012e-06,2.68197637704996
"Infection within diet","Diet 33: infected vs control","LOC126272961","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.99292064312733e-06,2.40958698692057
"Infection within diet","Diet 33: infected vs control","LOC126282072","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.07430514889756e-06,4.24852042723659
"Infection within diet","Diet 33: infected vs control","LOC126278009","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.30060346114654e-06,1.78979148200975
"Infection within diet","Diet 33: infected vs control","LOC126267473","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.39893609063389e-06,2.37525468163085
"Infection within diet","Diet 33: infected vs control","LOC126336702","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.27271662130713e-06,1.04654010605133
"Infection within diet","Diet 33: infected vs control","LOC126336534","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.06453619346945e-06,5.8309659677442
"Infection within diet","Diet 33: infected vs control","LOC126281532","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.09223345985959e-06,1.66871297912246
"Infection within diet","Diet 33: infected vs control","LOC126277903","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.43858536974476e-06,3.06620662531223
"Infection within diet","Diet 33: infected vs control","LOC126267190","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.7222299054929e-06,3.18353911041518
"Infection within diet","Diet 33: infected vs control","LOC126335256","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.34145562839177e-06,1.75306514432101
"Infection within diet","Diet 33: infected vs control","LOC126291954","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",9.60754245125024e-06,3.81291415463972
"Infection within diet","Diet 33: infected vs control","LOC126293368","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.01866351872448e-05,1.49732825682154
"Infection within diet","Diet 33: infected vs control","LOC126294949","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.01866351872448e-05,4.01043955810169
"Infection within diet","Diet 33: infected vs control","LOC126279122","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.02354790595184e-05,1.71088316822515
"Infection within diet","Diet 33: infected vs control","LOC126336565","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.1113781415059e-05,1.98023517492587
"Infection within diet","Diet 33: infected vs control","LOC126335547","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.16624323367218e-05,2.5372239696423
"Infection within diet","Diet 33: infected vs control","LOC126282073","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.24091870691974e-05,1.81203287994782
"Infection within diet","Diet 33: infected vs control","LOC126355724","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.28671812537282e-05,2.8610063902208
"Infection within diet","Diet 33: infected vs control","LOC126354927","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.2901687763398e-05,3.61004305093001
"Infection within diet","Diet 33: infected vs control","LOC126266596","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.62898090604305e-05,2.5450070165519
"Infection within diet","Diet 33: infected vs control","LOC126354923","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",1.62898090604305e-05,3.34555631799587
"Infection within diet","Diet 33: infected vs control","LOC126285413","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.75230861359654e-05,2.66492715752537
"Infection within diet","Diet 33: infected vs control","LOC126336801","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.75230861359654e-05,2.59083565540686
"Infection within diet","Diet 33: infected vs control","LOC126299559","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.89605366225472e-05,2.65425555499162
"Infection within diet","Diet 33: infected vs control","LOC126278010","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",1.94070325352011e-05,2.57952258201686
"Infection within diet","Diet 33: infected vs control","LOC126281351","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.05816369668001e-05,2.15611946840832
"Infection within diet","Diet 33: infected vs control","LOC126266982","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.13127622283125e-05,2.86384022049643
"Infection within diet","Diet 33: infected vs control","LOC126268069","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.25842970897993e-05,1.25727380847223
"Infection within diet","Diet 33: infected vs control","LOC126278176","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.57163153121143e-05,2.67661109194361
"Infection within diet","Diet 33: infected vs control","LOC126334943","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",2.5759681280098e-05,1.38638260866915
"Infection within diet","Diet 33: infected vs control","LOC126284942","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.64023937073235e-05,4.08062166592307
"Infection within diet","Diet 33: infected vs control","LOC126354579","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.72108237072472e-05,3.66554808075173
"Infection within diet","Diet 33: infected vs control","LOC126278447","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",2.851776359317e-05,1.23686332606463
"Infection within diet","Diet 33: infected vs control","LOC126281562","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.17044711239191e-05,1.46219000817501
"Infection within diet","Diet 33: infected vs control","LOC126280394","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.39940924026674e-05,6.12555922173875
"Infection within diet","Diet 33: infected vs control","LOC126354340","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.45080953326493e-05,1.03525197976385
"Infection within diet","Diet 33: infected vs control","LOC126266760","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.49087163633046e-05,2.04717843154142
"Infection within diet","Diet 33: infected vs control","LOC126335565","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.64390961904476e-05,4.39410813885489
"Infection within diet","Diet 33: infected vs control","LOC126336538","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.70787075892069e-05,4.57491697305587
"Infection within diet","Diet 33: infected vs control","LOC126291805","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.7283815692427e-05,2.40867452333854
"Infection within diet","Diet 33: infected vs control","LOC126336416","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.7283815692427e-05,1.7795047782226
"Infection within diet","Diet 33: infected vs control","LOC126268133","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.80666054506275e-05,1.12237062016353
"Infection within diet","Diet 33: infected vs control","LOC126336695","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",3.80666054506275e-05,1.63570932767423
"Infection within diet","Diet 33: infected vs control","LOC126266728","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.90659475034931e-05,1.77993919974473
"Infection within diet","Diet 33: infected vs control","LOC126335468","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",3.92897817004623e-05,4.60032491980348
"Infection within diet","Diet 33: infected vs control","LOC126278382","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.05074636223051e-05,5.44075419475184
"Infection within diet","Diet 33: infected vs control","LOC126272850","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.05585861354174e-05,5.26692337010464
"Infection within diet","Diet 33: infected vs control","LOC126356152","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.05585861354174e-05,1.24723305279808
"Infection within diet","Diet 33: infected vs control","LOC126284088","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.06531877760693e-05,2.53474302988821
"Infection within diet","Diet 33: infected vs control","LOC126341237","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.27769202776627e-05,2.06488924187566
"Infection within diet","Diet 33: infected vs control","LOC126267226","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.40134521960129e-05,3.9582986953563
"Infection within diet","Diet 33: infected vs control","LOC126365849","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.40134521960129e-05,1.8055212151628
"Infection within diet","Diet 33: infected vs control","LOC126278673","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.62735052440593e-05,5.01444459392297
"Infection within diet","Diet 33: infected vs control","LOC126336244","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.62735052440593e-05,1.48293693734905
"Infection within diet","Diet 33: infected vs control","LOC126291886","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.65541890404242e-05,3.60624615735291
"Infection within diet","Diet 33: infected vs control","LOC126299332","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.7044415915441e-05,1.80487651815073
"Infection within diet","Diet 33: infected vs control","LOC126299206","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.86291080127693e-05,2.97338859463717
"Infection within diet","Diet 33: infected vs control","LOC126281635","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",4.87651991840696e-05,2.22463309086179
"Infection within diet","Diet 33: infected vs control","LOC126297442","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",4.88498140021212e-05,2.18068139889641
"Infection within diet","Diet 33: infected vs control","LOC126334999","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",5.08645446961552e-05,3.1398394894359
"Infection within diet","Diet 33: infected vs control","LOC126354926","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",5.36878455862951e-05,3.64851666734926
"Infection within diet","Diet 33: infected vs control","LOC126278289","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",5.82987755203215e-05,2.09354688643488
"Infection within diet","Diet 33: infected vs control","LOC126294948","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.13457012530005e-05,2.71578793554748
"Infection within diet","Diet 33: infected vs control","LOC126354995","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.71230922750592e-05,4.95660613952161
"Infection within diet","Diet 33: infected vs control","LOC126293737","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",6.79971400276905e-05,1.68608037810699
"Infection within diet","Diet 33: infected vs control","LOC126336969","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",6.8672178046451e-05,3.52943652236953
"Infection within diet","Diet 33: infected vs control","LOC126336533","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",7.13695430151392e-05,4.27184108284954
"Infection within diet","Diet 33: infected vs control","LOC126278456","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",7.28653923232002e-05,3.09282921942304
"Infection within diet","Diet 33: infected vs control","LOC126272507","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.43038899383674e-05,2.12187550441554
"Infection within diet","Diet 33: infected vs control","LOC126335517","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.76865766861965e-05,1.36239146965367
"Infection within diet","Diet 33: infected vs control","LOC126334818","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.84615494786622e-05,1.89939299065746
"Infection within diet","Diet 33: infected vs control","LOC126298233","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.95655025248863e-05,7.76694447139593
"Infection within diet","Diet 33: infected vs control","LOC126324937","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",7.97624599988293e-05,3.34614990212635
"Infection within diet","Diet 33: infected vs control","LOC126272419","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.1067713334741e-05,3.3545887589652
"Infection within diet","Diet 33: infected vs control","LOC126284811","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.2060111315997e-05,2.45166382611399
"Infection within diet","Diet 33: infected vs control","LOC126275497","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.21890341135224e-05,2.38445094004804
"Infection within diet","Diet 33: infected vs control","LOC126293579","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.31813542746874e-05,3.7821398749753
"Infection within diet","Diet 33: infected vs control","LOC126267163","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.35396831340631e-05,3.23829187965483
"Infection within diet","Diet 33: infected vs control","LOC126322960","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.7502087243977e-05,1.31144713543604
"Infection within diet","Diet 33: infected vs control","LOC126353822","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.79350516862717e-05,2.25378602199792
"Infection within diet","Diet 33: infected vs control","LOC126272513","All samples; Current outliers removed; Expanded outlier set",3,"Upregulated",8.85888157196392e-05,2.02812643819777
"Infection within diet","Diet 33: infected vs control","LOC126295330","All samples; Current outliers removed; Expanded outlier set",3,"Downregulated",8.85888157196392e-05,1.80232251477503
