"comparison_type","comparison","gene_id","scenarios_detected","n_scenarios","directions","min_padj","max_abs_lfc"
"Infection within diet","Diet 50: infected vs control","LOC126326069","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0377494301980022,4.96256834650255
"Infection within diet","Diet 50: infected vs control","LOC126318643","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0377813189503203,5.71252724338381
"Infection within diet","Diet 50: infected vs control","LOC126315433","Current outliers removed; Expanded outlier set",2,"Upregulated",0.037804439520937,5.37833555329215
"Infection within diet","Diet 50: infected vs control","LOC126304979","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0379013824259371,6.23187778742258
"Infection within diet","Diet 50: infected vs control","LOC126334647","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0379204200407994,4.76244686667342
"Infection within diet","Diet 50: infected vs control","LOC126325826","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0380334062884852,5.83361512415952
"Infection within diet","Diet 50: infected vs control","LOC126284630","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0381249392317549,1.65642695889694
"Infection within diet","Diet 50: infected vs control","LOC126320369","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0381636285840628,6.00204156368124
"Infection within diet","Diet 50: infected vs control","LOC126318461","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0381670707261462,5.22823812878312
"Infection within diet","Diet 50: infected vs control","LOC126272594","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0382574538333747,1.00492515705541
"Infection within diet","Diet 50: infected vs control","LOC126283941","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0382776469105608,1.12528556395396
"Infection within diet","Diet 50: infected vs control","LOC126315311","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0383028309923762,6.10055600743191
"Infection within diet","Diet 50: infected vs control","LOC126332392","Current outliers removed; Expanded outlier set",2,"Upregulated",0.038311327772024,6.49841453933509
"Infection within diet","Diet 50: infected vs control","LOC126315444","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0383211853850043,5.5894912871052
"Infection within diet","Diet 50: infected vs control","LOC126323718","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0383250994788224,5.94280506088439
"Infection within diet","Diet 50: infected vs control","LOC126293655","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0384325901313492,4.77314699257055
"Infection within diet","Diet 50: infected vs control","LOC126324483","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0384590543433238,6.11770241646373
"Infection within diet","Diet 50: infected vs control","LOC126267237","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0384921227314451,1.12340638596448
"Infection within diet","Diet 50: infected vs control","LOC126293467","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0386227783921116,3.78799959041974
"Infection within diet","Diet 50: infected vs control","LOC126325937","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0386663281509805,5.15646540852339
"Infection within diet","Diet 50: infected vs control","LOC126335465","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0387227006450981,1.53834883229931
"Infection within diet","Diet 50: infected vs control","LOC126320447","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0387853325996995,5.85019161701481
"Infection within diet","Diet 50: infected vs control","LOC126302632","Current outliers removed; Expanded outlier set",2,"Upregulated",0.038808924683816,3.05048569011274
"Infection within diet","Diet 50: infected vs control","LOC126322411","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0389721861071412,6.05859492759413
"Infection within diet","Diet 50: infected vs control","LOC126322727","Current outliers removed; Expanded outlier set",2,"Upregulated",0.039052824523159,6.03472655571118
"Infection within diet","Diet 50: infected vs control","LOC126316928","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0390609869564835,5.06318515864888
"Infection within diet","Diet 50: infected vs control","LOC126316935","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0392097742798915,5.17738957146393
"Infection within diet","Diet 50: infected vs control","LOC126322728","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0392956015534572,6.28178565820095
"Infection within diet","Diet 50: infected vs control","LOC126355388","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0393181947500962,2.15413436539336
"Infection within diet","Diet 50: infected vs control","LOC126354818","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0395127465282542,1.72510196333608
"Infection within diet","Diet 50: infected vs control","LOC126272799","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0395434370409699,4.52207027445462
"Infection within diet","Diet 50: infected vs control","LOC126330061","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0396751871337074,5.06008523589258
"Infection within diet","Diet 50: infected vs control","LOC126330078","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0399286979022198,5.38012069583244
"Infection within diet","Diet 50: infected vs control","LOC126326119","Current outliers removed; Expanded outlier set",2,"Upregulated",0.039950150195745,5.04649454815785
"Infection within diet","Diet 50: infected vs control","LOC126315245","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0399643371107097,5.72142923019728
"Infection within diet","Diet 50: infected vs control","LOC126315412","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0401757894297668,4.89542776238646
"Infection within diet","Diet 50: infected vs control","LOC126317452","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0402585977966719,5.9721695914489
"Infection within diet","Diet 50: infected vs control","LOC126304995","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0402952038730286,4.9984312400436
"Infection within diet","Diet 50: infected vs control","LOC126318626","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0403170461604065,6.01968470697783
"Infection within diet","Diet 50: infected vs control","LOC126313382","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0403363846233907,5.31084546674848
"Infection within diet","Diet 50: infected vs control","LOC126316782","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0403363846233907,4.96920454506878
"Infection within diet","Diet 50: infected vs control","LOC126295467","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0403877366004177,1.05399726397481
"Infection within diet","Diet 50: infected vs control","LOC126318240","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0404419120762831,6.06150455018129
"Infection within diet","Diet 50: infected vs control","LOC126313359","Current outliers removed; Expanded outlier set",2,"Upregulated",0.040493004815751,5.82113873637257
"Infection within diet","Diet 50: infected vs control","LOC126319893","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0406551421366256,5.26907984607787
"Infection within diet","Diet 50: infected vs control","LOC126336458","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0408492437002123,1.33434851205403
"Infection within diet","Diet 50: infected vs control","LOC126279111","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0409540276361815,1.42614338955178
"Infection within diet","Diet 50: infected vs control","LOC126322606","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0410454700365954,5.48622862441283
"Infection within diet","Diet 50: infected vs control","LOC126329996","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0410454700365954,5.93954030336102
"Infection within diet","Diet 50: infected vs control","LOC126315431","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0411262378482303,5.69286493651345
"Infection within diet","Diet 50: infected vs control","LOC126316784","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0411262378482303,6.11786102091795
"Infection within diet","Diet 50: infected vs control","LOC126326210","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0411262378482303,6.44394809851606
"Infection within diet","Diet 50: infected vs control","LOC126315284","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0411469439569513,5.73834719188137
"Infection within diet","Diet 50: infected vs control","LOC126316930","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0412323530237395,6.50671307472876
"Infection within diet","Diet 50: infected vs control","LOC126325880","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0412323530237395,6.26910256757046
"Infection within diet","Diet 50: infected vs control","LOC126329076","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0413338730557938,6.35840144271474
"Infection within diet","Diet 50: infected vs control","LOC126311190","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0416191194837445,6.02842484952757
"Infection within diet","Diet 50: infected vs control","LOC126335261","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0416345927187799,4.53690461415124
"Infection within diet","Diet 50: infected vs control","LOC126320458","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0416742406922772,5.99520203414147
"Infection within diet","Diet 50: infected vs control","LOC126266675","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0416849636777161,1.19618086479397
"Infection within diet","Diet 50: infected vs control","LOC126323778","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0417590284351139,5.37510645621809
"Infection within diet","Diet 50: infected vs control","LOC126332388","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0418375725841658,5.08716403708779
"Infection within diet","Diet 50: infected vs control","LOC126316766","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0418747877184572,6.27422943946534
"Infection within diet","Diet 50: infected vs control","LOC126332403","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0419385263254422,6.02212721933714
"Infection within diet","Diet 50: infected vs control","LOC126326122","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0420104427972916,4.82374163998319
"Infection within diet","Diet 50: infected vs control","LOC126320490","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0420800419592301,5.70302256286798
"Infection within diet","Diet 50: infected vs control","LOC126299251","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0421093402297295,3.96252087042627
"Infection within diet","Diet 50: infected vs control","LOC126284187","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0421725180083653,1.05177566300452
"Infection within diet","Diet 50: infected vs control","LOC126311183","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0421725180083653,6.18209395422614
"Infection within diet","Diet 50: infected vs control","LOC126319850","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0422698007029275,6.33105684935259
"Infection within diet","Diet 50: infected vs control","LOC126334803","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0422993242062877,2.68402334247483
"Infection within diet","Diet 50: infected vs control","LOC126337066","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0422993242062877,1.47885460746345
"Infection within diet","Diet 50: infected vs control","LOC126292231","Current outliers removed; Expanded outlier set",2,"Upregulated",0.042306691047391,1.09017419773441
"Infection within diet","Diet 50: infected vs control","LOC126320587","Current outliers removed; Expanded outlier set",2,"Upregulated",0.042306691047391,4.78051383073947
"Infection within diet","Diet 50: infected vs control","LOC126325942","Current outliers removed; Expanded outlier set",2,"Upregulated",0.042306691047391,6.14081437311042
"Infection within diet","Diet 50: infected vs control","LOC126281326","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0423944854623598,4.31878234454009
"Infection within diet","Diet 50: infected vs control","LOC126304682","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0425014122848817,5.5453516210063
"Infection within diet","Diet 50: infected vs control","LOC126318323","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0427528093908468,5.81366532411874
"Infection within diet","Diet 50: infected vs control","LOC126285102","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0427609635878317,1.67705641671141
"Infection within diet","Diet 50: infected vs control","LOC126326223","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0428238316874546,5.41199436972969
"Infection within diet","Diet 50: infected vs control","LOC126316813","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0428339906017033,5.14414046079248
"Infection within diet","Diet 50: infected vs control","LOC126322622","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0428945952050735,5.18566500114682
"Infection within diet","Diet 50: infected vs control","LOC126316438","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0429199915875826,6.0409976159658
"Infection within diet","Diet 50: infected vs control","LOC126328064","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0430854334517349,6.4202465137584
"Infection within diet","Diet 50: infected vs control","LOC126334747","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0431191520102643,1.42698365357665
"Infection within diet","Diet 50: infected vs control","LOC126273002","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0431893721154304,4.09499196508617
"Infection within diet","Diet 50: infected vs control","LOC126316958","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0432074130423669,6.21198126737286
"Infection within diet","Diet 50: infected vs control","LOC126326067","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0434684145061079,6.04376245575807
"Infection within diet","Diet 50: infected vs control","LOC126304734","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0434721812322934,5.82067646998121
"Infection within diet","Diet 50: infected vs control","LOC126316779","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0434721812322934,5.9306450114832
"Infection within diet","Diet 50: infected vs control","LOC126298176","Current outliers removed; Expanded outlier set",2,"Downregulated",0.043472645778625,3.42214571546252
"Infection within diet","Diet 50: infected vs control","LOC126318331","Current outliers removed; Expanded outlier set",2,"Upregulated",0.043472645778625,5.89967232981068
"Infection within diet","Diet 50: infected vs control","LOC126325524","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0436412436625226,5.03178631099163
"Infection within diet","Diet 50: infected vs control","LOC126315369","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0436686266990743,5.81094812304036
"Infection within diet","Diet 50: infected vs control","LOC126331455","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0436700732041563,5.92969396312971
"Infection within diet","Diet 50: infected vs control","LOC126325521","Current outliers removed; Expanded outlier set",2,"Upregulated",0.043862153217115,5.54497648567598
"Infection within diet","Diet 50: infected vs control","LOC126329081","Current outliers removed; Expanded outlier set",2,"Upregulated",0.043891609968573,6.09374119979016
"Infection within diet","Diet 50: infected vs control","LOC126318603","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0439390360122705,5.0532085197536
"Infection within diet","Diet 50: infected vs control","LOC126336473","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0439390360122705,2.36928447495827
"Infection within diet","Diet 50: infected vs control","LOC126315230","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0440692159460225,5.38403358045276
"Infection within diet","Diet 50: infected vs control","LOC126320445","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0440692159460225,5.98321802913014
"Infection within diet","Diet 50: infected vs control","LOC126329979","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0440692159460225,5.57400280471264
"Infection within diet","Diet 50: infected vs control","LOC126324059","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0442275346512522,5.01891738156182
"Infection within diet","Diet 50: infected vs control","LOC126291799","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0443172052493769,3.90297514513718
"Infection within diet","Diet 50: infected vs control","LOC126315371","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0444368414236945,6.03864350945715
"Infection within diet","Diet 50: infected vs control","LOC126322599","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0445525147244802,5.51030203515255
"Infection within diet","Diet 50: infected vs control","LOC126315261","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0446045605478964,5.09227459469053
"Infection within diet","Diet 50: infected vs control","LOC126328233","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0446167061109928,1.03504770250472
"Infection within diet","Diet 50: infected vs control","LOC126318646","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0447826602087489,5.79141891702051
"Infection within diet","Diet 50: infected vs control","LOC126316748","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0448181171408205,6.16986558250556
"Infection within diet","Diet 50: infected vs control","LOC126316910","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0448760271653091,5.27265334106895
"Infection within diet","Diet 50: infected vs control","LOC126313334","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0448943567216865,4.92719750018814
"Infection within diet","Diet 50: infected vs control","LOC126320449","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0451093514688631,5.25948367797965
"Infection within diet","Diet 50: infected vs control","LOC126322543","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0451919735559063,5.987455119556
"Infection within diet","Diet 50: infected vs control","LOC126318450","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0452657554529348,6.03630525787736
"Infection within diet","Diet 50: infected vs control","LOC126315278","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0454298242191084,5.94216518537442
"Infection within diet","Diet 50: infected vs control","LOC126316918","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0454966906356531,5.78334249374457
"Infection within diet","Diet 50: infected vs control","LOC126322392","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0455055508072713,5.59509764305941
"Infection within diet","Diet 50: infected vs control","LOC126316689","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0455129928028511,5.50322258233085
"Infection within diet","Diet 50: infected vs control","LOC126278090","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0455620064744221,3.99922542754329
"Infection within diet","Diet 50: infected vs control","LOC126320379","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0456530770094383,5.57300892373788
"Infection within diet","Diet 50: infected vs control","LOC126298810","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0457479975903461,2.68519492227908
"Infection within diet","Diet 50: infected vs control","LOC126304750","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0457479975903461,6.03687314372866
"Infection within diet","Diet 50: infected vs control","LOC126323787","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0457479975903461,5.80555672109169
"Infection within diet","Diet 50: infected vs control","LOC126323928","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0457559915732859,5.3582845851121
"Infection within diet","Diet 50: infected vs control","LOC126322396","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0458238466102871,5.71660744560613
"Infection within diet","Diet 50: infected vs control","LOC126325917","Current outliers removed; Expanded outlier set",2,"Upregulated",0.045936963585893,5.89369420145549
"Infection within diet","Diet 50: infected vs control","LOC126323722","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0459721530030921,5.69996862148706
"Infection within diet","Diet 50: infected vs control","LOC126323263","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0460728490487712,5.61538544076331
"Infection within diet","Diet 50: infected vs control","LOC126320559","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0461705217106427,5.77998491784737
"Infection within diet","Diet 50: infected vs control","LOC126364588","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0462423295506087,1.33551935323673
"Infection within diet","Diet 50: infected vs control","LOC126316686","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0463292912179498,5.82273901163213
"Infection within diet","Diet 50: infected vs control","LOC126319981","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0463292912179498,5.61978820302831
"Infection within diet","Diet 50: infected vs control","LOC126326033","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0465311541875177,5.8515186488222
"Infection within diet","Diet 50: infected vs control","LOC126325940","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0465753427286033,5.93405027994785
"Infection within diet","Diet 50: infected vs control","LOC126327196","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0465753427286033,5.80850151274642
"Infection within diet","Diet 50: infected vs control","LOC126330062","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0465753427286033,5.96806463031927
"Infection within diet","Diet 50: infected vs control","LOC126314445","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0468472672555946,6.05659881419364
"Infection within diet","Diet 50: infected vs control","LOC126334342","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0469853515052254,5.23047015739712
"Infection within diet","Diet 50: infected vs control","LOC126323791","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0471639083461962,6.10604767765884
"Infection within diet","Diet 50: infected vs control","LOC126354652","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0472357634252481,4.9962261467474
"Infection within diet","Diet 50: infected vs control","LOC126316714","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0473401374914896,5.66091694863825
"Infection within diet","Diet 50: infected vs control","LOC126322415","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0473840227383701,5.34864926749806
"Infection within diet","Diet 50: infected vs control","LOC126319844","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0474110387558411,5.11274404909973
"Infection within diet","Diet 50: infected vs control","LOC126323765","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0475039933070308,4.95263704366643
"Infection within diet","Diet 50: infected vs control","LOC126336683","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0475039933070308,1.88850693121967
"Infection within diet","Diet 50: infected vs control","LOC126313305","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0475131962428455,5.84632085792035
"Infection within diet","Diet 50: infected vs control","LOC126320464","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0475239453211265,5.92976383809688
"Infection within diet","Diet 50: infected vs control","LOC126311236","Current outliers removed; Expanded outlier set",2,"Upregulated",0.047569776603813,5.32298461595715
"Infection within diet","Diet 50: infected vs control","LOC126332179","Current outliers removed; Expanded outlier set",2,"Upregulated",0.047569776603813,6.08592563386972
"Infection within diet","Diet 50: infected vs control","LOC126322428","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0475756518159761,4.85352142377562
"Infection within diet","Diet 50: infected vs control","LOC126304690","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0476306206090236,5.90910293376675
"Infection within diet","Diet 50: infected vs control","LOC126332062","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0477078782806421,7.96777741986305
"Infection within diet","Diet 50: infected vs control","LOC126322715","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0478943085594317,5.9150514704667
"Infection within diet","Diet 50: infected vs control","LOC126318357","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0479910905924523,5.24260379659855
"Infection within diet","Diet 50: infected vs control","LOC126313335","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0480715996282598,5.78862905232595
"Infection within diet","Diet 50: infected vs control","LOC126304649","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0481912653044757,5.40185131129199
"Infection within diet","Diet 50: infected vs control","LOC126320416","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0481912653044757,5.77481639106925
"Infection within diet","Diet 50: infected vs control","LOC126320609","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0481912653044757,5.37799306093628
"Infection within diet","Diet 50: infected vs control","LOC126336645","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0482139334647969,2.51375446139006
"Infection within diet","Diet 50: infected vs control","LOC126314458","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0482332914236519,6.08340461723637
"Infection within diet","Diet 50: infected vs control","LOC126318599","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0482332914236519,5.23459623962038
"Infection within diet","Diet 50: infected vs control","LOC126322536","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0482743849307057,5.57391684598614
"Infection within diet","Diet 50: infected vs control","LOC126335577","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0483411244759718,1.84553406691838
"Infection within diet","Diet 50: infected vs control","LOC126278940","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0485994418754751,1.08585631951
"Infection within diet","Diet 50: infected vs control","LOC126319870","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0485994418754751,5.81163811148901
"Infection within diet","Diet 50: infected vs control","LOC126325922","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0487909768477259,5.83774512590461
"Infection within diet","Diet 50: infected vs control","LOC126317515","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0489111118051958,6.14123910457596
"Infection within diet","Diet 50: infected vs control","LOC126322557","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0489111118051958,4.85002749872426
"Infection within diet","Diet 50: infected vs control","LOC126325933","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0489298610149597,5.61369740027709
"Infection within diet","Diet 50: infected vs control","LOC126273022","Current outliers removed; Expanded outlier set",2,"Downregulated",0.0490270789015589,1.90599813770808
"Infection within diet","Diet 50: infected vs control","LOC126325812","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0492000850333082,5.08516339294991
"Infection within diet","Diet 50: infected vs control","LOC126317472","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0492508016269905,7.33498123284778
"Infection within diet","Diet 50: infected vs control","LOC126329080","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0492645035009466,5.90803437584799
"Infection within diet","Diet 50: infected vs control","LOC126325546","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0493794577953923,5.86430569321104
"Infection within diet","Diet 50: infected vs control","LOC126318339","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0493850460908192,4.95755314082853
"Infection within diet","Diet 50: infected vs control","LOC126319960","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0494403707859592,5.19592289728735
"Infection within diet","Diet 50: infected vs control","LOC126298104","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0494929604558658,1.59572767357254
"Infection within diet","Diet 50: infected vs control","LOC126334620","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0497296668869197,1.21414057826653
"Infection within diet","Diet 50: infected vs control","LOC126325935","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0497540057664944,5.41956886746452
"Infection within diet","Diet 50: infected vs control","LOC126322692","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0498838248553471,5.90729719116898
"Infection within diet","Diet 50: infected vs control","LOC126316716","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0499234678488906,5.68768287935363
"Infection within diet","Diet 50: infected vs control","LOC126311250","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0499561615419602,6.07825426051017
"Infection within diet","Diet 50: infected vs control","LOC126324749","Current outliers removed; Expanded outlier set",2,"Upregulated",0.0499791217952774,5.62965987457475
"Infection within diet","Diet 50: infected vs control","LOC126322280","All samples",1,"Upregulated",4.38232995436468e-10,1.00475306049942
"Infection within diet","Diet 50: infected vs control","LOC126335541","All samples",1,"Upregulated",7.14663717443136e-10,1.02918049707889
"Infection within diet","Diet 50: infected vs control","LOC126346304","All samples",1,"Upregulated",1.35599531212747e-07,1.07844815852263
"Infection within diet","Diet 50: infected vs control","LOC126356100","All samples",1,"Downregulated",2.40647546055562e-06,1.09979861619618
"Infection within diet","Diet 50: infected vs control","LOC126297871","All samples",1,"Downregulated",2.94033124664125e-06,1.09544155706264
"Infection within diet","Diet 50: infected vs control","LOC126334959","All samples",1,"Downregulated",3.48334962866276e-06,1.10373886379057
"Infection within diet","Diet 50: infected vs control","LOC126291917","All samples",1,"Upregulated",4.35416377523085e-05,1.03898321677796
"Infection within diet","Diet 50: infected vs control","LOC126299043","All samples",1,"Downregulated",4.43733122054582e-05,1.14800615117498
"Infection within diet","Diet 50: infected vs control","LOC126278260","All samples",1,"Upregulated",5.70995977463863e-05,1.09414190160192
"Infection within diet","Diet 50: infected vs control","LOC126334930","All samples",1,"Upregulated",7.88380504836544e-05,1.05927254810279
"Infection within diet","Diet 50: infected vs control","LOC126276633","All samples",1,"Downregulated",0.000167508840887862,1.17757914968703
"Infection within diet","Diet 50: infected vs control","LOC126284105","All samples",1,"Downregulated",0.000173007289456938,4.42303320213262
"Infection within diet","Diet 50: infected vs control","LOC126343159","All samples",1,"Upregulated",0.000247967124668589,1.05028897002473
"Infection within diet","Diet 50: infected vs control","LOC126292244","All samples",1,"Upregulated",0.000437043061138276,1.00175681514086
"Infection within diet","Diet 50: infected vs control","LOC126298241","All samples",1,"Upregulated",0.000585475565354305,1.05144006938156
"Infection within diet","Diet 50: infected vs control","LOC126291872","All samples",1,"Upregulated",0.000610384337597677,1.08855400949599
"Infection within diet","Diet 50: infected vs control","LOC126336841","All samples",1,"Upregulated",0.000978589116464126,1.01477200133754
"Infection within diet","Diet 50: infected vs control","LOC126282233","All samples",1,"Downregulated",0.00100369712511606,1.06337414674729
