source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_name,sequence_role,assigned_molecule,location_type,sequence_class,contrast_id,contrast_label,figure_scope,x_label,x_order,desired_sign,positive_condition,negative_condition,workbook_lfc_col,workbook_padj_col,show_in_figure,analysis_scope,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,oriented_log2FC,status,higher_expression_condition,primary_figure,original_value,original_oriented_log2FC,original_status
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,126.6940024820438,1.6819849641277989,0.42557146926390127,3.9522972887188135,7.740449265415378e-5,0.00175277124524375,TRUE,1.6819849641277989,Upregulated,Infected diet 50,TRUE,,,N.S.
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126295087,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064930.1,Chromosome11,assembled-molecule,11,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,569.8279754612296,2.324807229674637,0.7251726906918199,3.2058670431407923,0.0013465619114073,0.01500204625498879,TRUE,2.324807229674637,Upregulated,Infected diet 50,TRUE,,,N.S.
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126268069,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064923.1,Chromosome4,assembled-molecule,4,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,517.3381566210514,-1.2870665931459035,0.22438670870894536,-5.735930619738146,9.69783572218021e-9,1.6052856858305878e-6,TRUE,-1.2870665931459035,Downregulated,Control diet 33,TRUE,,,N.S.
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126291948,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064928.1,Chromosome9,assembled-molecule,9,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,2896.444067165873,3.570082254687437,0.7801684774740028,4.5760401218035645,4.738597049889861e-6,2.550205555174716e-4,TRUE,3.570082254687437,Upregulated,Infected diet 33,TRUE,,,N.S.
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126291948,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064928.1,Chromosome9,assembled-molecule,9,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,2896.444067165873,3.8134846052552542,0.8343595109790798,4.570553286772411,4.864382088331307e-6,1.7095924557129053e-4,TRUE,3.8134846052552542,Upregulated,Infected diet 50,TRUE,,,N.S.
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126291966,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064928.1,Chromosome9,assembled-molecule,9,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,Placed/host-assigned,34.653236299995996,-1.7599861513868054,0.6331789173815622,-2.779603210203245,0.00544253552441477,0.04707814774681825,TRUE,-1.7599861513868054,Downregulated,Control diet 33,TRUE,,,N.S.
Immune,Detoxification,Oxidative Stress & ROS Detoxification,LOC126281410,glutathione S-transferase D7-like,glutathione S-transferase D7-like,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,105.1682878499571,-2.5183166003101447,0.5723111966393442,-4.4002574387813755,1.0812252767421132e-5,0.00446145585488291,TRUE,2.5183166003101447,Upregulated,Infected diet 50,TRUE,,,N.S.
Immune,Detoxification,Oxidative Stress & ROS Detoxification,LOC126281410,glutathione S-transferase D7-like,glutathione S-transferase D7-like,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,105.1682878499571,4.626142929402965,0.6678132240665301,6.927300572505721,4.289465938710056e-12,1.1462628463752915e-9,TRUE,4.626142929402965,Upregulated,Infected diet 50,TRUE,,,N.S.
Immune,Detoxification,Oxidative Stress & ROS Detoxification,LOC126281410,glutathione S-transferase D7-like,glutathione S-transferase D7-like,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,105.1682878499571,3.641426959792883,0.7099874687081148,5.128860888796788,2.9150064232912416e-7,3.282430579346619e-5,TRUE,3.641426959792883,Upregulated,Infected diet 83,TRUE,,,N.S.
Immune,Detoxification,Xenobiotic & Chemical Defense,LOC126272144,cytochrome P450 6k1-like,cytochrome P450 6k1-like,protein_coding,NC_064924.1,Chromosome5,assembled-molecule,5,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,31.047718847058636,2.510721787301657,0.504251874022523,4.979102541103322,6.387979332221708e-7,0.00118614129567136,TRUE,-2.510721787301657,Downregulated,Infected diet 33,TRUE,,,N.S.
