source_sheet,umbrella,figure_scope,x_label,x_order,status,n_genes,percentage,n_targets,p_value,p_label
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,Downregulated,1,1.3888888888888888,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,N.S.,70,97.22222222222223,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Diet comparison among infected,"50
vs
33",1,Upregulated,1,1.3888888888888888,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
33",2,N.S.,70,97.22222222222223,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
33",2,Upregulated,2,2.7777777777777777,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Diet comparison among infected,"83
vs
50",3,N.S.,72,100,72,0.5545722713864307,N.S.D.
Immune,Total Immune,Within-diet infection response,33,1,Downregulated,4,5.555555555555555,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,33,1,N.S.,35,48.611111111111114,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,33,1,Upregulated,33,45.833333333333336,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,50,2,Downregulated,6,8.333333333333334,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,50,2,N.S.,26,36.111111111111114,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,50,2,Upregulated,40,55.55555555555556,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,83,3,Downregulated,1,1.3888888888888888,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,83,3,N.S.,36,50,72,0.19659017049147542,N.S.D.
Immune,Total Immune,Within-diet infection response,83,3,Upregulated,35,48.611111111111114,72,0.19659017049147542,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"50
vs
33",1,N.S.,90,98.9010989010989,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"50
vs
33",1,Upregulated,1,1.098901098901099,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
33",2,N.S.,75,82.41758241758242,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
33",2,Upregulated,16,17.582417582417584,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
50",3,N.S.,90,98.9010989010989,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Diet comparison among infected,"83
vs
50",3,Upregulated,1,1.098901098901099,91,9.99950002499875e-5,p < 0.0001
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,Downregulated,6,6.593406593406593,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,N.S.,79,86.81318681318682,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,33,1,Upregulated,6,6.593406593406593,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,Downregulated,9,9.89010989010989,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,N.S.,70,76.92307692307692,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,50,2,Upregulated,12,13.186813186813186,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,Downregulated,8,8.791208791208792,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,N.S.,69,75.82417582417582,91,0.32020923983824245,N.S.D.
Protein-Anabolism,Total Protein Anabolism,Within-diet infection response,83,3,Upregulated,14,15.384615384615385,91,0.32020923983824245,N.S.D.
