source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_class,contrast_id,contrast_label,figure_scope,positive_condition,negative_condition,baseMean,log2FoldChange,oriented_log2FC,padj,status,higher_expression_condition,original_status,original_value,show_in_figure
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,control_diet33_vs50,Control: diet 50 vs 33,Diet comparison among controls,Control diet 50,Control diet 33,427.99546102631234,-0.03878396546881179,0.03878396546881179,0.9996296793832424,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,control_diet83_vs33,Control: diet 83 vs 33,Diet comparison among controls,Control diet 83,Control diet 33,427.99546102631234,1.2544757406814089,1.2544757406814089,0.5446773439899,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,control_diet83_vs50,Control: diet 83 vs 50,Diet comparison among controls,Control diet 83,Control diet 50,427.99546102631234,1.2156917752125969,1.2156917752125969,0.48877024689742954,N.S.,Not significant,N.S.,,FALSE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,Infected diet 50,Infected diet 33,427.99546102631234,-1.1727253469304804,1.1727253469304804,0.1435558883448829,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infected_diet83_vs33,Infected: diet 83 vs 33,Diet comparison among infected,Infected diet 83,Infected diet 33,427.99546102631234,1.330911807717556,1.330911807717556,0.08059500843329764,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infected_diet83_vs50,Infected: diet 83 vs 50,Diet comparison among infected,Infected diet 83,Infected diet 50,427.99546102631234,0.15818646078707566,0.15818646078707566,0.9755493700812232,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,Infected diet 33,Control diet 33,427.99546102631234,0.29425037832497236,0.29425037832497236,0.736969850230724,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,Infected diet 50,Control diet 50,427.99546102631234,1.428191759786641,1.428191759786641,0.01690751892609778,Upregulated,Infected diet 50,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126284648,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064927.1,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,Infected diet 83,Control diet 83,427.99546102631234,0.37068644536111967,0.37068644536111967,0.6577321713119572,N.S.,Not significant,N.S.,,TRUE
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126295087,CARD- and ANK-domain containing inflammasome adapter protein-like,CARD- and ANK-domain containing inflammasome adapter protein-like,protein_coding,NC_064930.1,Nuclear chromosome,control_diet33_vs50,Control: diet 50 vs 33,Diet comparison among controls,Control diet 50,Control diet 33,940.9256663055938,0.19706800914841796,-0.19706800914841796,0.9996296793832424,N.S.,Not significant,N.S.,,FALSE
