"gene_id","log2FoldChange","padj","source","direction","source_direction","gene_biotype","gene_description","Gene_class","Direction","signed_direction","source_label","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway"
"LOC126278644",1.4721758081833,0.0421623210791105,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126278644","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126281664",5.34110517085539,0.00455805639920644,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126281664","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126282072",4.24852042723659,6.07430514889756e-06,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126282072","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284305",4.92277680395568,0.000454407586041622,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126284305","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126285004",4.61775694144478,0.0406391545903275,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126285004","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126285008",3.36904265071074,0.00513426279884453,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126285008","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126292301",1.62220230890639,0.00885201032977052,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126292301","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126292302",1.72983295270173,0.0103921723841367,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126292302","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126293629",1.40136929507695,0.00573613612477873,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126293629","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126293751",1.57621207238223,0.0408595629387299,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126293751","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126295189",2.22541312885641,0.00023359655606351,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126295189","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126295295",1.41122239805974,0.0027162137679927,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126295295","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126295438",1.1252528430748,0.00465775853970845,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126295438","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126298549",1.25224890795822,0.0178425889205505,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126298549","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126298694",2.03704174792658,0.0212265744966678,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126298694","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126299228",2.87391388023124,0.00472674583420911,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126299228","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126299265",3.0664073027115,0.033906567720404,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126299265","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126301324",1.28065122169403,0.0298065201929637,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126301324","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126301328",2.16058489978334,0.0286561112443907,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126301328","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126301637",1.37590264039729,0.00534495295932683,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126301637","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126301639",2.39339988222947,0.00637609464673185,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126301639","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126301643",1.55030342159815,0.0343345745238004,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126301643","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302167",1.5190647302422,0.0283641085293009,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302167","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302191",1.65448990944204,0.0254618059143058,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302191","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302198",4.04689593199996,0.00109215195808747,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302198","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302199",2.22556867714394,0.0192251368700326,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302199","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302226",1.62967234532936,0.0473182277924834,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302226","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302232",1.2724300185868,0.0104885536820899,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302232","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126302565",2.91958621239867,2.55033455307448e-05,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126302565","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126305058",1.32116690073742,0.0099594304811632,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126305058","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126305117",1.04413884826009,0.0211814428537146,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126305117","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126305118",2.37862712263974,0.000894996102411236,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126305118","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126306493",2.55527376386336,0.0400654685395197,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126306493","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126309705",1.92748657358547,0.00488813936572578,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126309705","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126309706",1.6098341331555,0.00709293240907351,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126309706","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126309709",2.3143294407814,0.0101576992659143,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126309709","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126311259",4.25522918171854,0.00108183572994743,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126311259","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126313187",1.46314132889544,0.0409950327248366,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126313187","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126313188",1.37464449290179,0.00403942128478296,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126313188","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126314471",1.31806316477837,0.00843865057242659,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126314471","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126332140",8.36791003183518,9.21436931625595e-14,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126332140","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126332151",7.69237485841129,0.000735824789362553,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126332151","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126335700",6.56225228519687,5.72242522084225e-08,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126335700","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126336225",1.95355567239029,0.00996111925758948,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126336225","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126336230",1.32289011875935,0.0279581894411275,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126336230","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126336503",1.10710166413077,0.018173700756151,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126336503","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126336554",7.63646070580556,5.38564737801755e-10,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126336554","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126340111",2.60396374106204,0.000490276656255589,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126340111","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126340122",2.63870823496088,0.000240273029310255,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126340122","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126353839",3.70655103274568,0.0155287772030334,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126353839","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126353984",3.20123837082626,0.0394965404436241,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126353984","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354299",3.64097379695598,0.00502302425605913,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126354299","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354418",2.65149439479063,5.70972325307012e-06,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126354418","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354509",1.44244790927823,0.0344323008406836,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126354509","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354934",2.54116844265372,0.0282295047380567,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126354934","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126355826",1.44893922256883,0.0261009628649576,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126355826","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126358175",1.42389601038799,0.0494513702916253,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126358175","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126365913",1.0652227416611,0.0498038336653779,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126365913","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126272463",-1.2389759897844,0.00319938563614988,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126272463","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278514",-1.22310322346139,0.0273920057160968,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126278514","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126281302",-4.81715609251492,2.71180070144531e-05,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126281302","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126281341",-4.99388586030487,0.0315947500407985,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126281341","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126281443",-2.02919137216912,0.0417735916156284,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126281443","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126284914",-2.31853512657608,0.0134188037102996,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126284914","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126284936",-4.43212314917662,0.000491176596266754,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126284936","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126297379",-1.85569046917195,0.00982503512043971,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126297379","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354926",-3.18568220233683,0.00540434952050019,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126354926","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354927",-3.81447908232547,0.000608814292444898,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126354927","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354928",-2.93992077317547,0.0212304044397192,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126354928","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126354929",-3.98011735876519,0.00116819388420554,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126354929","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126363250",-1.05187804302049,0.00104394938256631,"all_model_coefficients","DOWN","all_model_coefficients__DOWN","lncRNA","uncharacterized LOC126363250","Long non-coding RNA","Higher in denominator/control",-1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126266789",5.47948870009092,0.00182593004495705,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126266789","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126267575",1.63208599314426,0.00810792502643014,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126267575","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126267627",1.6292072917074,0.00595777891280067,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126267627","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126272149",5.56396003495841,0.0477034071919376,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126272149","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126273060",4.4365703822321,0.000166928372757251,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126273060","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126276175",1.34573808313762,0.0107667429523119,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126276175","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278127",6.64036595590285,5.80395972816295e-09,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126278127","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278163",3.80377864707594,0.0392936572326978,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126278163","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278265",1.54051070987273,0.0115258663098037,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126278265","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278436",9.21623190312922,1.59231046492782e-08,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126278436","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126278644",1.46272102209408,0.0414026784182339,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126278644","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126282072",4.0769748173697,9.96954295903425e-06,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126282072","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126284305",6.24263881195665,5.83580167225598e-06,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126284305","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126292301",1.61889405154202,0.0067794612946881,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126292301","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126292302",1.72811337977262,0.00733060751958333,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126292302","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126293173",2.07882102051675,0.0354834419578989,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126293173","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126293629",1.65043320645059,0.0172299091597623,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126293629","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126293751",1.56084938502926,0.0371567061310323,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126293751","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126295189",2.22046771616793,0.000493895385996514,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126295189","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126295295",1.39895502913332,0.0224683208968131,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126295295","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126295438",1.12326971654652,0.0315132208101547,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126295438","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126298522",3.29415501466357,0.0346965270064836,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126298522","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126298549",1.24344732401622,0.0104731375323202,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126298549","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126299228",3.95773234376549,0.0122282332680459,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126299228","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126301328",1.88895392462171,0.0427717478651136,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126301328","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126301637",1.54973951939438,0.0186427876298299,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126301637","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126301639",2.34519292073986,0.000731065641430346,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126301639","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126301643",1.54378034448885,0.0371907433853592,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126301643","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302167",1.51262047720899,0.0169367140930382,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302167","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302187",2.8783843548705,0.0250600599183753,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302187","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302198",4.11759448516463,0.0124153849192224,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302198","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302226",1.54086061695861,0.0309849692022638,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302226","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302232",1.419169517183,0.0457107380812661,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302232","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302565",2.91488535078923,0.000335913568046678,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302565","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126302626",1.48390466752064,0.0231310062365433,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126302626","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126305058",1.33004855776537,0.0252515760593684,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126305058","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126305117",1.6349160548253,0.00558975473848938,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126305117","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126305118",2.37601072082836,0.000620533503239472,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126305118","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126306493",2.538306009758,0.0224683208968131,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126306493","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126309705",1.92095901263575,0.0054906017503928,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126309705","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126309706",1.60966007384136,0.00983501504884119,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126309706","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126309709",2.24871249115755,0.0037506223896017,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126309709","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126311259",4.25090816826944,0.00149206360772336,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126311259","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126313187",1.45663681561919,0.0334965002622071,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126313187","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
"LOC126313188",1.8498316587569,0.00104632149990533,"all_model_coefficients","UP","all_model_coefficients__UP","lncRNA","uncharacterized LOC126313188","Long non-coding RNA","Higher in numerator/infected",1,"all model coefficients",NA,NA,NA,NA,NA
