"gene_id","log2FoldChange","padj","source","direction","source_direction","gene_biotype","gene_description","Gene_class","Direction","signed_direction","source_label","Preferred_name","Description","GOs","KEGG_ko","KEGG_Pathway"
"LOC126302167",1.5190647302422,0.0283641085293009,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126302167","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126302198",4.04689593199996,0.00109215195808747,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126302198","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126302226",1.53327137742697,0.0188596800453257,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126302226","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126302565",2.91958621239867,2.55033455307448e-05,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126302565","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126305058",1.32116690073742,0.0099594304811632,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126305058","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126305117",1.64249322598142,0.0135647721826375,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126305117","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126305118",2.37862712263974,0.000894996102411236,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126305118","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126306493",2.55527376386336,0.0400654685395197,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126306493","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126309705",1.92748657358547,0.00488813936572578,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126309705","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126309706",1.6098341331555,0.00709293240907351,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126309706","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126309709",2.3143294407814,0.0101576992659143,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126309709","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126311259",4.25522918171854,0.00108183572994743,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126311259","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126313187",1.46314132889544,0.0409950327248366,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126313187","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126313188",1.85631494877135,0.00349986794148833,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126313188","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126314471",1.31806316477837,0.00843865057242659,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126314471","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126332140",8.23106945495252,9.58598794787621e-24,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126332140","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126335700",11.0544933393811,2.2813510172172e-18,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126335700","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126336230",1.32289011875935,0.0279581894411275,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126336230","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126336503",1.10710166413077,0.018173700756151,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126336503","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126336554",6.05313608726235,1.38789086439799e-11,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126336554","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126340111",2.60396374106204,0.000490276656255589,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126340111","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126340122",2.63870823496088,0.000240273029310255,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126340122","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126353839",3.70655103274568,0.0155287772030334,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126353839","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126353984",3.20123837082626,0.0394965404436241,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126353984","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126354299",3.79467347997442,0.000260478749795497,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126354299","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126354418",2.83001981833212,0.00345949346104056,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126354418","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126354509",1.44244790927823,0.0344323008406836,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126354509","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126354934",3.55534350717999,0.0300897151196854,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126354934","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126355826",1.70327313800749,4.57648682999007e-05,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126355826","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126358175",1.42389601038799,0.0494513702916253,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126358175","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126365913",1.67248996241459,0.00927415163675609,"DESeq2_infected_vs_control_diet_50","UP","DESeq2_infected_vs_control_diet_50__UP","lncRNA","uncharacterized LOC126365913","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 50",NA,NA,NA,NA,NA
"LOC126278162",-2.65561924661388,0.012595386220532,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126278162","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126278514",-1.2805956238642,0.0259953786686726,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126278514","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126281302",-3.34031807936112,0.0317974232914114,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126281302","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126284914",-2.46272115161513,0.0478989456964961,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126284914","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126354926",-4.02674763702455,0.0178292627858547,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126354926","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126354927",-3.36585053796478,0.0138630299589917,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126354927","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126354929",-6.0828923115139,6.54118416848929e-05,"DESeq2_infected_vs_control_diet_83","DOWN","DESeq2_infected_vs_control_diet_83__DOWN","lncRNA","uncharacterized LOC126354929","Long non-coding RNA","Higher in denominator/control",-1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126267575",1.97712107958343,0.00612223813262056,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126267575","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126273060",4.58705973812683,0.00797180516647465,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126273060","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126278127",5.21552011935919,2.76712224130178e-05,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126278127","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126278436",8.09249614455667,0.000422603846079044,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126278436","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126282072",4.01377752786286,0.000166924626363325,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126282072","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126292302",1.55605450622697,0.0118758443825576,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126292302","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126298694",2.03704174792658,0.0212265744966678,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126298694","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126301324",1.96490011754231,0.0266343088201845,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126301324","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126301328",2.16058489978334,0.0286561112443907,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126301328","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126301643",2.13014231788948,0.0183140270727771,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126301643","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126302191",1.65448990944204,0.0254618059143058,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126302191","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126302232",1.74753584864813,0.0432555777770106,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126302232","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126302565",3.03473698036667,0.0389974305088157,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126302565","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126305117",1.46108916033877,0.0436122188184766,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126305117","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126313188",1.72394271565825,0.00325979421939557,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126313188","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126332140",5.13301720447095,0.000761865458000512,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126332140","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126335700",5.66014614356501,0.00102764274354158,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126335700","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126336225",1.95355567239029,0.00996111925758948,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126336225","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126354418",1.65615019394537,0.0413837899473196,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126354418","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126354509",1.98397375688143,0.00932967594054539,"DESeq2_infected_vs_control_diet_83","UP","DESeq2_infected_vs_control_diet_83__UP","lncRNA","uncharacterized LOC126354509","Long non-coding RNA","Higher in numerator/infected",1,"DESeq2 infected vs control diet 83",NA,NA,NA,NA,NA
"LOC126297443",-6.07484637183617,0.0437334268523183,"all_diet_pairwise_results","DOWN","all_diet_pairwise_results__DOWN","lncRNA","uncharacterized LOC126297443","Long non-coding RNA","Higher in denominator/control",-1,"all diet pairwise results",NA,NA,NA,NA,NA
"LOC126298522",-3.41376946888277,0.0215978276544437,"all_diet_pairwise_results","DOWN","all_diet_pairwise_results__DOWN","lncRNA","uncharacterized LOC126298522","Long non-coding RNA","Higher in denominator/control",-1,"all diet pairwise results",NA,NA,NA,NA,NA
"LOC126306432",-1.55696196009821,0.027715135662302,"all_diet_pairwise_results","DOWN","all_diet_pairwise_results__DOWN","lncRNA","uncharacterized LOC126306432","Long non-coding RNA","Higher in denominator/control",-1,"all diet pairwise results",NA,NA,NA,NA,NA
"LOC126336230",-1.40761060354583,0.0360158384171948,"all_diet_pairwise_results","DOWN","all_diet_pairwise_results__DOWN","lncRNA","uncharacterized LOC126336230","Long non-coding RNA","Higher in denominator/control",-1,"all diet pairwise results",NA,NA,NA,NA,NA
"LOC126354934",3.36265968776837,0.00118229860794532,"all_diet_pairwise_results","UP","all_diet_pairwise_results__UP","lncRNA","uncharacterized LOC126354934","Long non-coding RNA","Higher in numerator/infected",1,"all diet pairwise results",NA,NA,NA,NA,NA
"LOC126266751",-2.13345777169048,0.0152861800285839,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126266751","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126267449",-3.55531971459414,0.0242922554546216,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126267449","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126272463",-1.06503171655826,0.0027140231176952,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126272463","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278162",-2.65561924661388,0.012595386220532,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126278162","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278514",-1.21180956812215,0.00286704309918845,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126278514","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278530",-1.02580359286443,0.0106330712200878,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126278530","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126281275",-1.78857249504493,0.0202136266596351,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126281275","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126281276",-1.87763094527603,0.0166902783837296,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126281276","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126281302",-4.81333841429642,9.13820730145023e-08,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126281302","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126281443",-2.0264845352304,0.00487702341478187,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126281443","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284300",-1.61449110896629,0.00963510279305262,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126284300","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284556",-2.34396972118561,0.0126587908706366,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126284556","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284697",-1.66965984055343,0.0275968909570745,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126284697","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284914",-1.8914644831832,0.0251221818253141,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126284914","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126284936",-4.28417091017995,0.00356581584598398,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126284936","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126297379",-1.9648261323762,0.00215754796233203,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126297379","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126297443",-4.66028284871535,0.0479521137862299,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126297443","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126299034",-1.51734425406218,0.0389954985192565,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126299034","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126334533",-1.32151932613599,0.0338250789130271,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126334533","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126335450",-1.46561581768621,0.00633238756620308,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126335450","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354199",-1.55257564226172,0.0400654685395197,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354199","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354591",-1.67356471240829,0.0413297680209376,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354591","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354926",-3.63286817734861,5.36878455862951e-05,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354926","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354927",-3.61004305093001,1.2901687763398e-05,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354927","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354928",-4.14558756326072,0.000517457539176154,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354928","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354929",-3.22739627528938,1.12576890986133e-07,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354929","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126354946",-3.17301629313251,0.000143993069013945,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126354946","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126363250",-1.04761257372231,0.00196991911826355,"all_infection_within_diet_results","DOWN","all_infection_within_diet_results__DOWN","lncRNA","uncharacterized LOC126363250","Long non-coding RNA","Higher in denominator/control",-1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126266789",5.45011744692432,8.01382114075116e-06,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126266789","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126267575",1.22591133891519,0.0213239146835759,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126267575","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126267627",1.60299754147647,0.0207471211443003,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126267627","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126272149",5.58547087987666,0.00072469895346672,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126272149","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126272363",1.55204845138894,0.00152402814636079,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126272363","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126273060",6.10320543869221,1.66037820344444e-06,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126273060","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126276175",1.35055391699908,8.36679101707231e-05,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126276175","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278127",7.66288286770978,6.36106198684815e-10,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126278127","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278265",1.54927449763505,0.0153227741106152,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126278265","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
"LOC126278436",8.79379560905476,3.10839964355232e-08,"all_infection_within_diet_results","UP","all_infection_within_diet_results__UP","lncRNA","uncharacterized LOC126278436","Long non-coding RNA","Higher in numerator/infected",1,"all infection within diet results",NA,NA,NA,NA,NA
