Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
mehreen_1033_MERGE_2_val_2	(1, 0.000932455535378496)	(2, 0.00011328899027963036)	(3, 0.0001176462591365392)	(4, 0.0018779828773277183)	(5, 0.15911438684774082)	(6, 0.00073528911960337)	(7, 0.0030849463506914723)	(8, 0.0003812610249795252)	(9, 8.932401156663162e-05)	(10, 0.043245239814491895)	(15, 0.004953561099976836)	(20, 0.03129608642558001)	(25, 0.029913989803598107)	(30, 0.008902289874652114)	(35, 0.0488817335447127)	(40, 0.002484573192068543)	(45, 0.027495705023036002)	(50, 0.002731235027756692)	(55, 0.014584568961800704)	(60, 0.0023144699689562477)	(65, 0.018047072196333027)	(70, 0.00978530986071407)	(75, 0.0005493633793284389)	(80, 0.0038627696318687334)	(85, 0.0023615551363282087)	(90, 0.01818298380457231)	(95, 0.019020272925378494)	(100, 0.02243192577937378)	(105, 0.06786009907858828)	(110, 0.010420476508588423)	(115, 0.04819978940179188)	(120, 0.0005433340140253409)	(125, 0.014745305128593405)	(130, 0.01820910535272046)	(135, 0.02121051654581557)	(140, 0.025639168445522158)	(145, 0.012327929772395656)
mehreen_1034_MERGE_1_val_1	(1, 0.16533360729981844)	(2, 0.0009465183767082677)	(3, 0.05232843040813009)	(4, 0.10966776989041788)	(5, 0.0004438679333105945)	(6, 0.03561020468213969)	(7, 0.0)	(8, 0.0832540289292485)	(9, 4.798572252006427e-06)	(10, 0.13008761425160603)	(15, 0.05041931843766933)	(20, 0.03893810962115717)	(25, 0.07444342777750507)	(30, 0.08477316947359682)	(35, 0.04497115438270772)	(40, 0.035661272374824936)	(45, 0.05388285497540498)	(50, 0.07800070263787899)	(55, 0.05804064793016454)	(60, 0.0037678374041438026)	(65, 0.001827290661689959)	(70, 0.018518470067646946)	(75, 0.0093537951025436)	(80, 0.0010298763302576549)	(85, 0.03579565690842771)	(90, 0.02204689779171784)	(95, 0.02521381204293065)	(100, 0.0006079243135571617)	(105, 0.03456440876789439)	(110, 0.018932563385816472)	(115, 0.05172004202521489)	(120, 0.018008481435459)	(125, 0.00023653207704575025)	(130, 0.008461044637036353)	(135, 0.04747502989357676)	(140, 0.00963339218126043)	(145, 0.05540186736872083)
mehreen_1034_MERGE_2_val_2	(1, 0.0009777090963463096)	(2, 0.0001427575244971912)	(3, 0.00013196073693017674)	(4, 0.0020070028444016882)	(5, 0.16199140172629595)	(6, 0.0007917644215810603)	(7, 0.0032114444796553015)	(8, 0.00043307114574358006)	(9, 8.157572828410927e-05)	(10, 0.0433025559307186)	(15, 0.005003951144392302)	(20, 0.03139658713838007)	(25, 0.029952765391399436)	(30, 0.009244492265683359)	(35, 0.049795823381811974)	(40, 0.0024820300733437114)	(45, 0.027520863896776392)	(50, 0.0028088060783773914)	(55, 0.014520945778670894)	(60, 0.002421741111710924)	(65, 0.018229583616656435)	(70, 0.0099653045491965)	(75, 0.0005767674544783808)	(80, 0.004019055938480677)	(85, 0.002494178538015189)	(90, 0.018118740061289107)	(95, 0.018935204204696385)	(100, 0.022940293744242075)	(105, 0.0710788154131684)	(110, 0.010492329345008815)	(115, 0.04973181957278609)	(120, 0.000566991769701328)	(125, 0.0148391106611209)	(130, 0.01856439936258971)	(135, 0.021213775768952798)	(140, 0.026623904695780954)	(145, 0.012432247564494112)
mehreen_1035_MERGE_1_val_1	(1, 0.16470934609970186)	(2, 0.001042770505500113)	(3, 0.05225950969829573)	(4, 0.11002899570300201)	(5, 0.0004424573194608215)	(6, 0.03556481151686905)	(7, 0.0)	(8, 0.08486769235647607)	(9, 8.065628219337892e-06)	(10, 0.12983518280492867)	(15, 0.050616886899797424)	(20, 0.0389419593203664)	(25, 0.07483889449971254)	(30, 0.08455585660885691)	(35, 0.045852162526300456)	(40, 0.03547721897466728)	(45, 0.05372104916448567)	(50, 0.07938795226566646)	(55, 0.05851572347346895)	(60, 0.0037800859600540236)	(65, 0.001905915490173344)	(70, 0.01885934374512608)	(75, 0.009382730032856966)	(80, 0.0010510461297901087)	(85, 0.035660147870445816)	(90, 0.021486447089874242)	(95, 0.024716895667580015)	(100, 0.0006567988105598938)	(105, 0.034696822376418565)	(110, 0.018714236887452315)	(115, 0.05241273681810927)	(120, 0.017942422942965674)	(125, 0.0002506689971151974)	(130, 0.008432374100919054)	(135, 0.04841418042994738)	(140, 0.009421931263561924)	(145, 0.05447356043463884)
mehreen_1035_MERGE_2_val_2	(1, 0.0009724843167315974)	(2, 0.00012789781890664372)	(3, 0.0001255933537011186)	(4, 0.002034842776478674)	(5, 0.1617723051952601)	(6, 0.000864174452071917)	(7, 0.003323038826367211)	(8, 0.0004148037369945202)	(9, 8.872191041271682e-05)	(10, 0.043328324347762605)	(15, 0.005056457553963201)	(20, 0.030804254736074364)	(25, 0.030027697466032982)	(30, 0.009272728687978134)	(35, 0.04995519796967559)	(40, 0.002532523993399714)	(45, 0.02735231530050783)	(50, 0.002841950805654049)	(55, 0.01451839323387912)	(60, 0.00252843638030856)	(65, 0.01797772105355146)	(70, 0.010376255389730114)	(75, 0.000605873764819535)	(80, 0.004145500225001317)	(85, 0.0025301850599518633)	(90, 0.018214676908817437)	(95, 0.018812478342627195)	(100, 0.02287955214092051)	(105, 0.07132463716840089)	(110, 0.010490053907886572)	(115, 0.04943279121744497)	(120, 0.0006063927403669185)	(125, 0.014624586230467206)	(130, 0.018157170659836328)	(135, 0.02107757054783717)	(140, 0.02662111055076847)	(145, 0.012183129026403483)
mehreen_1036_MERGE_1_val_1	(1, 0.15593624960159644)	(2, 0.0008665463106143344)	(3, 0.0488449385521004)	(4, 0.10411073706454362)	(5, 0.00034424442476459855)	(6, 0.034029478653689195)	(7, 0.0)	(8, 0.08064168455739475)	(9, 2.1582722555774207e-06)	(10, 0.12185000838758554)	(15, 0.04851968692318488)	(20, 0.03735489421647068)	(25, 0.07517324382862264)	(30, 0.08384680089829759)	(35, 0.04596691456326935)	(40, 0.03565371340402414)	(45, 0.05351502162430442)	(50, 0.07912916087591475)	(55, 0.05749959894192229)	(60, 0.003618387573026769)	(65, 0.0017464227631821887)	(70, 0.018644945845656496)	(75, 0.009475023194740482)	(80, 0.0010025991197206814)	(85, 0.03552419726742626)	(90, 0.021269118104824323)	(95, 0.024112186572157912)	(100, 0.0005781951798492896)	(105, 0.034526230000744104)	(110, 0.018533391628695207)	(115, 0.052716168445304565)	(120, 0.017825606846785105)	(125, 0.0002351433984871201)	(130, 0.008130629803144409)	(135, 0.04794231995410667)	(140, 0.009527944632958843)	(145, 0.055329070480205474)
mehreen_1036_MERGE_2_val_2	(1, 0.0008633089022309682)	(2, 0.00011223015729002588)	(3, 0.00011762583792896943)	(4, 0.0019100709461860174)	(5, 0.159186607618496)	(6, 0.0007705031952411391)	(7, 0.0030237394300639663)	(8, 0.0003960429588984567)	(9, 6.690643992290004e-05)	(10, 0.04327292706987616)	(15, 0.005004601706232923)	(20, 0.030963247317899685)	(25, 0.030047762204303833)	(30, 0.009025754767661334)	(35, 0.04980213829953545)	(40, 0.0024117969688886437)	(45, 0.02705309950467604)	(50, 0.0026221502226351228)	(55, 0.014598870509522716)	(60, 0.0023024403924913027)	(65, 0.017831289197369156)	(70, 0.0100458212317606)	(75, 0.0005586033192867202)	(80, 0.0038449393644230303)	(85, 0.002311077294509675)	(90, 0.018319768241838872)	(95, 0.018894020155044173)	(100, 0.0226795230179423)	(105, 0.0687687299257553)	(110, 0.010479839717413309)	(115, 0.04829731188253474)	(120, 0.0005239877132019808)	(125, 0.014628296009718047)	(130, 0.01750623480509069)	(135, 0.02088144387557766)	(140, 0.02607589088739523)	(145, 0.011786917778059687)
mehreen_1037_MERGE_1_val_1	(1, 0.16404130934521977)	(2, 0.0009296682411471726)	(3, 0.05079529073445737)	(4, 0.10797750779649329)	(5, 0.0003599093947442396)	(6, 0.035040169053780386)	(7, 0.0)	(8, 0.08375689510784187)	(9, 2.3446866107116586e-06)	(10, 0.12742996579360152)	(15, 0.049799033393565985)	(20, 0.0385028119210868)	(25, 0.0744996899446263)	(30, 0.08410733344399414)	(35, 0.04535173545610927)	(40, 0.03524510486456636)	(45, 0.05345831403493696)	(50, 0.07819629126743695)	(55, 0.05754152123862772)	(60, 0.0037806071053323033)	(65, 0.0018664689116814894)	(70, 0.018397502729219903)	(75, 0.009317479440619888)	(80, 0.001056044427142492)	(85, 0.03546660619526282)	(90, 0.02189742109868885)	(95, 0.02479489437659388)	(100, 0.0006373472291420225)	(105, 0.0342443052032132)	(110, 0.018651262210583334)	(115, 0.051960150761805976)	(120, 0.017836800718401376)	(125, 0.00024578274443943186)	(130, 0.008455074503159129)	(135, 0.04733698346317377)	(140, 0.009540017671863235)	(145, 0.055125648649691696)
mehreen_1037_MERGE_2_val_2	(1, 0.0009859407198042523)	(2, 0.00011840667384093877)	(3, 0.00013013010689449705)	(4, 0.002004707052158468)	(5, 0.16051372833940408)	(6, 0.0007409209689848841)	(7, 0.0031958078503999906)	(8, 0.0004161818734013194)	(9, 8.792574790168719e-05)	(10, 0.04364821700768609)	(15, 0.0049318138169709026)	(20, 0.030987596610856847)	(25, 0.03024890958443662)	(30, 0.009113924690746159)	(35, 0.049541123984800296)	(40, 0.0024926415400156696)	(45, 0.027427062565216674)	(50, 0.0027359971326617314)	(55, 0.01439032426293289)	(60, 0.0023881432763298493)	(65, 0.018172263493187138)	(70, 0.009969702628924163)	(75, 0.0005891399257977656)	(80, 0.004008494205035577)	(85, 0.002503710720633754)	(90, 0.018189280388418803)	(95, 0.018814604519842897)	(100, 0.02272457066041081)	(105, 0.07000981587594327)	(110, 0.010415813156878343)	(115, 0.049220603763917965)	(120, 0.0005497894139750892)	(125, 0.014789456728191288)	(130, 0.018155136198792818)	(135, 0.021243111978086277)	(140, 0.02613157775118975)	(145, 0.012204044030011903)
mehreen_1038_MERGE_1_val_1	(1, 0.16586284097740547)	(2, 0.001045588260862198)	(3, 0.0525184620403099)	(4, 0.11098402119163334)	(5, 0.0003897101298890806)	(6, 0.035697648779350034)	(7, 0.0)	(8, 0.08379571318656241)	(9, 7.030852858823618e-06)	(10, 0.12998781382450283)	(15, 0.05048051911880232)	(20, 0.03971346903251008)	(25, 0.07418172342486434)	(30, 0.08466130685480523)	(35, 0.04489235744124494)	(40, 0.03541480937114223)	(45, 0.05408904898629668)	(50, 0.07764371698057594)	(55, 0.058032124106152466)	(60, 0.0038058104518791523)	(65, 0.0018518851479416179)	(70, 0.018354511136231332)	(75, 0.009270993636071905)	(80, 0.00103125889815175)	(85, 0.035664575486632925)	(90, 0.021946316495686135)	(95, 0.025248512132651023)	(100, 0.000634036312291869)	(105, 0.034671525078050346)	(110, 0.019295214758546207)	(115, 0.05160560636056143)	(120, 0.017876492254905726)	(125, 0.00026159546506028904)	(130, 0.008528965563040173)	(135, 0.0468468743929656)	(140, 0.009764117649878262)	(145, 0.05694887521953412)
mehreen_1038_MERGE_2_val_2	(1, 0.0009381166528773227)	(2, 0.00012354212880504357)	(3, 0.00012655535145882513)	(4, 0.0020158459553798577)	(5, 0.16211840962630625)	(6, 0.0007924775579445479)	(7, 0.0032482540207765115)	(8, 0.0004359128772470644)	(9, 9.441430981848858e-05)	(10, 0.04328052402834643)	(15, 0.004961773303226954)	(20, 0.03137408457380062)	(25, 0.02997620986928497)	(30, 0.009239673819598476)	(35, 0.049402750261414614)	(40, 0.002479952403814876)	(45, 0.02780247416788196)	(50, 0.0028389462730596653)	(55, 0.014461124312833704)	(60, 0.0024596376771855795)	(65, 0.018287956606617257)	(70, 0.009810142830918868)	(75, 0.0006019398589553465)	(80, 0.00404635510898629)	(85, 0.0024914959241237678)	(90, 0.01815582655133701)	(95, 0.019016412569823234)	(100, 0.022820882025669256)	(105, 0.07131476795753748)	(110, 0.010894104082375244)	(115, 0.05011136694949344)	(120, 0.000622808511838133)	(125, 0.014737275560279886)	(130, 0.01902985530119428)	(135, 0.021229066600213623)	(140, 0.02678200873193969)	(145, 0.013072687753626437)
mehreen_1039_MERGE_1_val_1	(1, 0.1550150018521436)	(2, 0.0007402733988813549)	(3, 0.048679911476734464)	(4, 0.1011312750033911)	(5, 0.0003431247509607858)	(6, 0.03363790643674291)	(7, 0.0)	(8, 0.07875954124074785)	(9, 1.4601053232373864e-06)	(10, 0.12126437528444678)	(15, 0.04729222737752965)	(20, 0.03717343303645685)	(25, 0.07386383520747344)	(30, 0.08192996785027504)	(35, 0.044937971434503364)	(40, 0.035191826319585805)	(45, 0.05277393990127903)	(50, 0.07790664852051293)	(55, 0.056991573814654445)	(60, 0.0035934369352910037)	(65, 0.001769889854786383)	(70, 0.018873339796332628)	(75, 0.009383855142066841)	(80, 0.0009930915157328184)	(85, 0.03512907284825767)	(90, 0.022174128421735356)	(95, 0.02444458652560009)	(100, 0.0005953169505122815)	(105, 0.03420565445702461)	(110, 0.018738698284720474)	(115, 0.05171346560235838)	(120, 0.01777408426740102)	(125, 0.00023214349243915472)	(130, 0.008279329283824197)	(135, 0.04767272491133182)	(140, 0.009667187644744233)	(145, 0.054328335947491056)
mehreen_1039_MERGE_2_val_2	(1, 0.000963669513336675)	(2, 9.490684601043012e-05)	(3, 9.78270566569049e-05)	(4, 0.00192733902667335)	(5, 0.15874411084769188)	(6, 0.0006555872901335864)	(7, 0.0028136229578784437)	(8, 0.0004716140194056758)	(9, 9.636695133366751e-05)	(10, 0.04303164004432296)	(15, 0.004974578836269775)	(20, 0.03140142829927176)	(25, 0.029934516513110514)	(30, 0.008929921580790944)	(35, 0.048856855549712856)	(40, 0.00249023546205536)	(45, 0.027276031737485083)	(50, 0.002737948716709514)	(55, 0.0144408894737803)	(60, 0.0023445218461076744)	(65, 0.01833657333849436)	(70, 0.009923223260491826)	(75, 0.0005866664543492831)	(80, 0.003897667051386393)	(85, 0.002377089961153479)	(90, 0.018174486630018354)	(95, 0.018660771393194105)	(100, 0.022274439078334374)	(105, 0.06838820502630814)	(110, 0.010359495201795108)	(115, 0.047468558668294865)	(120, 0.0005317689757936086)	(125, 0.014838001810132584)	(130, 0.018102206811853216)	(135, 0.02121417767831841)	(140, 0.02530868256769796)	(145, 0.012099192853095889)
mehreen_1040_MERGE_1_val_1	(1, 0.15331553923034147)	(2, 0.0007800390168340393)	(3, 0.048238835349390906)	(4, 0.10063699288394456)	(5, 0.00035347594289242664)	(6, 0.033273248624373954)	(7, 0.0)	(8, 0.07956265086014384)	(9, 1.3288569281670175e-06)	(10, 0.11908259013244532)	(15, 0.04715156461076465)	(20, 0.03659833146893608)	(25, 0.07418577923072858)	(30, 0.08263950117129006)	(35, 0.045542336609070526)	(40, 0.03530235442307035)	(45, 0.05270533202592022)	(50, 0.07947598909799321)	(55, 0.05714057611077211)	(60, 0.003575613472445978)	(65, 0.0016727126681890731)	(70, 0.01838095819450683)	(75, 0.009416428733134264)	(80, 0.0009432628243447367)	(85, 0.035246711078509525)	(90, 0.02132494437966539)	(95, 0.023824933492359687)	(100, 0.0005715832299797878)	(105, 0.03422497059204224)	(110, 0.018188721933707942)	(115, 0.05222043095949215)	(120, 0.017850315202561088)	(125, 0.00022930102853090619)	(130, 0.007955678531446487)	(135, 0.04849787335832473)	(140, 0.009445308139157803)	(145, 0.054936715891623536)
mehreen_1040_MERGE_2_val_2	(1, 0.0008517972909550583)	(2, 9.567769882802526e-05)	(3, 0.00010099312654069333)	(4, 0.0017952857099536408)	(5, 0.15750010969713943)	(6, 0.0006431667532328365)	(7, 0.0027201701319578848)	(8, 0.0003866973660966021)	(9, 0.00010896626810969543)	(10, 0.042931646549677474)	(15, 0.004946802800794539)	(20, 0.03068739605010072)	(25, 0.02958117645952617)	(30, 0.00878362173397007)	(35, 0.048973675232177945)	(40, 0.0023755113199348176)	(45, 0.026725619101111757)	(50, 0.0025695799518486674)	(55, 0.014530785206814362)	(60, 0.002265353294779999)	(65, 0.01770808165834713)	(70, 0.010281243556884897)	(75, 0.0005256402165050956)	(80, 0.0037298278270032526)	(85, 0.002300132667703403)	(90, 0.018458110259885942)	(95, 0.018764287519739232)	(100, 0.02226712235320029)	(105, 0.06781909931235695)	(110, 0.010287957090857124)	(115, 0.0473309537302093)	(120, 0.0005164925203856719)	(125, 0.014470867678637037)	(130, 0.01748782261989703)	(135, 0.021040053097758773)	(140, 0.025607967625450593)	(145, 0.01150141740136022)
mehreen_1041_MERGE_1_val_1	(1, 0.1547762041696848)	(2, 0.0008246279634968892)	(3, 0.04768809322363942)	(4, 0.10069606168406375)	(5, 0.00032165220755901605)	(6, 0.03312544719905573)	(7, 0.0)	(8, 0.07747561040601654)	(9, 1.5767265076422356e-06)	(10, 0.11909109915812265)	(15, 0.04692779570165433)	(20, 0.03675498879436419)	(25, 0.07378829173025632)	(30, 0.08237321864859802)	(35, 0.044892062159692166)	(40, 0.035307529101596374)	(45, 0.05294206630132364)	(50, 0.07789351711441041)	(55, 0.056586330977417255)	(60, 0.003574263815156086)	(65, 0.00178043353908078)	(70, 0.018700383653545188)	(75, 0.009267970566056435)	(80, 0.0010124794672596174)	(85, 0.03533524966391709)	(90, 0.02198858936643538)	(95, 0.024296695648669556)	(100, 0.0005995332318246439)	(105, 0.03416186724754692)	(110, 0.018474949875227967)	(115, 0.051533087575046405)	(120, 0.01786869568165978)	(125, 0.00023410858688219357)	(130, 0.00822801920787894)	(135, 0.0473898000034264)	(140, 0.009641868044296417)	(145, 0.05608640323719119)
mehreen_1041_MERGE_2_val_2	(1, 0.0009318453660165613)	(2, 0.00010564067601202979)	(3, 0.00010721740251967203)	(4, 0.0019693314080451523)	(5, 0.15880947057623362)	(6, 0.0008262046900045315)	(7, 0.0031471461092539028)	(8, 0.00043202306309397256)	(9, 8.82966844279652e-05)	(10, 0.04314932829874048)	(15, 0.004988762670180034)	(20, 0.031276038167495836)	(25, 0.029757024852331358)	(30, 0.008759667000003553)	(35, 0.04918219969110392)	(40, 0.0024198035581332)	(45, 0.02743949712914834)	(50, 0.0026771737380701143)	(55, 0.01456559425891342)	(60, 0.0023851196582153583)	(65, 0.018124749425607833)	(70, 0.009856392978335859)	(75, 0.0005629810355337654)	(80, 0.003994262636971776)	(85, 0.002484989192525856)	(90, 0.018171968775466292)	(95, 0.01891929093098871)	(100, 0.022545071435530615)	(105, 0.06816194138435483)	(110, 0.010625473380177155)	(115, 0.04781244000631016)	(120, 0.0005715423408812067)	(125, 0.014739641646121675)	(130, 0.018016763217388654)	(135, 0.021415493451877543)	(140, 0.026094777654619743)	(145, 0.01239839752665159)
mehreen_1042_MERGE_1_val_1	(1, 0.16096529727574577)	(2, 0.0009265829551819876)	(3, 0.05024730536236225)	(4, 0.10661030597837887)	(5, 0.00040383160880926196)	(6, 0.03489179424948)	(7, 0.0)	(8, 0.08055201848478491)	(9, 3.716241798858239e-06)	(10, 0.1257107978266972)	(15, 0.04861587521266349)	(20, 0.03851092888582962)	(25, 0.07370558758369099)	(30, 0.08411484963653734)	(35, 0.04439827811934214)	(40, 0.03555898905227204)	(45, 0.053397626582493536)	(50, 0.07768277292215986)	(55, 0.05732818730979764)	(60, 0.0037229685416600624)	(65, 0.0018326623666424383)	(70, 0.01827557065247347)	(75, 0.009288489004798388)	(80, 0.0010487194402264597)	(85, 0.03548313960573743)	(90, 0.02223091917288457)	(95, 0.025169830157551892)	(100, 0.0005965840117008669)	(105, 0.03465316393345392)	(110, 0.019062619812743802)	(115, 0.05121712433091671)	(120, 0.018180480457245678)	(125, 0.0002323326606746059)	(130, 0.008500123972556574)	(135, 0.04720634804213287)	(140, 0.009770383147614121)	(145, 0.05672051858594047)
mehreen_1042_MERGE_2_val_2	(1, 0.00096374537317057)	(2, 9.16672977051699e-05)	(3, 0.0001337847047588966)	(4, 0.0020451717366383178)	(5, 0.15982193354896373)	(6, 0.000884465548128261)	(7, 0.00336196008070042)	(8, 0.0004496652576618469)	(9, 0.00010033852856917247)	(10, 0.04321543263056269)	(15, 0.0050875350226369295)	(20, 0.0315607100021211)	(25, 0.029646774118369662)	(30, 0.009145106895169128)	(35, 0.04888982294417113)	(40, 0.0025287670687040684)	(45, 0.02794002291390791)	(50, 0.0028765387535759222)	(55, 0.014543366230108094)	(60, 0.0024874805801388213)	(65, 0.01839824946237078)	(70, 0.009813395315678014)	(75, 0.0006146982543408861)	(80, 0.004105463421455788)	(85, 0.002564121772080955)	(90, 0.018184792396542325)	(95, 0.018917886663027562)	(100, 0.022988456006259525)	(105, 0.0698136079584779)	(110, 0.010837693310099124)	(115, 0.049036798806485496)	(120, 0.0005760182571537694)	(125, 0.015043050330140162)	(130, 0.019016818015056565)	(135, 0.02118251193060773)	(140, 0.026774855890195536)	(145, 0.013218849037315128)
mehreen_1043_MERGE_1_val_1	(1, 0.16059985445988276)	(2, 0.0009292305978651662)	(3, 0.04962431476995331)	(4, 0.10619935443179579)	(5, 0.00034408538822994314)	(6, 0.034574580027779696)	(7, 0.0)	(8, 0.08175628864058905)	(9, 7.001737551190703e-06)	(10, 0.12555235707293122)	(15, 0.04893634404313775)	(20, 0.038241921739881224)	(25, 0.07402456779301758)	(30, 0.08289132688209963)	(35, 0.04517928309044872)	(40, 0.03529163497340097)	(45, 0.053053536806746536)	(50, 0.07776275299174645)	(55, 0.05708390597617193)	(60, 0.0036848198755214568)	(65, 0.001829058702177395)	(70, 0.01863311085946041)	(75, 0.009241433086927217)	(80, 0.0010124522672645697)	(85, 0.03545046317493912)	(90, 0.021986740801824136)	(95, 0.02452675916411444)	(100, 0.0006359917663702952)	(105, 0.034346931052762486)	(110, 0.01869591569059119)	(115, 0.051919140799379385)	(120, 0.017700829136697793)	(125, 0.00023469523778993674)	(130, 0.00835699078008103)	(135, 0.046889586033577464)	(140, 0.009694848375494744)	(145, 0.05568960806841129)
mehreen_1043_MERGE_2_val_2	(1, 0.0008872201725580221)	(2, 0.00013403326169422205)	(3, 0.00014003475102381408)	(4, 0.001953484776782206)	(5, 0.16007572439176507)	(6, 0.0008082005630517269)	(7, 0.0033228245921507883)	(8, 0.00040209978508266614)	(9, 8.702159527908445e-05)	(10, 0.04314230619470528)	(15, 0.00495542973944414)	(20, 0.030946402425197257)	(25, 0.029934300395239845)	(30, 0.00900125530256609)	(35, 0.04933513413002004)	(40, 0.0025421025896080816)	(45, 0.027652731483787468)	(50, 0.0028573815932031493)	(55, 0.014330253834327194)	(60, 0.002411873272089176)	(65, 0.018183772758023787)	(70, 0.009925613535515682)	(75, 0.000605037948626315)	(80, 0.004067065442930371)	(85, 0.0024679560778785394)	(90, 0.018031823911724344)	(95, 0.018686331006239447)	(100, 0.022602152994821365)	(105, 0.0697022642505127)	(110, 0.010444159739446216)	(115, 0.04862473582970892)	(120, 0.0005704737355903156)	(125, 0.014591464496042948)	(130, 0.018327038937597025)	(135, 0.02081531530449384)	(140, 0.026285542825694716)	(145, 0.012367675094431617)
mehreen_1045_MERGE_1_val_1	(1, 0.16314431282459296)	(2, 0.0010633004381393253)	(3, 0.050989813010658386)	(4, 0.10680883281122042)	(5, 0.00044840898476961266)	(6, 0.03461498626331278)	(7, 0.0)	(8, 0.08092749254665887)	(9, 4.86080200292263e-06)	(10, 0.12679645064723827)	(15, 0.04876794041512245)	(20, 0.03865546078783612)	(25, 0.07320999591710585)	(30, 0.08348112242996183)	(35, 0.04418043911515339)	(40, 0.035432521990502085)	(45, 0.05316456298769873)	(50, 0.07723714007022293)	(55, 0.05718664293548961)	(60, 0.003699255326837179)	(65, 0.001897511631690163)	(70, 0.018701001888064672)	(75, 0.009361563386359642)	(80, 0.0010793572437106506)	(85, 0.035442566857400506)	(90, 0.022293066425647746)	(95, 0.025215095808215682)	(100, 0.0006330956863254207)	(105, 0.03443871815279164)	(110, 0.019064129622526356)	(115, 0.05110240627177016)	(120, 0.017988117392734437)	(125, 0.0002615064801580475)	(130, 0.008455248026660596)	(135, 0.04669249620841369)	(140, 0.009791938503974314)	(145, 0.05622498265670439)
mehreen_1045_MERGE_2_val_2	(1, 0.000975806002086718)	(2, 0.00010086164156064458)	(3, 0.00014217845858548693)	(4, 0.002060980049239195)	(5, 0.15988392988113262)	(6, 0.0008482099495099989)	(7, 0.0034426630185699528)	(8, 0.0004702825937827645)	(9, 9.478563905699128e-05)	(10, 0.0431799624325626)	(15, 0.00495947628358196)	(20, 0.03138502712996276)	(25, 0.02987199655738076)	(30, 0.009181139151702968)	(35, 0.04882839648130005)	(40, 0.002660173984276783)	(45, 0.027930443444466813)	(50, 0.0029664016531197753)	(55, 0.014531011002377237)	(60, 0.0025125479579054238)	(65, 0.01833324326438249)	(70, 0.009687795034449082)	(75, 0.0006142810964213141)	(80, 0.004240261682253751)	(85, 0.0025962872074781216)	(90, 0.01790101577523915)	(95, 0.018999156975949345)	(100, 0.02278949065386303)	(105, 0.07009363426641718)	(110, 0.010760748821883534)	(115, 0.04931218488417263)	(120, 0.0005995084943093159)	(125, 0.014947127126910086)	(130, 0.01921632883880538)	(135, 0.021509816282401933)	(140, 0.026746883555029143)	(145, 0.013068918188451399)
mehreen_1046_MERGE_1_val_1	(1, 0.16406832892794682)	(2, 0.001179628642538391)	(3, 0.0512373428376194)	(4, 0.11045198606646339)	(5, 0.0004911006273329285)	(6, 0.03585034579530378)	(7, 0.0)	(8, 0.08366232345333471)	(9, 3.701763522610014e-06)	(10, 0.12906988231131303)	(15, 0.05064604781094117)	(20, 0.03937222031980167)	(25, 0.07506510663390834)	(30, 0.08453285663055318)	(35, 0.04550297185103309)	(40, 0.03578131527305488)	(45, 0.05414638918609519)	(50, 0.07825141370330001)	(55, 0.058185542196548104)	(60, 0.0038095322097836237)	(65, 0.0019538803183395074)	(70, 0.018572922814479947)	(75, 0.009538212728065126)	(80, 0.0010669089378647976)	(85, 0.03605208278419666)	(90, 0.021923518688688987)	(95, 0.024991826132849598)	(100, 0.0006732064000636537)	(105, 0.03481172909929918)	(110, 0.019315128104555473)	(115, 0.052205687412714474)	(120, 0.01787377009776111)	(125, 0.000263233600464308)	(130, 0.008718237886283882)	(135, 0.04726102498670701)	(140, 0.00982228457455126)	(145, 0.056817339615951874)
mehreen_1046_MERGE_2_val_2	(1, 0.0010167510475435505)	(2, 0.00010241545745887705)	(3, 0.0001431348562075872)	(4, 0.0020359699374355076)	(5, 0.1620298911481629)	(6, 0.0008995285359942334)	(7, 0.003848600142340211)	(8, 0.0004195331992291349)	(9, 8.390663984582698e-05)	(10, 0.04337010821513376)	(15, 0.005113122561663791)	(20, 0.03134938909948247)	(25, 0.030322192958487884)	(30, 0.009391035956202803)	(35, 0.04979942031044309)	(40, 0.002608927124844586)	(45, 0.027747415377450717)	(50, 0.0029422564776564702)	(55, 0.014773169354899293)	(60, 0.002546439115456819)	(65, 0.018259143960828287)	(70, 0.009960686779332059)	(75, 0.0006332174229226312)	(80, 0.004413044880585834)	(85, 0.0027003976377116897)	(90, 0.018200578757981128)	(95, 0.01902665888870191)	(100, 0.023160232497884146)	(105, 0.0712892747130878)	(110, 0.0108988797838442)	(115, 0.04989375695354179)	(120, 0.0006076968108159069)	(125, 0.014943929901632853)	(130, 0.018607003672960802)	(135, 0.021114682291743018)	(140, 0.02675046038811223)	(145, 0.012575858730994562)
