"set_id","gene_id"
"infection_diet33_up","LOC126293387"
"infection_diet33_up","LOC126293478"
"infection_diet33_up","LOC126293526"
"infection_diet33_up","LOC126293557"
"infection_diet33_up","LOC126293577"
"infection_diet33_up","LOC126293578"
"infection_diet33_up","LOC126293579"
"infection_diet33_up","LOC126293587"
"infection_diet33_up","LOC126293672"
"infection_diet33_up","LOC126294945"
"infection_diet33_up","LOC126294948"
"infection_diet33_up","LOC126294949"
"infection_diet33_up","LOC126294950"
"infection_diet33_up","LOC126294955"
"infection_diet33_up","LOC126295040"
"infection_diet33_up","LOC126295041"
"infection_diet33_up","LOC126295063"
"infection_diet33_up","LOC126295065"
"infection_diet33_up","LOC126295163"
"infection_diet33_up","LOC126295191"
"infection_diet33_up","LOC126295425"
"infection_diet33_up","LOC126295494"
"infection_diet33_up","LOC126297421"
"infection_diet33_up","LOC126297487"
"infection_diet33_up","LOC126297521"
"infection_diet33_up","LOC126297535"
"infection_diet33_up","LOC126297555"
"infection_diet33_up","LOC126297567"
"infection_diet33_up","LOC126297581"
"infection_diet33_up","LOC126297738"
"infection_diet33_up","LOC126297857"
"infection_diet33_up","LOC126298063"
"infection_diet33_up","LOC126298233"
"infection_diet33_up","LOC126298297"
"infection_diet33_up","LOC126298370"
"infection_diet33_up","LOC126298389"
"infection_diet33_up","LOC126298393"
"infection_diet33_up","LOC126298520"
"infection_diet33_up","LOC126298648"
"infection_diet33_up","LOC126298757"
"infection_diet33_up","LOC126298804"
"infection_diet33_up","LOC126299138"
"infection_diet33_up","LOC126299206"
"infection_diet33_up","LOC126299221"
"infection_diet33_up","LOC126299228"
"infection_diet33_up","LOC126299332"
"infection_diet33_up","LOC126299374"
"infection_diet33_up","LOC126299447"
"infection_diet33_up","LOC126299466"
"infection_diet33_up","LOC126299506"
"infection_diet33_up","LOC126299510"
"infection_diet33_up","LOC126299559"
"infection_diet33_up","LOC126321085"
"infection_diet33_up","LOC126322572"
"infection_diet33_up","LOC126322901"
"infection_diet33_up","LOC126323134"
"infection_diet33_up","LOC126323780"
"infection_diet33_up","LOC126324495"
"infection_diet33_up","LOC126324937"
"infection_diet33_up","LOC126324969"
"infection_diet33_up","LOC126325205"
"infection_diet33_up","LOC126325232"
"infection_diet33_up","LOC126329358"
"infection_diet33_up","LOC126329703"
"infection_diet33_up","LOC126330284"
"infection_diet33_up","LOC126330961"
"infection_diet33_up","LOC126331691"
"infection_diet33_up","LOC126332062"
"infection_diet33_up","LOC126332098"
"infection_diet33_up","LOC126332140"
"infection_diet33_up","LOC126332151"
"infection_diet33_up","LOC126332162"
"infection_diet33_up","LOC126332220"
"infection_diet33_up","LOC126332261"
"infection_diet33_up","LOC126332302"
"infection_diet33_up","LOC126332318"
"infection_diet33_up","LOC126334513"
"infection_diet33_up","LOC126334532"
"infection_diet33_up","LOC126334613"
"infection_diet33_up","LOC126334632"
"infection_diet33_up","LOC126334771"
"infection_diet33_up","LOC126334818"
"infection_diet33_up","LOC126334835"
"infection_diet33_up","LOC126334947"
"infection_diet33_up","LOC126334976"
"infection_diet33_up","LOC126334994"
"infection_diet33_up","LOC126334999"
"infection_diet33_up","LOC126335036"
"infection_diet33_up","LOC126335043"
"infection_diet33_up","LOC126335083"
"infection_diet33_up","LOC126335084"
"infection_diet33_up","LOC126335114"
"infection_diet33_up","LOC126335115"
"infection_diet33_up","LOC126335117"
"infection_diet33_up","LOC126335132"
"infection_diet33_up","LOC126335140"
"infection_diet33_up","LOC126335166"
"infection_diet33_up","LOC126335229"
"infection_diet33_up","LOC126335237"
"infection_diet33_up","LOC126335241"
"infection_diet33_up","LOC126335288"
"infection_diet33_up","LOC126335291"
"infection_diet33_up","LOC126335348"
"infection_diet33_up","LOC126335382"
"infection_diet33_up","LOC126335463"
"infection_diet33_up","LOC126335468"
"infection_diet33_up","LOC126335470"
"infection_diet33_up","LOC126335472"
"infection_diet33_up","LOC126335490"
"infection_diet33_up","LOC126335517"
"infection_diet33_up","LOC126335545"
"infection_diet33_up","LOC126335547"
"infection_diet33_up","LOC126335557"
"infection_diet33_up","LOC126335565"
"infection_diet33_up","LOC126335579"
"infection_diet33_up","LOC126335605"
"infection_diet33_up","LOC126335606"
"infection_diet33_up","LOC126335656"
"infection_diet33_up","LOC126335700"
"infection_diet33_up","LOC126335709"
"infection_diet33_up","LOC126335786"
"infection_diet33_up","LOC126335828"
"infection_diet33_up","LOC126335893"
"infection_diet33_up","LOC126335966"
"infection_diet33_up","LOC126336000"
"infection_diet33_up","LOC126336236"
"infection_diet33_up","LOC126336325"
"infection_diet33_up","LOC126336375"
"infection_diet33_up","LOC126336379"
"infection_diet33_up","LOC126336414"
"infection_diet33_up","LOC126336416"
"infection_diet33_up","LOC126336437"
"infection_diet33_up","LOC126336499"
"infection_diet33_up","LOC126336546"
"infection_diet33_up","LOC126336549"
"infection_diet33_up","LOC126336554"
"infection_diet33_up","LOC126336565"
"infection_diet33_up","LOC126336578"
"infection_diet33_up","LOC126336583"
"infection_diet33_up","LOC126336593"
"infection_diet33_up","LOC126336619"
"infection_diet33_up","LOC126336656"
"infection_diet33_up","LOC126336688"
"infection_diet33_up","LOC126336702"
"infection_diet33_up","LOC126336705"
"infection_diet33_up","LOC126336738"
"infection_diet33_up","LOC126336764"
"infection_diet33_up","LOC126336801"
"infection_diet33_up","LOC126336969"
"infection_diet33_up","LOC126337023"
"infection_diet33_up","LOC126337043"
"infection_diet33_up","LOC126337850"
"infection_diet33_up","LOC126339239"
"infection_diet33_up","LOC126339612"
"infection_diet33_up","LOC126339755"
"infection_diet33_up","LOC126340122"
"infection_diet33_up","LOC126341418"
"infection_diet33_up","LOC126341434"
"infection_diet33_up","LOC126343175"
"infection_diet33_up","LOC126343256"
"infection_diet33_up","LOC126343303"
"infection_diet33_up","LOC126343319"
"infection_diet33_up","LOC126345497"
"infection_diet33_up","LOC126346021"
"infection_diet33_up","LOC126346362"
"infection_diet33_up","LOC126346425"
"infection_diet33_up","LOC126346580"
"infection_diet33_up","LOC126349011"
"infection_diet33_up","LOC126349825"
"infection_diet33_up","LOC126352796"
"infection_diet33_up","LOC126353793"
"infection_diet33_up","LOC126353855"
"infection_diet33_up","LOC126353879"
"infection_diet33_up","LOC126353887"
"infection_diet33_up","LOC126353931"
"infection_diet33_up","LOC126353933"
"infection_diet33_up","LOC126353952"
"infection_diet33_up","LOC126353958"
"infection_diet33_up","LOC126354017"
"infection_diet33_up","LOC126354018"
"infection_diet33_up","LOC126354142"
"infection_diet33_up","LOC126354146"
"infection_diet33_up","LOC126354226"
"infection_diet33_up","LOC126354254"
"infection_diet33_up","LOC126354256"
"infection_diet33_up","LOC126354265"
"infection_diet33_up","LOC126354298"
"infection_diet33_up","LOC126354299"
"infection_diet33_up","LOC126354364"
"infection_diet33_up","LOC126354416"
"infection_diet33_up","LOC126354418"
"infection_diet33_up","LOC126354485"
"infection_diet33_up","LOC126354579"
"infection_diet33_up","LOC126354656"
"infection_diet33_up","LOC126354672"
"infection_diet33_up","LOC126354702"
"infection_diet33_up","LOC126354704"
"infection_diet33_up","LOC126354871"
"infection_diet33_up","LOC126354914"
"infection_diet33_up","LOC126354934"
"infection_diet33_up","LOC126354995"
"infection_diet33_up","LOC126355038"
"infection_diet33_up","LOC126355055"
"infection_diet33_up","LOC126355083"
"infection_diet33_up","LOC126355203"
"infection_diet33_up","LOC126355303"
"infection_diet33_up","LOC126355485"
"infection_diet33_up","LOC126355590"
"infection_diet33_up","LOC126355644"
"infection_diet33_up","LOC126355684"
"infection_diet33_up","LOC126355691"
"infection_diet33_up","LOC126355826"
"infection_diet33_up","LOC126355831"
"infection_diet33_up","LOC126355838"
"infection_diet33_up","LOC126355933"
"infection_diet33_up","LOC126355938"
"infection_diet33_up","LOC126355939"
"infection_diet33_up","LOC126355940"
"infection_diet33_up","LOC126356028"
"infection_diet33_up","LOC126356050"
"infection_diet33_up","LOC126356066"
"infection_diet33_up","LOC126356122"
"infection_diet33_up","LOC126356135"
"infection_diet33_up","LOC126356152"
"infection_diet33_up","LOC126356154"
"infection_diet33_up","LOC126356221"
"infection_diet33_up","LOC126356236"
"infection_diet33_up","LOC126356252"
"infection_diet33_up","LOC126356271"
"infection_diet33_up","LOC126356285"
"infection_diet33_up","LOC126356328"
"infection_diet33_up","LOC126357744"
"infection_diet33_up","LOC126357770"
"infection_diet33_up","LOC126358740"
"infection_diet33_up","LOC126359055"
"infection_diet33_up","LOC126359091"
"infection_diet33_up","LOC126360693"
"infection_diet33_up","LOC126361021"
"infection_diet33_up","LOC126361845"
"infection_diet33_up","LOC126365759"
"infection_diet33_up","LOC126365760"
"infection_diet33_up","LOC126365778"
"infection_diet33_up","LOC126365849"
"infection_diet33_up","LOC126365865"
"infection_diet33_up","LOC126365914"
"infection_diet33_up","LOC126365959"
"infection_diet33_up","LOC126365964"
"infection_diet33_up","LOC126365992"
"infection_diet33_down","LOC126266596"
"infection_diet33_down","LOC126266657"
"infection_diet33_down","LOC126266822"
"infection_diet33_down","LOC126266828"
"infection_diet33_down","LOC126266832"
"infection_diet33_down","LOC126266835"
"infection_diet33_down","LOC126266840"
"infection_diet33_down","LOC126266862"
"infection_diet33_down","LOC126266909"
"infection_diet33_down","LOC126266913"
"infection_diet33_down","LOC126266938"
"infection_diet33_down","LOC126267179"
"infection_diet33_down","LOC126267190"
"infection_diet33_down","LOC126267253"
"infection_diet33_down","LOC126267263"
"infection_diet33_down","LOC126267400"
"infection_diet33_down","LOC126267472"
"infection_diet33_down","LOC126267535"
"infection_diet33_down","LOC126267554"
"infection_diet33_down","LOC126267568"
"infection_diet33_down","LOC126267982"
"infection_diet33_down","LOC126267984"
"infection_diet33_down","LOC126268069"
"infection_diet33_down","LOC126268128"
"infection_diet33_down","LOC126268132"
"infection_diet33_down","LOC126268172"
"infection_diet33_down","LOC126268173"
"infection_diet33_down","LOC126268199"
"infection_diet33_down","LOC126268218"
"infection_diet33_down","LOC126268728"
"infection_diet33_down","LOC126270294"
"infection_diet33_down","LOC126271532"
"infection_diet33_down","LOC126271720"
"infection_diet33_down","LOC126271849"
"infection_diet33_down","LOC126271928"
"infection_diet33_down","LOC126271949"
"infection_diet33_down","LOC126272126"
"infection_diet33_down","LOC126272129"
"infection_diet33_down","LOC126272450"
"infection_diet33_down","LOC126272463"
"infection_diet33_down","LOC126272556"
"infection_diet33_down","LOC126272589"
"infection_diet33_down","LOC126272678"
"infection_diet33_down","LOC126272691"
"infection_diet33_down","LOC126272753"
"infection_diet33_down","LOC126272831"
"infection_diet33_down","LOC126272860"
"infection_diet33_down","LOC126272888"
"infection_diet33_down","LOC126272926"
"infection_diet33_down","LOC126272931"
"infection_diet33_down","LOC126273233"
"infection_diet33_down","LOC126273250"
"infection_diet33_down","LOC126273784"
"infection_diet33_down","LOC126274965"
"infection_diet33_down","LOC126275296"
"infection_diet33_down","LOC126275659"
"infection_diet33_down","LOC126276533"
"infection_diet33_down","LOC126276633"
"infection_diet33_down","LOC126276951"
"infection_diet33_down","LOC126277383"
"infection_diet33_down","LOC126277871"
"infection_diet33_down","LOC126277966"
"infection_diet33_down","LOC126278002"
"infection_diet33_down","LOC126278137"
"infection_diet33_down","LOC126278149"
"infection_diet33_down","LOC126278289"
"infection_diet33_down","LOC126278341"
"infection_diet33_down","LOC126278364"
"infection_diet33_down","LOC126278365"
"infection_diet33_down","LOC126278456"
"infection_diet33_down","LOC126278485"
"infection_diet33_down","LOC126278499"
"infection_diet33_down","LOC126278501"
"infection_diet33_down","LOC126278530"
"infection_diet33_down","LOC126278549"
"infection_diet33_down","LOC126278567"
"infection_diet33_down","LOC126278585"
"infection_diet33_down","LOC126278622"
"infection_diet33_down","LOC126278697"
"infection_diet33_down","LOC126279052"
"infection_diet33_down","LOC126279122"
"infection_diet33_down","LOC126279221"
"infection_diet33_down","LOC126281049"
"infection_diet33_down","LOC126281275"
"infection_diet33_down","LOC126281276"
"infection_diet33_down","LOC126281280"
"infection_diet33_down","LOC126281296"
"infection_diet33_down","LOC126281299"
"infection_diet33_down","LOC126281310"
"infection_diet33_down","LOC126281341"
"infection_diet33_down","LOC126281351"
"infection_diet33_down","LOC126281387"
"infection_diet33_down","LOC126281398"
"infection_diet33_down","LOC126281399"
"infection_diet33_down","LOC126281404"
"infection_diet33_down","LOC126281421"
"infection_diet33_down","LOC126281438"
"infection_diet33_down","LOC126281446"
"infection_diet33_down","LOC126281455"
"infection_diet33_down","LOC126281486"
"infection_diet33_down","LOC126281516"
"infection_diet33_down","LOC126281532"
"infection_diet33_down","LOC126281562"
"infection_diet33_down","LOC126281581"
"infection_diet33_down","LOC126281582"
"infection_diet33_down","LOC126281672"
"infection_diet33_down","LOC126281694"
"infection_diet33_down","LOC126281715"
"infection_diet33_down","LOC126281737"
"infection_diet33_down","LOC126281750"
"infection_diet33_down","LOC126281835"
"infection_diet33_down","LOC126281857"
"infection_diet33_down","LOC126281861"
"infection_diet33_down","LOC126281862"
"infection_diet33_down","LOC126281878"
"infection_diet33_down","LOC126281906"
"infection_diet33_down","LOC126281914"
"infection_diet33_down","LOC126281915"
"infection_diet33_down","LOC126281934"
"infection_diet33_down","LOC126281954"
"infection_diet33_down","LOC126281958"
"infection_diet33_down","LOC126281974"
"infection_diet33_down","LOC126282017"
"infection_diet33_down","LOC126282019"
"infection_diet33_down","LOC126282021"
"infection_diet33_down","LOC126282043"
"infection_diet33_down","LOC126282115"
"infection_diet33_down","LOC126282123"
"infection_diet33_down","LOC126282257"
"infection_diet33_down","LOC126282271"
"infection_diet33_down","LOC126282456"
"infection_diet33_down","LOC126283954"
"infection_diet33_down","LOC126283957"
"infection_diet33_down","LOC126283960"
"infection_diet33_down","LOC126283962"
"infection_diet33_down","LOC126283982"
"infection_diet33_down","LOC126283987"
"infection_diet33_down","LOC126284002"
"infection_diet33_down","LOC126284030"
"infection_diet33_down","LOC126284088"
"infection_diet33_down","LOC126284105"
"infection_diet33_down","LOC126284106"
"infection_diet33_down","LOC126284231"
"infection_diet33_down","LOC126284235"
"infection_diet33_down","LOC126284276"
"infection_diet33_down","LOC126284300"
"infection_diet33_down","LOC126284317"
"infection_diet33_down","LOC126284367"
"infection_diet33_down","LOC126284383"
"infection_diet33_down","LOC126284452"
"infection_diet33_down","LOC126284491"
"infection_diet33_down","LOC126284556"
"infection_diet33_down","LOC126284566"
"infection_diet33_down","LOC126284577"
"infection_diet33_down","LOC126284626"
"infection_diet33_down","LOC126284629"
"infection_diet33_down","LOC126284686"
"infection_diet33_down","LOC126284752"
"infection_diet33_down","LOC126284778"
"infection_diet33_down","LOC126284786"
"infection_diet33_down","LOC126284811"
"infection_diet33_down","LOC126284812"
"infection_diet33_down","LOC126284821"
"infection_diet33_down","LOC126284898"
"infection_diet33_down","LOC126284908"
"infection_diet33_down","LOC126284914"
"infection_diet33_down","LOC126284936"
"infection_diet33_down","LOC126285032"
"infection_diet33_down","LOC126285253"
"infection_diet33_down","LOC126285254"
"infection_diet33_down","LOC126285297"
"infection_diet33_down","LOC126285310"
"infection_diet33_down","LOC126291424"
"infection_diet33_down","LOC126291591"
"infection_diet33_down","LOC126291743"
"infection_diet33_down","LOC126291785"
"infection_diet33_down","LOC126291795"
"infection_diet33_down","LOC126291805"
"infection_diet33_down","LOC126291810"
"infection_diet33_down","LOC126291811"
"infection_diet33_down","LOC126291919"
"infection_diet33_down","LOC126291949"
"infection_diet33_down","LOC126291954"
"infection_diet33_down","LOC126291956"
"infection_diet33_down","LOC126291976"
"infection_diet33_down","LOC126292020"
"infection_diet33_down","LOC126292205"
"infection_diet33_down","LOC126292317"
"infection_diet33_down","LOC126293250"
"infection_diet33_down","LOC126293272"
"infection_diet33_down","LOC126293286"
"infection_diet33_down","LOC126293292"
"infection_diet33_down","LOC126293313"
"infection_diet33_down","LOC126293368"
"infection_diet33_down","LOC126293483"
"infection_diet33_down","LOC126293546"
"infection_diet33_down","LOC126293679"
"infection_diet33_down","LOC126293692"
"infection_diet33_down","LOC126293721"
"infection_diet33_down","LOC126293737"
"infection_diet33_down","LOC126293755"
"infection_diet33_down","LOC126295156"
"infection_diet33_down","LOC126295211"
"infection_diet33_down","LOC126295285"
"infection_diet33_down","LOC126295329"
"infection_diet33_down","LOC126295330"
"infection_diet33_down","LOC126295342"
"infection_diet33_down","LOC126295441"
"infection_diet33_down","LOC126295444"
"infection_diet33_down","LOC126297379"
"infection_diet33_down","LOC126297442"
"infection_diet33_down","LOC126297477"
"infection_diet33_down","LOC126297692"
"infection_diet33_down","LOC126297976"
"infection_diet33_down","LOC126297977"
"infection_diet33_down","LOC126297991"
"infection_diet33_down","LOC126298069"
"infection_diet33_down","LOC126298275"
"infection_diet33_down","LOC126298660"
"infection_diet33_down","LOC126298770"
"infection_diet33_down","LOC126299093"
"infection_diet33_down","LOC126299150"
"infection_diet33_down","LOC126299171"
"infection_diet33_down","LOC126299235"
"infection_diet33_down","LOC126299493"
"infection_diet33_down","LOC126299530"
"infection_diet33_down","LOC126299542"
"infection_diet33_down","LOC126305900"
"infection_diet33_down","LOC126306122"
"infection_diet33_down","LOC126320089"
"infection_diet33_down","LOC126320956"
"infection_diet33_down","LOC126322885"
"infection_diet33_down","LOC126322960"
"infection_diet33_down","LOC126324086"
"infection_diet33_down","LOC126324213"
"infection_diet33_down","LOC126324735"
"infection_diet33_down","LOC126324953"
"infection_diet33_down","LOC126325353"
"infection_diet33_down","LOC126326240"
"infection_diet33_down","LOC126326589"
"infection_diet33_down","LOC126327089"
"infection_diet33_down","LOC126328249"
"infection_diet33_down","LOC126329483"
"infection_diet33_down","LOC126330497"
"infection_diet33_down","LOC126330717"
"infection_diet33_down","LOC126331446"
"infection_diet33_down","LOC126332601"
"infection_diet33_down","LOC126334527"
"infection_diet33_down","LOC126334647"
"infection_diet33_down","LOC126334657"
"infection_diet33_down","LOC126334736"
"infection_diet33_down","LOC126334929"
"infection_diet33_down","LOC126334943"
"infection_diet33_down","LOC126334969"
"infection_diet33_down","LOC126334991"
"infection_diet33_down","LOC126334992"
"infection_diet33_down","LOC126335014"
"infection_diet33_down","LOC126335078"
"infection_diet33_down","LOC126335141"
"infection_diet33_down","LOC126335182"
"infection_diet33_down","LOC126335202"
"infection_diet33_down","LOC126335222"
"infection_diet33_down","LOC126335256"
"infection_diet33_down","LOC126335258"
"infection_diet33_down","LOC126335309"
"infection_diet33_down","LOC126335312"
"infection_diet33_down","LOC126335320"
"infection_diet33_down","LOC126335345"
"infection_diet33_down","LOC126335352"
"infection_diet33_down","LOC126335428"
"infection_diet33_down","LOC126335453"
"infection_diet33_down","LOC126335461"
"infection_diet33_down","LOC126335505"
"infection_diet33_down","LOC126335518"
"infection_diet33_down","LOC126335523"
"infection_diet33_down","LOC126335538"
"infection_diet33_down","LOC126335600"
"infection_diet33_down","LOC126335665"
"infection_diet33_down","LOC126335667"
"infection_diet33_down","LOC126335854"
"infection_diet33_down","LOC126336041"
"infection_diet33_down","LOC126336122"
"infection_diet33_down","LOC126336124"
"infection_diet33_down","LOC126336149"
"infection_diet33_down","LOC126336205"
"infection_diet33_down","LOC126336244"
"infection_diet33_down","LOC126336251"
"infection_diet33_down","LOC126336345"
"infection_diet33_down","LOC126336399"
"infection_diet33_down","LOC126336409"
"infection_diet33_down","LOC126336425"
"infection_diet33_down","LOC126336460"
"infection_diet33_down","LOC126336463"
"infection_diet33_down","LOC126336464"
"infection_diet33_down","LOC126336471"
"infection_diet33_down","LOC126336473"
"infection_diet33_down","LOC126336481"
"infection_diet33_down","LOC126336529"
"infection_diet33_down","LOC126336531"
"infection_diet33_down","LOC126336532"
"infection_diet33_down","LOC126336533"
"infection_diet33_down","LOC126336534"
"infection_diet33_down","LOC126336535"
"infection_diet33_down","LOC126336537"
"infection_diet33_down","LOC126336538"
"infection_diet33_down","LOC126336539"
"infection_diet33_down","LOC126336541"
"infection_diet33_down","LOC126336542"
"infection_diet33_down","LOC126336557"
"infection_diet33_down","LOC126336562"
"infection_diet33_down","LOC126336597"
"infection_diet33_down","LOC126336602"
"infection_diet33_down","LOC126336625"
"infection_diet33_down","LOC126336646"
"infection_diet33_down","LOC126336692"
