"foreground_set","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj"
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126278249","arginine kinase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.56865174343703,0.00284976084142736
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126278567","xylulose kinase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.19329504106269,5.50245184413185e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126278697","ornithine decarboxylase 1-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.23167492746111,0.00105017761286138
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126279052","thymidine kinase, cytosolic-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.58497252632526,0.00019348787773354
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281164","dolichol-phosphate mannosyltransferase subunit 3","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.36989909182244,0.0101215360885618
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281399","sorbitol dehydrogenase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4690155740824,0.000125395264872002
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281446","aldehyde dehydrogenase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281492","myogenesis-regulating glycosidase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",3.13924883550372,0.0474432653917825
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281532","transaldolase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77179390695898,3.54336447477083e-15
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281562","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281672","D-aspartate oxidase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.49642633667361,0.000181539916064202
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281949","probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.13067419314859,0.000142270367716713
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281954","alcohol dehydrogenase class-3","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126281958","fructose-1,6-bisphosphatase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37081141966285,5.31175965474024e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126283957","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.92256546015585,5.30845871046262e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126283960","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.85723375393321,1.18748025045249e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284296","DNA replication ATP-dependent helicase/nuclease DNA2","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.29403290011228,0.000254034451903367
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284573","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.00903793849306,1.42265984178028e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284686","uncharacterized LOC126284686","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.54310697174388,8.10638653723601e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284808","spermine synthase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06539387582938,0.00168666378872652
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284811","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.39357497208033,7.95851805589176e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284812","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.26987701625151,1.91449559037136e-11
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284872","fatty acid synthase-like","protein_coding","Infection within diet","infection_diet50","Infected diet 50",3.58453625802948,0.032904998473273
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126284898","fructose-bisphosphate aldolase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.66352709028333,1.17303274043337e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126285375","sepiapterin reductase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.08854697003274,0.00095406496291435
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126291591","UTP--glucose-1-phosphate uridylyltransferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.56720615785429,1.5084528198661e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126292034","hexosaminidase D-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.43452972955017,6.96115048815971e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126292317","dihydropyrimidinase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.48552513629051,0.00172841560188883
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126293404","aminomethyltransferase, mitochondrial","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.28346254478214,0.00889411731114794
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126295125","prostamide/prostaglandin F synthase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.24223157244614,0.00819819063451339
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126297442","beta-1,4-glucuronyltransferase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90450510893333,3.89396125508657e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126297494","glucose-6-phosphate 1-dehydrogenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.38413773041172,3.00305620589176e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126297511","dihydrofolate reductase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.30000710752263,0.0426032339775071
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126297871","pyruvate dehydrogenase E1 component subunit beta, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.08632285731617,0.000148908456350271
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126298104","aminoacylase-1A-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.06226329551259,0.0180617015262272
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126298220","acyl-CoA synthetase short-chain family member 3, mitochondrial","protein_coding","Infection within diet","infection_diet50","Infected diet 50",4.15210292151573,0.0478769075860178
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126298221","L-threonine ammonia-lyase","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.41456627233725,0.0280980403179526
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126298672","phosphonopyruvate decarboxylase-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.14576682651675,0.000956048370510053
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126298779","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.3609424983175,0.0215471654456057
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126299043","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.12976423989885,0.00327068628652296
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126299071","probable galactose-1-phosphate uridylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.01435495293276,0.0187657114237617
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126299078","UDP-N-acetylhexosamine pyrophosphorylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.2428017416964,0.00010335867658241
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126299493","1,4-alpha-glucan-branching enzyme-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.01518786052976,0.005053848326685
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126299542","transketolase","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.0242420106253,0.000752362470489799
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126323251","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126323656","pancreatic triacylglycerol lipase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.80116783626461,0.00173582172050696
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126329483","glucose dehydrogenase [FAD, quinone]-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.76609608461524,0.00121375242980436
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126331446","alkaline phosphatase 4-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.57147650811755,0.000105257396122596
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126334561","adenosylhomocysteinase-like 1","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.06219908372149,0.00367753294164473
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126334596","probable aconitate hydratase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets","Average control",2.12578961193669,0.0135632998535692
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126334891","porphobilinogen deaminase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.03103110194528,0.0427652082118388
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335182","apyrase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.68062159527072,2.10712954448423e-14
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335184","protein 5NUC-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.21418279114143,0.0349122863528309
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335256","probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.88658055846766,3.2877561656341e-17
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335258","galactoside alpha-(1,2)-fucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.52191518395064,4.49636572471367e-08
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335481","DNA primase large subunit","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.01495139742844,0.001417228996245
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335505","isocitrate dehydrogenase [NADP] cytoplasmic","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.35748613988231,2.60443555613489e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126335523","L-xylulose reductase-like","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.30193381205088,0.000429898077824099
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336122","NADP-dependent malic enzyme-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.4096398459002,4.75240175557166e-10
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336244","acetyl-CoA acetyltransferase, mitochondrial","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.70587238674963,1.45258367656863e-17
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336251","enoyl-CoA hydratase, mitochondrial-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68270517033863,3.74621147984462e-07
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336625","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.11319359875358,2.62134798120712e-07
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336627","UDP-glucosyltransferase 2-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.0686583912327,0.00691426834221871
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336628","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.52770989936731,0.0116996631994891
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336692","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.29084742475274,0.000187888352276763
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336695","glutathione S-transferase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.5744018540379,1.60111953504433e-09
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126336714","4-hydroxyphenylpyruvate dioxygenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.5739699254617,4.69951704653764e-07
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126341237","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96787523034327,0.00134241665768644
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126349195","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.09885259010062,0.0349122863528309
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126350022","alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.0760283036318,0.000525784070834309
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126354574","phosphoenolpyruvate phosphomutase-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.22669560626491,0.00658012475897547
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126354727","alanine--glyoxylate aminotransferase 2, mitochondrial-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.62715954368852,5.30577079290177e-05
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126354818","chitooligosaccharidolytic beta-N-acetylglucosaminidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.67871278594546,0.000951682693410042
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126355818","alpha-amylase 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90303420176762,0.00455058340903636
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126355885","pyridoxine/pyridoxamine 5'-phosphate oxidase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.99482209089926,0.008086730545911
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126356100","glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding","Infection within diet","infection_diet50","Control diet 50",1.09771649289524,2.66791460778016e-06
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126356371","fatty acid synthase","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.03885095179571,0.000179545929858519
"Expression cluster 1","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","104/260","842/3456",4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,104,"LOC126357545","aldo-keto reductase family 1 member B1-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.14412579457218,0.00105197622655255
