"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","ontology"
"GO:1903046","meiotic cell cycle process","14/271","16/633",0.875,2.04381918819188,3.65621381004463,0.000257185097952277,0.0102764247383125,0.0102764247383125,"LOC126272289/LOC126267242/LOC126273149/LOC126326589/LOC126284413/LOC126282371/LOC126356254/LOC126278346/LOC126353865/LOC126334614/LOC126347975/LOC126266642/LOC126272375/LOC126266746",14,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0140013","meiotic nuclear division","12/271","13/633",0.923076923076923,2.15611694578484,3.64138415095402,0.000262951393718923,0.0102764247383125,0.0102764247383125,"LOC126272289/LOC126267242/LOC126273149/LOC126282371/LOC126356254/LOC126278346/LOC126353865/LOC126334614/LOC126347975/LOC126266642/LOC126272375/LOC126266746",12,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0051726","regulation of cell cycle","21/271","28/633",0.75,1.75184501845018,3.51818404053523,0.000430411104297835,0.0146977690792282,0.0146977690792282,"LOC126277977/LOC126267315/LOC126336752/LOC126336566/LOC126284632/LOC126272289/LOC126267242/LOC126284310/LOC126320326/LOC126326589/LOC126270526/LOC126279111/LOC126285437/LOC126284276/LOC126282371/LOC126278341/LOC126353790/LOC126320492/LOC126266967/LOC126334614/LOC126359832",21,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","9/271","9/633",1,2.33579335793358,3.48945127838758,0.0004472967048213,0.0146977690792282,0.0146977690792282,"LOC126284030/LOC126267242/LOC126354218/LOC126284413/LOC126285437/LOC126267997/LOC126278346/LOC126334614/LOC126266746",9,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0044281","small molecule metabolic process","54/271","91/633",0.593406593406593,1.38607517943311,3.44097751042971,0.000461978680120828,0.0146977690792282,0.0146977690792282,"LOC126281954/LOC126365930/LOC126349195/LOC126284002/LOC126336714/LOC126293368/LOC126352958/LOC126269845/LOC126299043/LOC126266657/LOC126284573/LOC126325353/LOC126298865/LOC126267953/LOC126305900/LOC126299549/LOC126347864/LOC126335352/LOC126292317/LOC126333165/LOC126299150/LOC126267350/LOC126297494/LOC126335505/LOC126279122/LOC126277907/LOC126336866/LOC126281958/LOC126281446/LOC126347783/LOC126365911/LOC126267222/LOC126281672/LOC126334596/LOC126336244/LOC126267535/LOC126281861/LOC126324953/LOC126291591/LOC126297871/LOC126355885/LOC126354620/LOC126299078/LOC126335256/LOC126323251/LOC126320178/LOC126293404/LOC126336251/LOC126278002/LOC126354225/LOC126277880/LOC126336122/LOC126272037/LOC126281265",54,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0007059","chromosome segregation","13/271","15/633",0.866666666666667,2.02435424354244,3.47128652307651,0.000542873590162021,0.0160203104362098,0.0160203104362098,"LOC126336566/LOC126267242/LOC126273149/LOC126354268/LOC126356254/LOC126334907/LOC126278346/LOC126279072/LOC126353865/LOC126334614/LOC126347975/LOC126272743/LOC126266746",13,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0051321","meiotic cell cycle","14/271","17/633",0.823529411764706,1.92359453006295,3.33736998757302,0.000894312108131544,0.0248351448280747,0.0248351448280747,"LOC126272289/LOC126267242/LOC126273149/LOC126326589/LOC126284413/LOC126282371/LOC126356254/LOC126278346/LOC126353865/LOC126334614/LOC126347975/LOC126266642/LOC126272375/LOC126266746",14,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0045132","meiotic chromosome segregation","8/271","8/633",1,2.33579335793358,3.28725325284492,0.00106296745442324,0.027447338198143,0.027447338198143,"LOC126267242/LOC126273149/LOC126356254/LOC126278346/LOC126353865/LOC126334614/LOC126347975/LOC126266746",8,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0051225","spindle assembly","8/271","8/633",1,2.33579335793358,3.28725325284492,0.00106296745442324,0.027447338198143,0.027447338198143,"LOC126272289/LOC126284310/LOC126273149/LOC126278346/LOC126334614/LOC126347975/LOC126266642/LOC126266746",8,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0051276","chromosome organization","18/271","24/633",0.75,1.75184501845018,3.24649097861978,0.00116815400735896,0.029634222713001,0.029634222713001,"LOC126336566/LOC126349792/LOC126326589/LOC126284413/LOC126354268/LOC126365911/LOC126284276/LOC126282371/LOC126356254/LOC126334907/LOC126282271/LOC126362079/LOC126320492/LOC126279072/LOC126347975/LOC126272743/LOC126266642/LOC126266746",18,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0006996","organelle organization","43/271","72/633",0.597222222222222,1.394987699877,3.07791972315212,0.00164806677373401,0.0397184092469896,0.0397184092469896,"LOC126277977/LOC126284030/LOC126336566/LOC126279052/LOC126299043/LOC126272289/LOC126267242/LOC126349792/LOC126284310/LOC126273149/LOC126354218/LOC126326589/LOC126284413/LOC126320757/LOC126354268/LOC126285437/LOC126365911/LOC126284276/LOC126282371/LOC126356254/LOC126362173/LOC126334907/LOC126267997/LOC126282271/LOC126278346/LOC126281396/LOC126322385/LOC126362079/LOC126334733/LOC126320492/LOC126282270/LOC126336809/LOC126279072/LOC126353865/LOC126334614/LOC126347975/LOC126272743/LOC126297692/LOC126266642/LOC126272375/LOC126334948/LOC126298660/LOC126266746",43,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0007017","microtubule-based process","17/271","23/633",0.739130434782609,1.72645596021178,3.0682955563641,0.00213583725808203,0.0490225503997876,0.0490225503997876,"LOC126284030/LOC126272289/LOC126267242/LOC126284310/LOC126273149/LOC126354218/LOC126284413/LOC126285437/LOC126282371/LOC126267997/LOC126278346/LOC126279072/LOC126334614/LOC126347975/LOC126272743/LOC126266642/LOC126266746",17,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0051301","cell division","17/271","23/633",0.739130434782609,1.72645596021178,3.0682955563641,0.00213583725808203,0.0490225503997876,0.0490225503997876,"LOC126267315/LOC126336752/LOC126267242/LOC126354218/LOC126284413/LOC126284276/LOC126282371/LOC126334907/LOC126298797/LOC126267997/LOC126278346/LOC126279072/LOC126334614/LOC126347975/LOC126334946/LOC126272743/LOC126266746",17,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0019752","carboxylic acid metabolic process","31/271","49/633",0.63265306122449,1.47774681828451,3.01008194777905,0.00219711589680012,0.0496410872933277,0.0496410872933277,"LOC126365930/LOC126349195/LOC126284002/LOC126336714/LOC126293368/LOC126352958/LOC126269845/LOC126299043/LOC126325353/LOC126267953/LOC126347864/LOC126335352/LOC126267350/LOC126335505/LOC126336866/LOC126281446/LOC126347783/LOC126267222/LOC126281672/LOC126334596/LOC126336244/LOC126267535/LOC126281861/LOC126297871/LOC126335256/LOC126323251/LOC126293404/LOC126336251/LOC126278002/LOC126336122/LOC126272037",31,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Biological process"
"GO:0005739","mitochondrion","36/271","43/633",0.837209302325581,1.9555479275723,5.61112051068624,1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,"LOC126365930/LOC126349195/LOC126284002/LOC126336928/LOC126352958/LOC126299043/LOC126266662/LOC126349792/LOC126325353/LOC126298865/LOC126272888/LOC126299549/LOC126266827/LOC126299150/LOC126267350/LOC126335505/LOC126272512/LOC126354727/LOC126336866/LOC126356100/LOC126281446/LOC126293382/LOC126334596/LOC126336244/LOC126281396/LOC126334959/LOC126298770/LOC126334733/LOC126335256/LOC126323251/LOC126320178/LOC126336251/LOC126334657/LOC126266828/LOC126336122/LOC126272037",36,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",0.569306930693069,1.32978334733842,4.91082740519034,7.22867759583203e-07,0.000130658347544664,0.000130658347544664,"LOC126354478/LOC126277977/LOC126356182/LOC126273293/LOC126284030/LOC126365930/LOC126349195/LOC126336566/LOC126284002/LOC126293357/LOC126336714/LOC126336928/LOC126284632/LOC126352958/LOC126361620/LOC126299043/LOC126266657/LOC126284573/LOC126297907/LOC126267242/LOC126266662/LOC126355257/LOC126349792/LOC126335481/LOC126284310/LOC126320326/LOC126284624/LOC126325353/LOC126298865/LOC126267953/LOC126272888/LOC126324835/LOC126305900/LOC126299549/LOC126347864/LOC126298758/LOC126337896/LOC126335352/LOC126326589/LOC126266827/LOC126299150/LOC126267350/LOC126299197/LOC126320757/LOC126354268/LOC126335505/LOC126270526/LOC126272690/LOC126272512/LOC126354727/LOC126354753/LOC126336866/LOC126356100/LOC126281446/LOC126347783/LOC126363354/LOC126365911/LOC126284276/LOC126354642/LOC126281672/LOC126282371/LOC126293382/LOC126334596/LOC126336244/LOC126267253/LOC126295143/LOC126281949/LOC126281861/LOC126272836/LOC126276967/LOC126298797/LOC126272511/LOC126336858/LOC126353790/LOC126282271/LOC126291476/LOC126278346/LOC126281396/LOC126268197/LOC126362079/LOC126297938/LOC126334959/LOC126354620/LOC126293483/LOC126298770/LOC126334733/LOC126320492/LOC126335256/LOC126266967/LOC126323251/LOC126297442/LOC126279072/LOC126320178/LOC126278501/LOC126336251/LOC126359832/LOC126334946/LOC126334657/LOC126278002/LOC126272743/LOC126266828/LOC126266642/LOC126299004/LOC126272375/LOC126334948/LOC126298660/LOC126284788/LOC126266746/LOC126336122/LOC126299093/LOC126272037/LOC126297882/LOC126299171/LOC126284584/LOC126281164",115,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043226","organelle","134/271","244/633",0.549180327868853,1.28277176214385,4.87130194653363,8.31907306043993e-07,0.000130765626501526,0.000130765626501526,"LOC126354478/LOC126277977/LOC126356182/LOC126267315/LOC126273293/LOC126284030/LOC126365930/LOC126349195/LOC126336566/LOC126356039/LOC126284002/LOC126293357/LOC126336714/LOC126336928/LOC126284632/LOC126352958/LOC126361620/LOC126299043/LOC126266657/LOC126284573/LOC126297907/LOC126267242/LOC126295214/LOC126266662/LOC126355257/LOC126349792/LOC126335481/LOC126284310/LOC126320326/LOC126284624/LOC126325353/LOC126298865/LOC126267953/LOC126272888/LOC126324835/LOC126305900/LOC126299549/LOC126347864/LOC126298758/LOC126273149/LOC126337896/LOC126335352/LOC126326589/LOC126266827/LOC126333165/LOC126284413/LOC126299150/LOC126267350/LOC126298067/LOC126299197/LOC126320757/LOC126354268/LOC126335505/LOC126270526/LOC126272690/LOC126272512/LOC126354727/LOC126354753/LOC126336866/LOC126356100/LOC126281446/LOC126285437/LOC126347783/LOC126363354/LOC126365911/LOC126284276/LOC126354642/LOC126281672/LOC126282371/LOC126293382/LOC126334596/LOC126336244/LOC126267253/LOC126295143/LOC126281949/LOC126281861/LOC126272836/LOC126334907/LOC126276967/LOC126298797/LOC126278341/LOC126267997/LOC126272511/LOC126336858/LOC126353790/LOC126282271/LOC126291476/LOC126278346/LOC126281396/LOC126268197/LOC126322385/LOC126362079/LOC126297938/LOC126334959/LOC126354620/LOC126293483/LOC126298770/LOC126329244/LOC126334733/LOC126320492/LOC126336809/LOC126335256/LOC126266967/LOC126323251/LOC126297442/LOC126279072/LOC126320178/LOC126278501/LOC126334614/LOC126336251/LOC126359832/LOC126347975/LOC126334946/LOC126334657/LOC126278002/LOC126272743/LOC126297692/LOC126266828/LOC126266642/LOC126358586/LOC126299004/LOC126272375/LOC126334948/LOC126298660/LOC126284788/LOC126282005/LOC126266746/LOC126336122/LOC126299093/LOC126272037/LOC126297882/LOC126299171/LOC126284584/LOC126281164",134,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043229","intracellular organelle","133/271","242/633",0.549586776859504,1.28372114299655,4.85511928344579,9.04326600978742e-07,0.000130765626501526,0.000130765626501526,"LOC126354478/LOC126277977/LOC126356182/LOC126267315/LOC126273293/LOC126284030/LOC126365930/LOC126349195/LOC126336566/LOC126356039/LOC126284002/LOC126293357/LOC126336714/LOC126336928/LOC126284632/LOC126352958/LOC126361620/LOC126299043/LOC126266657/LOC126284573/LOC126297907/LOC126267242/LOC126295214/LOC126266662/LOC126355257/LOC126349792/LOC126335481/LOC126284310/LOC126320326/LOC126284624/LOC126325353/LOC126298865/LOC126267953/LOC126272888/LOC126324835/LOC126305900/LOC126299549/LOC126347864/LOC126298758/LOC126273149/LOC126337896/LOC126335352/LOC126326589/LOC126266827/LOC126333165/LOC126284413/LOC126299150/LOC126267350/LOC126298067/LOC126299197/LOC126320757/LOC126354268/LOC126335505/LOC126270526/LOC126272690/LOC126272512/LOC126354727/LOC126354753/LOC126336866/LOC126356100/LOC126281446/LOC126285437/LOC126347783/LOC126363354/LOC126365911/LOC126284276/LOC126354642/LOC126281672/LOC126282371/LOC126293382/LOC126334596/LOC126336244/LOC126267253/LOC126295143/LOC126281949/LOC126281861/LOC126272836/LOC126334907/LOC126276967/LOC126298797/LOC126278341/LOC126267997/LOC126272511/LOC126336858/LOC126353790/LOC126282271/LOC126291476/LOC126278346/LOC126281396/LOC126268197/LOC126322385/LOC126362079/LOC126297938/LOC126334959/LOC126354620/LOC126293483/LOC126298770/LOC126329244/LOC126334733/LOC126320492/LOC126336809/LOC126335256/LOC126266967/LOC126323251/LOC126297442/LOC126279072/LOC126320178/LOC126278501/LOC126334614/LOC126336251/LOC126359832/LOC126347975/LOC126334946/LOC126334657/LOC126278002/LOC126272743/LOC126297692/LOC126266828/LOC126266642/LOC126299004/LOC126272375/LOC126334948/LOC126298660/LOC126284788/LOC126282005/LOC126266746/LOC126336122/LOC126299093/LOC126272037/LOC126297882/LOC126299171/LOC126284584/LOC126281164",133,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0005622","intracellular anatomical structure","158/271","300/633",0.526666666666667,1.23018450184502,4.75229606917209,1.39616715902378e-06,0.000183532519268035,0.000183532519268035,"LOC126354478/LOC126277977/LOC126356182/LOC126267315/LOC126273293/LOC126284030/LOC126365930/LOC126349195/LOC126336566/LOC126356039/LOC126336713/LOC126284002/LOC126293357/LOC126336714/LOC126278678/LOC126336928/LOC126293368/LOC126284632/LOC126352958/LOC126279052/LOC126361620/LOC126299043/LOC126266657/LOC126272289/LOC126284573/LOC126297907/LOC126267242/LOC126295214/LOC126266662/LOC126355257/LOC126365980/LOC126349792/LOC126335481/LOC126284310/LOC126320326/LOC126284624/LOC126325353/LOC126298865/LOC126267953/LOC126272888/LOC126324835/LOC126305900/LOC126299549/LOC126347864/LOC126298758/LOC126273149/LOC126337896/LOC126335352/LOC126354218/LOC126326589/LOC126266827/LOC126333165/LOC126284413/LOC126355586/LOC126299150/LOC126267350/LOC126273842/LOC126298067/LOC126299197/LOC126320757/LOC126354268/LOC126335505/LOC126270526/LOC126279122/LOC126272690/LOC126279111/LOC126272512/LOC126354727/LOC126354753/LOC126336866/LOC126356100/LOC126281958/LOC126281446/LOC126285437/LOC126347783/LOC126363354/LOC126365911/LOC126284276/LOC126267222/LOC126354642/LOC126281672/LOC126282371/LOC126334891/LOC126293382/LOC126334596/LOC126336244/LOC126267253/LOC126295143/LOC126281949/LOC126267535/LOC126281861/LOC126336724/LOC126272836/LOC126334907/LOC126276967/LOC126298797/LOC126278341/LOC126324953/LOC126267997/LOC126272511/LOC126336858/LOC126353790/LOC126282271/LOC126291476/LOC126278346/LOC126297871/LOC126285378/LOC126283987/LOC126281396/LOC126268197/LOC126322385/LOC126362079/LOC126297938/LOC126334959/LOC126354620/LOC126293483/LOC126299078/LOC126298770/LOC126329244/LOC126334733/LOC126320492/LOC126336809/LOC126335256/LOC126266967/LOC126323251/LOC126297442/LOC126279072/LOC126320178/LOC126278501/LOC126334614/LOC126293404/LOC126336251/LOC126359832/LOC126347975/LOC126334946/LOC126334657/LOC126278002/LOC126272743/LOC126297692/LOC126266828/LOC126266642/LOC126299004/LOC126272375/LOC126334948/LOC126328249/LOC126298660/LOC126284788/LOC126282005/LOC126266746/LOC126336122/LOC126299093/LOC126334929/LOC126272037/LOC126297882/LOC126299171/LOC126284584/LOC126281164/LOC126281265",158,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043227","membrane-bounded organelle","124/271","224/633",0.553571428571429,1.29302846599895,4.71694775527013,1.82462018403569e-06,0.000219866732176301,0.000219866732176301,"LOC126354478/LOC126277977/LOC126356182/LOC126267315/LOC126273293/LOC126284030/LOC126365930/LOC126349195/LOC126336566/LOC126356039/LOC126284002/LOC126293357/LOC126336714/LOC126336928/LOC126284632/LOC126352958/LOC126361620/LOC126299043/LOC126266657/LOC126284573/LOC126297907/LOC126267242/LOC126295214/LOC126266662/LOC126355257/LOC126349792/LOC126335481/LOC126284310/LOC126320326/LOC126284624/LOC126325353/LOC126298865/LOC126267953/LOC126272888/LOC126324835/LOC126305900/LOC126299549/LOC126347864/LOC126298758/LOC126337896/LOC126335352/LOC126326589/LOC126266827/LOC126333165/LOC126299150/LOC126267350/LOC126299197/LOC126320757/LOC126354268/LOC126335505/LOC126270526/LOC126272690/LOC126272512/LOC126354727/LOC126354753/LOC126336866/LOC126356100/LOC126281446/LOC126347783/LOC126363354/LOC126365911/LOC126284276/LOC126354642/LOC126281672/LOC126282371/LOC126293382/LOC126334596/LOC126336244/LOC126267253/LOC126295143/LOC126281949/LOC126281861/LOC126272836/LOC126276967/LOC126298797/LOC126267997/LOC126272511/LOC126336858/LOC126353790/LOC126282271/LOC126291476/LOC126278346/LOC126281396/LOC126268197/LOC126362079/LOC126297938/LOC126334959/LOC126354620/LOC126293483/LOC126298770/LOC126329244/LOC126334733/LOC126320492/LOC126335256/LOC126266967/LOC126323251/LOC126297442/LOC126279072/LOC126320178/LOC126278501/LOC126336251/LOC126359832/LOC126334946/LOC126334657/LOC126278002/LOC126272743/LOC126297692/LOC126266828/LOC126266642/LOC126358586/LOC126299004/LOC126272375/LOC126334948/LOC126298660/LOC126284788/LOC126282005/LOC126266746/LOC126336122/LOC126299093/LOC126272037/LOC126297882/LOC126299171/LOC126284584/LOC126281164",124,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0005694","chromosome","22/271","27/633",0.814814814814815,1.90323903239032,4.14702989537492,3.22141272397657e-05,0.00291135174929383,0.00291135174929383,"LOC126336566/LOC126284632/LOC126361620/LOC126335481/LOC126354268/LOC126365911/LOC126284276/LOC126334907/LOC126298797/LOC126278341/LOC126282271/LOC126278346/LOC126281396/LOC126362079/LOC126320492/LOC126266967/LOC126279072/LOC126359832/LOC126347975/LOC126272743/LOC126272375/LOC126266746",22,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0031974","membrane-enclosed lumen","27/271","36/633",0.75,1.75184501845018,4.01588539697893,5.77001788824982e-05,0.00426427177772698,0.00426427177772698,"LOC126349195/LOC126352958/LOC126299043/LOC126355257/LOC126349792/LOC126335481/LOC126298865/LOC126299549/LOC126354268/LOC126272512/LOC126281446/LOC126365911/LOC126284276/LOC126293382/LOC126282271/LOC126281396/LOC126268197/LOC126362079/LOC126334959/LOC126298770/LOC126334733/LOC126320492/LOC126266967/LOC126336251/LOC126359832/LOC126266642/LOC126272037",27,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043233","organelle lumen","27/271","36/633",0.75,1.75184501845018,4.01588539697893,5.77001788824982e-05,0.00426427177772698,0.00426427177772698,"LOC126349195/LOC126352958/LOC126299043/LOC126355257/LOC126349792/LOC126335481/LOC126298865/LOC126299549/LOC126354268/LOC126272512/LOC126281446/LOC126365911/LOC126284276/LOC126293382/LOC126282271/LOC126281396/LOC126268197/LOC126362079/LOC126334959/LOC126298770/LOC126334733/LOC126320492/LOC126266967/LOC126336251/LOC126359832/LOC126266642/LOC126272037",27,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0070013","intracellular organelle lumen","27/271","36/633",0.75,1.75184501845018,4.01588539697893,5.77001788824982e-05,0.00426427177772698,0.00426427177772698,"LOC126349195/LOC126352958/LOC126299043/LOC126355257/LOC126349792/LOC126335481/LOC126298865/LOC126299549/LOC126354268/LOC126272512/LOC126281446/LOC126365911/LOC126284276/LOC126293382/LOC126282271/LOC126281396/LOC126268197/LOC126362079/LOC126334959/LOC126298770/LOC126334733/LOC126320492/LOC126266967/LOC126336251/LOC126359832/LOC126266642/LOC126272037",27,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
"GO:0043228","membraneless organelle","37/271","54/633",0.685185185185185,1.60045100451005,3.98863295399288,6.19292581827569e-05,0.00426427177772698,0.00426427177772698,"LOC126356182/LOC126336566/LOC126284632/LOC126361620/LOC126267242/LOC126335481/LOC126273149/LOC126284413/LOC126298067/LOC126354268/LOC126272512/LOC126285437/LOC126365911/LOC126284276/LOC126282371/LOC126293382/LOC126334907/LOC126298797/LOC126278341/LOC126267997/LOC126282271/LOC126278346/LOC126281396/LOC126322385/LOC126362079/LOC126334733/LOC126320492/LOC126336809/LOC126266967/LOC126279072/LOC126334614/LOC126359832/LOC126347975/LOC126272743/LOC126272375/LOC126334948/LOC126266746",37,"GO","All fat body DEGs in heatmap",271,633,"DEG cluster 1",918,"Cellular component"
