"gene_id","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","phase_class","n_context_families","single_context","DEG_context","Description","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","heatmap_row_order"
"LOC126347864",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.22125322579393,6.76841295981015e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126347864",2.46084512632663,"1038","Higher than gene mean",562
"LOC126354088",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.17600264309463,1.31229268347535e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","luciferin sulfotransferase-like",2.08577198327602,"1049","Lower than gene mean",563
"LOC126267535",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.08204022637779,6.41811777038635e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","kynurenine formamidase",2.37423920838862,"1011","Higher than gene mean",564
"LOC126355949",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.27154996028647,2.37665488400364e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mitochondrial enolase superfamily member 1-like",2.28213527698843,"1038","Higher than gene mean",565
"LOC126267222",1,"infection_diet83","Control diet 83",1.20990377135291,0.0332461425263246,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","C-1-tetrahydrofolate synthase, cytoplasmic",2.08485901978231,"1038","Higher than gene mean",566
"LOC126334694",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.71445750894883,9.52704912320445e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","dihydrodiol dehydrogenase 3-like",2.0897616839566,"1038","Higher than gene mean",567
"LOC126266926",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.45021650541407,3.83596134751211e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","quinone oxidoreductase-like",2.37717348459549,"1038","Higher than gene mean",568
"LOC126324953",5,"control_diet83_vs33; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.71050410724422,6.56571560261296e-09,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","adenylosuccinate lyase",2.71768751093026,"1038","Higher than gene mean",569
"LOC126299549",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.39611721084196,1.27068016842785e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",2.24897043060628,"1023","Lower than gene mean",570
"LOC126328249",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.08842334674243,1.2599185050811e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pseudouridine-5'-phosphatase-like",2.33794019136398,"1041","Higher than gene mean",571
"LOC126363354",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.14608499081399,1.71616237367658e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","proton-coupled amino acid transporter-like protein pathetic",2.93467814072672,"1023","Lower than gene mean",572
"LOC126272450",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.47400633725744,7.15875742142263e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized oxidoreductase YjmC-like",2.47110662512204,"1023","Lower than gene mean",573
"LOC126281958",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37081141966285,5.31175965474024e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fructose-1,6-bisphosphatase 1",2.56450524019895,"1016","Lower than gene mean",574
"LOC126299542",1,"infection_diet33","Control diet 33",1.0242420106253,0.000752362470489799,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","transketolase",1.86866273231991,"1016","Lower than gene mean",575
"LOC126281532",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77179390695898,3.54336447477083e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","transaldolase",2.25636053649732,"1038","Higher than gene mean",576
"LOC126281954",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","alcohol dehydrogenase class-3",2.03987149232597,"1038","Higher than gene mean",577
"LOC126325369",1,"infection_diet83","Control diet 83",1.36059151670791,0.00182192998306319,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","39S ribosomal protein L18, mitochondrial",2.54738088325213,"1023","Lower than gene mean",578
"LOC126332793",1,"infection_diet83","Control diet 83",1.28352295701417,0.0264609404876356,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","juvenile hormone esterase-like",1.97945403523336,"1027","Lower than gene mean",579
"LOC126355346",1,"infection_average_all_diets","Average control",1.2886720896533,0.00317222074230985,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ketohexokinase-like",1.98579137247684,"1023","Lower than gene mean",580
"LOC126267970",1,"infection_average_all_diets","Average control",1.23216001644851,0.00831692322276343,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","glucose dehydrogenase [FAD, quinone]-like",2.0159343227018,"1057","Lower than gene mean",581
"LOC126267971",1,"infection_average_all_diets","Average control",1.3845535785642,0.00249575257140539,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","glucose dehydrogenase [FAD, quinone]-like",2.53247260261568,"1058","Lower than gene mean",582
"LOC126266828",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19583702086913,0.00116262206404869,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","senecionine N-oxygenase-like",1.59475509892162,"1011","Higher than gene mean",583
"LOC126282177",1,"infection_average_all_diets","Average control",1.13070739469587,0.00666915223543563,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","UDP-glycosyltransferase UGT5-like",1.9576179805989,"1057","Lower than gene mean",584
"LOC126285349",1,"infection_average_all_diets","Average control",1.05982990517957,0.0155665264196376,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pacifastin-like protease inhibitor cvp4",2.1138781337133,"1011","Higher than gene mean",585
"LOC126335377",1,"infection_diet83","Control diet 83",1.29575758720482,0.0495987986512573,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335377",2.3243768200191,"1049","Lower than gene mean",586
"LOC126326589",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.4832595749795,6.66336473860179e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ovarian-specific serine/threonine-protein kinase Lok-like",2.1437412275222,"1046","Lower than gene mean",587
"LOC126284808",1,"infection_diet83","Control diet 83",1.06539387582938,0.00168666378872652,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","spermine synthase-like",2.19979574542408,"1058","Lower than gene mean",588
"LOC126365969",1,"infection_average_all_diets","Average control",1.10116371853902,0.00294314897912912,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","probable cytochrome P450 301a1, mitochondrial",2.15690379016608,"1058","Lower than gene mean",589
"LOC126268085",1,"infection_average_all_diets","Average control",1.07783145683874,0.00799019967600399,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126268085",2.19831111511757,"1015","Lower than gene mean",590
"LOC126293286",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.17543596956671,9.79041400991635e-11,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","collagen alpha-1(I) chain-like",2.10362752463604,"1006","Higher than gene mean",591
"LOC126299514",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.61304009261769,0.000362676293042515,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","collagen alpha-1(XI) chain-like",2.1405164182037,"1006","Higher than gene mean",592
"LOC126277952",1,"infection_diet83","Control diet 83",1.62380355452647,0.000701543451195681,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","tetratricopeptide repeat protein 12-like",2.53696852021441,"1038","Higher than gene mean",593
"LOC126298779",1,"infection_diet83","Control diet 83",1.3609424983175,0.0215471654456057,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like",2.27962521129892,"1041","Higher than gene mean",594
"LOC126323656",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.80116783626461,0.00173582172050696,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","pancreatic triacylglycerol lipase-like",2.04719655506552,"1020","Lower than gene mean",595
"LOC126281398",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.91060760030676,9.31193489882354e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","feline leukemia virus subgroup C receptor-related protein 2",2.29397518543672,"1041","Higher than gene mean",596
"LOC126298865",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","GTP:AMP phosphotransferase AK3, mitochondrial",2.77845330293055,"1020","Lower than gene mean",597
"LOC126365627",1,"infection_diet83","Control diet 83",1.48834978531021,0.00142453859420818,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","protein unc-13 homolog 4B-like",2.96755405595876,"1011","Higher than gene mean",598
"LOC126272888",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126272888",1.92764360429436,"1038","Higher than gene mean",599
"LOC126291786",1,"infection_average_all_diets","Average control",1.202904557337,0.00485435099484916,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126291786",1.91999987939708,"1011","Higher than gene mean",600
"LOC126291591",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.56720615785429,1.5084528198661e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","UTP--glucose-1-phosphate uridylyltransferase-like",2.18929526855594,"1023","Lower than gene mean",601
"LOC126336960",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.1477000185349,1.38795672619607e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336960",2.18993291112815,"1058","Lower than gene mean",602
"LOC126267104",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.7612418285333,0.00873396913803545,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","zwei Ig domain protein zig-8-like",2.28990142335434,"1006","Higher than gene mean",603
"LOC126281935",1,"infection_diet83","Control diet 83",1.47754478205031,0.0377762905061161,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cytochrome P450 6a2-like",2.62618807777229,"1011","Higher than gene mean",604
"LOC126268185",1,"infection_diet83","Control diet 83",1.02424875765554,0.0303624595938818,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126268185",2.10449564755434,"1041","Higher than gene mean",605
"LOC126272926",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","UDP-glucosyltransferase 2-like",1.93181112907691,"1045","Lower than gene mean",606
"LOC126284898",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.66352709028333,1.17303274043337e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","fructose-bisphosphate aldolase-like",2.17984227747299,"1045","Lower than gene mean",607
"LOC126334891",1,"infection_diet83","Control diet 83",1.03103110194528,0.0427652082118388,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","porphobilinogen deaminase",2.16052979321669,"1011","Higher than gene mean",608
"LOC126282396",1,"infection_average_all_diets","Average control",1.70186497186621,0.0117577243178486,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126282396",2.71541971201858,"1041","Higher than gene mean",609
"LOC126293721",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.3172641806715,1.98016070592848e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","probable cytochrome P450 304a1",3.0460278678607,"1041","Higher than gene mean",610
"LOC126336714",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.5739699254617,4.69951704653764e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","4-hydroxyphenylpyruvate dioxygenase",3.22980629370503,"1038","Higher than gene mean",611
"LOC126336602",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.05153046652799,2.23300760423353e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126336602",2.63824562519013,"1037","Higher than gene mean",612
"LOC126355449",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.3912274998585,4.66893814705494e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 18.7-like",2.4047945915195,"1037","Higher than gene mean",613
"LOC126355480",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.94016142096111,1.47671878732158e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 18.7",1.91375049754993,"1037","Higher than gene mean",614
"LOC126355701",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.19973743071665,1.89848228201464e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ice-structuring glycoprotein-like",2.1743426604517,"1029","Lower than gene mean",615
"LOC126354550",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.73293961930837,6.82499062141512e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",3.17379587300508,"1037","Higher than gene mean",616
"LOC126354521",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.76752177774999,5.65605842261288e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 18.6-like",2.90823059325275,"1038","Higher than gene mean",617
"LOC126354547",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.2639743662668,9.15804447125547e-13,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",2.61127849613143,"1037","Higher than gene mean",618
"LOC126354928",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",4.14531324024678,1.5803774501332e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354928",2.59616196798468,"1037","Higher than gene mean",619
"LOC126354926",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.01475890650998,3.75514509326328e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354926",2.70002320175205,"1037","Higher than gene mean",620
"LOC126354927",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.79427655427362,1.16852793222305e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354927",2.6555230095303,"1037","Higher than gene mean",621
"LOC126354929",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",6.31836851728766,5.60425545262976e-16,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354929",2.75600617797071,"1030","Higher than gene mean",622
"LOC126354924",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.87268479157737,7.39679498607219e-12,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354924",2.22123424530718,"1038","Higher than gene mean",623
"LOC126272860",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.23279443429562,1.04329824381596e-18,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","translation initiation factor IF-2-like",2.22046829406129,"1037","Higher than gene mean",624
"LOC126354923",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.74837685080437,1.34654250614698e-18,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126354923",2.10003286834957,"1038","Higher than gene mean",625
"LOC126267400",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.28661583349036,1.90276308864569e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","serine/arginine repetitive matrix protein 1-like",2.1450612932673,"1002","Higher than gene mean",626
"LOC126336122",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.4096398459002,4.75240175557166e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","NADP-dependent malic enzyme-like",2.2838327306763,"1032","Higher than gene mean",627
"LOC126356349",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.10546203663299,0.000434521891055116,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",2.01493303871019,"1038","Higher than gene mean",628
"LOC126271849",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.47075425858825,3.72006611248198e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126271849",2.56116236948895,"1037","Higher than gene mean",629
"LOC126292024",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.67753997835319,1.11140444639303e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",2.39994105852842,"1027","Lower than gene mean",630
"LOC126284629",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77234043166625,1.98522767203585e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284629",1.91516196981419,"1016","Lower than gene mean",631
"LOC126335202",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.28623840121693,2.68383426216838e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126335202",1.8733927707544,"1038","Higher than gene mean",632
"LOC126355702",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.67983332065579,3.64990555299052e-09,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ice-structuring glycoprotein-like",1.99458775915661,"1030","Higher than gene mean",633
"LOC126356362",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.85152805403265,2.57182765273643e-15,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",2.01880639446209,"1037","Higher than gene mean",634
"LOC126284752",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.3219347798265,7.86237847223082e-10,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",1.94307726309048,"1016","Lower than gene mean",635
"LOC126334736",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.58981995506174,9.27109592572786e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 38-like",1.90008018656537,"1029","Lower than gene mean",636
"LOC126266909",1,"infection_diet33","Control diet 33",1.14198566033707,0.034141047426303,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ubiquitin-related modifier 1",2.32938232203424,"1021","Lower than gene mean",637
"LOC126291956",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",4.39210323742112,0.0101419253316167,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 6.4-like",2.5352408721391,"1033","Higher than gene mean",638
"LOC126284105",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",5.70556931789911,1.13671298658317e-08,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 9.5-like",2.86035880274923,"1033","Higher than gene mean",639
"LOC126284106",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.69889371375673,2.48503596983254e-06,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 9.5-like",2.4413694898497,"1032","Higher than gene mean",640
"LOC126291912",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.86517441329102,6.76841295981015e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 65-like",2.442249720346,"1011","Higher than gene mean",641
"LOC126291954",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",3.48272620627311,2.2810940848211e-07,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 6.4-like",2.23186435192484,"1011","Higher than gene mean",642
"LOC126291514",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.2698228580239,0.00686617309538985,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","ice-structuring glycoprotein-like",2.49354697571568,"1029","Lower than gene mean",643
"LOC126291950",1,"infection_average_all_diets","Average control",1.37856559295168,0.0113885164779451,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 6.4-like",2.31358885251081,"1029","Lower than gene mean",644
"LOC126284748",1,"infection_average_all_diets","Average control",1.36357112722034,0.00635888986656934,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",2.33721899554093,"1037","Higher than gene mean",645
"LOC126355503",1,"infection_diet50","Control diet 50",2.13788636194845,0.0417778724780064,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",3.06217940425609,"1037","Higher than gene mean",646
"LOC126355446",1,"infection_average_all_diets","Average control",1.02530339665946,0.0456791025918486,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 18.7-like",2.65021973354068,"1037","Higher than gene mean",647
"LOC126355555",1,"infection_average_all_diets","Average control",1.25902492000111,0.019222268057369,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 16.5-like",3.12803581578774,"1037","Higher than gene mean",648
"LOC126267543",1,"infection_average_all_diets","Average control",1.97682605279525,0.0101362499202525,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","glucose dehydrogenase [FAD, quinone]-like",2.93637259184752,"1037","Higher than gene mean",649
"LOC126284425",1,"infection_average_all_diets","Average control",1.34712198500747,0.00789983370089305,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein SgAbd-5-like",2.46573356655673,"1003","Higher than gene mean",650
"LOC126284577",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",4.36076696364172,2.64251522407804e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein ABD-4-like",2.67546058176934,"1003","Higher than gene mean",651
"LOC126284694",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.19758706347059,0.000260062672950219,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein SgAbd-5-like",2.10730481914659,"1003","Higher than gene mean",652
"LOC126282270",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",4.77326021442723,0.000586764930030857,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","mucin-2-like",2.81649433528339,"1003","Higher than gene mean",653
"LOC126284087",1,"infection_average_all_diets","Average control",1.88088648519569,0.0127160609364883,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein SgAbd-3",3.20776800056998,"1003","Higher than gene mean",654
"LOC126282175",1,"infection_average_all_diets","Average control",2.3788247305596,0.00934691027382727,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","prostaglandin reductase 1-like",2.57731067324314,"1037","Higher than gene mean",655
"LOC126284845",1,"infection_average_all_diets","Average control",2.18729108881026,0.0284493474094752,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","endocuticle structural glycoprotein ABD-5-like",2.96737701522135,"1037","Higher than gene mean",656
"LOC126291949",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19817793665547,0.00968645219074647,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","cuticle protein 6.4-like",2.88417660427683,"1041","Higher than gene mean",657
"LOC126346336",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",4.3875323490472,0.000459378306316925,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized PE-PGRS family protein PE_PGRS54-like",2.07131824010653,"1041","Higher than gene mean",658
"LOC126272393",1,"infection_diet83","Control diet 83",2.50555670711484,0.0303624595938818,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","urocanate hydratase-like",1.78065551949941,"1002","Lower than gene mean",659
"LOC126284235",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",4.15520464112554,0.000606110847486876,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","secreted protein C-like",2.29418190637822,"1038","Higher than gene mean",660
"LOC126334648",3,"infected_diet83_vs50; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 50",4.47613451736022,0.00586679727369782,"Not evaluated in this chromosome-only figure",2,"Infection within diet","Infection + diet","ATP-binding cassette sub-family C member 4-like",2.21616275186252,"1003","Higher than gene mean",661
"LOC126334758",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",3.27897233878458,3.78362867559659e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","POC1 centriolar protein homolog A-like",1.62705846302697,"1041","Higher than gene mean",662
"LOC126284373",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.20417511122934,1.06953917982875e-05,"Not evaluated in this chromosome-only figure",1,"Infection within diet","Infection within diet","uncharacterized LOC126284373",2.30303443757701,"1002","Lower than gene mean",663
