"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","foreground_set","pathway_theme","pathway_scope"
"ko00982","Drug metabolism - cytochrome P450","21/260","57/3456",0.368421052631579,4.89716599190283,8.46092926238823,2.10155662204148e-10,4.22070049524851e-08,4.22070049524851e-08,"LOC126336713/LOC126281954/LOC126336628/LOC126272888/LOC126281562/LOC126272831/LOC126336724/LOC126266827/LOC126331335/LOC126282396/LOC126266828/LOC126336625/LOC126336695/LOC126336888/LOC126272926/LOC126341237/LOC126266939/LOC126281404/LOC126336692/LOC126336627/LOC126272928",21,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00980","Metabolism of xenobiotics by cytochrome P450","22/260","63/3456",0.349206349206349,4.64175824175824,8.31949128592237,2.57185637666292e-10,4.22070049524851e-08,4.22070049524851e-08,"LOC126336713/LOC126281954/LOC126336628/LOC126281562/LOC126343748/LOC126293679/LOC126272831/LOC126336724/LOC126281694/LOC126331335/LOC126282396/LOC126336625/LOC126336695/LOC126336888/LOC126272926/LOC126341237/LOC126266939/LOC126281404/LOC126343702/LOC126336692/LOC126336627/LOC126272928",22,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00040","Pentose and glucuronate interconversions","18/260","43/3456",0.418604651162791,5.56422182468694,8.58895132390434,3.69157477718528e-10,4.22070049524851e-08,4.22070049524851e-08,"LOC126281399/LOC126336628/LOC126357545/LOC126281562/LOC126283957/LOC126272831/LOC126291591/LOC126281694/LOC126266657/LOC126283960/LOC126336625/LOC126335523/LOC126272926/LOC126341237/LOC126266939/LOC126278567/LOC126336627/LOC126272928",18,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko05204","Chemical carcinogenesis - DNA adducts","21/260","62/3456",0.338709677419355,4.50223325062035,7.93582911141652,1.28504205324519e-09,1.10192356065775e-07,1.10192356065775e-07,"LOC126336713/LOC126281954/LOC126336628/LOC126281562/LOC126343748/LOC126293679/LOC126272831/LOC126336724/LOC126331335/LOC126282396/LOC126336625/LOC126336695/LOC126336888/LOC126272926/LOC126341237/LOC126266939/LOC126281404/LOC126343702/LOC126336692/LOC126336627/LOC126272928",21,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Genetic information processing","Reference disease pathway"
"ko01110","Biosynthesis of secondary metabolites","49/260","278/3456",0.176258992805755,2.34288876591035,6.65875148649303,3.90882462100007e-09,2.61289843752907e-07,2.61289843752907e-07,"LOC126335182/LOC126281954/LOC126336628/LOC126284812/LOC126284686/LOC126298104/LOC126329483/LOC126281562/LOC126298865/LOC126350022/LOC126356100/LOC126278697/LOC126284811/LOC126299493/LOC126334596/LOC126354727/LOC126336244/LOC126284898/LOC126298779/LOC126272831/LOC126334891/LOC126272584/LOC126336251/LOC126271720/LOC126299542/LOC126323251/LOC126365941/LOC126281446/LOC126293404/LOC126335505/LOC126298221/LOC126268218/LOC126268126/LOC126336625/LOC126297871/LOC126272926/LOC126341237/LOC126335184/LOC126266939/LOC126281958/LOC126349195/LOC126336627/LOC126272928/LOC126297494/LOC126281532/LOC126275659/LOC126267350/LOC126284002/LOC126272037",49,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko01100","Metabolic pathways","104/260","842/3456",0.123515439429929,1.64180522565321,6.10680169547822,4.57066782075057e-09,2.61289843752907e-07,2.61289843752907e-07,"LOC126285375/LOC126355818/LOC126336714/LOC126336122/LOC126335182/LOC126278249/LOC126358586/LOC126281954/LOC126284296/LOC126281399/LOC126323656/LOC126336628/LOC126357545/LOC126284812/LOC126297511/LOC126298672/LOC126284686/LOC126298104/LOC126329483/LOC126281562/LOC126350022/LOC126334561/LOC126356100/LOC126335256/LOC126278697/LOC126281672/LOC126284811/LOC126299493/LOC126334596/LOC126299078/LOC126283957/LOC126277907/LOC126354727/LOC126336244/LOC126354818/LOC126284898/LOC126298779/LOC126272831/LOC126334891/LOC126291591/LOC126356371/LOC126365911/LOC126281492/LOC126354225/LOC126272393/LOC126298220/LOC126284573/LOC126272584/LOC126266596/LOC126336251/LOC126272096/LOC126335258/LOC126331446/LOC126281949/LOC126281164/LOC126354574/LOC126266657/LOC126271720/LOC126283960/LOC126267535/LOC126299542/LOC126323251/LOC126365941/LOC126281446/LOC126293404/LOC126335505/LOC126298221/LOC126268218/LOC126268126/LOC126277880/LOC126355885/LOC126299071/LOC126336625/LOC126336695/LOC126284808/LOC126271923/LOC126299043/LOC126297871/LOC126335523/LOC126359832/LOC126272926/LOC126297442/LOC126341237/LOC126335184/LOC126267222/LOC126284872/LOC126266939/LOC126281958/LOC126272931/LOC126279052/LOC126349195/LOC126278567/LOC126295125/LOC126292034/LOC126335481/LOC126336692/LOC126336627/LOC126272928/LOC126297494/LOC126281532/LOC126275659/LOC126292317/LOC126267350/LOC126272037",104,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Broad metabolic map","Broad KEGG reference map"
"ko00983","Drug metabolism - other enzymes","18/260","66/3456",0.272727272727273,3.62517482517483,6.14097973188875,8.47461106510182e-07,3.79222636116057e-05,3.79222636116057e-05,"LOC126336713/LOC126336628/LOC126281562/LOC126272831/LOC126336724/LOC126284573/LOC126331335/LOC126282396/LOC126277880/LOC126336625/LOC126336888/LOC126272926/LOC126341237/LOC126266939/LOC126281404/LOC126336627/LOC126272928/LOC126292317",18,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00053","Ascorbate and aldarate metabolism","13/260","36/3456",0.361111111111111,4.8,6.53625682762281,8.84484282486431e-07,3.79222636116057e-05,3.79222636116057e-05,"LOC126336628/LOC126277893/LOC126281562/LOC126350022/LOC126272831/LOC126266657/LOC126281446/LOC126336625/LOC126272926/LOC126341237/LOC126266939/LOC126336627/LOC126272928",13,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01120","Microbial metabolism in diverse environments","27/260","137/3456",0.197080291970803,2.61965188096575,5.51677982527697,1.96321426299834e-06,7.48202769120478e-05,7.48202769120478e-05,"LOC126336122/LOC126355949/LOC126281954/LOC126272888/LOC126298672/LOC126350022/LOC126334596/LOC126336244/LOC126284898/LOC126334891/LOC126266827/LOC126336251/LOC126354574/LOC126299542/LOC126323251/LOC126365941/LOC126281446/LOC126335505/LOC126268126/LOC126266828/LOC126355885/LOC126297871/LOC126281958/LOC126349195/LOC126297494/LOC126281532/LOC126272037",27,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko01130","Biosynthesis of antibiotics","31/260","174/3456",0.17816091954023,2.36816976127321,5.28144349705105,3.20082442448321e-06,0.000109788277759774,0.000109788277759774,"LOC126281954/LOC126284812/LOC126298672/LOC126298104/LOC126329483/LOC126298865/LOC126350022/LOC126278697/LOC126281672/LOC126284811/LOC126334596/LOC126299078/LOC126336244/LOC126284898/LOC126291591/LOC126336251/LOC126354574/LOC126299542/LOC126365941/LOC126281446/LOC126293404/LOC126335505/LOC126298221/LOC126268218/LOC126297871/LOC126281958/LOC126349195/LOC126297494/LOC126281532/LOC126267350/LOC126272037",31,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Broad KEGG reference map"
"ko00830","Retinol metabolism","10/260","24/3456",0.416666666666667,5.53846153846154,6.36279535158007,3.73452795138946e-06,0.000116449371575144,0.000116449371575144,"LOC126281954/LOC126336628/LOC126281562/LOC126272831/LOC126336625/LOC126272926/LOC126341237/LOC126266939/LOC126336627/LOC126272928",10,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00140","Steroid hormone biosynthesis","9/260","22/3456",0.409090909090909,5.43776223776224,5.95501061299818,1.4012031439379e-05,0.000400510565308916,0.000400510565308916,"LOC126336628/LOC126281562/LOC126272831/LOC126336625/LOC126272926/LOC126341237/LOC126266939/LOC126336627/LOC126272928",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko00981","Insect hormone biosynthesis","8/260","18/3456",0.444444444444444,5.90769230769231,5.95343967421864,2.07823177173126e-05,0.000548333459772172,0.000548333459772172,"LOC126299150/LOC126343748/LOC126305900/LOC126293679/LOC126281446/LOC126268026/LOC126320178/LOC126343702",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko01200","Carbon metabolism","19/260","92/3456",0.206521739130435,2.74515050167224,4.83844848049118,3.54228208556997e-05,0.000867859110964643,0.000867859110964643,"LOC126336122/LOC126281954/LOC126335256/LOC126334596/LOC126336244/LOC126284898/LOC126336251/LOC126299542/LOC126365941/LOC126293404/LOC126335505/LOC126298221/LOC126297871/LOC126281958/LOC126349195/LOC126297494/LOC126281532/LOC126267350/LOC126272037",19,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Broad KEGG reference map"
"ko00030","Pentose phosphate pathway","9/260","25/3456",0.36,4.78523076923077,5.41700606129709,4.70298145589359e-05,0.00107541509291434,0.00107541509291434,"LOC126284812/LOC126329483/LOC126284811/LOC126284898/LOC126299542/LOC126281958/LOC126267019/LOC126297494/LOC126281532",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00860","Porphyrin metabolism","11/260","39/3456",0.282051282051282,3.7491124260355,4.92390459479909,8.87359495735354e-05,0.00190227691898267,0.00190227691898267,"LOC126336628/LOC126281562/LOC126272831/LOC126334891/LOC126271720/LOC126336625/LOC126272926/LOC126341237/LOC126266939/LOC126336627/LOC126272928",11,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00790","Folate biosynthesis","9/260","29/3456",0.310344827586207,4.12519893899204,4.81977682855579,0.000176246556897116,0.0035560334715124,0.00355603347151241,"LOC126285375/LOC126284296/LOC126357545/LOC126297511/LOC126360985/LOC126283957/LOC126365911/LOC126331446/LOC126283960",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00260","Glycine, serine and threonine metabolism","9/260","31/3456",0.290322580645161,3.8590570719603,4.56016648355593,0.000310279933177709,0.00578116468081883,0.00578116468081883,"LOC126329483/LOC126350022/LOC126281672/LOC126354727/LOC126323251/LOC126293404/LOC126298221/LOC126365930/LOC126267350",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00480","Glutathione metabolism","13/260","59/3456",0.220338983050847,2.92881355932203,4.26163055238925,0.00032023944296081,0.00578116468081883,0.00578116468081883,"LOC126336713/LOC126278697/LOC126336724/LOC126331335/LOC126282396/LOC126335505/LOC126277880/LOC126336695/LOC126284808/LOC126336888/LOC126281404/LOC126336692/LOC126297494",13,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Detoxification and secondary metabolism","Core metabolism or cross-domain"
"ko00052","Galactose metabolism","7/260","24/3456",0.291666666666667,3.87692307692308,4.0333651889677,0.00142946167293813,0.024515267690889,0.024515267690889,"LOC126357545/LOC126283957/LOC126277907/LOC126291591/LOC126281492/LOC126283960/LOC126299071",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00630","Glyoxylate and dicarboxylate metabolism","7/260","25/3456",0.28,3.72184615384615,3.89520692718534,0.00185999850848463,0.0285081009297721,0.0285081009297721,"LOC126334596/LOC126336244/LOC126267535/LOC126323251/LOC126365941/LOC126293404/LOC126267350",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04110","Cell cycle","14/260","79/3456",0.177215189873418,2.3555988315482,3.47605400914901,0.00190641068488539,0.0285081009297721,0.0285081009297721,"LOC126293483/LOC126281636/LOC126272743/LOC126266967/LOC126284276/LOC126284030/LOC126284310/LOC126336750/LOC126279072/LOC126354268/LOC126279111/LOC126282371/LOC126356254/LOC126326589",14,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko00520","Amino sugar and nucleotide sugar metabolism","9/260","39/3456",0.230769230769231,3.06745562130178,3.70299669699269,0.00191162192823545,0.0285081009297721,0.0285081009297721,"LOC126299078/LOC126277907/LOC126354818/LOC126291591/LOC126266657/LOC126299071/LOC126267263/LOC126272931/LOC126271949",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00561","Glycerolipid metabolism","9/260","41/3456",0.219512195121951,2.91782363977486,3.52299929654332,0.00276659107024662,0.0395391973789413,0.0395391973789413,"LOC126323656/LOC126357545/LOC126350022/LOC126356100/LOC126283957/LOC126298779/LOC126272584/LOC126283960/LOC126281446",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00051","Fructose and mannose metabolism","7/260","28/3456",0.25,3.32307692307692,3.51989342553013,0.00376895431337423,0.0517100531794944,0.0517100531794944,"LOC126355949/LOC126281399/LOC126357545/LOC126283957/LOC126284898/LOC126283960/LOC126281958",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00410","beta-Alanine metabolism","7/260","29/3456",0.241379310344828,3.20848806366048,3.40599744309587,0.00465588991737753,0.0614219323715574,0.0614219323715574,"LOC126350022/LOC126335256/LOC126336251/LOC126281446/LOC126268126/LOC126284808/LOC126292317",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00330","Arginine and proline metabolism","8/260","37/3456",0.216216216216216,2.87401247401247,3.26836915720387,0.00521098468526215,0.0638345623944613,0.0638345623944613,"LOC126278249/LOC126350022/LOC126278697/LOC126281672/LOC126281446/LOC126284808/LOC126299043/LOC126272037",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko03030","DNA replication","8/260","37/3456",0.216216216216216,2.87401247401247,3.26836915720387,0.00521098468526215,0.0638345623944613,0.0638345623944613,"LOC126284296/LOC126293483/LOC126284030/LOC126281396/LOC126336750/LOC126359832/LOC126356254/LOC126335481",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Genetic information processing","Core metabolism or cross-domain"
"ko00440","Phosphonate and phosphinate metabolism","3/260","6/3456",0.5,6.64615384615385,3.947536004436,0.00709625343868196,0.083931549291997,0.083931549291997,"LOC126298672/LOC126354225/LOC126354574",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00280","Valine, leucine and isoleucine degradation","8/260","41/3456",0.195121951219512,2.59362101313321,2.92744629474065,0.00992373851687091,0.113461410376224,0.113461410376224,"LOC126350022/LOC126335256/LOC126299549/LOC126354727/LOC126336244/LOC126336251/LOC126281446/LOC126275659",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00670","One carbon pool by folate","4/260","13/3456",0.307692307692308,4.08994082840237,3.18317593012826,0.0130010872150424,0.139355403586236,0.139355403586236,"LOC126297511/LOC126323251/LOC126293404/LOC126267222",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00720","Other carbon fixation pathways","4/260","13/3456",0.307692307692308,4.08994082840237,3.18317593012826,0.0130010872150424,0.139355403586236,0.139355403586236,"LOC126334596/LOC126336244/LOC126365941/LOC126335505",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01210","2-Oxocarboxylic acid metabolism","5/260","20/3456",0.25,3.32307692307692,2.97138772840679,0.0140640832371973,0.141881780892902,0.141881780892902,"LOC126298104/LOC126334596/LOC126365941/LOC126335505/LOC126272037",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Broad KEGG reference map"
"ko04612","Antigen processing and presentation","5/260","20/3456",0.25,3.32307692307692,2.97138772840679,0.0140640832371973,0.141881780892902,0.141881780892902,"LOC126291966/LOC126266662/LOC126292150/LOC126268069/LOC126291748",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko01212","Fatty acid metabolism","8/260","45/3456",0.177777777777778,2.36307692307692,2.62478101985647,0.0172469593637421,0.165340985248457,0.165340985248457,"LOC126334918/LOC126336244/LOC126356371/LOC126336251/LOC126272096/LOC126284872/LOC126275659/LOC126284002",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Broad KEGG reference map"
"ko04975","Fat digestion and absorption","5/260","21/3456",0.238095238095238,3.16483516483517,2.83777804921696,0.0173535727957564,0.165340985248457,0.165340985248457,"LOC126323656/LOC126284686/LOC126298779/LOC126272584/LOC126272037",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00010","Glycolysis / Gluconeogenesis","7/260","37/3456",0.189189189189189,2.51476091476091,2.64181691584062,0.0183256101055236,0.1698833585458,0.1698833585458,"LOC126358586/LOC126281954/LOC126350022/LOC126284898/LOC126281446/LOC126297871/LOC126281958",7,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00620","Pyruvate metabolism","6/260","30/3456",0.2,2.65846153846154,2.60183449215737,0.0218650443063834,0.19736079466025,0.19736079466025,"LOC126336122/LOC126350022/LOC126336244/LOC126323251/LOC126281446/LOC126297871",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00061","Fatty acid biosynthesis","3/260","9/3456",0.333333333333333,4.43076923076923,2.93899897047713,0.0251542778784058,0.21225657029156,0.21225657029156,"LOC126356371/LOC126272096/LOC126284872",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00380","Tryptophan metabolism","5/260","23/3456",0.217391304347826,2.88963210702341,2.59305417507908,0.0253717766237724,0.21225657029156,0.21225657029156,"LOC126350022/LOC126336244/LOC126336251/LOC126267535/LOC126281446",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00710","Carbon fixation by Calvin cycle","5/260","23/3456",0.217391304347826,2.88963210702341,2.59305417507908,0.0253717766237724,0.21225657029156,0.21225657029156,"LOC126336122/LOC126284898/LOC126299542/LOC126281958/LOC126272037",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko01230","Biosynthesis of amino acids","9/260","58/3456",0.155172413793103,2.06259946949602,2.32744388450591,0.0273890441189955,0.218475398437569,0.218475398437569,"LOC126298104/LOC126334596/LOC126284898/LOC126299542/LOC126365941/LOC126335505/LOC126298221/LOC126281532/LOC126272037",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Broad KEGG reference map"
"ko04111","Cell cycle - yeast","9/260","58/3456",0.155172413793103,2.06259946949602,2.32744388450591,0.0273890441189955,0.218475398437569,0.218475398437569,"LOC126355331/LOC126293483/LOC126266967/LOC126284276/LOC126336750/LOC126272289/LOC126354268/LOC126356254/LOC126326589",9,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Cellular process","Eukaryote/metazoan-compatible"
"ko05418","Fluid shear stress and atherosclerosis","10/260","68/3456",0.147058823529412,1.95475113122172,2.26767207308784,0.02898960712632,0.225987164643813,0.225987164643813,"LOC126336713/LOC126353858/LOC126299541/LOC126336724/LOC126331335/LOC126282396/LOC126356132/LOC126298299/LOC126336888/LOC126281404",10,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Immune and stress signaling","Core metabolism or cross-domain"
"ko01524","Platinum drug resistance","8/260","51/3456",0.156862745098039,2.08506787330317,2.22633620805737,0.0345294969905373,0.263191499283429,0.263191499283429,"LOC126336713/LOC126299541/LOC126336724/LOC126331335/LOC126282396/LOC126336888/LOC126281404/LOC126278346",8,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00511","Other glycan degradation","5/260","25/3456",0.2,2.65846153846154,2.37340779307359,0.0354399142661325,0.264258491158336,0.264258491158336,"LOC126336962/LOC126336948/LOC126354818/LOC126272931/LOC126292034",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00350","Tyrosine metabolism","4/260","18/3456",0.222222222222222,2.95384615384615,2.37017817751024,0.0413505682561197,0.295484268996855,0.295484268996855,"LOC126336714/LOC126281954/LOC126283954/LOC126272037",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00650","Butanoate metabolism","4/260","18/3456",0.222222222222222,2.95384615384615,2.37017817751024,0.0413505682561197,0.295484268996855,0.295484268996855,"LOC126299549/LOC126336244/LOC126336251/LOC126268126",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/260","11/3456",0.272727272727273,3.62517482517483,2.48695126500692,0.0441788507627425,0.303066916232414,0.303066916232414,"LOC126354818/LOC126335258/LOC126272931",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04973","Carbohydrate digestion and absorption","3/260","11/3456",0.272727272727273,3.62517482517483,2.48695126500692,0.0441788507627425,0.303066916232414,0.303066916232414,"LOC126355818/LOC126322591/LOC126299541",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00625","Chloroalkane and chloroalkene degradation","2/260","5/3456",0.4,5.31692307692308,2.75482583440946,0.0484322233200535,0.325730443113301,0.325730443113301,"LOC126281954/LOC126281446",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00340","Histidine metabolism","3/260","12/3456",0.25,3.32307692307692,2.29895228112701,0.05571971680512,0.360601186116154,0.360601186116154,"LOC126350022/LOC126272393/LOC126281446",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00360","Phenylalanine metabolism","3/260","12/3456",0.25,3.32307692307692,2.29895228112701,0.05571971680512,0.360601186116154,0.360601186116154,"LOC126336714/LOC126283954/LOC126272037",3,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Amino acid and nitrogen metabolism","Core metabolism or cross-domain"
"ko00071","Fatty acid degradation","6/260","38/3456",0.157894736842105,2.09878542510121,1.94234321880757,0.0616446288733621,0.391557550065985,0.391557550065985,"LOC126281954/LOC126350022/LOC126336244/LOC126336251/LOC126281446/LOC126275659",6,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00072","ko00072","2/260","6/3456",0.333333333333333,4.43076923076923,2.39863904356738,0.0691002082607394,0.415813533919888,0.415813533919888,"LOC126299549/LOC126336244",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00604","Glycosphingolipid biosynthesis - ganglio series","2/260","6/3456",0.333333333333333,4.43076923076923,2.39863904356738,0.0691002082607394,0.415813533919888,0.415813533919888,"LOC126354818/LOC126272931",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04744","Phototransduction","2/260","6/3456",0.333333333333333,4.43076923076923,2.39863904356738,0.0691002082607394,0.415813533919888,0.415813533919888,"LOC126353858/LOC126334943",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Other KEGG pathway","Core metabolism or cross-domain"
"ko00020","Citrate cycle (TCA cycle)","5/260","31/3456",0.161290322580645,2.1439205955335,1.82454152831044,0.0787436291435721,0.465673530969745,0.465673530969745,"LOC126334596/LOC126365941/LOC126335505/LOC126297871/LOC126349195",5,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko00640","Propanoate metabolism","4/260","23/3456",0.173913043478261,2.31170568561873,1.79999265038233,0.0893346315088791,0.519352179788907,0.519352179788907,"LOC126335256/LOC126336244/LOC126298220/LOC126336251",4,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Carbohydrate and energy metabolism","Core metabolism or cross-domain"
"ko04940","Type I diabetes mellitus","2/260","7/3456",0.285714285714286,3.7978021978022,2.11313257208267,0.092047063193146,0.526202377920818,0.526202377920818,"LOC126295407/LOC126268126",2,"KEGG_pathway","Expressed rRNA-filtered main-chromosome genes",260,3456,"Expression cluster 1","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
