"expression_cluster","database","background","pathway_theme","pathway_scope","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126291591","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.56720615785429,1.5084528198661e-05,"UTP--glucose-1-phosphate uridylyltransferase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126335523","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.30193381205088,0.000429898077824099,"L-xylulose reductase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126336625","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",4.11319359875358,2.62134798120712e-07,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126336628","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.52770989936731,0.0116996631994891,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126341237","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.96787523034327,0.00134241665768644,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00040","Pentose and glucuronate interconversions","19/275","23/560",0.000795475339930549,0.0221037267696355,0.0221037267696355,19,"LOC126357545","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.14412579457218,0.00105197622655255,"aldo-keto reductase family 1 member B1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126266840","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50",4.98329605267363,0.00605159809351458,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126278052","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",6.90573030420674,1.11837551463672e-20,"phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,"aldehyde dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126285378","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet83_vs33; infection_average_all_diets; infection_diet83","Average control; Control diet 83; Infected diet 33",1.8779464184944,1.54849532851146e-05,"acetyl-CoA carboxylase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126297871","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.08632285731617,0.000148908456350271,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126323251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899,"bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126336122","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.4096398459002,4.75240175557166e-10,"NADP-dependent malic enzyme-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126336244","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.70587238674963,1.45258367656863e-17,"acetyl-CoA acetyltransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126336866","Infection + diet","Not evaluated in this chromosome-only figure",6,"control_diet83_vs33; control_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.29949346344175,2.09258436775483e-21,"NADP-dependent malic enzyme-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Carbohydrate and energy metabolism","Core metabolism or cross-domain","ko00620","Pyruvate metabolism","10/275","10/560",0.000749281928909822,0.0221037267696355,0.0221037267696355,10,"LOC126350022","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0760283036318,0.000525784070834309,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126266596","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.34785782759917,1.23340361587677e-15,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126266657","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90797128679859,5.50656974051229e-05,"UDP-glucose 6-dehydrogenase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126266788","Diet in controls","Not evaluated in this chromosome-only figure",1,"control_diet83_vs33","Control diet 83",2.68704161314133,0.0373030293662961,"trifunctional purine biosynthetic protein adenosine-3-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126266840","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50",4.98329605267363,0.00605159809351458,"alpha-aminoadipic semialdehyde dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126266939","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.96172010083739,0.0318642825516157,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126267222","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.20990377135291,0.0332461425263246,"C-1-tetrahydrofolate synthase, cytoplasmic","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126267350","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06367326368541,0.0192423308843258,"glycine cleavage system H protein, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126267535","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.08204022637779,6.41811777038635e-07,"kynurenine formamidase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126268126","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.49636375259765,0.00866512498671721,"acidic amino acid decarboxylase GADL1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126268218","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.39923892708506,1.3940119845647e-08,"isopentenyl-diphosphate Delta-isomerase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126269845","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",1.88138289016857,0.00175393913584209,"protein henna","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126271720","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.38294860615151,4.01145912180913e-08,"uncharacterized LOC126271720","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126271923","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.32495208755395,1.59783734686802e-05,"DNA (cytosine-5)-methyltransferase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,"aspartate aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272393","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",2.50555670711484,0.0303624595938818,"urocanate hydratase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272511","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",3.52520128258112,3.41479254719787e-06,"uricase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272584","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.21284636942628,0.0157477648460612,"putative phosphatidate phosphatase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272831","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.03834218381793,9.34556240088431e-06,"UDP-glycosyltransferase UGT5-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272926","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4863053203802,0.00295989405924728,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272928","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.25705843217751,0.0122121280453716,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126272931","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.40912475065424,2.86427733546301e-06,"beta-hexosaminidase subunit beta-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126275659","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.02752240211718,0.0441415346865257,"short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126277880","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.00676790748366,0.00226912848472019,"ribonucleoside-diphosphate reductase large subunit","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126277907","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.22889860621434,0.0330778557109033,"UDP-glucose 4-epimerase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126278052","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",6.90573030420674,1.11837551463672e-20,"phosphoenolpyruvate carboxykinase [GTP]-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126278249","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.56865174343703,0.00284976084142736,"arginine kinase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126278485","Infection + diet","Not evaluated in this chromosome-only figure",4,"infected_diet33_vs50; infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50; Infected diet 50",8.32593042897526,2.32113900728805e-13,"ornithine decarboxylase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126278567","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.19329504106269,5.50245184413185e-06,"xylulose kinase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126278697","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.23167492746111,0.00105017761286138,"ornithine decarboxylase 1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126279052","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.58497252632526,0.00019348787773354,"thymidine kinase, cytosolic-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281164","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36989909182244,0.0101215360885618,"dolichol-phosphate mannosyltransferase subunit 3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281265","Infection + diet","Not evaluated in this chromosome-only figure",3,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33","Control diet 83; Infected diet 83",1.56762853883165,0.00144356490364581,"phosphoribosylformylglycinamidine synthase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281399","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.4690155740824,0.000125395264872002,"sorbitol dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281438","Infection + diet","Not evaluated in this chromosome-only figure",3,"infected_diet33_vs50; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50",6.4816748026813,0.00963599879586685,"sorbitol dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,"aldehyde dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281532","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.77179390695898,3.54336447477083e-15,"transaldolase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281562","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.38782890369349,3.78583820764714e-09,"UDP-glucosyltransferase 2-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281672","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.49642633667361,0.000181539916064202,"D-aspartate oxidase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281949","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.13067419314859,0.000142270367716713,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281954","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.3647247464475,2.79215933844294e-08,"alcohol dehydrogenase class-3","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281958","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.37081141966285,5.31175965474024e-08,"fructose-1,6-bisphosphatase 1","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126281974","Infection + diet","Not evaluated in this chromosome-only figure",4,"infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets; infection_diet33","Average control; Control diet 33; Infected diet 50; Infected diet 83",8.01913973602313,0.00256376071178423,"sorbitol dehydrogenase-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126283957","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.92256546015585,5.30845871046262e-06,"aldo-keto reductase family 1 member B1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126283960","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.85723375393321,1.18748025045249e-06,"aldo-keto reductase family 1 member B1-like","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126284296","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.29403290011228,0.000254034451903367,"DNA replication ATP-dependent helicase/nuclease DNA2","protein_coding"
"DEG cluster 1","KEGG_pathway","All fat body DEGs in heatmap","Broad metabolic map","Broad KEGG reference map","ko01100","Metabolic pathways","117/275","200/560",0.000617751827308323,0.0221037267696355,0.0221037267696355,117,"LOC126284573","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.00903793849306,1.42265984178028e-06,"deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding"
