"Diet","Treatment","Condition","centroid_PC1","centroid_PC2"
"33","Control","33 Control",-39.4266032883728,2.11651455554351
"50","Control","50 Control",-38.297241248746,1.60732353942559
"83","Control","83 Control",-31.4962938639944,6.16014512256849
"33","Infected","33 Infected",24.3209458538403,-5.86112140248988
"50","Infected","50 Infected",35.0395287299457,-1.92146473642051
"83","Infected","83 Infected",31.9999093841621,0.410452711142748
