"label","PC1","PC2","Diet","Treatment"
"1002",-16.6020843237497,19.8679057330111,"83","Control"
"1005",-19.5967190304826,1.58627169789541,"83","Control"
"1011",-20.8038528019563,-7.70382091579952,"83","Control"
"1014",17.0162515657794,-3.89785565098142,"83","Infected"
"1020",11.4251078971268,18.998478157042,"83","Infected"
"1023",50.8588298107367,-12.8870605557462,"83","Infected"
"1024",11.9719072118951,12.0782463331097,"83","Infected"
"1029",45.0667152749566,4.985969479694,"83","Infected"
"1032",-27.7542694240739,-3.91490236598843,"83","Control"
"1035",-9.23755124181994,4.25552135871854,"83","Control"
"1038",-24.0584903117612,-8.21601828657629,"83","Control"
"1041",-28.8845754904775,-8.50054854364179,"83","Control"
"1050",10.5987308638266,-16.6521864407372,"83","Infected"
