source_sheet,umbrella,subcategory,gene_id,description_workbook,description_gff,gene_biotype,seqid,sequence_name,sequence_role,assigned_molecule,location_type,sequence_class,contrast_id,contrast_label,figure_scope,x_label,x_order,desired_sign,positive_condition,negative_condition,workbook_lfc_col,workbook_padj_col,show_in_figure,analysis_scope,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,oriented_log2FC,status,higher_expression_condition,primary_figure,original_value,original_oriented_log2FC,original_status
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126281715,caspase-1-like,caspase-1-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infected_diet83_vs50,Infected: diet 83 vs 50,Diet comparison among infected,"83
vs
50",3,1,Infected diet 83,Infected diet 50,inf83 vs inf50_log2FC,inf83 vs inf50_padj,TRUE,Placed/host-assigned,59.90387561039013,1.5097228614541145,0.4989190859006315,3.0259873877721364,0.0024782263979457,0.2194254149886157,FALSE,1.5097228614541145,N.S.,Not significant,TRUE,1.931,1.931,Upregulated
Immune,Cellular Immunity,Inflammasome Assembly & Pyroptosis,LOC126281729,caspase-1-like,caspase-1-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,235.3361945896667,1.804899898950803,0.4745806673007167,3.803146700468381,1.428696931013316e-4,0.00286794819971519,TRUE,1.804899898950803,Upregulated,Infected diet 50,TRUE,N.S.,,N.S.
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126268069,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064923.1,Chromosome4,assembled-molecule,4,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,517.3381566210514,-0.7904876554006142,0.24033150021564112,-3.2891554152965257,0.00100488519184559,0.01202516210778917,FALSE,-0.7904876554006142,N.S.,Not significant,TRUE,-1.0860000000000001,-1.086,Downregulated
Immune,Cellular Immunity,Lysosomal Processing & Antigen Presentation (GILT),LOC126335596,gamma-interferon-inducible lysosomal thiol reductase-like,gamma-interferon-inducible lysosomal thiol reductase-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,2,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,1.278,1.278,Upregulated
Immune,Humoral Immunity,Antimicrobial Peptides (AMPs),LOC126336322,defensin-like,defensin-like,protein_coding,NC_064921.1,Chromosome2,assembled-molecule,2,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,4.2649999999999997,4.265,Upregulated
Immune,Humoral Immunity,Prophenoloxidase (proPO) System,LOC126284216,phenoloxidase 2-like,phenoloxidase 2-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,1.4510000000000001,1.451,Upregulated
Immune,Humoral Immunity,Prophenoloxidase (proPO) System,LOC126284216,phenoloxidase 2-like,phenoloxidase 2-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,1.542,1.542,Upregulated
Immune,Humoral Immunity,Prophenoloxidase (proPO) System,LOC126284216,phenoloxidase 2-like,phenoloxidase 2-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,1.77,1.77,Upregulated
Immune,Humoral Immunity,Prophenoloxidase (proPO) System,LOC126284218,phenoloxidase 1-like,phenoloxidase 1-like,protein_coding,NC_064927.1,Chromosome8,assembled-molecule,8,Chromosome,Nuclear chromosome,infection_diet83,Diet 83: infected vs control,Within-diet infection response,83,3,1,Infected diet 83,Control diet 83,Diet 83 log2FC,Diet 83 padj,TRUE,Placed/host-assigned,103.03150702458709,-1.2078341302148272,0.462604609945587,-2.6109427019261577,0.00902930206723979,0.07340764394420905,FALSE,-1.2078341302148272,N.S.,Not significant,TRUE,-1.2789999999999999,-1.279,Downregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126266799,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,1.321,1.321,Upregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126270956,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infected_diet33_vs50,Infected: diet 50 vs 33,Diet comparison among infected,"50
vs
33",1,-1,Infected diet 50,Infected diet 33,inf33 vs inf50_log2FC,inf33 vs inf50_padj,TRUE,Placed/host-assigned,3.729380006205063,-6.037174051267605,1.9195249132378756,-3.145139721622072,0.00166007525166046,0.13345342847603128,FALSE,6.037174051267605,N.S.,Not significant,TRUE,-1.8149999999999999,1.815,Upregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126270956,follistatin-related protein 5-like,follistatin-related protein 5-like,protein_coding,NC_064920.1,Chromosome1,assembled-molecule,1,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,Placed/host-assigned,3.729380006205063,3.8504165072639736,2.137561199800713,1.8013128735789887,0.071653579885232,0.2088677481688565,FALSE,3.8504165072639736,N.S.,Not significant,TRUE,2.1389999999999998,2.139,Upregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126281690,TNF receptor-associated factor 3,TNF receptor-associated factor 3,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infection_diet33,Diet 33: infected vs control,Within-diet infection response,33,1,1,Infected diet 33,Control diet 33,Diet 33 log2FC,Diet 33 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,-1.556,-1.556,Downregulated
Immune,Innate Immune Recognition & Signaling,Immune Activation & Sensing (Toll/JAK-STAT/NF-κB),LOC126281690,TNF receptor-associated factor 3,TNF receptor-associated factor 3,protein_coding,NC_064926.1,Chromosome7,assembled-molecule,7,Chromosome,Nuclear chromosome,infection_diet50,Diet 50: infected vs control,Within-diet infection response,50,2,1,Infected diet 50,Control diet 50,Diet 50 log2FC,Diet 50 padj,TRUE,,,,,,,,FALSE,,N.S.,Not significant,TRUE,-1.2989999999999999,-1.299,Downregulated
