"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"LOC126318536",266.769677491398,0.249976016219253,0.100109705249007,2.49702079930689,0.0125241610506226,0.0373277408008182,"LOC126318536"
"LOC126320326",82.3572691143221,-1.11037002532825,0.242476016187423,-4.57929836850332,4.66538284911885e-06,3.56659280433256e-05,"LOC126320326"
"LOC126320407",635.244075689872,1.46345864302993,0.15520842083472,9.42898996819475,4.14056756250429e-21,5.01495800658608e-19,"LOC126320407"
"LOC126320662",113.860692106944,0.627415983285547,0.144098400788606,4.35408012755098,1.33626827575948e-05,9.24213275832716e-05,"LOC126320662"
"LOC126320910",3787.03160438881,-0.364067952204907,0.0708783113176023,-5.13652124940641,2.79870718382449e-07,2.77085695273804e-06,"LOC126320910"
"LOC126323097",20.8179946672086,1.00934024054025,0.34640201580454,2.91378281444465,0.0035707823431056,0.0127532365038238,"LOC126323097"
"LOC126322565",495.94960658557,0.4514536529793,0.100899639669212,4.47428409515971,7.66677504647533e-06,5.57628020300063e-05,"LOC126322565"
"LOC126323250",674.251153596239,0.264911977787184,0.0849664991926572,3.11784032888668,0.00182181473666925,0.00707980473633594,"LOC126323250"
"LOC126325647",186.389382960764,1.65586245605866,0.15798932154535,10.4808504768682,1.05788089692183e-25,2.46586049067401e-23,"LOC126325647"
"LOC126326117",1803.57199382097,0.191288580965211,0.0454672515585392,4.20717273220103,2.5858549033515e-05,0.000165179169989682,"LOC126326117"
"LOC126326285",508.293144215064,0.618536033881276,0.230146779319606,2.68757197345921,0.00719735894751508,0.0232825798474997,"LOC126326285"
"LOC126327189",4686.75957316618,0.723961135145701,0.0921142266946044,7.85938460457279,3.86025260769009e-15,1.64446761087598e-13,"LOC126327189"
"LOC126329352",2224.77377438254,0.16163683690472,0.0410891866414135,3.9338047334772,8.3611716786394e-05,0.000474696300174224,"LOC126329352"
"LOC126270168",47.1213107073467,0.818869965955233,0.266191100184475,3.07624847482782,0.00209623078704313,0.0080130137943765,"LOC126270168"
"LOC126330470",615.55945258968,-0.248763920707658,0.0559105435072198,-4.44932038043119,8.61424370252197e-06,6.2016530711513e-05,"LOC126330470"
"LOC126331023",53.3671235929125,1.3398796084726,0.21164100979627,6.33090727436236,2.4372378771341e-10,4.40843876048531e-09,"LOC126331023"
"LOC126331476",92.7592661853197,1.48601741169681,0.226114740095857,6.57196169991768,4.96566376798407e-11,1.00732036436248e-09,"LOC126331476"
"LOC126331335",197.005558043433,-0.412251560015325,0.124298562259228,-3.31662372051868,0.000911122365653352,0.00388355739567742,"LOC126331335"
"LOC126332104",276.83430826369,-0.479730200538739,0.0875724690690622,-5.47809380777433,4.29932200105816e-08,4.9919007519805e-07,"LOC126332104"
"LOC126333298",65.1017166091852,-0.960839282654572,0.351735474213103,-2.73170991582281,0.00630065891728547,0.0208235260203704,"LOC126333298"
"LOC126333456",266.182766686565,0.43024782897181,0.133277968270182,3.22819918817797,0.0012457219940873,0.00508580618471729,"LOC126333456"
"LOC126333765",474.966760296873,-0.216642740476286,0.0850576996456174,-2.5470091641192,0.0108650579902996,0.033150636308264,"LOC126333765"
"LOC126334525",1233.45916515553,0.80355182421546,0.0987346757724626,8.13849661153769,4.00216246990296e-16,1.99365786907989e-14,"LOC126334525"
"LOC126334532",439.960249537849,0.227862054452842,0.0942897635703692,2.41661497308545,0.015665577995351,0.0452277941737247,"LOC126334532"
"LOC126334539",404.637399146165,-0.33002479666304,0.0790882769461648,-4.17286618707962,3.00791615760624e-05,0.000189108377664466,"LOC126334539"
"LOC126334578",208.679559286411,0.310458811482968,0.0985686522230316,3.14967085864675,0.00163454499149236,0.00643504423992882,"LOC126334578"
"LOC126334628",105.501918449198,-1.08651066716142,0.186912102602236,-5.81294978781338,6.13814774864852e-09,8.40694870141949e-08,"LOC126334628"
"LOC126334644",69.5605596344567,-0.58744005093367,0.224821879903597,-2.61291317013079,0.00897741070847151,0.0280777042765714,"LOC126334644"
"LOC126334636",166.333038363459,-0.392984802296059,0.14785207597016,-2.65795931316767,0.00786153833380067,0.0251024669361007,"LOC126334636"
"LOC126334687",73.2106124038249,0.436913267059756,0.143306139017132,3.04881053984383,0.0022974932400781,0.00867723371688316,"LOC126334687"
"LOC126334747",1053.9236831049,0.648837728721957,0.143960104104098,4.50706626505897,6.57301107391902e-06,4.85954391425467e-05,"LOC126334747"
"LOC126334754",62.5176706654014,1.72886279745668,0.579142469139685,2.9852115663783,0.00283382250358159,0.0103853584127104,"LOC126334754"
"LOC126334833",381.578565165115,0.415479383045696,0.0748879931052625,5.54801064653581,2.8893828648129e-08,3.49270410096855e-07,"LOC126334833"
"LOC126334861",156.279872044957,0.399882583798514,0.131158132414157,3.04885847669597,0.00229712668361777,0.00867723371688316,"LOC126334861"
"LOC126334872",68.6354197521536,1.13209877070086,0.225543061956028,5.01943513971435,5.18236392256808e-07,4.83556827034789e-06,"LOC126334872"
"LOC126284981",179.080308236302,1.83345549696444,0.289786383150652,6.32692080639027,2.5010162781934e-10,4.50401677854245e-09,"LOC126284981"
"LOC126284990",23.0661966147621,0.751066781605929,0.291651214162693,2.57522254368863,0.0100175609017182,0.0309652224589067,"LOC126284990"
"LOC126334921",51.4917276304395,-1.23560820319207,0.492795509065182,-2.50734469057152,0.0121642025335245,0.0364395145730266,"LOC126334921"
"LOC126334908",504.974904889102,-0.4042609989617,0.145165859187542,-2.78482145336549,0.0053557205059102,0.0180728137476139,"LOC126334908"
"LOC126334979",24.5501747526002,1.41005571025971,0.335434202223317,4.20367303308255,2.62618220965086e-05,0.000167668501385151,"LOC126334979"
"LOC126334946",727.851208062218,-0.5878795784427,0.115296933333833,-5.09883100481558,3.4175749334691e-07,3.31663163614118e-06,"LOC126334946"
"LOC126334986",132.17583361545,-0.391091305561199,0.118161102269906,-3.30981429631437,0.000933578878326606,0.00396883463965826,"LOC126334986"
"LOC126334993",133.244842170856,-0.389368281868458,0.124801068311845,-3.11991144895914,0.00180905414507943,0.00703242759858754,"LOC126334993"
"LOC126335000",742.552186822325,0.15502612261778,0.0626009168882337,2.47641936131,0.0132707599507189,0.0392311482247384,"LOC126335000"
