"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"LOC126320407",699.476574922731,1.06050948448701,0.113570499540155,9.33789574564692,9.82676123228077e-21,1.60831325501662e-18,"LOC126320407"
"LOC126325647",167.181431607957,1.313463424482,0.128158762604733,10.2487211782231,1.1991957882313e-24,3.18936113178348e-22,"LOC126325647"
"LOC126284877",91.7165814556865,1.20138429989289,0.169749807718271,7.07738239024572,1.46902770599433e-12,6.69552578545374e-11,"LOC126284877"
"LOC126334754",50.7496074135397,1.41273272938485,0.561483557645351,2.51607141500157,0.011867113404585,0.0338537585973033,"LOC126334754"
"LOC126330262",18.6557633908556,1.04274287228528,0.278169432808883,3.74858898677663,0.000177832241572447,0.00104137908069443,"LOC126330262"
"LOC126337358",10.5037968282096,1.15892788853272,0.382127037160955,3.03283404687372,0.00242268792082638,0.00925711882588134,"LOC126337358"
"LOC126336728",80.4665915085313,-1.06395301872357,0.154106340543208,-6.90401845227947,5.05517291969997e-12,2.05336770059225e-10,"LOC126336728"
"LOC126336768",11.5971602228642,-1.03961013213065,0.364773236500025,-2.85001756736771,0.00437168144303196,0.015055000081399,"LOC126336768"
"LOC126339334",15.0466355040622,1.34133682321351,0.466557338795957,2.87496672257926,0.00404070082614552,0.014109296156065,"LOC126339334"
"LOC126340263",73.8655687895563,1.21008537752094,0.156627993367749,7.72585635238116,1.11103864334673e-14,6.6903393023417e-13,"LOC126340263"
"LOC126339036",19.3332037589569,-1.7018477474331,0.486821573454234,-3.49583469639126,0.000472581364942966,0.00237799515367044,"LOC126339036"
"LOC126339755",76.2984725034265,-1.20038327528611,0.343839060606649,-3.4911195754439,0.000481000925388283,0.00241370197071809,"LOC126339755"
"LOC126339798",26.3296068598918,1.790556379624,0.278997596710225,6.4178200842487,1.38239489332026e-10,4.27303951770617e-09,"LOC126339798"
"LOC126340300",7668.37140233022,1.95944519233949,0.211559038395676,9.26193088793856,2.00768128992366e-20,3.20375741839568e-18,"LOC126340300"
"LOC126340284",99.5159753995253,3.46243402176008,0.336114507084575,10.3013525116571,6.94774975067328e-25,1.97099940704656e-22,"LOC126340284"
"LOC126340122",1549.55251657566,3.3487556546936,0.247311278208931,13.5406507901534,8.99881300241754e-42,1.64112638269803e-38,"LOC126340122"
"LOC126342056",116.371626175986,1.8739251098501,0.138086272970801,13.5706835265686,5.97621169608567e-42,1.27153864187049e-38,"LOC126342056"
"LOC126343123",267.302698623838,1.04844866516663,0.185133172425774,5.66321341242603,1.48564199256069e-08,2.96802905743815e-07,"LOC126343123"
"LOC126344004",261.366236814798,-1.53670699950614,0.302746172270874,-5.07589241502024,3.85681485238232e-07,5.25465297817638e-06,"LOC126344004"
"LOC126344078",67.0972277670959,-1.01307879558872,0.30651258852971,-3.30517842822798,0.000949159535256915,0.00426954567550732,"LOC126344078"
