"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneID"
"LOC126320326",82.3572691143221,-1.11037002532825,0.242476016187423,-4.57929836850332,4.66538284911885e-06,3.56659280433256e-05,"LOC126320326"
"LOC126320407",635.244075689872,1.46345864302993,0.15520842083472,9.42898996819475,4.14056756250429e-21,5.01495800658608e-19,"LOC126320407"
"LOC126323097",20.8179946672086,1.00934024054025,0.34640201580454,2.91378281444465,0.0035707823431056,0.0127532365038238,"LOC126323097"
"LOC126325647",186.389382960764,1.65586245605866,0.15798932154535,10.4808504768682,1.05788089692183e-25,2.46586049067401e-23,"LOC126325647"
"LOC126331023",53.3671235929125,1.3398796084726,0.21164100979627,6.33090727436236,2.4372378771341e-10,4.40843876048531e-09,"LOC126331023"
"LOC126331476",92.7592661853197,1.48601741169681,0.226114740095857,6.57196169991768,4.96566376798407e-11,1.00732036436248e-09,"LOC126331476"
"LOC126334628",105.501918449198,-1.08651066716142,0.186912102602236,-5.81294978781338,6.13814774864852e-09,8.40694870141949e-08,"LOC126334628"
"LOC126334754",62.5176706654014,1.72886279745668,0.579142469139685,2.9852115663783,0.00283382250358159,0.0103853584127104,"LOC126334754"
"LOC126334872",68.6354197521536,1.13209877070086,0.225543061956028,5.01943513971435,5.18236392256808e-07,4.83556827034789e-06,"LOC126334872"
"LOC126284981",179.080308236302,1.83345549696444,0.289786383150652,6.32692080639027,2.5010162781934e-10,4.50401677854245e-09,"LOC126284981"
"LOC126334921",51.4917276304395,-1.23560820319207,0.492795509065182,-2.50734469057152,0.0121642025335245,0.0364395145730266,"LOC126334921"
"LOC126334979",24.5501747526002,1.41005571025971,0.335434202223317,4.20367303308255,2.62618220965086e-05,0.000167668501385151,"LOC126334979"
"LOC126335260",336.087051009497,-5.94268789811182,0.855272006725734,-6.94830165301727,3.69709827080486e-12,9.06229207093716e-11,"LOC126335260"
"LOC126335304",432.10923168534,-3.8721403049647,0.753703355666957,-5.13748582363444,2.78438464946959e-07,2.76291469554597e-06,"LOC126335304"
"LOC126336904",344.583223142737,-1.43454617613624,0.137462677090015,-10.4358958118999,1.70002614215548e-25,3.88928202966459e-23,"LOC126336904"
"LOC126337074",185.395968485581,-1.77647344176129,0.22045521219102,-8.0582056740941,7.74224742730174e-16,3.63679561661162e-14,"LOC126337074"
"LOC126339334",21.5538958380695,1.54761422165194,0.386224453015057,4.007033240828,6.1486212298081e-05,0.000359149251409216,"LOC126339334"
"LOC126337770",187.100970176479,-1.4087892585416,0.131041405263224,-10.750718490173,5.88017776020124e-27,1.48252481733727e-24,"LOC126337770"
"LOC126337983",30.4310270206298,-1.36621356154927,0.374879985967864,-3.64440250930437,0.000268013701544042,0.00133509728583673,"LOC126337983"
"LOC126338779",38.8104282050133,1.07577294027915,0.217089688016424,4.95543086412176,7.217018146115e-07,6.52224156379698e-06,"LOC126338779"
"LOC126339036",13.7054177162788,-1.34358481192742,0.386435968157131,-3.4768627214874,0.000507317497603446,0.00233509700648024,"LOC126339036"
"LOC126339580",20.4417329130954,-1.39617706965818,0.328207595222694,-4.25394503351104,2.1003688008067e-05,0.000137654939868254,"LOC126339580"
"LOC126339755",50.7462850563214,-2.07210395117411,0.308019876035848,-6.72717610902795,1.72987328310278e-11,3.78915860628577e-10,"LOC126339755"
"LOC126339798",18.9609605630356,2.19014430224994,0.363551243129832,6.02430700936371,1.69835719432449e-09,2.59781674364755e-08,"LOC126339798"
"LOC126339830",17.5535532182619,-1.13234152727284,0.370006567738804,-3.06032818334237,0.00221094576960304,0.00839398403124646,"LOC126339830"
"LOC126340300",9127.33599641309,2.76554260448978,0.266763140468892,10.3670342148048,3.50225986022428e-25,7.21115305220179e-23,"LOC126340300"
"LOC126340284",63.0028496771861,2.63079522045436,0.422689900019885,6.22393679226921,4.84832469566294e-10,8.21621444310287e-09,"LOC126340284"
"LOC126340122",1804.9308505783,4.090985780828,0.215715214354128,18.9647531031912,3.33589988982876e-80,2.06058536194722e-76,"LOC126340122"
"LOC126341081",230.936116453104,-1.12156649301493,0.106254759908389,-10.5554470593311,4.79352220096163e-26,1.16116026020941e-23,"LOC126341081"
"LOC126341572",14.5234220584775,-1.49753866610778,0.440758364532079,-3.39764094482384,0.000679695649816088,0.00301292044390577,"LOC126341572"
"LOC126342685",221.926062625303,-1.20940209226004,0.183323358918018,-6.59709760609876,4.19284744362979e-11,8.54759691726112e-10,"LOC126342685"
"LOC126343319",52.9851979906989,1.08858009600783,0.351091991875,3.10055518553497,0.00193158216496004,0.00746177800685313,"LOC126343319"
"LOC126343639",81.095590585866,-1.2048111505154,0.194080610318121,-6.20778731342908,5.37358070710963e-10,9.03200218443977e-09,"LOC126343639"
"LOC126343848",24.8376779782538,-1.04030228756372,0.281617232946419,-3.69402922072475,0.0002207284206463,0.00112171078102196,"LOC126343848"
"LOC126344004",137.035498991588,-1.9077126328617,0.292876231803442,-6.51371612204444,7.33139934199404e-11,1.45147608126594e-09,"LOC126344004"
"LOC126344078",58.7645446893422,-1.53193539328989,0.259776516588377,-5.89712809074765,3.69882727899404e-09,5.28269505256559e-08,"LOC126344078"
"LOC126344374",405.557105618528,-1.38559694740757,0.287541829240205,-4.81876654631031,1.44448452715515e-06,1.23070081713619e-05,"LOC126344374"
"LOC126344463",465.943418769274,7.74570181620193,1.03311112433951,7.49745272673731,6.50699303225109e-14,2.23298310890083e-12,"LOC126344463"
"LOC126344496",61.0362662003333,1.69146454773131,0.40295789070264,4.19762110820536,2.69733417816355e-05,0.000171767352768208,"LOC126344496"
"LOC126345073",82.6367774238237,3.17996418702029,0.41775420095269,7.61204598246619,2.69790534075854e-14,1.0008985759679e-12,"LOC126345073"
"LOC126345116",417.438213063087,4.323321781253,0.576611866419574,7.49780230521153,6.48966780197445e-14,2.23298310890083e-12,"LOC126345116"
"LOC126345132",360.992077274218,6.47724565301337,0.703738649867257,9.20404990437166,3.44707091531596e-20,3.51943091634822e-18,"LOC126345132"
"LOC126306122",206.377876699077,-1.55407181773799,0.222671970461731,-6.97919821033368,2.96869398726378e-12,7.37932505405569e-11,"LOC126306122"
"LOC126346320",120.963625412038,-1.02811113428697,0.243570154589681,-4.2210062066879,2.43214239226988e-05,0.000156983736228329,"LOC126346320"
"LOC126346336",155.592881885596,-1.07195645578306,0.232587636883942,-4.60882818254849,4.04944794676516e-06,3.13255353377187e-05,"LOC126346336"
"LOC126336760",78.4830343389151,1.1529131531805,0.238737769554424,4.82920300098419,1.37080605461455e-06,1.17522123516364e-05,"LOC126336760"
"LOC126347374",200.153727483487,-1.12302502563883,0.152090869311077,-7.38390825646389,1.53709382260601e-13,4.80740685682902e-12,"LOC126347374"
"LOC126348001",19.2964648468467,1.27357616796654,0.369311812068868,3.4485118708552,0.000563684691990046,0.00255457105093361,"LOC126348001"
"LOC126347975",450.837367554,-1.3006022329508,0.163410255090325,-7.95912246897781,1.73263680360329e-15,7.92777595248706e-14,"LOC126347975"
"LOC126349326",77.7115308898243,1.46752863815913,0.17692901204988,8.29444883660686,1.09089817791665e-16,6.04347806725665e-15,"LOC126349326"
"LOC126349483",19.6773612567865,1.77391464991113,0.336917826457313,5.26512553094568,1.40093599056732e-07,1.47924472029647e-06,"LOC126349483"
"LOC126349094",23.286482018946,1.16832715266911,0.336289205146214,3.47417382059924,0.000512428963116272,0.00235599084865591,"LOC126349094"
"LOC126350317",108.637180027702,1.9693534731478,0.254930402896358,7.72506319675193,1.11797864005645e-14,4.37073041748653e-13,"LOC126350317"
"LOC126349342",18.0411150504869,1.88842568696453,0.429610783920657,4.39566639768821,1.10433428524142e-05,7.80042639215121e-05,"LOC126349342"
"LOC126349353",603.128169212024,2.93284541144018,0.637592596522965,4.59987369275318,4.22747187555126e-06,3.2559967300848e-05,"LOC126349353"
"LOC126347709",63.3078942042321,1.07439620648045,0.255961263703276,4.19749531994007,2.6988323287773e-05,0.000171774212208731,"LOC126347709"
"LOC126349427",3742.41705921725,2.69276298379203,0.499918543961579,5.38640347776134,7.18815026624696e-08,8.03641704879773e-07,"LOC126349427"
"LOC126350536",124.904707453421,-2.57212675770529,0.309250917037336,-8.31728093920173,9.00042371360486e-17,5.05414702535793e-15,"LOC126350536"
"LOC126350552",72.9954144258016,-2.57007989289936,0.444897450435587,-5.7767916862258,7.61384545316025e-09,1.02042332514327e-07,"LOC126350552"
"LOC126351962",33.4133349513433,3.1967835743593,0.549067784373093,5.82220204015299,5.8077279736276e-09,7.99584787511589e-08,"LOC126351962"
"LOC126352043",43.5932013270007,-1.75046667715674,0.362981564569839,-4.82246716642807,1.41793375416683e-06,1.21058421554782e-05,"LOC126352043"
"LOC126352618",1965.88400532629,1.61017341021978,0.090908380890581,17.712045847102,3.38540507940373e-70,1.39410981169846e-66,"LOC126352618"
"LOC126354270",48.2918472411377,-1.33129627594729,0.325108680436381,-4.09492688463545,4.22301637511948e-05,0.00025549042261619,"LOC126354270"
"LOC126364803",317.333150652228,1.18680611751897,0.141734286696406,8.37345814609487,5.59515627447081e-17,3.2759507400385e-15,"LOC126364803"
"LOC126352958",90.8075103937208,1.68743850115531,0.241244358211976,6.99472731160246,2.6577534677752e-12,6.70079313079487e-11,"LOC126352958"
"LOC126354836",469.450835992623,-1.43129588408621,0.216932763933272,-6.59787787761959,4.17084595357434e-11,8.51679849759627e-10,"LOC126354836"
"LOC126353857",281.994633939248,-1.53848253057106,0.25653542094344,-5.99715440820261,2.00805108765383e-09,3.00696522871217e-08,"LOC126353857"
"LOC126353995",149.393903899803,-3.66200457047329,0.697415967476778,-5.25081836557639,1.51424940207856e-07,1.58938293230914e-06,"LOC126353995"
"LOC126354501",297.164781690931,-1.52818724020348,0.215671539713574,-7.08571581689924,1.3832741242355e-12,3.60526762253279e-11,"LOC126354501"
"LOC126354591",35.742708485321,1.04383329920532,0.296616934110378,3.5191291499793,0.000432965882284804,0.00203610982479881,"LOC126354591"
"LOC126354599",15.3045212175389,-1.10286885416409,0.326399964404969,-3.37888778932507,0.000727797075272388,0.00319630468109317,"LOC126354599"
"LOC126354620",83.9837274020602,-1.06945341841753,0.154788780768084,-6.90911455669298,4.87688027632877e-12,1.15641034421815e-10,"LOC126354620"
"LOC126354697",1749.25889416576,-1.03846610172701,0.178166019664142,-5.82864287861743,5.58799419290006e-09,7.73058009620239e-08,"LOC126354697"
"LOC126355228",25.1193586889192,1.8892420246402,0.295459125927036,6.39425849078952,1.61328313825315e-10,3.01064953020836e-09,"LOC126355228"
"LOC126355256",12.0405939367211,-2.31439378868557,0.406456589485372,-5.69407373027436,1.2404347607592e-08,1.59794901297384e-07,"LOC126355256"
"LOC126358898",15.8629270538152,-3.29009875409963,0.588478438947749,-5.59085692244327,2.25951712105395e-08,2.79140745135005e-07,"LOC126358898"
"LOC126355825",133.199812359877,4.00062599108699,0.666653556836762,6.00105699588518,1.96037156947553e-09,2.94986971611458e-08,"LOC126355825"
"LOC126356135",127.693286862302,-1.19870759029053,0.215880861332541,-5.5526348324322,2.81395513143371e-08,3.41154089241728e-07,"LOC126356135"
"LOC126356143",20.1137877431027,1.0604872715535,0.286506508382816,3.70144216806597,0.00021437752136001,0.00109620028927217,"LOC126356143"
"LOC126356364",110.482306528309,-1.38646996922951,0.21119359862622,-6.56492421289408,5.205933301935e-11,1.04916965761998e-09,"LOC126356364"
"LOC126356499",22.3523135825867,1.19470580114948,0.352273472825306,3.39141574177498,0.000695325391869237,0.00306787496112591,"LOC126356499"
