"GeneID","log2FoldChange_head","padj_head","log2FoldChange_thorax","padj_thorax"
"LOC126335365",1.12725999188624,0.00639899995619079,1.20100820730943,0.00520343087652465
"LOC126335450",-3.757491942916,1.13631483338805e-13,-2.81258481425015,1.01812484821393e-19
"LOC126335467",-1.10053568048951,0.0158322485398516,-1.22408506327823,5.84623532277046e-09
"LOC126335481",-1.09608712478771,3.92778023111181e-05,-1.73792720744456,6.67910356309436e-19
"LOC126335543",-1.22458611599039,0.00171276738423041,-1.7243505261493,1.24040764180607e-10
"LOC126356269",-2.71738140264716,7.40744006505606e-10,-2.87048653480416,3.07548103553636e-17
"LOC126355195",1.92864303188499,0.0182630435747484,2.84982146669518,0.000893471261486327
"LOC126356330",1.26612844771173,5.45861457578177e-22,1.60670439832702,6.65449088468141e-41
"LOC126356054",-1.06906844949921,5.33774684377362e-05,-1.74982035119715,4.87055262038336e-14
"LOC126355327",2.02573242635497,1.43564897761264e-13,1.78865067040038,9.9085014590245e-09
"LOC126353822",1.2444474113201,0.0335803135857789,3.02476764078436,2.99540583627317e-17
"LOC126354468",-1.40752053984044,7.29548541012222e-13,-1.36117916184318,1.56752004606682e-05
"LOC126355970",-1.36246942729595,2.55348576316965e-05,-1.64645740566779,9.81500046137305e-11
"LOC126354321",1.06009990354277,3.64989377882121e-06,1.00943676868788,0.000956812843956345
"LOC126356213",-2.13412303426068,3.08239574025361e-07,-1.66684396620772,0.000289557821533483
"LOC126354454",1.2852392024229,5.69069517330713e-25,1.23706315822303,7.57674674545768e-15
"LOC126355398",1.65052473192935,3.72842092327169e-13,1.66454333330788,4.46540426113239e-07
"LOC126354402",-2.60822254792418,2.34592326418476e-07,-2.90353953328487,3.65278644105633e-06
"LOC126355419",-1.24466974413817,0.0298078423397379,-1.01748052416732,0.0453499731926479
"LOC126356355",-4.94609933529422,1.24035309009949e-08,-5.50375260243138,3.13702920880857e-27
"LOC126356349",-3.09663641747243,0.0132777650289084,-6.02035816467104,7.83929962449943e-19
"LOC126354009",1.41831269947624,3.47408502179492e-11,1.18684041751812,7.29302500771964e-06
"LOC126354521",-2.31908278998315,6.13669281561199e-05,-3.73940775243819,3.04231061911365e-08
"LOC126354547",-1.75258087230953,0.0251174765647321,-3.01997878929181,2.52374032191569e-07
"LOC126354549",-2.46849319986906,0.0166320019847831,-3.95928482248846,6.39137447439545e-12
"LOC126354550",-1.73687673477265,0.0147754346733017,-2.74125428887091,4.11586312830316e-08
"LOC126353961",-2.01217343169992,3.87816083331082e-12,-5.3267957129311,3.78917993676528e-42
"LOC126353962",-1.14494511087615,1.11996111756495e-08,-2.01469713494383,2.68833084857119e-05
"LOC126354881",1.75790848433223,1.62537094334092e-05,1.49177518208562,3.14329910722775e-07
"LOC126355207",-1.12288566803092,7.30999970191172e-07,-1.62879369017287,3.393310644171e-13
"LOC126354225",-1.26109329702363,1.19573689365681e-18,-1.00663980939715,0.000304482863636845
"LOC126355184",1.40949986833211,9.90828909144156e-06,1.64412213054699,4.21554185913414e-10
"LOC126353934",1.06246525016617,0.0224604744712571,2.65889029045916,5.82689591238266e-10
"LOC126354014",1.86171589453261,1.26880987581156e-10,1.19596244107011,0.00252314873718364
"LOC126354812",-1.08843141202615,3.64359293280917e-14,-1.27749123590421,2.73014299621281e-10
"LOC126354240",1.35538523522635,5.60364339886532e-11,2.92884334500702,3.95389696821412e-48
"LOC126354368",-1.09023221937788,1.41017304969629e-05,-1.62870067582285,2.07401715914012e-11
"LOC126354588",-1.13343897948098,6.19271177262959e-10,-1.73587486556892,2.27607447681059e-13
"LOC126355148",-1.34365848141022,0.00891140528387597,-1.34882901699503,0.0037207512733945
"LOC126355134",-1.60990025001759,3.27057827399085e-10,-2.04760316161131,0.000936900822702829
"LOC126354934",-1.29801405116452,0.00117061699255237,-1.90044097256134,2.52510956435226e-06
"LOC126355645",-1.00796116812444,0.0123190555085081,-2.18749348561169,0.0147398240906618
"LOC126354947",-1.01595577058132,0.00415531062742031,-2.26648733195574,1.07488378329986e-07
"LOC126354973",-1.29861403886352,0.00162167882693955,-1.51577144075886,5.38765156586805e-05
"LOC126355428",-1.62044953153006,0.000394481415717026,-2.56737428035863,0.00190172486609487
"LOC126355435",-1.73510519625571,0.00568278626868314,-2.87651827755768,1.9922018060237e-07
"LOC126355686",-3.85202109737997,0.00132535010357875,-5.98908935475794,1.25183520598623e-11
"LOC126355447",-3.55755207271923,0.000530982261884749,-6.87995601350586,5.63146678819025e-21
"LOC126355446",-2.2286120137988,0.039564336161212,-5.82753209614973,1.67744412543511e-14
"LOC126355503",-2.47539601149199,0.0423952952453025,-4.13027373591854,0.00385448034493242
"LOC126355507",-2.91372407443007,0.0103020394318769,-4.73304907328765,1.30626815943689e-11
"LOC126355515",-3.78846780458122,0.00177955225816837,-4.62354167293682,0.000176378873308648
"LOC126355555",-4.58058595705163,0.000401165015131734,-4.62573971776902,6.39651832415715e-06
"LOC126354383",-3.59479080273495,0.0160132653707196,-5.64185201721762,9.45028907456799e-12
"LOC126355700",-3.10380588453677,0.00182523855602654,-4.88788301590344,1.8715127205094e-11
"LOC126355587",-4.19545835014777,0.00403139572149566,-8.27608397106363,3.42241493469753e-17
"LOC126355702",-1.86520255577134,0.00895587288721224,-3.61382404866203,2.51738606005433e-12
"LOC126355711",1.47523394511371,1.8858106349175e-09,1.47579554477252,2.31626131164287e-07
"LOC126355870",1.87076030262844,1.16827146233612e-13,2.11918386973618,1.15879985885238e-07
"LOC126267588",-1.12829647948237,0.00150822860912997,-1.84653483842041,7.26344893415225e-06
"LOC126268144",-2.42484538984309,0.000147649394695931,-1.97755095573159,0.000102280085410383
"LOC126267523",-1.68018835000644,2.68979566420132e-09,-1.32155742588692,0.000295073126259795
"LOC126267568",-1.19253432349662,9.3375014141661e-06,-1.047248171482,0.0168667607914552
"LOC126267152",1.05365960418058,7.44565518471923e-09,1.4819324401783,9.22127089782144e-19
"LOC126267368",-1.46074290220173,1.78823363946657e-12,-1.94716993768993,1.40110087809081e-08
"LOC126267203",-1.07640972324499,4.04306069459088e-05,-1.48468134083392,3.94018648484596e-09
"LOC126365862",1.44319188663136,0.005679466633361,1.74509532773436,0.00388355739567742
"LOC126267691",1.441624975637,3.24864462411501e-05,1.42023286355031,2.10903366606931e-05
"LOC126267274",1.27205670234328,0.00330693926397212,1.20723515234085,0.000153580723635358
"LOC126268098",1.03542525855462,0.00158576489405202,1.38395780165669,0.000175219283645522
"LOC126268099",2.26626081062723,3.14598633477218e-17,2.20972002628232,3.243202907657e-06
"LOC126267143",-1.57737349561932,8.86471137979705e-07,-1.77823658101379,6.36191761233417e-17
"LOC126267355",1.1295425463586,1.31293834761974e-08,1.23640134497208,6.46772832972563e-05
"LOC126268148",-1.15070706383274,0.000208019101195261,-1.43959835765355,8.08297712072048e-08
"LOC126365769",-1.35287373885239,4.67003513586608e-05,-1.4143629047536,0.000563213974935431
"LOC126268046",-1.66526276347776,8.60939098757172e-07,-1.94859167219484,1.3861778869192e-10
"LOC126267787",1.13007604111172,0.0129356559810831,3.24146235420875,2.03412670071552e-08
"LOC126267358",1.32661066924577,0.000323279627213566,1.00905543331,0.00733975120535782
"LOC126267421",1.0976130651874,3.86133558236731e-07,1.39308464252939,1.53618880475325e-08
"LOC126266665",1.07964652104943,1.13479307930388e-11,2.2789966021935,4.93749080653948e-33
"LOC126365834",1.65810389060362,1.83889565906319e-06,1.00588929938502,3.54908725829169e-05
"LOC126267838",2.57593170208697,1.3295462729719e-26,2.59507262180597,8.80766318201303e-14
"LOC126267253",-1.38124688576344,3.78699240837262e-09,-1.00827335424042,0.00946015392747374
"LOC126365815",1.40454269736293,0.000135356360644446,1.48926542800524,9.75268688163395e-05
"LOC126267530",-2.04465264492502,6.69062494812487e-09,-1.18149067084182,0.00914766888107389
"LOC126272708",-1.18778058542838,0.000524191822638099,-1.5242487535805,0.00010757602156432
"LOC126272210",-1.15857810012567,2.76437507055508e-17,-1.3030345177074,9.27394826382542e-17
"LOC126272749",1.54190914453391,3.22731667069575e-08,1.78917296047559,1.16811503404385e-06
"LOC126272185",2.11154852795023,3.77107263424339e-17,-1.08060123753798,1.53564975314058e-07
"LOC126273005",-1.02690402945682,0.000229363581151605,-1.07110708380668,0.00282247935453305
"LOC126271849",-1.38346730473249,0.0123374737706237,-3.64721766666997,9.00791214479842e-17
"LOC126272860",-1.04237703660952,0.027527585222496,-2.30830495939622,0.000157957316751568
"LOC126272143",1.64122084417384,1.28113543464538e-06,1.02025525752246,0.00474256144242947
"LOC126272524",1.19278238511585,3.00479332431962e-16,1.49366200416781,1.10920628658196e-18
"LOC126272823",2.31015604072193,6.66439849270299e-12,2.56248769563461,5.12535975668056e-09
"LOC126272626",-1.01139405943694,2.98381946821819e-07,-1.2920980725443,1.16811503404385e-06
"LOC126273117",1.00788793209285,0.0341692385379494,2.71383476645689,2.55107616090261e-05
"LOC126272787",1.07456478035378,1.31526803940352e-09,1.3753714112793,5.79629730290022e-06
"LOC126273026",2.86699662164233,0.0191987247433627,7.382881994823,1.49883725420047e-17
"LOC126273126",-1.88822951665831,0.000328200768106638,-2.77516533738031,1.06597614163313e-05
"LOC126273131",1.44061492660019,4.29600036375462e-05,1.69043345150305,1.00754938487571e-05
"LOC126273132",2.43986098001347,1.7166833795022e-06,4.21393750904631,1.06689594081034e-32
"LOC126273129",1.46248429904879,1.10832843648035e-05,2.16881741836754,1.44383322033729e-12
"LOC126273136",1.72870115233994,4.39180804979203e-21,3.26154714565487,2.93628197290758e-15
"LOC126273134",2.06083683537616,7.67334349287161e-14,5.23893392575543,4.08752830565321e-22
"LOC126273138",2.307064062803,0.000819415398579655,3.91076292186589,1.74535517650647e-23
"LOC126272933",1.73947800364717,1.73356689764473e-12,2.17717285526183,4.13658937447741e-20
"LOC126271867",2.81053762056697,3.46529197108339e-20,2.0065801594353,9.24264126101277e-07
"LOC126273327",1.02274712069368,0.0254413499616865,1.53954234631505,0.00877690823364025
"LOC126272290",1.29733050028369,0.0320035907219217,1.61923976116,2.57378217599457e-06
"LOC126272573",-2.25094722810889,6.52335345676706e-05,-2.42313529977454,1.28731154974049e-05
"LOC126272572",2.89769435645457,3.10166801909163e-12,2.17101762003239,4.34480008893627e-07
"LOC126272949",-3.66271212220891,1.55997866540466e-06,-4.70692006419283,5.79571843074935e-10
"LOC126273368",1.0333172838104,0.0126157609621411,3.92868464514986,1.41443778232651e-15
"LOC126272283",1.24047548614079,0.010622356859155,1.85984568632193,0.0235567444219906
"LOC126272125",-2.77691559444611,0.00916870949461373,-7.01023774715936,9.40814918325145e-27
"LOC126272301",1.59717705077809,8.65453462908627e-11,1.7187539401443,6.88026592636567e-05
"LOC126272905",1.26876625730938,0.00797569591271077,2.04677172368741,4.72019952158989e-05
"LOC126272517",-2.20897557666728,0.0112030096671867,-4.31480919130803,7.08893793222795e-17
"LOC126278204",-1.07468013449947,0.000478628257952483,-1.10916136596416,0.000115835046720991
"LOC126278359",1.01232864833828,1.17829409906956e-22,1.29138105140013,5.56987993884294e-18
"LOC126278687",1.38514961801722,0.000208319943248559,1.56927584546998,0.00808952532290668
"LOC126278549",-1.07557656382168,3.4873079860033e-08,-1.12401538797845,1.0132632629019e-07
"LOC126277894",3.09294488408582,1.5120623459579e-10,1.89143350732466,1.81719018389015e-15
"LOC126278972",1.84475628145059,1.96558478049436e-10,1.6259595070241,6.29729435164939e-06
"LOC126278945",-1.17877336149045,1.66097023888966e-05,-1.07744424165185,0.00126302095118266
"LOC126278164",-1.52661161288878,2.26892078837858e-10,-2.84856182144743,2.03368769555495e-10
"LOC126278162",-1.74006888190885,0.00080487723448211,-2.9604226127911,7.84713355284724e-06
"LOC126278034",1.78161352477684,6.00831712634803e-13,1.29265347565941,3.97142468129828e-08
"LOC126277932",-1.30666614128966,1.72539428060012e-27,-1.16934648304365,1.76825080454605e-11
"LOC126278068",-1.18544104509099,0.0097916161427275,-1.93993796526193,0.000135587440593375
"LOC126278485",-2.46020878594018,0.00303034245446553,-2.76200928087785,0.000138399167360275
"LOC126279025",-1.10927989140848,4.03434210069575e-08,-1.03479739926545,2.3237744731715e-07
"LOC126278935",2.20955997667539,1.46677526234576e-05,2.78554356255465,4.82529307046426e-05
"LOC126282071",1.02833165789096,4.11070187906719e-06,1.35414761588638,4.37835010752932e-10
"LOC126282005",1.41550971069602,2.97924051542168e-14,1.52602624518208,1.82146279517558e-15
"LOC126282181",-1.06018235398579,0.0129737715727706,-1.42429567305645,2.89961106723089e-05
"LOC126281679",-1.12783346301696,0.00175665225752152,-1.51680270688907,3.65761499618424e-05
"LOC126282249",1.63070553218918,9.99075911178088e-05,2.15467977258845,1.02042332514327e-07
"LOC126282250",1.64199172766857,7.06452379192371e-06,2.01056936887541,4.88325537480593e-05
"LOC126282251",4.39937435553609,1.46784158086034e-21,4.03376269775369,8.66632104700425e-08
"LOC126282056",-1.66528069188186,0.000177075423942943,-2.12389896941492,2.49815566899596e-05
"LOC126281273",3.28045271402631,1.17626122324774e-16,2.27537692221454,0.000421163189903582
"LOC126281280",1.94487469582991,4.1568254813275e-05,2.37210761851084,4.44254477072363e-07
"LOC126281288",1.21951386932065,0.0353487329059067,1.83378233159083,0.000646148796573189
"LOC126281966",1.88351380663401,5.83949453379292e-10,1.84275017776003,0.000185312010031089
"LOC126281827",4.80735728248624,5.93684210405323e-25,4.53556817311724,5.68595549586119e-27
"LOC126281965",1.25476271810725,0.033340668148042,3.8610238629906,2.19351277939354e-12
"LOC126281248",1.62991191277412,0.00531858328677168,3.41486785436994,1.94613713707371e-15
"LOC126282270",-2.99555047001142,0.000713175472336174,-3.29435307046453,1.94713528541202e-06
"LOC126281236",1.53604988427758,0.00084539066577631,2.49702915417794,1.9892902624169e-28
"LOC126282035",-1.24062243329165,0.00903806708725935,-2.02158977725896,1.24074655673388e-08
"LOC126281325",-1.5892390982801,3.70326952539105e-14,-2.01662597383799,6.27411367066124e-19
"LOC126281360",-1.04436745541541,1.69822093264044e-07,-1.19537106304682,1.78637440765197e-11
"LOC126284968",1.09577177662448,0.00178449167024088,2.50163631256187,0.000230100294109544
"LOC126284058",-1.13128054257694,0.000633812514391434,-1.42742727283945,0.00063843259540916
"LOC126284600",1.83269215606486,0.00840167157686288,3.1791945157799,2.00841394253004e-11
"LOC126284679",1.38617080735776,0.00265185545492039,4.8282665295667,2.41811022866553e-10
"LOC126284605",-1.47280635150612,3.12255770954176e-13,-1.53033062505798,4.41835018052902e-09
"LOC126284728",-2.59860243923233,3.0615391699891e-45,-2.78710253646378,1.42906831197307e-14
"LOC126284729",-2.09066796056322,1.39699690186106e-06,-2.08725513915674,1.49111154278479e-08
"LOC126285463",-2.47771286915097,1.23754730063141e-35,-1.94922214252029,2.62267679083644e-07
"LOC126284502",1.21173231197122,1.72420567718009e-28,1.23052524114308,9.54147078266146e-27
"LOC126284276",-1.5530069595444,0.000291783824660159,-1.64492214111382,1.81206348939348e-09
"LOC126285120",-1.24106639252569,1.67457945168009e-11,-1.69576476575777,8.29514411758589e-15
"LOC126284711",-2.90447120143117,0.00084539066577631,-2.49890112917831,1.65775530301144e-05
"LOC126284086",-1.05348876685047,0.0180190053951524,-2.03696563211907,1.931304494968e-06
"LOC126284087",-4.8098604696358,2.37702999827471e-06,-5.7489767581361,1.67067726467387e-09
"LOC126284577",-2.00140121435657,0.0133295889034104,-3.9875851868432,1.9061382147126e-05
"LOC126284565",-1.22273374756987,0.00346960118756042,-1.69269041873345,1.29357880732008e-05
"LOC126284694",-2.80270754304221,7.28646604792368e-05,-3.30212229592858,5.17386252620013e-06
"LOC126284425",-1.0556246610834,0.000647273885551759,-1.02571208444885,0.00921748124956752
"LOC126284426",-4.19291274397445,6.39973502803712e-06,-3.45291245007238,3.30737214835591e-05
"LOC126284382",3.3091580330991,1.52885816668285e-17,3.3795498984612,3.2690636506319e-06
"LOC126285160",-4.64352998890993,2.9259430997431e-06,-7.40333786807682,8.00374397551582e-13
"LOC126284402",-3.49496851998903,5.47824865266635e-18,-4.40763871468594,5.68595549586119e-27
"LOC126284099",1.58799054548925,5.3024428563657e-12,1.42909784888486,2.05292866202303e-05
"LOC126284639",2.80487696461725,1.02112205744682e-27,1.81450476691437,8.16139071155447e-07
"LOC126284574",-3.84998498113139,0.000159879020914145,-2.4442151807997,3.90371522920192e-06
"LOC126284482",1.13939906769463,1.21387848739766e-05,1.28984864751633,9.35727273287271e-05
"LOC126284936",-1.19866508280783,9.26998030788261e-05,-1.11143260076218,0.0312185534826008
"LOC126284817",2.64813135083079,8.07290029066724e-21,1.70871526314266,0.000558913441848258
"LOC126284848",2.43355807189332,1.76766671783226e-06,1.65237610421673,1.89430821409009e-06
"LOC126284312",-3.18982105623367,4.69193938576071e-10,-4.68396952290201,1.0775226817098e-07
"LOC126284898",-1.17456846165986,3.09730343741035e-08,-2.07044880371913,9.15771908727066e-12
"LOC126292119",1.63056162237312,0.000143709190051094,2.46195870318018,8.3195494334028e-12
"LOC126291424",2.91599555149871,2.41238605897447e-22,1.93183833959442,7.99584787511589e-08
"LOC126292317",2.8366606813851,9.05209231983042e-24,2.44074590705183,2.66180296770667e-18
"LOC126291806",-1.70892710423299,3.71957590913606e-07,-2.7334065217461,1.59489674146496e-12
"LOC126291752",-1.22824479072478,1.6381430554978e-06,-1.5099847671666,1.02370545237515e-09
"LOC126291853",-1.67704694965253,0.0345036648573161,-2.28758026447955,9.36151985771668e-05
"LOC126291459",1.22431939211178,0.00984211947375361,3.73297047991114,5.63719854804164e-05
"LOC126291970",1.17812031034261,0.0411696515272577,1.28037873929214,1.14248379325576e-06
"LOC126291950",-1.15318565110677,0.015393310202993,-2.32629740305341,1.88398028485894e-05
"LOC126291955",-5.40928499672656,3.84421530445436e-10,-4.02158093749823,7.47978627805019e-10
"LOC126291956",-3.01436172572983,1.76787212899503e-06,-2.51994790592707,3.16284641774823e-08
