"GeneID","log2FoldChange_head","padj_head","log2FoldChange_thorax","padj_thorax"
"LOC126320407",1.06050948448701,1.60831325501662e-18,1.46345864302993,5.01495800658608e-19
"LOC126325647",1.313463424482,3.18936113178348e-22,1.65586245605866,2.46586049067401e-23
"LOC126334754",1.41273272938485,0.0338537585973033,1.72886279745668,0.0103853584127104
"LOC126339334",1.34133682321351,0.014109296156065,1.54761422165194,0.000359149251409216
"LOC126339036",-1.7018477474331,0.00237799515367044,-1.34358481192742,0.00233509700648024
"LOC126339755",-1.20038327528611,0.00241370197071809,-2.07210395117411,3.78915860628577e-10
"LOC126339798",1.790556379624,4.27303951770617e-09,2.19014430224994,2.59781674364755e-08
"LOC126340300",1.95944519233949,3.20375741839568e-18,2.76554260448978,7.21115305220179e-23
"LOC126340284",3.46243402176008,1.97099940704656e-22,2.63079522045436,8.21621444310287e-09
"LOC126340122",3.3487556546936,1.64112638269803e-38,4.090985780828,2.06058536194722e-76
"LOC126344004",-1.53670699950614,5.25465297817638e-06,-1.9077126328617,1.45147608126594e-09
"LOC126344078",-1.01307879558872,0.00426954567550732,-1.53193539328989,5.28269505256559e-08
"LOC126344463",2.65049176320644,0.0251962800938145,7.74570181620193,2.23298310890083e-12
"LOC126345073",1.54192898641308,0.0239131145660185,3.17996418702029,1.0008985759679e-12
"LOC126346320",-1.03049808012218,0.00300865007851347,-1.02811113428697,0.000156983736228329
"LOC126336760",-1.08366172110261,0.0185448744907512,1.1529131531805,1.17522123516364e-05
"LOC126348001",1.15784968036798,0.00028088992351642,1.27357616796654,0.00255457105093361
"LOC126349326",1.07105390155308,4.79282111863773e-12,1.46752863815913,6.04347806725665e-15
"LOC126349483",1.02974094006305,0.000138388521875986,1.77391464991113,1.47924472029647e-06
"LOC126349342",2.70435663850276,5.85917140232422e-10,1.88842568696453,7.80042639215121e-05
"LOC126350536",-2.28039375234033,1.84321837602049e-20,-2.57212675770529,5.05414702535793e-15
"LOC126350552",-2.30046709593982,8.73964924940958e-10,-2.57007989289936,1.02042332514327e-07
"LOC126352618",1.33305962288227,3.6558239779384e-60,1.61017341021978,1.39410981169846e-66
"LOC126352958",2.37795838931358,8.50669664215275e-17,1.68743850115531,6.70079313079487e-11
"LOC126354836",-1.13189774470514,3.3121394349612e-11,-1.43129588408621,8.51679849759627e-10
"LOC126353857",-1.23513758413919,6.02468419289451e-07,-1.53848253057106,3.00696522871217e-08
"LOC126353995",-1.56661199443564,0.0208403956762257,-3.66200457047329,1.58938293230914e-06
"LOC126354501",-1.13649151736568,2.37606219525409e-10,-1.52818724020348,3.60526762253279e-11
"LOC126354591",1.01462452788325,0.000393101245009559,1.04383329920532,0.00203610982479881
"LOC126355825",1.40666061494954,0.00315126023812894,4.00062599108699,2.94986971611458e-08
"LOC126357728",-1.54011500043214,0.00332018014466014,-2.62416470871119,6.33490418458981e-06
"LOC126362843",-4.68553147630305,3.40348391181971e-07,-4.0547134802911,1.02213874992328e-17
"LOC126266870",1.77496318049121,3.85551177243373e-09,2.29076166059936,3.61124226981362e-07
"LOC126267256",1.08852235964552,0.0388804513148156,1.68667869554678,0.000138542615633222
"LOC126269449",1.11609741987478,0.007623153022606,2.28291210723371,2.24481152027308e-13
"LOC126271709",-1.03900496774013,0.0165972304956255,-1.28360863975793,0.000122814573535758
"LOC126271938",1.24792096095134,5.83949453379292e-10,1.2162558037078,1.26251275992011e-06
"LOC126272438",-1.23516330185649,8.31673605401912e-13,-1.78468758764761,1.44383322033729e-12
"LOC126273149",-1.03329561705423,6.186309525781e-08,-1.90757026941137,7.98902179307442e-18
"LOC126274364",-1.16708458365175,0.0156233034743024,-1.72188129641801,2.64691293474731e-10
"LOC126274561",-8.4458277749445,1.44957728924528e-06,-8.87596064455948,1.01519028504521e-09
"LOC126274577",-4.63649448600384,6.25795088930496e-07,-8.61603007819533,1.20911637973825e-11
"LOC126274545",-9.02713468062563,7.43760884722478e-10,-10.4892563449663,4.05581032172165e-15
"LOC126276381",-1.03393260844753,0.000182660536971264,-1.11210527121949,1.42694829778055e-05
"LOC126278493",-1.41562320018189,0.000246687157198413,-1.70614872752055,0.000853895203850743
"LOC126278961",2.13592237689382,2.51792868590168e-22,1.94895541573297,9.90600503143674e-05
"LOC126279173",-1.63694648127169,1.49271558789027e-05,-2.26910343115139,8.04289223293683e-10
"LOC126279585",1.19993279359898,6.44186416812108e-05,1.47383915484409,0.00240694577255966
"LOC126281377",1.05986241428562,0.0320775748811119,4.86124380733564,7.76511168889517e-15
"LOC126289098",3.42489038992943,1.38773473509758e-11,3.79482180348344,1.30940078721047e-25
"LOC126282271",-1.10599158156063,1.45949124176708e-06,-1.32405198189554,6.84400641802019e-17
"LOC126283162",3.04408743251712,1.0385218118401e-25,1.7232740517943,0.000603882331028863
"LOC126336253",1.36460838606949,8.73964924940958e-10,2.09348365527144,1.77025445240401e-06
"LOC126336187",1.07333244784662,0.0100090926318411,1.06055442274817,0.0238919917070143
"LOC126336267",1.6170372290224,4.88934878196367e-05,1.49993670667835,8.7503613861524e-05
"LOC126336353",-1.39480059760547,0.000307888368687607,-1.80046107655612,0.0231516637655
"LOC126336361",3.82686026483205,1.68655776472277e-21,3.95513363024858,2.72242958785128e-12
"LOC126336408",1.70892085364277,0.0168181425507879,1.40676269617699,0.00884590829601702
"LOC126336415",1.3167327509195,0.0144700836965658,2.00674689761559,2.79137266264923e-05
"LOC126334876",-5.49361645528228,3.05761404144014e-80,-4.98260423584666,2.51171482969533e-20
"LOC126334878",-6.45457516685712,2.04034789654704e-23,-6.10578052126808,2.19035347212795e-14
"LOC126334877",-6.844480598141,5.99921252004138e-37,-7.46940934732785,1.06534750476708e-17
"LOC126335646",-6.51782441475189,7.37795997299975e-32,-6.54188394812985,8.62332430887384e-25
"LOC126336492",-1.12448311273526,1.0975792554315e-33,-1.3588971819396,3.88988021944135e-10
"LOC126335603",1.33733127427933,0.00860235063089973,1.89444103122745,0.00470023424249548
"LOC126336578",-1.88638323188609,9.73237250782928e-05,-2.28784283476722,1.3703633630405e-09
"LOC126336597",-1.38192723685065,0.00781858013743695,-2.18053775764287,1.91537901806836e-11
"LOC126336602",-2.02224102094711,0.0139501687815407,-2.72009121933015,4.35627101577274e-06
"LOC126336634",1.02685620724423,0.000244316738576676,1.79692893604994,1.08497561689104e-12
"LOC126336671",1.07344715514655,0.00131164495806456,3.07374007077862,1.40099973840478e-07
"LOC126335750",-2.75818608718071,7.10870596635901e-24,-3.37844455371839,2.24600398581492e-08
"LOC126336715",2.40881181116706,4.37503039131203e-13,3.0302445670416,2.99540583627317e-17
"LOC126336724",1.36044568559966,1.68148042339059e-10,3.07216282207856,2.02538313920416e-11
"LOC126336730",2.14422641200743,5.75635362519268e-15,1.90368207338435,4.52766627559882e-12
"LOC126336750",-1.37264384138345,5.92099331013067e-09,-1.76849817634173,5.67681624936151e-11
"LOC126336770",-1.14746744551808,2.05240712294042e-14,-1.37937034217503,7.34305192670326e-15
"LOC126336782",-1.80846261578479,0.0296028574535205,-2.2975326314107,0.0278086662405611
"LOC126336117",1.05818422564021,0.00079551459940384,1.66788283049691,0.00104168936774779
"LOC126336866",-1.46211755202092,0.000417311168114864,-2.02140548077703,0.000569118966179347
"LOC126336874",-1.2656916330176,1.11343187248374e-06,-1.29676471395481,3.19110406377233e-11
"LOC126337054",-2.3958197712479,8.54741920931357e-22,-1.03329579015665,7.24183442627895e-05
"LOC126320637",1.74217603019796,0.0265107775966476,3.83970114941809,9.66211975438218e-09
"LOC126322318",1.41289017513419,1.91471289151183e-35,1.33957790356725,7.90469996354959e-26
"LOC126336173",-2.26967176309521,1.62190109355874e-09,-1.39884775921208,0.000746117058668674
"LOC126325085",-1.29914413588086,0.00502496273604604,-1.90999832267971,1.2637678100903e-11
"LOC126328376",-1.16764438761022,0.000160351008316309,-1.26254259877467,4.31050011754463e-05
"LOC126328393",-1.80105323504109,0.00051865286083957,-2.80870502013348,1.931304494968e-06
"LOC126331251",1.65713484061929,3.80874727857667e-05,1.25681344771459,0.0105852057987555
"LOC126332220",1.43178384542092,0.03630815671388,1.57376893047143,0.0229666839639537
"LOC126332740",-1.3152219566713,0.0263492738036266,-1.27223146574146,0.00101383741884361
"LOC126333554",-1.00592106401689,6.75354230669971e-06,-1.4236883868168,3.1750371066394e-10
"LOC126334520",1.84050711915794,0.0200571491073129,2.31737821596974,0.00437967918323348
"LOC126334562",-1.27345601557215,2.23692950229231e-05,-1.17840865765447,0.00038013105305936
"LOC126334614",-1.16204347410858,7.81040326323164e-06,-1.64624628372151,2.33788000752009e-13
"LOC126334645",1.20489189295172,0.000715911586405074,1.28566893062203,0.0215019799207088
"LOC126334671",-1.36166880020335,0.000110189107391563,-1.70597371815578,0.000352232462684628
"LOC126334700",-1.80436158825191,4.13423991059864e-14,-2.31292194470691,1.96551174584529e-20
"LOC126335945",-1.36260981304119,0.00320660229838264,-4.10003224630241,2.61928982282827e-06
"LOC126334955",1.76679635531465,1.93823861116015e-13,1.10671309230533,0.000112572193082822
"LOC126335014",-1.36298124877369,2.80201107142029e-16,-1.48197885749996,5.09563678568987e-14
"LOC126336469",-1.17635462545024,7.59380539687804e-05,-1.28435936233007,3.17653693763116e-08
"LOC126335063",-2.20020603392558,2.79279936848427e-17,-3.2430760735818,6.4091850067095e-27
"LOC126335117",-1.63400792879015,4.52574954180546e-15,-1.68981454258767,1.70197650079421e-32
"LOC126335147",2.85107085712832,3.61059522064195e-05,2.29675274568411,2.15054941089461e-11
"LOC126335148",1.95822584640389,0.00231974908784826,1.3900014152822,0.0210720581316889
"LOC126335190",1.46818797073103,2.80714201000084e-06,1.92127316475803,1.08732453477879e-15
"LOC126335308",-1.69531412762277,0.0325847242034613,-1.89593692857376,0.0274772826829407
"LOC126335314",1.10941026133522,1.77009604877349e-07,1.27865659675834,4.64527818852411e-05
