"gene_id","removal_source"
"LOC126273850","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274643","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274644","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273898","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273899","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274646","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273900","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273902","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274647","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274648","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274649","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274650","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274651","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274652","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274653","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274654","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274655","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274657","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273904","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274658","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273905","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274659","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274033","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274833","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274660","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274844","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274661","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273906","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273907","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273908","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273909","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273910","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273911","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273912","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274662","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274663","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274664","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274665","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274666","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274668","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274669","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274670","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274672","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274673","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274674","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273913","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274675","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274676","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274677","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274678","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274680","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274681","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274682","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274683","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274684","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274685","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274037","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274686","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274688","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274689","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274690","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274692","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274693","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274694","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274695","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274696","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274697","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274698","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274699","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274341","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274856","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274869","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274880","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274700","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274891","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274902","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274929","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274967","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273747","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274978","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274701","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274989","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274705","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274706","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274707","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274708","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274709","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274710","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274711","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274712","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274713","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274714","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273749","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274716","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274717","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274718","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274719","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274720","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274721","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274722","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274723","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274145","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274724","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274725","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274727","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274728","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274729","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274731","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274732","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274734","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274735","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274736","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274737","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274738","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274740","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274741","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274742","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274743","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274744","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274745","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274747","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274748","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274749","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274750","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274752","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274753","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274754","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274755","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274756","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274757","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274758","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274759","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274760","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274761","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274764","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274765","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274134","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274766","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274197","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274049","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274767","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274274","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274050","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274051","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274768","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274769","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274275","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274770","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274771","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274071","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274772","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274040","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274773","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274081","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274775","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274776","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274777","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274778","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274779","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274780","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274781","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274782","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274783","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274784","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274786","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274787","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274789","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274790","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274791","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274792","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274084","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274793","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274794","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274795","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274796","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274798","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274799","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274800","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274801","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274802","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274803","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274805","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274806","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274807","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274307","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274129","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274808","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274810","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274811","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274812","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274813","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274814","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274815","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274816","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274305","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274319","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274301","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274817","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274818","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274819","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274822","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274823","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274824","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274825","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274826","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274827","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274828","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274072","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274829","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274830","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274832","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274834","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274835","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274836","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274837","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274838","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274839","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274840","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274841","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274842","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274843","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274845","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274846","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274847","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274848","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274849","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274851","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274852","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274853","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274854","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274855","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274858","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274859","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274860","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274861","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274862","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274202","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274864","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274024","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274865","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274866","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274867","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274868","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274870","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274871","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273750","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274872","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274873","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274874","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274875","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274876","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274877","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274878","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274879","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274881","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274882","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274883","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274884","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274885","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274886","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274887","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274888","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274889","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274890","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274892","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274893","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274894","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274895","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274896","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274897","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274898","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274139","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274899","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274900","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274140","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274141","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274901","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274903","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274904","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274905","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274906","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274907","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274908","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274909","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274910","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274912","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274923","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274935","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274946","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274957","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274958","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274053","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274959","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274960","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274961","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274962","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274963","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274966","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274968","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274969","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274970","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274971","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274972","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274973","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274974","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274975","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274976","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274977","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274979","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274980","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274981","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274982","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274983","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274984","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274985","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274986","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274987","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274988","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274990","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274991","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274992","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274993","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274994","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274995","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274996","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274997","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274998","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274999","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275001","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275002","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275003","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275004","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275005","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275007","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275008","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275009","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275010","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275011","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275013","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275014","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275015","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275016","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275017","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275018","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275019","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275020","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275022","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275023","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275025","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275026","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275027","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275028","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275029","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274092","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275030","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275031","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275032","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275033","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275034","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275036","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275037","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275038","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274622","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275039","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273860","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275040","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275041","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275042","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275043","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275044","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275045","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275047","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275048","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126274031","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275049","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275050","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275051","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275052","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275053","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275054","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275055","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275056","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275058","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275059","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275060","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275061","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273862","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126275062","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273864","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273473","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273474","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273475","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273476","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273865","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273867","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273868","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273869","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273478","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273480","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273870","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273871","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273481","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273482","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273483","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273484","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273485","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273486","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273487","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273488","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273489","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273491","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273492","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273494","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273495","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273811","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273496","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273497","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273498","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273499","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273500","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273501","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273503","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273505","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273506","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273507","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273508","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273509","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273511","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273512","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273513","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273514","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273516","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273517","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273518","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273519","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273520","data/excluded_loci/gregaria_rrna_list.txt"
"LOC126273521","data/excluded_loci/gregaria_rrna_list.txt"
