"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope","family","comparison","direction","plot_label","n_genes","source_file","neg_log10_padj"
"ko00071","Fatty acid degradation","6/118","38/3456",0.157894736842105,4.62444246208742,4.22346444241197,0.00157340523297629,0.0239157595412396,0.0239157595412396,"LOC126275659/LOC126281446/LOC126336244/LOC126281954/LOC126336251/LOC126266840",6,"infection_diet33_down","KEGG_pathway","Lipid and membrane metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.62131582180306
"ko00520","Amino sugar and nucleotide sugar metabolism","6/118","39/3456",0.153846153846154,4.50586701434159,4.13930202294258,0.00180841095656108,0.0249889513997532,0.0249889513997532,"LOC126354818/LOC126291591/LOC126271949/LOC126266657/LOC126272931/LOC126267263",6,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.60225196759727
"ko00860","Porphyrin metabolism","6/118","39/3456",0.153846153846154,4.50586701434159,4.13930202294258,0.00180841095656108,0.0249889513997532,0.0249889513997532,"LOC126272926/LOC126271720/LOC126272831/LOC126281562/LOC126341237/LOC126336625",6,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.60225196759727
"ko00410","beta-Alanine metabolism","5/118","29/3456",0.172413793103448,5.04967855055523,4.11703313056349,0.00262304624854826,0.0332252524816113,0.0332252524816113,"LOC126281446/LOC126292317/LOC126336251/LOC126335256/LOC126266840",5,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.47853171013079
"ko04512","ECM-receptor interaction","5/118","29/3456",0.172413793103448,5.04967855055523,4.11703313056349,0.00262304624854826,0.0332252524816113,0.0332252524816113,"LOC126330717/LOC126293692/LOC126293286/LOC126293755/LOC126281351",5,"infection_diet33_down","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.47853171013079
"ko00620","Pyruvate metabolism","5/118","30/3456",0.166666666666667,4.88135593220339,4.01395299186465,0.00306304256691394,0.0372465976136735,0.0372465976136735,"LOC126336122/LOC126336866/LOC126281446/LOC126336244/LOC126266840",5,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.4289133928511
"ko01230","Biosynthesis of amino acids","7/118","58/3456",0.120689655172414,3.53477498538866,3.65985252294191,0.00321013229343434,0.0375338545078477,0.0375338545078477,"LOC126281532/LOC126293368/LOC126335505/LOC126299542/LOC126284898/LOC126365941/LOC126325353",7,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.42557683378753
"ko00603","Glycosphingolipid biosynthesis - globo and isoglobo series","3/118","11/3456",0.272727272727273,7.98767334360555,4.36371307980349,0.00523899022441121,0.0589871491933707,0.0589871491933707,"LOC126354818/LOC126272931/LOC126335258",3,"infection_diet33_down","KEGG_pathway","Lipid and membrane metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.22924259246461
"ko00983","Drug metabolism - other enzymes","7/118","66/3456",0.106060606060606,3.10631741140216,3.24801330633368,0.00664017138085451,0.0720932892778489,0.0720932892778489,"LOC126272926/LOC126292317/LOC126272831/LOC126281562/LOC126341237/LOC126281404/LOC126336625",7,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.14210515920899
"ko00010","Glycolysis / Gluconeogenesis","5/118","37/3456",0.135135135135135,3.95785616124599,3.40055830604501,0.00774649223484475,0.0784977879797601,0.0784977879797601,"LOC126284898/LOC126281446/LOC126281958/LOC126281954/LOC126266840",5,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.10514258123843
"ko00330","Arginine and proline metabolism","5/118","37/3456",0.135135135135135,3.95785616124599,3.40055830604501,0.00774649223484475,0.0784977879797601,0.0784977879797601,"LOC126278697/LOC126281672/LOC126281446/LOC126278485/LOC126266840",5,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.10514258123843
"ko00720","Other carbon fixation pathways","3/118","13/3456",0.230769230769231,6.75880052151239,3.91072307087885,0.00863865191901899,0.0847145220445733,0.0847145220445733,"LOC126335505/LOC126336244/LOC126365941",3,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.07204213508578
"ko00511","Other glycan degradation","4/118","25/3456",0.16,4.68610169491525,3.47735333182525,0.00937372878874706,0.0863519258114881,0.0863519258114881,"LOC126336948/LOC126354818/LOC126336962/LOC126272931",4,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.06372797239906
"ko00630","Glyoxylate and dicarboxylate metabolism","4/118","25/3456",0.16,4.68610169491525,3.47735333182525,0.00937372878874706,0.0863519258114881,0.0863519258114881,"LOC126267535/LOC126336244/LOC126365941/LOC126325353",4,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.06372797239906
"ko04341","Hedgehog signaling pathway - fly","14/206","56/3456",0.25,4.19417475728155,6.06637402998148,2.86997373768036e-06,0.00087247201625483,0.00087247201625483,"LOC126294949/LOC126295040/LOC126295425/LOC126278442/LOC126295133/LOC126294955/LOC126292145/LOC126281663/LOC126295087/LOC126278128/LOC126294945/LOC126297745/LOC126291991/LOC126295191",14,"infection_diet50_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",742,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.0592484937453
"ko04340","Hedgehog signaling pathway","13/206","52/3456",0.25,4.19417475728155,5.84226866718599,6.58928475334314e-06,0.00100157128250816,0.00100157128250816,"LOC126294949/LOC126295040/LOC126295425/LOC126295133/LOC126294955/LOC126292145/LOC126281663/LOC126295087/LOC126278128/LOC126294945/LOC126297745/LOC126291991/LOC126295191",13,"infection_diet50_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",742,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.99931813623732
"ko04624","Toll and Imd signaling pathway","11/206","52/3456",0.211538461538462,3.54891710231516,4.66206756163333,0.000178914890072094,0.0181300421939722,0.0181300421939722,"LOC126282207/LOC126267442/LOC126282030/LOC126355041/LOC126293578/LOC126336325/LOC126267545/LOC126281928/LOC126355037/LOC126293579/LOC126298648",11,"infection_diet50_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",742,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.74160118517156
"ko02010","ABC transporters","8/206","34/3456",0.235294117647059,3.94745859508852,4.34773559102759,0.000656281080271439,0.0498773621006294,0.0498773621006294,"LOC126335166/LOC126284038/LOC126335579/LOC126281499/LOC126354018/LOC126278946/LOC126357744/LOC126354017",8,"infection_diet50_up","KEGG_pathway","Transport and environmental response","Core metabolism or cross-domain","Infected within diet","Diet 50 infected vs control","Upregulated","Diet 50",742,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.30209652342595
"ko01110","Biosynthesis of secondary metabolites","26/117","278/3456",0.0935251798561151,2.76258992805755,5.73595166259692,1.00115624495049e-06,0.000304351498464948,0.000304351498464948,"LOC126281532/LOC126281958/LOC126335505/LOC126324953/LOC126335182/LOC126284898/LOC126281446/LOC126268218/LOC126271720/LOC126284686/LOC126356100/LOC126336244/LOC126365941/LOC126272584/LOC126323251/LOC126281562/LOC126297871/LOC126297494/LOC126284002/LOC126284812/LOC126298221/LOC126268126/LOC126336625/LOC126272928/LOC126272831/LOC126278485",26,"infection_diet50_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 50 infected vs control","Downregulated","Diet 50",374,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.5166245556706
