"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","set","database","pathway_theme","pathway_scope","family","comparison","direction","plot_label","n_genes","source_file","neg_log10_padj"
"ko02010","ABC transporters","9/128","34/3456",0.264705882352941,7.14705882352941,7.06324347353344,2.36967759510103e-06,0.000720381988910714,0.000720381988910714,"LOC126281499/LOC126284038/LOC126278946/LOC126278191/LOC126335579/LOC126354018/LOC126335166/LOC126354017/LOC126357744",9,"infection_diet33_up","KEGG_pathway","Transport and environmental response","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",461,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.14243715400697
"ko04340","Hedgehog signaling pathway","8/128","52/3456",0.153846153846154,4.15384615384615,4.49350006587788,0.0005420591861626,0.0549286641978101,0.0549286641978101,"LOC126294955/LOC126295425/LOC126294949/LOC126292145/LOC126295191/LOC126295040/LOC126278128/LOC126294945",8,"infection_diet33_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",461,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.26020096239452
"ko04624","Toll and Imd signaling pathway","8/128","52/3456",0.153846153846154,4.15384615384615,4.49350006587788,0.0005420591861626,0.0549286641978101,0.0549286641978101,"LOC126298648/LOC126293578/LOC126267442/LOC126267545/LOC126293579/LOC126282207/LOC126336325/LOC126282030",8,"infection_diet33_up","KEGG_pathway","Immune and stress signaling","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",461,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.26020096239452
"ko04341","Hedgehog signaling pathway - fly","8/128","56/3456",0.142857142857143,3.85714285714286,4.22691838616617,0.000903382556199475,0.0601958806299925,0.0601958806299926,"LOC126294955/LOC126295425/LOC126294949/LOC126292145/LOC126295191/LOC126295040/LOC126278128/LOC126294945",8,"infection_diet33_up","KEGG_pathway","Cellular process","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",461,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.2204332276936
"ko04976","Bile secretion","7/128","44/3456",0.159090909090909,4.29545454545455,4.31394401447419,0.000990063826151193,0.0601958806299925,0.0601958806299926,"LOC126281499/LOC126322572/LOC126335579/LOC126354018/LOC126335166/LOC126354017/LOC126354871",7,"infection_diet33_up","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33",461,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.2204332276936
"ko00040","Pentose and glucuronate interconversions","15/118","43/3456",0.348837209302326,10.2167914860071,11.4331975988243,2.77427985816538e-12,8.43381076882276e-10,8.43381076882276e-10,"LOC126283957/LOC126281694/LOC126272926/LOC126291591/LOC126281399/LOC126283960/LOC126278567/LOC126272831/LOC126281974/LOC126281438/LOC126281562/LOC126341237/LOC126266657/LOC126335523/LOC126336625",15,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",9.07397614756802
"ko01110","Biosynthesis of secondary metabolites","32/118","278/3456",0.115107913669065,3.37129618339227,7.75091755064028,2.37846313274177e-10,3.61526396176749e-08,3.61526396176749e-08,"LOC126281532/LOC126329483/LOC126278697/LOC126275659/LOC126284686/LOC126335505/LOC126293737/LOC126299542/LOC126272926/LOC126324953/LOC126335182/LOC126284898/LOC126281446/LOC126268218/LOC126336244/LOC126271720/LOC126281958/LOC126272831/LOC126281954/LOC126365941/LOC126299493/LOC126354727/LOC126281562/LOC126284811/LOC126336251/LOC126284812/LOC126341237/LOC126284002/LOC126278485/LOC126325353/LOC126266840/LOC126336625",32,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",7.44185998800875
"ko01130","Biosynthesis of antibiotics","23/118","174/3456",0.132183908045977,3.87142022209234,7.30674504474922,9.27591844564189e-09,9.39959735825045e-07,9.39959735825045e-07,"LOC126281532/LOC126329483/LOC126278697/LOC126293368/LOC126281672/LOC126335505/LOC126293737/LOC126299542/LOC126324953/LOC126291591/LOC126284898/LOC126281446/LOC126268218/LOC126336244/LOC126281958/LOC126281954/LOC126365941/LOC126284811/LOC126336251/LOC126284812/LOC126278485/LOC126325353/LOC126266840",23,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",6.02689074946788
"ko01120","Microbial metabolism in diverse environments","19/118","137/3456",0.138686131386861,4.06185822095757,6.87485586803367,9.8834102850462e-08,7.51139181663511e-06,7.51139181663511e-06,"LOC126336122/LOC126281532/LOC126355949/LOC126266828/LOC126293368/LOC126335505/LOC126299542/LOC126336866/LOC126284898/LOC126281446/LOC126336244/LOC126281958/LOC126281954/LOC126355885/LOC126272888/LOC126365941/LOC126336251/LOC126325353/LOC126266840",19,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",5.12427958333142
"ko00980","Metabolism of xenobiotics by cytochrome P450","12/118","63/3456",0.19047619047619,5.57869249394673,6.89511772264018,8.77694600273044e-07,5.3363831696601e-05,5.3363831696601e-05,"LOC126293679/LOC126281694/LOC126272926/LOC126336695/LOC126272831/LOC126281954/LOC126281562/LOC126341237/LOC126343702/LOC126281404/LOC126336625/LOC126336692",12,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",4.27275299421622
"ko01200","Carbon metabolism","14/118","92/3456",0.152173913043478,4.45689019896831,6.31790903607863,1.8018865132676e-06,9.12955833388916e-05,9.12955833388916e-05,"LOC126336122/LOC126281532/LOC126293368/LOC126335505/LOC126299542/LOC126336866/LOC126284898/LOC126336244/LOC126281958/LOC126281954/LOC126365941/LOC126336251/LOC126335256/LOC126325353",14,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Broad KEGG reference map","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",4.03955023208174
"ko00982","Drug metabolism - cytochrome P450","11/118","57/3456",0.192982456140351,5.65209634255129,6.65782551276426,2.25399047707478e-06,9.71334182573348e-05,9.71334182573348e-05,"LOC126266828/LOC126272926/LOC126336695/LOC126272831/LOC126281954/LOC126272888/LOC126281562/LOC126341237/LOC126281404/LOC126336625/LOC126336692",11,"infection_diet33_down","KEGG_pathway","Detoxification and secondary metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",4.01263132758072
"ko00051","Fructose and mannose metabolism","8/118","28/3456",0.285714285714286,8.3680387409201,7.35922994616704,2.55614258571934e-06,9.71334182573348e-05,9.71334182573348e-05,"LOC126355949/LOC126283957/LOC126281399/LOC126284898/LOC126283960/LOC126281958/LOC126281974/LOC126281438",8,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",4.01263132758072
"ko05204","Chemical carcinogenesis - DNA adducts","11/118","62/3456",0.17741935483871,5.1962821213778,6.2679636295281,5.37269997917189e-06,0.00018147786596314,0.00018147786596314,"LOC126293679/LOC126272926/LOC126336695/LOC126272831/LOC126281954/LOC126281562/LOC126341237/LOC126343702/LOC126281404/LOC126336625/LOC126336692",11,"infection_diet33_down","KEGG_pathway","Genetic information processing","Reference disease pathway","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.74117633633726
"ko00030","Pentose phosphate pathway","7/118","25/3456",0.28,8.2006779661017,6.79289493053449,1.30631339392272e-05,0.000397119271752506,0.000397119271752506,"LOC126281532/LOC126329483/LOC126299542/LOC126284898/LOC126281958/LOC126284811/LOC126284812",7,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.40107903660098
"ko00053","Ascorbate and aldarate metabolism","8/118","36/3456",0.222222222222222,6.50847457627119,6.24584798661247,1.97843855591735e-05,0.000546768473635341,0.000546768473635341,"LOC126272926/LOC126281446/LOC126272831/LOC126281562/LOC126341237/LOC126266840/LOC126266657/LOC126336625",8,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",3.26219653455946
"ko00830","Retinol metabolism","6/118","24/3456",0.25,7.32203389830509,5.84266067913949,0.000113440389290055,0.00287382319534807,0.00287382319534807,"LOC126272926/LOC126272831/LOC126281954/LOC126281562/LOC126341237/LOC126336625",6,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.54153995424169
"ko00680","Methane metabolism","5/118","17/3456",0.294117647058824,8.61415752741775,5.91632596349846,0.000189821609955427,0.00443890534049614,0.00443890534049614,"LOC126293368/LOC126284898/LOC126281958/LOC126281954/LOC126325353",5,"infection_diet33_down","KEGG_pathway","Other KEGG pathway","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.35272411619079
"ko00981","Insect hormone biosynthesis","5/118","18/3456",0.277777777777778,8.13559322033898,5.70604594024578,0.000255708461899809,0.005552526601253,0.005552526601253,"LOC126293679/LOC126281446/LOC126305900/LOC126299150/LOC126343702",5,"infection_diet33_down","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.25550935214019
"ko00280","Valine, leucine and isoleucine degradation","7/118","41/3456",0.170731707317073,5.00041339396445,4.8442138874372,0.000387932395952256,0.00786209655796572,0.00786209655796572,"LOC126275659/LOC126281446/LOC126336244/LOC126354727/LOC126336251/LOC126335256/LOC126266840",7,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.10446162671611
"ko00260","Glycine, serine and threonine metabolism","6/118","31/3456",0.193548387096774,5.66867140513942,4.90869140815436,0.000510139234610091,0.00969264545759174,0.00969264545759174,"LOC126329483/LOC126293368/LOC126281672/LOC126354727/LOC126325353/LOC126266840",6,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",2.01355767281181
"ko00140","Steroid hormone biosynthesis","5/118","22/3456",0.227272727272727,6.65639445300462,5.00348665777298,0.000704271378382521,0.0125940293546051,0.0125940293546051,"LOC126272926/LOC126272831/LOC126281562/LOC126341237/LOC126336625",5,"infection_diet33_down","KEGG_pathway","Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.89983529876397
"ko00380","Tryptophan metabolism","5/118","23/3456",0.217391304347826,6.36698599852616,4.85488941454677,0.000875596894520237,0.0140095503123238,0.0140095503123238,"LOC126267535/LOC126281446/LOC126336244/LOC126336251/LOC126266840",5,"infection_diet33_down","KEGG_pathway","Amino acid and nitrogen metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.85357580475782
"ko00710","Carbon fixation by Calvin cycle","5/118","23/3456",0.217391304347826,6.36698599852616,4.85488941454677,0.000875596894520237,0.0140095503123238,0.0140095503123238,"LOC126336122/LOC126299542/LOC126336866/LOC126284898/LOC126281958",5,"infection_diet33_down","KEGG_pathway","Carbohydrate and energy metabolism","Core metabolism or cross-domain","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33",396,"/Users/maevatecher/Documents/GitHub/gregaria-diet-infection-interaction/output/rmd_runs/exon-only-deseq2-analysis_20260808-022116/placed_unplaced_all_deseq2_results.csv",1.85357580475782
