"label","PC1","PC2","Diet","Treatment"
"1002",-16.6331726316519,29.927906677229,"83","Control"
"1005",-25.7597259189336,3.1316372989291,"83","Control"
"1011",-27.3004284049495,-8.27252451709172,"83","Control"
"1014",17.9239178757533,-6.13616166105318,"83","Infected"
"1020",18.5413495834785,27.7781461125062,"83","Infected"
"1023",61.8476814173728,-18.1694558753359,"83","Infected"
"1024",17.548291214601,17.8850015103917,"83","Infected"
"1029",56.0940011768784,2.70209983166186,"83","Infected"
"1032",-33.5932209091852,-8.16570794704792,"83","Control"
"1035",-10.4899153545183,3.66015777187371,"83","Control"
"1038",-33.5957134869163,-9.73459112489589,"83","Control"
"1041",-37.265774493332,-9.6464274127913,"83","Control"
"1050",12.6827099314027,-24.9600806643758,"83","Infected"
