"heatmap_row_order","gene_id","Description","DEG_scope","n_infection_diets","infection_diets","directions","comparisons","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
61,"LOC126298543","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.49198927435438,0.0149700231495285,2.11945122199836,"1052","Higher than gene average"
62,"LOC126336488","G-protein-coupled receptor proteolytic site domain","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.01792692977204,0.0213635875847508,3.11302113377933,"1052","Higher than gene average"
63,"LOC126300076","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.03387725862764,0.0237633295886643,2.61255641484773,"1052","Higher than gene average"
64,"LOC126322939","Belongs to the G-protein coupled receptor 1 family","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.7930802552531,0.0121376332260894,2.56810868227622,"1052","Higher than gene average"
65,"LOC126268028","Repeat domain in Vibrio, Colwellia, Bradyrhizobium and Shewanella","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.81758505588067,0.00613196884108806,3.28646412217666,"1052","Higher than gene average"
66,"LOC126281978","ATP binding. It is involved in the biological process described with protein phosphorylation","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.04960865590729,0.00152793277582248,3.03598723377417,"1023","Higher than gene average"
67,"LOC126335174","G-protein coupled receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.03072097600859,0.0440637099989449,2.64463990832222,"1052","Higher than gene average"
68,"LOC126272787","Insect pheromone-binding family, A10/OS-D","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.07701955485085,0.0154368672360697,2.31710676166027,"1006","Lower than gene average"
69,"LOC126284222","Mediator of CRAC channel activity","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.30947624950473,0.001082494179892,3.63791015014177,"1023","Higher than gene average"
70,"LOC126284043","MTH538 TIR-like domain (DUF1863)","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",2.21436596646018,0.000408614123921503,2.44357427295239,"1023","Higher than gene average"
71,"LOC126335350","Runt domain","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.67713313060667,0.00409899149390438,2.63775398560892,"1023","Higher than gene average"
72,"LOC126298861","divergent subfamily of APPLE domains","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",1.29891626887516,0.0332399035457273,3.68052220699898,"1023","Higher than gene average"
73,"LOC126271934","no description","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",2.18842431752134,0.0178930733289069,3.9019300394826,"1023","Higher than gene average"
74,"LOC126280853","catalytic activity. It is involved in the biological process described with metabolic process","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",1.89678088350762,2.6769091219759e-05,2.51557463032416,"1023","Higher than gene average"
75,"LOC126334697","no description","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.2547498900102,0.00461219556526931,3.25461662424086,"1023","Higher than gene average"
76,"LOC126284338","Pacifastin inhibitor (LCMII)","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",3.64404952286183,9.31264067688283e-05,4.03842590898605,"1023","Higher than gene average"
77,"LOC126271954","Pyridoxal-dependent decarboxylase conserved domain","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.90349851846825,1.7303487915524e-05,4.34252664398859,"1052","Higher than gene average"
78,"LOC126299349","-","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.82628835451478,0.000206725601920027,4.03537164338413,"1052","Higher than gene average"
79,"LOC126335553","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",3.22849731261373,0.0120733215629855,3.34789746497439,"1023","Higher than gene average"
80,"LOC126274964","Pyruvate kinase","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.27983712749226,0.00177326097031543,3.64228543891756,"1052","Higher than gene average"
81,"LOC126282163","no description","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",1.68383404334291,0.00684805652468307,3.22168834870784,"1023","Higher than gene average"
82,"LOC126351101","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.17894937256639,0.000831081211348161,3.54652312637738,"1052","Higher than gene average"
83,"LOC126284667","no description","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",2.54018859219785,0.0122667966008289,3.52070027256174,"1023","Higher than gene average"
84,"LOC126298757","Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.","DEG in 2 diets",2,"33; 83","Higher in infected","Diet 33; Diet 83: infected vs control",1.61698135582085,0.017767429975315,3.43650299185543,"1023","Higher than gene average"
85,"LOC126266679","Guanine nucleotide exchange factor for Ras-like small GTPases","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.51706698793092,0.0184303134306544,3.17128113129626,"1023","Higher than gene average"
86,"LOC126266649","-","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.4994370513804,0.0244040951316685,4.13469623346019,"1023","Higher than gene average"
87,"LOC126292309","AMP-binding enzyme C-terminal domain","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.18719477604424,0.0304274363638206,2.95098797767856,"1023","Higher than gene average"
88,"LOC126297521","Nose resistant to fluoxetine protein 6-like","DEG in 2 diets",2,"33; 83","Higher in infected","Diet 33; Diet 83: infected vs control",2.63582392211944,0.00179006110219765,2.85452038748343,"1015","Higher than gene average"
89,"LOC126272419","Plays an important role in the degradation of dermatan and keratan sulfates","DEG in 1 diet",1,"33","Higher in infected","Diet 33: infected vs control",1.89926858504222,0.0085619994891899,2.8357047313071,"1040","Higher than gene average"
90,"LOC126292060","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.45272546175997,0.0111223732633703,2.1597935725396,"1023","Higher than gene average"
91,"LOC126336969","Transglutaminase/protease-like homologues","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",4.68541372443958,5.57992442082157e-07,2.29387022351882,"1023","Higher than gene average"
92,"LOC126271480","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",3.07085707260852,4.28815507741137e-06,2.54832231704836,"1023","Higher than gene average"
93,"LOC126315622","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.90268699362488,0.00778749188274048,2.76077791248227,"1052","Higher than gene average"
94,"LOC126298400","SMP-30/Gluconolaconase/LRE-like region","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.52710312520133,0.0222885866173872,2.04101744244998,"1046","Higher than gene average"
95,"LOC126278728","zinc ion binding","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.33409226374478,0.0348606175011733,2.77545618010414,"1052","Higher than gene average"
96,"LOC126353850","sevenless binding. It is involved in the biological process described with visual perception","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",1.24476965204572,0.00142431245248574,2.77123039498729,"1002","Lower than gene average"
97,"LOC126273002","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",2.022608598907,0.000963572929318626,2.17020938654002,"1023","Higher than gene average"
98,"LOC126298455","Beat protein","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",1.53779691533321,0.0040199742270921,2.59982174301456,"1016","Higher than gene average"
99,"LOC126272116","Actin binding. It is involved in the biological process described with cytoskeleton organization","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.98145411686129,0.00146228958649357,3.03819912854536,"1052","Higher than gene average"
100,"LOC126298554","Chitin-binding domain type 2","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.28871205065816,0.0256269546240194,2.24083939148071,"1046","Higher than gene average"
101,"LOC126355528","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.6345365826903,0.00775168118030683,2.72571118553089,"1058","Higher than gene average"
102,"LOC126272850","-","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",3.55234747819968,8.44497646761217e-08,2.15553331460997,"1052","Higher than gene average"
103,"LOC126281664","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",4.49157011288113,0.000455330098534306,2.80961794721942,"1028","Higher than gene average"
104,"LOC126278724","Uncharacterized conserved protein (DUF2181)","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.06652552877767,0.00124639210862588,2.30007814502216,"1016","Higher than gene average"
105,"LOC126279135","Uncharacterized conserved protein (DUF2181)","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.15747259826614,0.00128094464136622,2.54511818692878,"1023","Higher than gene average"
106,"LOC126284463","N-acetylmuramoyl-L-alanine amidase activity. It is involved in the biological process described with peptidoglycan catabolic process","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",3.54741490958732,5.52131683051889e-06,2.27965074290793,"1052","Higher than gene average"
107,"LOC126355963","-","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.48421362413827,0.0076270525491902,2.10702640244552,"1058","Higher than gene average"
108,"LOC126281537","It is involved in the biological process described with cation transport","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",2.50813425292991,0.000298790522145563,2.05558949388793,"1052","Higher than gene average"
109,"LOC126334702","no description","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.78607917201255,1.54996498548524e-08,2.52118798530576,"1052","Higher than gene average"
110,"LOC126292985","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",4.51448190896384,7.20415432381149e-06,2.89759632095863,"1058","Higher than gene average"
111,"LOC126284570","heparan-alpha-glucosaminide N-acetyltransferase activity","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.36176961763416,4.27451718513348e-05,3.58696404387721,"1023","Higher than gene average"
112,"LOC126281178","Tumor necrosis factor alpha-induced protein 8-like","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.66021149102591,0.00236517957012035,2.9714391893916,"1023","Higher than gene average"
113,"LOC126363586","Venom protease-like","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",2.15163241941194,0.0019093194631255,2.86947440336738,"1014","Higher than gene average"
114,"LOC126334646","no description","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.33347887100765,0.0068995594302656,2.76348897099489,"1002","Lower than gene average"
115,"LOC126295450","no description","DEG in 1 diet",1,"83","Higher in infected","Diet 83: infected vs control",1.17828522871588,0.0486780824248782,2.4162487347309,"1020","Lower than gene average"
116,"LOC126299138","Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",5.09560956488168,9.29040351283084e-09,3.17386617419176,"1027","Higher than gene average"
117,"LOC126336549","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",4.30875230337391,0.00372367749609149,2.21482543996506,"1055","Higher than gene average"
118,"LOC126297487","-","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",3.90077244518259,0.000172879353309901,2.54173989776262,"1027","Higher than gene average"
119,"LOC126336076","Belongs to the serpin family","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",2.54579259052322,0.000247280315600809,2.31655857013205,"1052","Higher than gene average"
120,"LOC126335446","no description","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",1.61830092232952,0.000104796944647654,2.48206159998606,"1055","Higher than gene average"
121,"LOC126292134","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",3.60062169767608,5.82221831698221e-07,2.30389955125551,"1027","Higher than gene average"
122,"LOC126334994","Sulfate permease family","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",4.58557574944188,4.13776556532e-07,2.10449128892448,"1055","Higher than gene average"
123,"LOC126278467","Major Facilitator Superfamily","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",2.24662561570306,0.000155717618883629,1.8331039215434,"1054","Higher than gene average"
124,"LOC126272992","no description","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",3.4258160615197,0.000149064856913204,3.07846605518021,"1052","Higher than gene average"
125,"LOC126334955","Sugar (and other) transporter","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.44559683158114,2.16192455450513e-06,3.10862074745983,"1052","Higher than gene average"
126,"LOC126298679","amino acid transmembrane transporter activity. It is involved in the biological process described with amino acid transmembrane transport","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",2.47754360522169,0.00027662375290548,2.76304708102374,"1052","Higher than gene average"
127,"LOC126273297","WD40 repeats","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",2.16476706676203,0.000203803752116433,2.64729696925036,"1052","Higher than gene average"
128,"LOC126336309","Ninjurin","DEG in 2 diets",2,"50; 83","Higher in infected","Diet 50; Diet 83: infected vs control",1.70810087498982,0.00717334927193569,3.44627834725099,"1023","Higher than gene average"
129,"LOC126280394","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",6.46273776810368,2.64502388920509e-06,3.25610104600619,"1058","Higher than gene average"
130,"LOC126294948","no description","DEG in 3 diets",3,"33; 50; 83","Higher in infected","Diet 33; Diet 50; Diet 83: infected vs control",2.3811787390104,0.000207996075355113,2.59725109605298,"1023","Higher than gene average"
131,"LOC126336683","no description","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.29857754236596,0.0454091975970495,2.65052825783678,"1040","Lower than gene average"
132,"LOC126355083","no description","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",1.63950354176523,0.0193199758437382,1.87658479488946,"1055","Higher than gene average"
133,"LOC126292145","meprin and TRAF homology","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.85999126505008,0.00148975767237694,2.68954311482837,"1055","Higher than gene average"
134,"LOC126270657","heme binding. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",2.27512544935264,0.00310966681492573,2.62857173358388,"1055","Higher than gene average"
135,"LOC126272296","heme binding. It is involved in the biological process described with oxidation-reduction process","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",3.03643134378221,0.00645069822267311,2.73726973710829,"1014","Higher than gene average"
136,"LOC126278442","Transforming growth  factor-beta (TGF-beta) family","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.49006801445725,0.00930331229172435,2.32664495684919,"1014","Higher than gene average"
137,"LOC126321085","Immunoglobulin domain","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",1.85545710147468,0.000417143100265968,2.35616684909436,"1028","Higher than gene average"
138,"LOC126336209","no description","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",2.22031357419483,0.00836730535375021,2.31757044880814,"1055","Higher than gene average"
139,"LOC126294945","Speckle-type poz protein","DEG in 1 diet",1,"50","Higher in infected","Diet 50: infected vs control",1.98856745789575,0.0315924103784722,2.62804332092102,"1032","Lower than gene average"
140,"LOC126354299","no description","DEG in 2 diets",2,"33; 50","Higher in infected","Diet 33; Diet 50: infected vs control",3.50593485175968,0.00366265009752989,1.7910655267893,"1009","Lower than gene average"
