"label","PC1","PC2","Diet","Treatment"
"1004",-46.0745455331194,11.7064309453951,"50","Control"
"1007",-52.9944733854918,1.25222668772205,"50","Control"
"1016",60.6089757769814,72.1226241686386,"50","Infected"
"1025",33.3279641256462,-13.6231350773388,"50","Infected"
"1028",17.4499777267939,-19.1602597412072,"50","Infected"
"1031",-46.7803172447737,-2.93569888982471,"50","Control"
"1034",-51.3928538546831,7.1224488829383,"50","Control"
"1037",-42.8080418598734,-3.05046633327077,"50","Control"
"1040",-53.7993438115054,13.9538024075816,"50","Control"
"1043",-10.5212336690956,-5.69268712764653,"50","Infected"
"1046",41.2670368180889,-12.0889625345578,"50","Infected"
"1049",46.8429572943141,-7.93455915446135,"50","Infected"
"1052",33.7085387032496,-15.9572479440329,"50","Infected"
"1055",22.556388079074,-18.0470053905475,"50","Infected"
"1058",48.6089708343941,-7.66751089938804,"50","Infected"
