"Diet","Treatment","Condition","centroid_PC1","centroid_PC2"
"33","Control","33 Control",-47.7676411453587,5.03143030197478
"50","Control","50 Control",-47.5393385025891,6.87578472788455
"83","Control","83 Control",-36.4312334141289,13.675233104102
"33","Infected","33 Infected",26.8577701523226,-9.91046157488262
"50","Infected","50 Infected",44.3968073061824,-7.25699244359104
"83","Infected","83 Infected",38.8894926342342,-2.9490443405967
