name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	318557	3350619	3669176	0.51256
Cryptococcaceae	1884633	F	81432	365238	446670	0.06240
Trichosporonaceae	1759442	F	247	3223	3470	0.00048
Marasmiaceae	654128	F	89	162	251	0.00004
Agrocybaceae	3710399	F	35	40	75	0.00001
Ceratobasidiaceae	5250	F	30	18	48	0.00001
Ustilaginaceae	5268	F	1154	10975	12129	0.00169
Malasseziaceae	742845	F	118	600	718	0.00010
Pucciniaceae	5262	F	596	2805	3401	0.00048
Nectriaceae	110618	F	550	3459	4009	0.00056
Hypocreaceae	5129	F	494	3327	3821	0.00053
Clavicipitaceae	34397	F	155	127	282	0.00004
Ophiocordycipitaceae	474942	F	57	179	236	0.00003
Cordycipitaceae	474943	F	43	84	127	0.00002
Glomerellaceae	681950	F	365	1196	1561	0.00022
Sordariaceae	5148	F	915	2198	3113	0.00043
Chaetomiaceae	35718	F	261	391	652	0.00009
Podosporaceae	2609812	F	75	109	184	0.00003
Pyriculariaceae	2528436	F	197	14	211	0.00003
Sclerotiniaceae	28983	F	73	1212	1285	0.00018
Mycosphaerellaceae	93133	F	1398	1812	3210	0.00045
Pleosporaceae	28556	F	39	160	199	0.00003
Didymellaceae	683158	F	38	54	92	0.00001
Aspergillaceae	1131492	F	968	4725	5693	0.00080
Trichocomaceae	28568	F	60	325	385	0.00005
Onygenaceae	33184	F	83	946	1029	0.00014
Metschnikowiaceae	27319	F	671	1940	2611	0.00036
Debaryomycetaceae	766764	F	480	3978	4458	0.00062
Pichiaceae	1156497	F	552	1711	2263	0.00032
Saccharomycetaceae	4893	F	969	20871	21840	0.00305
Saccharomycodaceae	34365	F	39	721	760	0.00011
Schizosaccharomycetaceae	4894	F	107	134	241	0.00003
Glomeraceae	36751	F	459	407	866	0.00012
Unikaryonidae	36734	F	97	0	97	0.00001
Nosematidae	27974	F	73	15	88	0.00001
Plasmodiidae	1639119	F	283498	1031333	1314831	0.18367
Babesiidae	32594	F	736	2616	3352	0.00047
Theileriidae	27994	F	85	43	128	0.00002
Sarcocystidae	5809	F	5660	25869	31529	0.00440
Cryptosporidiidae	35082	F	100	162	262	0.00004
Thalassiosiraceae	29202	F	1606	81	1687	0.00024
Neidiaceae	432548	F	46	0	46	0.00001
Peronosporaceae	4777	F	314	24	338	0.00005
Dictyosteliaceae	2058185	F	30480	83877	114357	0.01597
Trypanosomatidae	5654	F	442	145	587	0.00008
Hemiselmidaceae	589351	F	420	677	1097	0.00015
Cryptomonadaceae	2896	F	13	125	138	0.00002
Trichomonadidae	181550	F	242	29	271	0.00004
Hexamitidae	5739	F	60	3	63	0.00001
Cyanidiaceae	265316	F	23	8	31	0.00000
Vibrionaceae	641	F	363637	459795	823432	0.11503
Lysobacteraceae	32033	F	60197	35389	95586	0.01335
Rhodanobacteraceae	1775411	F	133	14	147	0.00002
Marinicellaceae	3120710	F	19	0	19	0.00000
Enterobacteriaceae	543	F	3955	130597	134552	0.01880
Morganellaceae	1903414	F	614	1034	1648	0.00023
Erwiniaceae	1903409	F	571	143	714	0.00010
Yersiniaceae	1903411	F	395	295	690	0.00010
Pectobacteriaceae	1903410	F	172	33	205	0.00003
Bruguierivoracaceae	2812006	F	41	2	43	0.00001
Hafniaceae	1903412	F	40	19	59	0.00001
Budviciaceae	1903416	F	13	2	15	0.00000
Gallaecimonadaceae	3120698	F	11	0	11	0.00000
Pseudomonadaceae	135621	F	2045	2780	4825	0.00067
Marinobacteraceae	2887365	F	1328	12	1340	0.00019
Pseudoalteromonadaceae	267888	F	455	75	530	0.00007
Shewanellaceae	267890	F	297	64	361	0.00005
Alteromonadaceae	72275	F	283	20	303	0.00004
Colwelliaceae	267889	F	137	12	149	0.00002
Idiomarinaceae	267893	F	43	11	54	0.00001
Moritellaceae	267891	F	40	5	45	0.00001
Psychromonadaceae	267894	F	25	1	26	0.00000
Ferrimonadaceae	267892	F	11	0	11	0.00000
Aeromonadaceae	84642	F	885	1643	2528	0.00035
Moraxellaceae	468	F	811	614	1425	0.00020
Halomonadaceae	28256	F	216	53	269	0.00004
Oceanospirillaceae	135620	F	189	14	203	0.00003
Hahellaceae	224379	F	73	0	73	0.00001
Endozoicomonadaceae	2066474	F	32	0	32	0.00000
Saccharospirillaceae	255527	F	21	0	21	0.00000
Pleioneaceae	2823145	F	20	0	20	0.00000
Alcanivoracaceae	224372	F	19	3	22	0.00000
Zooshikellaceae	2898533	F	19	0	19	0.00000
Pasteurellaceae	712	F	381	1273	1654	0.00023
Candidatus Pseudothioglobaceae	3399801	F	197	17	214	0.00003
Piscirickettsiaceae	135616	F	76	10	86	0.00001
Francisellaceae	34064	F	69	1	70	0.00001
Thiotrichaceae	135617	F	37	13	50	0.00001
Legionellaceae	444	F	133	12	145	0.00002
Coxiellaceae	118968	F	21	0	21	0.00000
Microbulbiferaceae	1706373	F	67	0	67	0.00001
Cellvibrionaceae	1706371	F	45	3	48	0.00001
Halieaceae	1706372	F	13	2	15	0.00000
Methylococcaceae	403	F	88	1	89	0.00001
Chromatiaceae	1046	F	39	2	41	0.00001
Sedimenticolaceae	3067276	F	14	0	14	0.00000
Ectothiorhodospiraceae	72276	F	10	0	10	0.00000
Orbaceae	1240483	F	44	67	111	0.00002
Kangiellaceae	1920240	F	11	0	11	0.00000
Methylobacteriaceae	119045	F	3910	125	4035	0.00056
Brucellaceae	118882	F	1010	48	1058	0.00015
Rhizobiaceae	82115	F	409	69	478	0.00007
Nitrobacteraceae	41294	F	371	22	393	0.00005
Phyllobacteriaceae	69277	F	223	73	296	0.00004
Bartonellaceae	772	F	121	6	127	0.00002
Aurantimonadaceae	255475	F	90	42	132	0.00002
Stappiaceae	2821832	F	76	12	88	0.00001
Alloboseaceae	2831100	F	58	1	59	0.00001
Devosiaceae	2831106	F	51	1	52	0.00001
Xanthobacteraceae	335928	F	37	3	40	0.00001
Methylocystaceae	31993	F	20	0	20	0.00000
Pleomorphomonadaceae	2843308	F	17	1	18	0.00000
Beijerinckiaceae	45404	F	15	0	15	0.00000
Hyphomicrobiaceae	45401	F	11	0	11	0.00000
Amorphaceae	2685818	F	10	0	10	0.00000
Anaplasmataceae	942	F	11065	9498	20563	0.00287
Rickettsiaceae	775	F	130	2	132	0.00002
Paracoccaceae	31989	F	398	99	497	0.00007
Roseobacteraceae	2854170	F	209	45	254	0.00004
