name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	3335752	1889777	5225529	0.32255
Hypocreaceae	5129	F	11139	64003	75142	0.00464
Nectriaceae	110618	F	9186	17399	26585	0.00164
Ophiocordycipitaceae	474942	F	2190	3310	5500	0.00034
Cordycipitaceae	474943	F	333	290	623	0.00004
Glomerellaceae	681950	F	1359	9538	10897	0.00067
Sordariaceae	5148	F	5491	10099	15590	0.00096
Chaetomiaceae	35718	F	366	459	825	0.00005
Podosporaceae	2609812	F	240	169	409	0.00003
Pyriculariaceae	2528436	F	78	3	81	0.00000
Sclerotiniaceae	28983	F	101	1409	1510	0.00009
Pleosporaceae	28556	F	752	757	1509	0.00009
Didymellaceae	683158	F	131	175	306	0.00002
Mycosphaerellaceae	93133	F	797	815	1612	0.00010
Aspergillaceae	1131492	F	715	2697	3412	0.00021
Trichocomaceae	28568	F	81	416	497	0.00003
Onygenaceae	33184	F	504	5437	5941	0.00037
Metschnikowiaceae	27319	F	5585	13785	19370	0.00120
Debaryomycetaceae	766764	F	436	4369	4805	0.00030
Pichiaceae	1156497	F	1176	4447	5623	0.00035
Saccharomycetaceae	4893	F	1615	14375	15990	0.00099
Saccharomycodaceae	34365	F	19	343	362	0.00002
Trichomonascaceae	410830	F	27	283	310	0.00002
Schizosaccharomycetaceae	4894	F	108	333	441	0.00003
Cryptococcaceae	1884633	F	91676	438650	530326	0.03273
Trichosporonaceae	1759442	F	639	6782	7421	0.00046
Ceratobasidiaceae	5250	F	887	682	1569	0.00010
Marasmiaceae	654128	F	121	231	352	0.00002
Agrocybaceae	3710399	F	32	36	68	0.00000
Ustilaginaceae	5268	F	568	4661	5229	0.00032
Malasseziaceae	742845	F	134	827	961	0.00006
Pucciniaceae	5262	F	969	4224	5193	0.00032
Glomeraceae	36751	F	1128	1071	2199	0.00014
Unikaryonidae	36734	F	268	0	268	0.00002
Nosematidae	27974	F	48	10	58	0.00000
Hominidae	9604	F	277660	2499550	2777210	0.17142
Plasmodiidae	1639119	F	501695	1691733	2193428	0.13539
Babesiidae	32594	F	815	1317	2132	0.00013
Theileriidae	27994	F	73	28	101	0.00001
Sarcocystidae	5809	F	41342	268496	309838	0.01912
Cryptosporidiidae	35082	F	185	290	475	0.00003
Thalassiosiraceae	29202	F	13611	594	14205	0.00088
Neidiaceae	432548	F	73	0	73	0.00000
Peronosporaceae	4777	F	740	40	780	0.00005
Dictyosteliaceae	2058185	F	56061	128574	184635	0.01140
Cryptomonadaceae	2896	F	1185	9234	10419	0.00064
Hemiselmidaceae	589351	F	1174	1595	2769	0.00017
Geminigeraceae	589343	F	24	540	564	0.00003
Trypanosomatidae	5654	F	308	69	377	0.00002
Naegleriidae	3691768	F	12	0	12	0.00000
Trichomonadidae	181550	F	125	12	137	0.00001
Hexamitidae	5739	F	118	4	122	0.00001
Cyanidiaceae	265316	F	21	6	27	0.00000
Vibrionaceae	641	F	1261885	1332306	2594191	0.16013
Lysobacteraceae	32033	F	30882	20817	51699	0.00319
Rhodanobacteraceae	1775411	F	75	6	81	0.00000
Enterobacteriaceae	543	F	15328	837263	852591	0.05263
Morganellaceae	1903414	F	1329	2551	3880	0.00024
Yersiniaceae	1903411	F	451	1714	2165	0.00013
Erwiniaceae	1903409	F	310	54	364	0.00002
Pectobacteriaceae	1903410	F	103	30	133	0.00001
Hafniaceae	1903412	F	26	26	52	0.00000
Budviciaceae	1903416	F	13	2	15	0.00000
Bruguierivoracaceae	2812006	F	13	1	14	0.00000
Pseudomonadaceae	135621	F	1155	2252	3407	0.00021
Marinobacteraceae	2887365	F	535	4	539	0.00003
Pseudoalteromonadaceae	267888	F	548	95	643	0.00004
Idiomarinaceae	267893	F	238	50	288	0.00002
Alteromonadaceae	72275	F	201	12	213	0.00001
Shewanellaceae	267890	F	139	31	170	0.00001
Colwelliaceae	267889	F	87	6	93	0.00001
Psychromonadaceae	267894	F	20	1	21	0.00000
Moritellaceae	267891	F	16	2	18	0.00000
Moraxellaceae	468	F	537	572	1109	0.00007
Aeromonadaceae	84642	F	509	963	1472	0.00009
Halomonadaceae	28256	F	135	52	187	0.00001
Oceanospirillaceae	135620	F	91	7	98	0.00001
Hahellaceae	224379	F	29	0	29	0.00000
Alcanivoracaceae	224372	F	19	1	20	0.00000
Endozoicomonadaceae	2066474	F	16	0	16	0.00000
Zooshikellaceae	2898533	F	11	0	11	0.00000
Pasteurellaceae	712	F	300	2791	3091	0.00019
Candidatus Pseudothioglobaceae	3399801	F	180	11	191	0.00001
Francisellaceae	34064	F	37	13	50	0.00000
Piscirickettsiaceae	135616	F	29	6	35	0.00000
Thiotrichaceae	135617	F	10	0	10	0.00000
Chromatiaceae	1046	F	59	2	61	0.00000
Legionellaceae	444	F	54	0	54	0.00000
Coxiellaceae	118968	F	14	0	14	0.00000
Cellvibrionaceae	1706371	F	21	0	21	0.00000
Microbulbiferaceae	1706373	F	20	0	20	0.00000
Methylococcaceae	403	F	39	0	39	0.00000
Orbaceae	1240483	F	17	0	17	0.00000
Anaplasmataceae	942	F	4481	3176	7657	0.00047
