name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Clavicipitaceae	34397	F	1062403	315879	1378282	0.38035
Nectriaceae	110618	F	4683	5813	10496	0.00290
Hypocreaceae	5129	F	2168	7795	9963	0.00275
Ophiocordycipitaceae	474942	F	760	595	1355	0.00037
Cordycipitaceae	474943	F	78	53	131	0.00004
Glomerellaceae	681950	F	521	664	1185	0.00033
Chaetomiaceae	35718	F	272	151	423	0.00012
Sordariaceae	5148	F	243	230	473	0.00013
Podosporaceae	2609812	F	106	50	156	0.00004
Pyriculariaceae	2528436	F	109	4	113	0.00003
Sclerotiniaceae	28983	F	47	350	397	0.00011
Aspergillaceae	1131492	F	1002	2115	3117	0.00086
Trichocomaceae	28568	F	88	224	312	0.00009
Onygenaceae	33184	F	117	632	749	0.00021
Mycosphaerellaceae	93133	F	978	495	1473	0.00041
Pleosporaceae	28556	F	68	111	179	0.00005
Didymellaceae	683158	F	40	23	63	0.00002
Pichiaceae	1156497	F	1352	2766	4118	0.00114
Debaryomycetaceae	766764	F	634	2905	3539	0.00098
Metschnikowiaceae	27319	F	292	490	782	0.00022
Saccharomycetaceae	4893	F	1505	14006	15511	0.00428
Saccharomycodaceae	34365	F	39	401	440	0.00012
Trichomonascaceae	410830	F	21	111	132	0.00004
Schizosaccharomycetaceae	4894	F	144	188	332	0.00009
Cryptococcaceae	1884633	F	24092	70666	94758	0.02615
Trichosporonaceae	1759442	F	81	465	546	0.00015
Marasmiaceae	654128	F	148	145	293	0.00008
Agrocybaceae	3710399	F	31	18	49	0.00001
Ceratobasidiaceae	5250	F	29	11	40	0.00001
Ustilaginaceae	5268	F	759	3563	4322	0.00119
Malasseziaceae	742845	F	216	691	907	0.00025
Pucciniaceae	5262	F	586	1434	2020	0.00056
Glomeraceae	36751	F	620	589	1209	0.00033
Unikaryonidae	36734	F	380	0	380	0.00010
Nosematidae	27974	F	63	11	74	0.00002
Hominidae	9604	F	244665	1123751	1368416	0.37763
Plasmodiidae	1639119	F	81877	183145	265022	0.07314
Babesiidae	32594	F	1029	1477	2506	0.00069
Theileriidae	27994	F	71	55	126	0.00003
Sarcocystidae	5809	F	1958	5045	7003	0.00193
Cryptosporidiidae	35082	F	99	122	221	0.00006
Thalassiosiraceae	29202	F	1386	36	1422	0.00039
Neidiaceae	432548	F	41	0	41	0.00001
Peronosporaceae	4777	F	70	6	76	0.00002
Dictyosteliaceae	2058185	F	1397	1716	3113	0.00086
Hemiselmidaceae	589351	F	682	486	1168	0.00032
Trypanosomatidae	5654	F	546	78	624	0.00017
Trichomonadidae	181550	F	257	14	271	0.00007
Hexamitidae	5739	F	53	1	54	0.00001
Vibrionaceae	641	F	33065	18983	52048	0.01436
Lysobacteraceae	32033	F	25652	7517	33169	0.00915
Rhodanobacteraceae	1775411	F	161	10	171	0.00005
Enterobacteriaceae	543	F	7095	152109	159204	0.04393
Morganellaceae	1903414	F	1058	938	1996	0.00055
Erwiniaceae	1903409	F	577	84	661	0.00018
Yersiniaceae	1903411	F	459	774	1233	0.00034
Pectobacteriaceae	1903410	F	144	23	167	0.00005
Hafniaceae	1903412	F	39	34	73	0.00002
Bruguierivoracaceae	2812006	F	33	1	34	0.00001
Budviciaceae	1903416	F	11	0	11	0.00000
Marinobacteraceae	2887365	F	2860	12	2872	0.00079
Pseudomonadaceae	135621	F	2480	1846	4326	0.00119
Ketobacteraceae	3085096	F	12	0	12	0.00000
Pseudoalteromonadaceae	267888	F	854	141	995	0.00027
Alteromonadaceae	72275	F	330	16	346	0.00010
Shewanellaceae	267890	F	272	25	297	0.00008
Colwelliaceae	267889	F	195	11	206	0.00006
Idiomarinaceae	267893	F	117	19	136	0.00004
Psychromonadaceae	267894	F	38	1	39	0.00001
Moritellaceae	267891	F	29	3	32	0.00001
Ferrimonadaceae	267892	F	10	2	12	0.00000
Aeromonadaceae	84642	F	933	787	1720	0.00047
Moraxellaceae	468	F	830	404	1234	0.00034
Oceanospirillaceae	135620	F	161	9	170	0.00005
Halomonadaceae	28256	F	145	6	151	0.00004
Hahellaceae	224379	F	128	1	129	0.00004
Pleioneaceae	2823145	F	30	0	30	0.00001
Endozoicomonadaceae	2066474	F	28	0	28	0.00001
Alcanivoracaceae	224372	F	23	2	25	0.00001
Zooshikellaceae	2898533	F	14	0	14	0.00000
Pasteurellaceae	712	F	442	778	1220	0.00034
Candidatus Pseudothioglobaceae	3399801	F	390	18	408	0.00011
Piscirickettsiaceae	135616	F	76	3	79	0.00002
Francisellaceae	34064	F	61	9	70	0.00002
Thiotrichaceae	135617	F	19	1	20	0.00001
Legionellaceae	444	F	121	0	121	0.00003
Coxiellaceae	118968	F	35	0	35	0.00001
Cellvibrionaceae	1706371	F	55	1	56	0.00002
Microbulbiferaceae	1706373	F	52	0	52	0.00001
Halieaceae	1706372	F	17	0	17	0.00000
Methylococcaceae	403	F	97	3	100	0.00003
Chromatiaceae	1046	F	52	1	53	0.00001
Sedimenticolaceae	3067276	F	14	0	14	0.00000
Ectothiorhodospiraceae	72276	F	12	0	12	0.00000
Orbaceae	1240483	F	44	25	69	0.00002
Cardiobacteriaceae	868	F	13	1	14	0.00000
Kangiellaceae	1920240	F	11	0	11	0.00000
Methylobacteriaceae	119045	F	4147	4369	8516	0.00235
Brucellaceae	118882	F	908	14	922	0.00025
Rhizobiaceae	82115	F	394	43	437	0.00012
Nitrobacteraceae	41294	F	327	16	343	0.00009
Phyllobacteriaceae	69277	F	261	33	294	0.00008
