name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	211019	1302995	1514014	0.56556
Cryptococcaceae	1884633	F	19904	70793	90697	0.03388
Trichosporonaceae	1759442	F	279	2247	2526	0.00094
Marasmiaceae	654128	F	78	100	178	0.00007
Agrocybaceae	3710399	F	24	18	42	0.00002
Ceratobasidiaceae	5250	F	19	9	28	0.00001
Ustilaginaceae	5268	F	651	4212	4863	0.00182
Malasseziaceae	742845	F	153	733	886	0.00033
Pucciniaceae	5262	F	363	1198	1561	0.00058
Hypocreaceae	5129	F	604	2543	3147	0.00118
Nectriaceae	110618	F	550	2593	3143	0.00117
Clavicipitaceae	34397	F	68	40	108	0.00004
Ophiocordycipitaceae	474942	F	42	91	133	0.00005
Cordycipitaceae	474943	F	29	36	65	0.00002
Glomerellaceae	681950	F	365	888	1253	0.00047
Sordariaceae	5148	F	529	884	1413	0.00053
Chaetomiaceae	35718	F	219	204	423	0.00016
Podosporaceae	2609812	F	74	62	136	0.00005
Pyriculariaceae	2528436	F	220	5	225	0.00008
Sclerotiniaceae	28983	F	48	493	541	0.00020
Mycosphaerellaceae	93133	F	995	849	1844	0.00069
Pleosporaceae	28556	F	49	121	170	0.00006
Didymellaceae	683158	F	47	45	92	0.00003
Aspergillaceae	1131492	F	771	2666	3437	0.00128
Trichocomaceae	28568	F	70	255	325	0.00012
Onygenaceae	33184	F	109	785	894	0.00033
Metschnikowiaceae	27319	F	512	984	1496	0.00056
Debaryomycetaceae	766764	F	410	2708	3118	0.00116
Pichiaceae	1156497	F	580	1417	1997	0.00075
Saccharomycetaceae	4893	F	1010	17307	18317	0.00684
Saccharomycodaceae	34365	F	28	329	357	0.00013
Trichomonascaceae	410830	F	21	160	181	0.00007
Schizosaccharomycetaceae	4894	F	171	178	349	0.00013
Glomeraceae	36751	F	570	457	1027	0.00038
Unikaryonidae	36734	F	157	0	157	0.00006
Nosematidae	27974	F	35	6	41	0.00002
Plasmodiidae	1639119	F	104965	313802	418767	0.15643
Babesiidae	32594	F	924	2543	3467	0.00130
Theileriidae	27994	F	62	60	122	0.00005
Sarcocystidae	5809	F	2829	11643	14472	0.00541
Cryptosporidiidae	35082	F	79	120	199	0.00007
Thalassiosiraceae	29202	F	1509	47	1556	0.00058
Neidiaceae	432548	F	52	0	52	0.00002
Peronosporaceae	4777	F	88	4	92	0.00003
Dictyosteliaceae	2058185	F	1946	3293	5239	0.00196
Trypanosomatidae	5654	F	409	58	467	0.00017
Trichomonadidae	181550	F	217	16	233	0.00009
Hexamitidae	5739	F	57	2	59	0.00002
Hemiselmidaceae	589351	F	58	56	114	0.00004
Vibrionaceae	641	F	77515	61105	138620	0.05178
Lysobacteraceae	32033	F	29132	11010	40142	0.01500
Rhodanobacteraceae	1775411	F	109	14	123	0.00005
Marinicellaceae	3120710	F	10	0	10	0.00000
Enterobacteriaceae	543	F	6440	154205	160645	0.06001
Morganellaceae	1903414	F	972	1724	2696	0.00101
Erwiniaceae	1903409	F	666	125	791	0.00030
Yersiniaceae	1903411	F	398	196	594	0.00022
Pectobacteriaceae	1903410	F	152	22	174	0.00006
