name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	240549	3388741	3629290	0.49923
Cryptococcaceae	1884633	F	73214	444809	518023	0.07126
Trichosporonaceae	1759442	F	69	1193	1262	0.00017
Marasmiaceae	654128	F	42	104	146	0.00002
Agrocybaceae	3710399	F	18	28	46	0.00001
Ceratobasidiaceae	5250	F	13	10	23	0.00000
Pucciniaceae	5262	F	489	3262	3751	0.00052
Ustilaginaceae	5268	F	46	602	648	0.00009
Malasseziaceae	742845	F	45	354	399	0.00005
Clavicipitaceae	34397	F	11142	5855	16997	0.00234
Hypocreaceae	5129	F	712	4785	5497	0.00076
Nectriaceae	110618	F	337	1067	1404	0.00019
Ophiocordycipitaceae	474942	F	51	107	158	0.00002
Cordycipitaceae	474943	F	30	48	78	0.00001
Glomerellaceae	681950	F	242	783	1025	0.00014
Sordariaceae	5148	F	619	1227	1846	0.00025
Chaetomiaceae	35718	F	88	100	188	0.00003
Podosporaceae	2609812	F	40	33	73	0.00001
Pyriculariaceae	2528436	F	57	3	60	0.00001
Sclerotiniaceae	28983	F	54	1214	1268	0.00017
Aspergillaceae	1131492	F	307	2042	2349	0.00032
Trichocomaceae	28568	F	32	219	251	0.00003
Onygenaceae	33184	F	122	1829	1951	0.00027
Pleosporaceae	28556	F	36	173	209	0.00003
Didymellaceae	683158	F	32	42	74	0.00001
Mycosphaerellaceae	93133	F	49	108	157	0.00002
Debaryomycetaceae	766764	F	264	3108	3372	0.00046
Metschnikowiaceae	27319	F	220	901	1121	0.00015
Pichiaceae	1156497	F	404	1670	2074	0.00029
Saccharomycetaceae	4893	F	660	19940	20600	0.00283
Saccharomycodaceae	34365	F	21	522	543	0.00007
Schizosaccharomycetaceae	4894	F	51	83	134	0.00002
Glomeraceae	36751	F	384	475	859	0.00012
Unikaryonidae	36734	F	177	1	178	0.00002
Nosematidae	27974	F	28	8	36	0.00000
Plasmodiidae	1639119	F	214214	1033568	1247782	0.17164
Babesiidae	32594	F	313	1209	1522	0.00021
Theileriidae	27994	F	46	26	72	0.00001
Sarcocystidae	5809	F	5196	40493	45689	0.00628
Cryptosporidiidae	35082	F	125	275	400	0.00006
Thalassiosiraceae	29202	F	1949	129	2078	0.00029
Neidiaceae	432548	F	27	0	27	0.00000
Peronosporaceae	4777	F	154	3	157	0.00002
Dictyosteliaceae	2058185	F	4181	15651	19832	0.00273
Hemiselmidaceae	589351	F	717	1563	2280	0.00031
Trypanosomatidae	5654	F	313	180	493	0.00007
Trichomonadidae	181550	F	146	24	170	0.00002
Hexamitidae	5739	F	37	3	40	0.00001
Vibrionaceae	641	F	364651	598983	963634	0.13255
Lysobacteraceae	32033	F	48306	16993	65299	0.00898
Rhodanobacteraceae	1775411	F	114	5	119	0.00002
Enterobacteriaceae	543	F	7510	333189	340699	0.04687
Morganellaceae	1903414	F	954	1493	2447	0.00034
Yersiniaceae	1903411	F	478	529	1007	0.00014
Erwiniaceae	1903409	F	283	82	365	0.00005
Pectobacteriaceae	1903410	F	91	19	110	0.00002
Hafniaceae	1903412	F	24	15	39	0.00001
Bruguierivoracaceae	2812006	F	12	0	12	0.00000
