name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	92573	1015131	1107704	0.53595
Cryptococcaceae	1884633	F	22578	115046	137624	0.06659
Trichosporonaceae	1759442	F	67	920	987	0.00048
Marasmiaceae	654128	F	54	107	161	0.00008
Agrocybaceae	3710399	F	12	15	27	0.00001
Ceratobasidiaceae	5250	F	10	6	16	0.00001
Pucciniaceae	5262	F	255	1359	1614	0.00078
Ustilaginaceae	5268	F	119	1212	1331	0.00064
Malasseziaceae	742845	F	53	476	529	0.00026
Hypocreaceae	5129	F	537	2414	2951	0.00143
Nectriaceae	110618	F	198	1067	1265	0.00061
Clavicipitaceae	34397	F	53	28	81	0.00004
Ophiocordycipitaceae	474942	F	16	27	43	0.00002
Glomerellaceae	681950	F	84	170	254	0.00012
Sordariaceae	5148	F	152	183	335	0.00016
Chaetomiaceae	35718	F	41	38	79	0.00004
Podosporaceae	2609812	F	16	12	28	0.00001
Pyriculariaceae	2528436	F	28	1	29	0.00001
Sclerotiniaceae	28983	F	17	302	319	0.00015
Aspergillaceae	1131492	F	358	1577	1935	0.00094
Trichocomaceae	28568	F	24	147	171	0.00008
Onygenaceae	33184	F	43	524	567	0.00027
Mycosphaerellaceae	93133	F	229	300	529	0.00026
Didymellaceae	683158	F	25	35	60	0.00003
Pleosporaceae	28556	F	21	72	93	0.00004
Metschnikowiaceae	27319	F	156	504	660	0.00032
Debaryomycetaceae	766764	F	133	1433	1566	0.00076
Pichiaceae	1156497	F	282	989	1271	0.00061
Saccharomycetaceae	4893	F	415	11095	11510	0.00557
Schizosaccharomycetaceae	4894	F	81	124	205	0.00010
Glomeraceae	36751	F	151	172	323	0.00016
Unikaryonidae	36734	F	64	0	64	0.00003
Nosematidae	27974	F	14	3	17	0.00001
Plasmodiidae	1639119	F	79386	309712	389098	0.18826
Babesiidae	32594	F	260	976	1236	0.00060
Theileriidae	27994	F	20	23	43	0.00002
Sarcocystidae	5809	F	1589	9269	10858	0.00525
Cryptosporidiidae	35082	F	62	114	176	0.00009
Thalassiosiraceae	29202	F	403	26	429	0.00021
Neidiaceae	432548	F	15	0	15	0.00001
Peronosporaceae	4777	F	72	1	73	0.00004
Hemiselmidaceae	589351	F	1615	2759	4374	0.00212
Dictyosteliaceae	2058185	F	1186	3492	4678	0.00226
Trypanosomatidae	5654	F	197	58	255	0.00012
Trichomonadidae	181550	F	47	6	53	0.00003
Hexamitidae	5739	F	19	1	20	0.00001
Cyanidiaceae	265316	F	11	4	15	0.00001
Vibrionaceae	641	F	67226	88472	155698	0.07533
Lysobacteraceae	32033	F	25347	11081	36428	0.01763
Rhodanobacteraceae	1775411	F	54	6	60	0.00003
Marinobacteraceae	2887365	F	3102	2	3104	0.00150
Pseudomonadaceae	135621	F	2692	742	3434	0.00166
Enterobacteriaceae	543	F	1786	62087	63873	0.03090
Erwiniaceae	1903409	F	372	140	512	0.00025
Morganellaceae	1903414	F	284	375	659	0.00032
Yersiniaceae	1903411	F	115	515	630	0.00030
Pectobacteriaceae	1903410	F	31	8	39	0.00002
Pseudoalteromonadaceae	267888	F	163	28	191	0.00009
Alteromonadaceae	72275	F	92	5	97	0.00005
Shewanellaceae	267890	F	80	14	94	0.00005
Colwelliaceae	267889	F	53	4	57	0.00003
Psychromonadaceae	267894	F	17	0	17	0.00001
Idiomarinaceae	267893	F	15	2	17	0.00001
Moritellaceae	267891	F	10	1	11	0.00001
Hahellaceae	224379	F	82	0	82	0.00004
Oceanospirillaceae	135620	F	69	12	81	0.00004
Halomonadaceae	28256	F	52	5	57	0.00003
Pleioneaceae	2823145	F	17	0	17	0.00001
Saccharospirillaceae	255527	F	14	0	14	0.00001
Alcanivoracaceae	224372	F	12	1	13	0.00001
Aeromonadaceae	84642	F	248	231	479	0.00023
Moraxellaceae	468	F	224	116	340	0.00016
Pasteurellaceae	712	F	113	188	301	0.00015
Candidatus Pseudothioglobaceae	3399801	F	101	7	108	0.00005
Francisellaceae	34064	F	24	0	24	0.00001
Piscirickettsiaceae	135616	F	24	4	28	0.00001
Microbulbiferaceae	1706373	F	25	0	25	0.00001
Cellvibrionaceae	1706371	F	22	2	24	0.00001
Legionellaceae	444	F	25	0	25	0.00001
Chromatiaceae	1046	F	16	0	16	0.00001
Methylococcaceae	403	F	19	3	22	0.00001
Orbaceae	1240483	F	16	18	34	0.00002
Cardiobacteriaceae	868	F	13	0	13	0.00001
Methylobacteriaceae	119045	F	7485	4571	12056	0.00583
Brucellaceae	118882	F	413	8	421	0.00020
Stappiaceae	2821832	F	176	11	187	0.00009
