name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	112325	373880	486205	0.20140
Babesiidae	32594	F	392	538	930	0.00039
Theileriidae	27994	F	35	25	60	0.00002
Sarcocystidae	5809	F	1869	8270	10139	0.00420
Cryptosporidiidae	35082	F	65	96	161	0.00007
Thalassiosiraceae	29202	F	1049	45	1094	0.00045
Neidiaceae	432548	F	16	0	16	0.00001
Peronosporaceae	4777	F	65	5	70	0.00003
Hominidae	9604	F	133978	1171019	1304997	0.54057
Cryptococcaceae	1884633	F	20976	88030	109006	0.04515
Trichosporonaceae	1759442	F	57	616	673	0.00028
Marasmiaceae	654128	F	40	65	105	0.00004
Agrocybaceae	3710399	F	15	15	30	0.00001
Ustilaginaceae	5268	F	212	1805	2017	0.00084
Malasseziaceae	742845	F	84	497	581	0.00024
Pucciniaceae	5262	F	129	449	578	0.00024
Hypocreaceae	5129	F	789	3913	4702	0.00195
Nectriaceae	110618	F	209	683	892	0.00037
Clavicipitaceae	34397	F	69	41	110	0.00005
Ophiocordycipitaceae	474942	F	38	79	117	0.00005
Cordycipitaceae	474943	F	28	31	59	0.00002
Glomerellaceae	681950	F	240	587	827	0.00034
Sordariaceae	5148	F	240	359	599	0.00025
Chaetomiaceae	35718	F	67	62	129	0.00005
Podosporaceae	2609812	F	31	26	57	0.00002
Pyriculariaceae	2528436	F	54	3	57	0.00002
Sclerotiniaceae	28983	F	28	404	432	0.00018
Aspergillaceae	1131492	F	294	1421	1715	0.00071
Trichocomaceae	28568	F	28	138	166	0.00007
Onygenaceae	33184	F	61	594	655	0.00027
Mycosphaerellaceae	93133	F	287	289	576	0.00024
Pleosporaceae	28556	F	22	80	102	0.00004
Didymellaceae	683158	F	21	21	42	0.00002
Metschnikowiaceae	27319	F	370	948	1318	0.00055
Debaryomycetaceae	766764	F	262	2101	2363	0.00098
Pichiaceae	1156497	F	285	876	1161	0.00048
Saccharomycetaceae	4893	F	514	13796	14310	0.00593
Saccharomycodaceae	34365	F	24	386	410	0.00017
Schizosaccharomycetaceae	4894	F	120	141	261	0.00011
Glomeraceae	36751	F	242	181	423	0.00018
Nosematidae	27974	F	42	7	49	0.00002
Unikaryonidae	36734	F	32	0	32	0.00001
Dictyosteliaceae	2058185	F	3106	7442	10548	0.00437
Trypanosomatidae	5654	F	278	67	345	0.00014
Trichomonadidae	181550	F	94	10	104	0.00004
Hexamitidae	5739	F	17	0	17	0.00001
Hemiselmidaceae	589351	F	12	16	28	0.00001
Streptomycetaceae	2062	F	112398	50337	162735	0.06741
Cellulomonadaceae	85016	F	1401	313	1714	0.00071
Micrococcaceae	1268	F	770	149	919	0.00038
Microbacteriaceae	85023	F	569	103	672	0.00028
Promicromonosporaceae	85017	F	88	142	230	0.00010
Dermabacteraceae	85020	F	62	29	91	0.00004
Intrasporangiaceae	85021	F	27	7	34	0.00001
Ornithinimicrobiaceae	2805590	F	19	14	33	0.00001
Mycobacteriaceae	1762	F	500	8	508	0.00021
Nocardiaceae	85025	F	253	9	262	0.00011
Corynebacteriaceae	1653	F	156	23	179	0.00007
Gordoniaceae	85026	F	91	4	95	0.00004
Tsukamurellaceae	85028	F	10	0	10	0.00000
Nocardioidaceae	85015	F	323	29	352	0.00015
Kribbellaceae	2726069	F	69	1	70	0.00003
Propionibacteriaceae	31957	F	39	5	44	0.00002
Micromonosporaceae	28056	F	384	23	407	0.00017
Pseudonocardiaceae	2070	F	325	15	340	0.00014
Streptosporangiaceae	2004	F	149	9	158	0.00007
Thermomonosporaceae	2012	F	40	4	44	0.00002
Nocardiopsidaceae	83676	F	39	1	40	0.00002
Actinomycetaceae	2049	F	170	45	215	0.00009
Bifidobacteriaceae	31953	F	48	13	61	0.00003
Candidatus Nanopelagicaceae	2162846	F	29	0	29	0.00001
Kineosporiaceae	83778	F	28	2	30	0.00001
Jatrophihabitantaceae	2805416	F	21	0	21	0.00001
Nakamurellaceae	85031	F	15	0	15	0.00001
Frankiaceae	74712	F	11	94	105	0.00004
Allobogoriellaceae	145358	F	10	2	12	0.00000
Egibacteraceae	1747769	F	145	2	147	0.00006
Iamiaceae	633392	F	30	1	31	0.00001
Conexibacteraceae	320583	F	10	2	12	0.00000
Atopobiaceae	1643824	F	12	7	19	0.00001
Bacillaceae	186817	F	7896	7490	15386	0.00637
Paenibacillaceae	186822	F	1523	439	1962	0.00081
Staphylococcaceae	90964	F	332	404	736	0.00030
Caryophanaceae	186818	F	195	53	248	0.00010
Pasteuriaceae	538998	F	109	4	113	0.00005
Listeriaceae	186820	F	40	79	119	0.00005
Anoxybacillaceae	3120669	F	24	6	30	0.00001
Fictibacillaceae	3120697	F	17	2	19	0.00001
Thermoactinomycetaceae	186824	F	16	0	16	0.00001
Alicyclobacillaceae	186823	F	12	1	13	0.00001
Gemellaceae	539738	F	10	1	11	0.00000
Lactobacillaceae	33958	F	1078	343	1421	0.00059
Streptococcaceae	1300	F	248	206	454	0.00019
Enterococcaceae	81852	F	191	1069	1260	0.00052
Carnobacteriaceae	186828	F	37	18	55	0.00002
Aerococcaceae	186827	F	22	13	35	0.00001
Clostridiaceae	31979	F	821	181	1002	0.00042
Oscillospiraceae	216572	F	74	24	98	0.00004
Desulfitobacteriaceae	2937909	F	43	4	47	0.00002
Eubacteriaceae	186806	F	26	7	33	0.00001
