name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	333466	2031482	2364948	0.55160
Cryptococcaceae	1884633	F	23199	92916	116115	0.02708
Trichosporonaceae	1759442	F	179	1371	1550	0.00036
Marasmiaceae	654128	F	96	134	230	0.00005
Agrocybaceae	3710399	F	33	27	60	0.00001
Ceratobasidiaceae	5250	F	27	15	42	0.00001
Ustilaginaceae	5268	F	1180	7555	8735	0.00204
Malasseziaceae	742845	F	268	1198	1466	0.00034
Pucciniaceae	5262	F	558	1760	2318	0.00054
Clavicipitaceae	34397	F	2983	1122	4105	0.00096
Hypocreaceae	5129	F	1444	8956	10400	0.00243
Nectriaceae	110618	F	676	2984	3660	0.00085
Ophiocordycipitaceae	474942	F	65	175	240	0.00006
Cordycipitaceae	474943	F	43	66	109	0.00003
Glomerellaceae	681950	F	437	1679	2116	0.00049
Sordariaceae	5148	F	870	1813	2683	0.00063
Chaetomiaceae	35718	F	232	270	502	0.00012
Podosporaceae	2609812	F	84	77	161	0.00004
Pyriculariaceae	2528436	F	161	10	171	0.00004
Sclerotiniaceae	28983	F	83	830	913	0.00021
Mycosphaerellaceae	93133	F	1463	1254	2717	0.00063
Didymellaceae	683158	F	81	80	161	0.00004
Pleosporaceae	28556	F	37	99	136	0.00003
Aspergillaceae	1131492	F	813	2491	3304	0.00077
Trichocomaceae	28568	F	80	283	363	0.00008
Onygenaceae	33184	F	152	1078	1230	0.00029
Metschnikowiaceae	27319	F	1330	2423	3753	0.00088
Debaryomycetaceae	766764	F	577	3082	3659	0.00085
Pichiaceae	1156497	F	559	1738	2297	0.00054
Saccharomycetaceae	4893	F	1344	19126	20470	0.00477
Saccharomycodaceae	34365	F	37	480	517	0.00012
Trichomonascaceae	410830	F	20	136	156	0.00004
Schizosaccharomycetaceae	4894	F	144	173	317	0.00007
Glomeraceae	36751	F	794	552	1346	0.00031
Unikaryonidae	36734	F	145	0	145	0.00003
Nosematidae	27974	F	76	11	87	0.00002
Plasmodiidae	1639119	F	113013	313453	426466	0.09947
Babesiidae	32594	F	1006	1858	2864	0.00067
Theileriidae	27994	F	103	88	191	0.00004
Sarcocystidae	5809	F	6800	30226	37026	0.00864
Cryptosporidiidae	35082	F	117	163	280	0.00007
Thalassiosiraceae	29202	F	4128	130	4258	0.00099
Neidiaceae	432548	F	50	0	50	0.00001
Peronosporaceae	4777	F	97	7	104	0.00002
Dictyosteliaceae	2058185	F	4387	7231	11618	0.00271
Trypanosomatidae	5654	F	475	73	548	0.00013
Trichomonadidae	181550	F	281	20	301	0.00007
Hexamitidae	5739	F	67	2	69	0.00002
Hemiselmidaceae	589351	F	41	39	80	0.00002
Cyanidiaceae	265316	F	16	3	19	0.00000
Vibrionaceae	641	F	198461	149154	347615	0.08108
Lysobacteraceae	32033	F	46813	14232	61045	0.01424
Rhodanobacteraceae	1775411	F	148	9	157	0.00004
Marinicellaceae	3120710	F	13	0	13	0.00000
Enterobacteriaceae	543	F	15860	448883	464743	0.10840
Morganellaceae	1903414	F	2121	2254	4375	0.00102
Erwiniaceae	1903409	F	749	98	847	0.00020
Yersiniaceae	1903411	F	657	2764	3421	0.00080
Pectobacteriaceae	1903410	F	162	21	183	0.00004
Hafniaceae	1903412	F	52	74	126	0.00003
Bruguierivoracaceae	2812006	F	39	1	40	0.00001
Pseudomonadaceae	135621	F	2716	2045	4761	0.00111
Marinobacteraceae	2887365	F	2526	8	2534	0.00059
Pseudoalteromonadaceae	267888	F	757	90	847	0.00020
Alteromonadaceae	72275	F	383	15	398	0.00009
Shewanellaceae	267890	F	283	40	323	0.00008
Idiomarinaceae	267893	F	213	32	245	0.00006
