name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	201904	1548559	1750463	0.61188
Cryptococcaceae	1884633	F	22369	79565	101934	0.03563
Trichosporonaceae	1759442	F	124	1191	1315	0.00046
Marasmiaceae	654128	F	73	100	173	0.00006
Agrocybaceae	3710399	F	32	27	59	0.00002
Ceratobasidiaceae	5250	F	13	6	19	0.00001
Ustilaginaceae	5268	F	434	3191	3625	0.00127
Malasseziaceae	742845	F	107	569	676	0.00024
Pucciniaceae	5262	F	305	1079	1384	0.00048
Nectriaceae	110618	F	425	1662	2087	0.00073
Hypocreaceae	5129	F	330	1317	1647	0.00058
Clavicipitaceae	34397	F	106	45	151	0.00005
Ophiocordycipitaceae	474942	F	39	81	120	0.00004
Cordycipitaceae	474943	F	30	33	63	0.00002
Glomerellaceae	681950	F	206	466	672	0.00023
Chaetomiaceae	35718	F	133	112	245	0.00009
Sordariaceae	5148	F	120	223	343	0.00012
Podosporaceae	2609812	F	46	27	73	0.00003
Pyriculariaceae	2528436	F	77	3	80	0.00003
Sclerotiniaceae	28983	F	35	429	464	0.00016
Mycosphaerellaceae	93133	F	789	761	1550	0.00054
Pleosporaceae	28556	F	27	80	107	0.00004
Didymellaceae	683158	F	27	29	56	0.00002
Aspergillaceae	1131492	F	629	2269	2898	0.00101
Trichocomaceae	28568	F	71	309	380	0.00013
Onygenaceae	33184	F	65	552	617	0.00022
Debaryomycetaceae	766764	F	303	2441	2744	0.00096
Metschnikowiaceae	27319	F	272	705	977	0.00034
Pichiaceae	1156497	F	358	851	1209	0.00042
Saccharomycetaceae	4893	F	819	13564	14383	0.00503
Saccharomycodaceae	34365	F	21	305	326	0.00011
Trichomonascaceae	410830	F	19	139	158	0.00006
Schizosaccharomycetaceae	4894	F	80	75	155	0.00005
Glomeraceae	36751	F	468	341	809	0.00028
Unikaryonidae	36734	F	93	0	93	0.00003
Nosematidae	27974	F	51	8	59	0.00002
Plasmodiidae	1639119	F	81317	245813	327130	0.11435
Babesiidae	32594	F	491	1119	1610	0.00056
Theileriidae	27994	F	41	33	74	0.00003
Sarcocystidae	5809	F	1998	6389	8387	0.00293
Cryptosporidiidae	35082	F	80	115	195	0.00007
Thalassiosiraceae	29202	F	664	25	689	0.00024
Neidiaceae	432548	F	23	0	23	0.00001
Peronosporaceae	4777	F	128	3	131	0.00005
Dictyosteliaceae	2058185	F	2528	5129	7657	0.00268
Trypanosomatidae	5654	F	290	54	344	0.00012
Trichomonadidae	181550	F	178	16	194	0.00007
Hexamitidae	5739	F	36	1	37	0.00001
Hemiselmidaceae	589351	F	21	24	45	0.00002
Cyanidiaceae	265316	F	13	3	16	0.00001
Vibrionaceae	641	F	58293	53041	111334	0.03892
Lysobacteraceae	32033	F	29765	9620	39385	0.01377
Rhodanobacteraceae	1775411	F	91	9	100	0.00003
Enterobacteriaceae	543	F	5745	263114	268859	0.09398
Morganellaceae	1903414	F	1179	1026	2205	0.00077
Erwiniaceae	1903409	F	468	70	538	0.00019
Yersiniaceae	1903411	F	365	675	1040	0.00036
Pectobacteriaceae	1903410	F	87	39	126	0.00004
Hafniaceae	1903412	F	25	18	43	0.00002
Bruguierivoracaceae	2812006	F	16	0	16	0.00001
Marinobacteraceae	2887365	F	1869	12	1881	0.00066
Pseudomonadaceae	135621	F	1733	2361	4094	0.00143
Pseudoalteromonadaceae	267888	F	413	59	472	0.00016
Alteromonadaceae	72275	F	265	13	278	0.00010
Shewanellaceae	267890	F	211	29	240	0.00008
Colwelliaceae	267889	F	99	8	107	0.00004
Idiomarinaceae	267893	F	65	8	73	0.00003
Moritellaceae	267891	F	32	4	36	0.00001
Psychromonadaceae	267894	F	24	1	25	0.00001
Aeromonadaceae	84642	F	758	784	1542	0.00054
Succinivibrionaceae	83763	F	10	0	10	0.00000
Moraxellaceae	468	F	715	456	1171	0.00041
Oceanospirillaceae	135620	F	127	5	132	0.00005
Halomonadaceae	28256	F	119	12	131	0.00005
Hahellaceae	224379	F	89	0	89	0.00003
Endozoicomonadaceae	2066474	F	23	0	23	0.00001
Pleioneaceae	2823145	F	23	0	23	0.00001
Alcanivoracaceae	224372	F	14	1	15	0.00001
Zooshikellaceae	2898533	F	11	0	11	0.00000
Pasteurellaceae	712	F	336	557	893	0.00031
Candidatus Pseudothioglobaceae	3399801	F	188	16	204	0.00007
Microbulbiferaceae	1706373	F	67	0	67	0.00002
Cellvibrionaceae	1706371	F	40	1	41	0.00001
Halieaceae	1706372	F	12	0	12	0.00000
Piscirickettsiaceae	135616	F	48	5	53	0.00002
Francisellaceae	34064	F	41	0	41	0.00001
Thiotrichaceae	135617	F	15	3	18	0.00001
Legionellaceae	444	F	73	5	78	0.00003
Coxiellaceae	118968	F	28	0	28	0.00001
Methylococcaceae	403	F	66	3	69	0.00002
Chromatiaceae	1046	F	33	0	33	0.00001
Ectothiorhodospiraceae	72276	F	18	0	18	0.00001
Orbaceae	1240483	F	19	15	34	0.00001
Kangiellaceae	1920240	F	12	0	12	0.00000
Methylobacteriaceae	119045	F	3221	101	3322	0.00116
Brucellaceae	118882	F	1374	24	1398	0.00049
Rhizobiaceae	82115	F	307	38	345	0.00012
Nitrobacteraceae	41294	F	251	4	255	0.00009
Phyllobacteriaceae	69277	F	137	14	151	0.00005
Aurantimonadaceae	255475	F	98	28	126	0.00004
Alloboseaceae	2831100	F	84	2	86	0.00003
Bartonellaceae	772	F	82	3	85	0.00003
Stappiaceae	2821832	F	79	5	84	0.00003
Devosiaceae	2831106	F	22	0	22	0.00001
Xanthobacteraceae	335928	F	13	0	13	0.00000
Cohaesibacteraceae	655351	F	10	0	10	0.00000
Anaplasmataceae	942	F	6119	3830	9949	0.00348
Rickettsiaceae	775	F	77	0	77	0.00003
Sphingomonadaceae	41297	F	314	24	338	0.00012
Sphingobiaceae	3423717	F	151	15	166	0.00006
Erythrobacteraceae	335929	F	61	2	63	0.00002
Sphingosinicellaceae	2820280	F	28	1	29	0.00001
Sphingopyxidaceae	3423718	F	17	1	18	0.00001
Paracoccaceae	31989	F	327	78	405	0.00014
Roseobacteraceae	2854170	F	176	26	202	0.00007
Azospirillaceae	2829815	F	272	22	294	0.00010
Rhodospirillaceae	41295	F	111	1	112	0.00004
Thalassospiraceae	2844866	F	15	0	15	0.00001
Candidatus Pelagibacteraceae	1655514	F	261	15	276	0.00010
Acetobacteraceae	433	F	82	5	87	0.00003
Roseomonadaceae	3385906	F	54	2	56	0.00002
Caulobacteraceae	76892	F	109	111	220	0.00008
Emcibacteraceae	2066491	F	35	0	35	0.00001
Sneathiellaceae	510685	F	13	0	13	0.00000
Hyphomonadaceae	69657	F	10	0	10	0.00000
Oxalobacteraceae	75682	F	1438	49	1487	0.00052
Burkholderiaceae	119060	F	848	225	1073	0.00038
Comamonadaceae	80864	F	395	150	545	0.00019
Sphaerotilaceae	2975441	F	195	18	213	0.00007
Alcaligenaceae	506	F	148	84	232	0.00008
Neisseriaceae	481	F	739	33	772	0.00027
Chromobacteriaceae	1499392	F	215	5	220	0.00008
Chitinibacteraceae	2897177	F	27	6	33	0.00001
Nitrosomonadaceae	206379	F	37	0	37	0.00001
Methylophilaceae	32011	F	30	0	30	0.00001
Sterolibacteriaceae	2008793	F	28	1	29	0.00001
Zoogloeaceae	2008794	F	31	11	42	0.00001
Rhodocyclaceae	75787	F	14	2	16	0.00001
Azonexaceae	2008795	F	10	2	12	0.00000
Flavobacteriaceae	49546	F	2684	53	2737	0.00096
Weeksellaceae	2762318	F	611	31	642	0.00022
Blattabacteriaceae	39782	F	43	9	52	0.00002
Crocinitomicaceae	1853230	F	14	10	24	0.00001
Flammeovirgaceae	200667	F	492	0	492	0.00017
Cyclobacteriaceae	563798	F	185	136	321	0.00011
Spirosomataceae	2896860	F	132	0	132	0.00005
Hymenobacteraceae	1853232	F	80	0	80	0.00003
Marivirgaceae	2762301	F	61	0	61	0.00002
Cytophagaceae	89373	F	49	0	49	0.00002
Leadbetterellaceae	3141702	F	41	0	41	0.00001
Reichenbachiellaceae	2762302	F	29	0	29	0.00001
Fulvivirgaceae	2762286	F	19	0	19	0.00001
Bernardetiaceae	1937968	F	18	0	18	0.00001
Persicobacteraceae	1853234	F	15	0	15	0.00001
Flectobacillaceae	3141701	F	15	0	15	0.00001
Catalimonadaceae	1522127	F	13	0	13	0.00000
Roseivirgaceae	2762306	F	12	0	12	0.00000
Bacteroidaceae	815	F	398	77	475	0.00017
Prevotellaceae	171552	F	179	12	191	0.00007
Dysgonomonadaceae	2005520	F	45	1	46	0.00002
Tannerellaceae	2005525	F	42	6	48	0.00002
Rikenellaceae	171550	F	36	7	43	0.00002
Odoribacteraceae	1853231	F	28	6	34	0.00001
Paludibacteraceae	2005523	F	27	0	27	0.00001
Muribaculaceae	2005473	F	23	0	23	0.00001
Marinifilaceae	1573805	F	111	1	112	0.00004
Prolixibacteraceae	1471398	F	64	0	64	0.00002
Marinilabiliaceae	558415	F	12	1	13	0.00000
