name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	1023452	1321172	2344624	0.22608
Enterobacteriaceae	543	F	20700	1220418	1241118	0.11967
Morganellaceae	1903414	F	2400	3807	6207	0.00060
Yersiniaceae	1903411	F	508	2588	3096	0.00030
Erwiniaceae	1903409	F	435	78	513	0.00005
Pectobacteriaceae	1903410	F	105	13	118	0.00001
Hafniaceae	1903412	F	20	35	55	0.00001
Bruguierivoracaceae	2812006	F	10	0	10	0.00000
Lysobacteraceae	32033	F	33293	14566	47859	0.00461
Rhodanobacteraceae	1775411	F	65	5	70	0.00001
Marinobacteraceae	2887365	F	3445	5	3450	0.00033
Pseudomonadaceae	135621	F	2612	2602	5214	0.00050
Pseudoalteromonadaceae	267888	F	363	46	409	0.00004
Alteromonadaceae	72275	F	330	14	344	0.00003
Idiomarinaceae	267893	F	208	33	241	0.00002
Shewanellaceae	267890	F	183	49	232	0.00002
Colwelliaceae	267889	F	95	4	99	0.00001
Psychromonadaceae	267894	F	30	1	31	0.00000
Moritellaceae	267891	F	18	2	20	0.00000
Moraxellaceae	468	F	603	611	1214	0.00012
Halomonadaceae	28256	F	108	26	134	0.00001
Hahellaceae	224379	F	90	0	90	0.00001
Oceanospirillaceae	135620	F	83	14	97	0.00001
Endozoicomonadaceae	2066474	F	24	0	24	0.00000
Saccharospirillaceae	255527	F	19	0	19	0.00000
Pleioneaceae	2823145	F	15	0	15	0.00000
Alcanivoracaceae	224372	F	12	1	13	0.00000
Pasteurellaceae	712	F	345	2229	2574	0.00025
Aeromonadaceae	84642	F	246	263	509	0.00005
Candidatus Pseudothioglobaceae	3399801	F	100	4	104	0.00001
Piscirickettsiaceae	135616	F	35	2	37	0.00000
Francisellaceae	34064	F	29	13	42	0.00000
Thiotrichaceae	135617	F	25	4	29	0.00000
Legionellaceae	444	F	73	0	73	0.00001
Coxiellaceae	118968	F	15	0	15	0.00000
Chromatiaceae	1046	F	61	2	63	0.00001
Sedimenticolaceae	3067276	F	12	2	14	0.00000
Microbulbiferaceae	1706373	F	50	1	51	0.00000
Cellvibrionaceae	1706371	F	22	0	22	0.00000
Methylococcaceae	403	F	56	1	57	0.00001
Orbaceae	1240483	F	15	3	18	0.00000
Methylobacteriaceae	119045	F	3108	2820	5928	0.00057
Brucellaceae	118882	F	379	18	397	0.00004
Rhizobiaceae	82115	F	237	46	283	0.00003
Phyllobacteriaceae	69277	F	154	43	197	0.00002
