name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	265300	1032535	1297835	0.53220
Cryptococcaceae	1884633	F	18727	47075	65802	0.02698
Trichosporonaceae	1759442	F	411	2081	2492	0.00102
Marasmiaceae	654128	F	190	163	353	0.00014
Agrocybaceae	3710399	F	42	21	63	0.00003
Ceratobasidiaceae	5250	F	45	15	60	0.00002
Ustilaginaceae	5268	F	1547	6830	8377	0.00344
Malasseziaceae	742845	F	274	716	990	0.00041
Pucciniaceae	5262	F	853	2138	2991	0.00123
Nectriaceae	110618	F	449	1075	1524	0.00062
Hypocreaceae	5129	F	315	1718	2033	0.00083
Clavicipitaceae	34397	F	121	115	236	0.00010
Ophiocordycipitaceae	474942	F	54	150	204	0.00008
Cordycipitaceae	474943	F	46	68	114	0.00005
Glomerellaceae	681950	F	348	915	1263	0.00052
Sordariaceae	5148	F	377	894	1271	0.00052
Chaetomiaceae	35718	F	328	362	690	0.00028
Podosporaceae	2609812	F	80	74	154	0.00006
Pyriculariaceae	2528436	F	335	9	344	0.00014
Sclerotiniaceae	28983	F	51	333	384	0.00016
Mycosphaerellaceae	93133	F	1989	1759	3748	0.00154
Pleosporaceae	28556	F	47	104	151	0.00006
Didymellaceae	683158	F	39	43	82	0.00003
Aspergillaceae	1131492	F	1307	2508	3815	0.00156
Trichocomaceae	28568	F	54	134	188	0.00008
Onygenaceae	33184	F	103	525	628	0.00026
Metschnikowiaceae	27319	F	752	873	1625	0.00067
Debaryomycetaceae	766764	F	576	2310	2886	0.00118
Pichiaceae	1156497	F	467	1186	1653	0.00068
Saccharomycetaceae	4893	F	1185	10981	12166	0.00499
Saccharomycodaceae	34365	F	63	523	586	0.00024
Trichomonascaceae	410830	F	26	148	174	0.00007
Schizosaccharomycetaceae	4894	F	133	95	228	0.00009
Glomeraceae	36751	F	741	385	1126	0.00046
Unikaryonidae	36734	F	84	0	84	0.00003
Nosematidae	27974	F	63	7	70	0.00003
Plasmodiidae	1639119	F	74421	182686	257107	0.10543
Babesiidae	32594	F	1306	3011	4317	0.00177
Theileriidae	27994	F	114	198	312	0.00013
Sarcocystidae	5809	F	4612	13265	17877	0.00733
Cryptosporidiidae	35082	F	56	74	130	0.00005
Thalassiosiraceae	29202	F	1779	43	1822	0.00075
Neidiaceae	432548	F	47	0	47	0.00002
Peronosporaceae	4777	F	111	4	115	0.00005
Dictyosteliaceae	2058185	F	3059	3241	6300	0.00258
Hemiselmidaceae	589351	F	2932	1790	4722	0.00194
Naegleriidae	3691768	F	490	0	490	0.00020
Trypanosomatidae	5654	F	488	47	535	0.00022
Trichomonadidae	181550	F	274	12	286	0.00012
Hexamitidae	5739	F	63	1	64	0.00003
Cyanidiaceae	265316	F	13	1	14	0.00001
Vibrionaceae	641	F	77198	39451	116649	0.04783
Lysobacteraceae	32033	F	44521	14308	58829	0.02412
Rhodanobacteraceae	1775411	F	85	4	89	0.00004
Marinicellaceae	3120710	F	22	0	22	0.00001
Enterobacteriaceae	543	F	13099	291355	304454	0.12485
Morganellaceae	1903414	F	1508	2181	3689	0.00151
Yersiniaceae	1903411	F	572	1562	2134	0.00088
Erwiniaceae	1903409	F	513	63	576	0.00024
Pectobacteriaceae	1903410	F	195	24	219	0.00009
Hafniaceae	1903412	F	36	16	52	0.00002
Bruguierivoracaceae	2812006	F	24	1	25	0.00001
Pseudomonadaceae	135621	F	1723	2032	3755	0.00154
Marinobacteraceae	2887365	F	429	2	431	0.00018
Pseudoalteromonadaceae	267888	F	702	101	803	0.00033
Alteromonadaceae	72275	F	478	21	499	0.00020
Idiomarinaceae	267893	F	302	53	355	0.00015
Shewanellaceae	267890	F	258	33	291	0.00012
Colwelliaceae	267889	F	137	9	146	0.00006
Psychromonadaceae	267894	F	33	1	34	0.00001
Moritellaceae	267891	F	31	3	34	0.00001
Ferrimonadaceae	267892	F	10	2	12	0.00000
Moraxellaceae	468	F	992	586	1578	0.00065
Aeromonadaceae	84642	F	648	641	1289	0.00053
Oceanospirillaceae	135620	F	189	6	195	0.00008
Halomonadaceae	28256	F	135	5	140	0.00006
Hahellaceae	224379	F	63	0	63	0.00003
Endozoicomonadaceae	2066474	F	34	0	34	0.00001
Pleioneaceae	2823145	F	29	0	29	0.00001
Zooshikellaceae	2898533	F	20	0	20	0.00001
Alcanivoracaceae	224372	F	18	1	19	0.00001
Pasteurellaceae	712	F	487	1597	2084	0.00085
Candidatus Pseudothioglobaceae	3399801	F	304	16	320	0.00013
Piscirickettsiaceae	135616	F	89	8	97	0.00004
Francisellaceae	34064	F	59	0	59	0.00002
Thiotrichaceae	135617	F	47	4	51	0.00002
Microbulbiferaceae	1706373	F	67	0	67	0.00003
Cellvibrionaceae	1706371	F	53	1	54	0.00002
Halieaceae	1706372	F	11	1	12	0.00000
Legionellaceae	444	F	102	2	104	0.00004
Coxiellaceae	118968	F	23	0	23	0.00001
Chromatiaceae	1046	F	78	1	79	0.00003
Ectothiorhodospiraceae	72276	F	16	0	16	0.00001
Methylococcaceae	403	F	78	2	80	0.00003
Orbaceae	1240483	F	46	12	58	0.00002
Cardiobacteriaceae	868	F	16	1	17	0.00001
Kangiellaceae	1920240	F	18	0	18	0.00001
Nevskiaceae	568386	F	15	3	18	0.00001
Anaplasmataceae	942	F	13624	4788	18412	0.00755
Rickettsiaceae	775	F	195	0	195	0.00008
Methylobacteriaceae	119045	F	2980	474	3454	0.00142
Brucellaceae	118882	F	800	36	836	0.00034
Rhizobiaceae	82115	F	371	55	426	0.00017
Nitrobacteraceae	41294	F	324	15	339	0.00014
Phyllobacteriaceae	69277	F	165	24	189	0.00008
Bartonellaceae	772	F	134	5	139	0.00006
Aurantimonadaceae	255475	F	96	39	135	0.00006
Stappiaceae	2821832	F	78	10	88	0.00004
Devosiaceae	2831106	F	56	3	59	0.00002
Alloboseaceae	2831100	F	44	2	46	0.00002
Methylocystaceae	31993	F	32	0	32	0.00001
Xanthobacteraceae	335928	F	26	2	28	0.00001
Blastochloridaceae	2831090	F	21	2	23	0.00001
Reyranellaceae	2844375	F	15	0	15	0.00001
Hyphomicrobiaceae	45401	F	14	0	14	0.00001
Cohaesibacteraceae	655351	F	11	0	11	0.00000
Ancalomicrobiaceae	2172021	F	11	1	12	0.00000
Erythrobacteraceae	335929	F	374	8	382	0.00016
Sphingomonadaceae	41297	F	291	66	357	0.00015
Sphingobiaceae	3423717	F	58	28	86	0.00004
Sphingopyxidaceae	3423718	F	20	3	23	0.00001
Sphingosinicellaceae	2820280	F	18	3	21	0.00001
Sphingorhabdaceae	3423719	F	11	0	11	0.00000
Azospirillaceae	2829815	F	515	68	583	0.00024
Rhodospirillaceae	41295	F	61	2	63	0.00003
Thalassospiraceae	2844866	F	20	2	22	0.00001
Thalassobaculaceae	2844864	F	13	5	18	0.00001
Rhodovibrionaceae	2844403	F	12	0	12	0.00000
Aestuariispiraceae	3466454	F	10	0	10	0.00000
Paracoccaceae	31989	F	392	133	525	0.00022
Roseobacteraceae	2854170	F	158	75	233	0.00010
Acetobacteraceae	433	F	132	26	158	0.00006
Roseomonadaceae	3385906	F	43	5	48	0.00002
Acidocellaceae	3385905	F	23	0	23	0.00001
Candidatus Pelagibacteraceae	1655514	F	168	5	173	0.00007
Caulobacteraceae	76892	F	129	182	311	0.00013
Sneathiellaceae	510685	F	26	1	27	0.00001
Holosporaceae	44746	F	14	3	17	0.00001
Emcibacteraceae	2066491	F	16	0	16	0.00001
Hyphomonadaceae	69657	F	15	3	18	0.00001
Geminicoccaceae	2066434	F	10	5	15	0.00001
Burkholderiaceae	119060	F	1283	515	1798	0.00074
Oxalobacteraceae	75682	F	878	24	902	0.00037
Comamonadaceae	80864	F	364	181	545	0.00022
Alcaligenaceae	506	F	152	80	232	0.00010
Sphaerotilaceae	2975441	F	90	54	144	0.00006
Neisseriaceae	481	F	1355	32	1387	0.00057
Chromobacteriaceae	1499392	F	41	0	41	0.00002
Chitinibacteraceae	2897177	F	32	5	37	0.00002
Nitrosomonadaceae	206379	F	61	0	61	0.00003
Methylophilaceae	32011	F	36	0	36	0.00001
Sterolibacteriaceae	2008793	F	28	2	30	0.00001
Sulfuricellaceae	2772226	F	16	0	16	0.00001
Zoogloeaceae	2008794	F	35	5	40	0.00002
Rhodocyclaceae	75787	F	19	2	21	0.00001
Azonexaceae	2008795	F	15	0	15	0.00001
Acidithiobacillaceae	225058	F	31	0	31	0.00001
Flavobacteriaceae	49546	F	3974	98	4072	0.00167
Weeksellaceae	2762318	F	1025	128	1153	0.00047
Blattabacteriaceae	39782	F	90	79	169	0.00007
