name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Plasmodiidae	1639119	F	280980	1091084	1372064	0.27294
Babesiidae	32594	F	916	2302	3218	0.00064
Theileriidae	27994	F	44	32	76	0.00002
Sarcocystidae	5809	F	8161	52420	60581	0.01205
Cryptosporidiidae	35082	F	66	119	185	0.00004
Thalassiosiraceae	29202	F	8747	416	9163	0.00182
Neidiaceae	432548	F	17	0	17	0.00000
Peronosporaceae	4777	F	312	13	325	0.00006
Hominidae	9604	F	152494	1547141	1699635	0.33810
Cryptococcaceae	1884633	F	50239	231354	281593	0.05602
Trichosporonaceae	1759442	F	269	3433	3702	0.00074
Marasmiaceae	654128	F	67	129	196	0.00004
Agrocybaceae	3710399	F	22	26	48	0.00001
Ceratobasidiaceae	5250	F	26	17	43	0.00001
Ustilaginaceae	5268	F	451	4339	4790	0.00095
Malasseziaceae	742845	F	144	1081	1225	0.00024
Pucciniaceae	5262	F	280	1253	1533	0.00030
Sordariaceae	5148	F	2195	7839	10034	0.00200
Chaetomiaceae	35718	F	172	351	523	0.00010
Podosporaceae	2609812	F	76	133	209	0.00004
Pyriculariaceae	2528436	F	267	9	276	0.00005
Hypocreaceae	5129	F	531	4636	5167	0.00103
Nectriaceae	110618	F	447	3916	4363	0.00087
Clavicipitaceae	34397	F	72	129	201	0.00004
Ophiocordycipitaceae	474942	F	45	191	236	0.00005
Cordycipitaceae	474943	F	24	60	84	0.00002
Glomerellaceae	681950	F	310	2747	3057	0.00061
Sclerotiniaceae	28983	F	38	627	665	0.00013
Mycosphaerellaceae	93133	F	645	727	1372	0.00027
Didymellaceae	683158	F	70	87	157	0.00003
Pleosporaceae	28556	F	39	132	171	0.00003
Aspergillaceae	1131492	F	540	3008	3548	0.00071
Trichocomaceae	28568	F	33	190	223	0.00004
Onygenaceae	33184	F	121	1354	1475	0.00029
Metschnikowiaceae	27319	F	3158	8755	11913	0.00237
Debaryomycetaceae	766764	F	348	3620	3968	0.00079
Pichiaceae	1156497	F	401	1393	1794	0.00036
Saccharomycetaceae	4893	F	725	21063	21788	0.00433
Saccharomycodaceae	34365	F	24	448	472	0.00009
Schizosaccharomycetaceae	4894	F	199	297	496	0.00010
Glomeraceae	36751	F	248	205	453	0.00009
Nosematidae	27974	F	56	11	67	0.00001
Unikaryonidae	36734	F	31	0	31	0.00001
Dictyosteliaceae	2058185	F	12036	32982	45018	0.00896
Trypanosomatidae	5654	F	409	107	516	0.00010
Trichomonadidae	181550	F	116	14	130	0.00003
Hexamitidae	5739	F	44	2	46	0.00001
Hemiselmidaceae	589351	F	63	99	162	0.00003
Vibrionaceae	641	F	277912	344622	622534	0.12384
Enterobacteriaceae	543	F	5695	203367	209062	0.04159
Erwiniaceae	1903409	F	1000	268	1268	0.00025
Morganellaceae	1903414	F	649	1582	2231	0.00044
Yersiniaceae	1903411	F	375	318	693	0.00014
Pectobacteriaceae	1903410	F	87	19	106	0.00002
Hafniaceae	1903412	F	28	16	44	0.00001
Bruguierivoracaceae	2812006	F	11	0	11	0.00000
Lysobacteraceae	32033	F	11461	5247	16708	0.00332
Rhodanobacteraceae	1775411	F	68	5	73	0.00001
Marinicellaceae	3120710	F	10	0	10	0.00000
Marinobacteraceae	2887365	F	4338	4	4342	0.00086
