name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hominidae	9604	F	102056	608383	710439	0.58037
Cryptococcaceae	1884633	F	13530	41928	55458	0.04530
Trichosporonaceae	1759442	F	87	670	757	0.00062
Marasmiaceae	654128	F	46	52	98	0.00008
Agrocybaceae	3710399	F	14	10	24	0.00002
Ceratobasidiaceae	5250	F	17	6	23	0.00002
Ustilaginaceae	5268	F	506	2967	3473	0.00284
Malasseziaceae	742845	F	106	492	598	0.00049
Pucciniaceae	5262	F	158	467	625	0.00051
Hypocreaceae	5129	F	542	1844	2386	0.00195
Nectriaceae	110618	F	230	616	846	0.00069
Clavicipitaceae	34397	F	56	27	83	0.00007
Ophiocordycipitaceae	474942	F	24	38	62	0.00005
Cordycipitaceae	474943	F	19	18	37	0.00003
Glomerellaceae	681950	F	190	343	533	0.00044
Sordariaceae	5148	F	150	185	335	0.00027
Chaetomiaceae	35718	F	121	87	208	0.00017
Podosporaceae	2609812	F	51	27	78	0.00006
Pyriculariaceae	2528436	F	101	2	103	0.00008
Sclerotiniaceae	28983	F	20	198	218	0.00018
Mycosphaerellaceae	93133	F	665	579	1244	0.00102
Pleosporaceae	28556	F	17	40	57	0.00005
Didymellaceae	683158	F	17	18	35	0.00003
Aspergillaceae	1131492	F	461	1509	1970	0.00161
Trichocomaceae	28568	F	33	111	144	0.00012
Onygenaceae	33184	F	39	272	311	0.00025
Metschnikowiaceae	27319	F	216	400	616	0.00050
Debaryomycetaceae	766764	F	209	1184	1393	0.00114
Pichiaceae	1156497	F	254	543	797	0.00065
Saccharomycetaceae	4893	F	554	10246	10800	0.00882
Trichomonascaceae	410830	F	10	62	72	0.00006
Schizosaccharomycetaceae	4894	F	85	77	162	0.00013
Glomeraceae	36751	F	262	169	431	0.00035
Unikaryonidae	36734	F	32	0	32	0.00003
Nosematidae	27974	F	24	3	27	0.00002
Plasmodiidae	1639119	F	56328	144245	200573	0.16385
Babesiidae	32594	F	415	771	1186	0.00097
Theileriidae	27994	F	29	20	49	0.00004
Sarcocystidae	5809	F	1054	2144	3198	0.00261
Cryptosporidiidae	35082	F	44	55	99	0.00008
Thalassiosiraceae	29202	F	647	19	666	0.00054
Neidiaceae	432548	F	21	0	21	0.00002
Peronosporaceae	4777	F	119	3	122	0.00010
Dictyosteliaceae	2058185	F	660	1081	1741	0.00142
Trypanosomatidae	5654	F	246	28	274	0.00022
Trichomonadidae	181550	F	102	7	109	0.00009
Hexamitidae	5739	F	16	0	16	0.00001
Hemiselmidaceae	589351	F	11	10	21	0.00002
Vibrionaceae	641	F	17597	13390	30987	0.02531
Lysobacteraceae	32033	F	12198	4981	17179	0.01403
Rhodanobacteraceae	1775411	F	39	2	41	0.00003
Enterobacteriaceae	543	F	2505	51608	54113	0.04421
Erwiniaceae	1903409	F	403	104	507	0.00041
Morganellaceae	1903414	F	378	597	975	0.00080
Yersiniaceae	1903411	F	202	781	983	0.00080
Pectobacteriaceae	1903410	F	55	13	68	0.00006
Hafniaceae	1903412	F	16	28	44	0.00004
Bruguierivoracaceae	2812006	F	13	0	13	0.00001
Marinobacteraceae	2887365	F	2356	6	2362	0.00193
Pseudomonadaceae	135621	F	2254	814	3068	0.00251
Pseudoalteromonadaceae	267888	F	238	50	288	0.00024
Alteromonadaceae	72275	F	168	10	178	0.00015
Shewanellaceae	267890	F	117	16	133	0.00011
Colwelliaceae	267889	F	54	4	58	0.00005
Idiomarinaceae	267893	F	20	4	24	0.00002
Psychromonadaceae	267894	F	17	0	17	0.00001
Moritellaceae	267891	F	14	3	17	0.00001
Moraxellaceae	468	F	437	339	776	0.00063
Oceanospirillaceae	135620	F	116	11	127	0.00010
Halomonadaceae	28256	F	73	5	78	0.00006
Hahellaceae	224379	F	67	0	67	0.00005
Endozoicomonadaceae	2066474	F	14	0	14	0.00001
Alcanivoracaceae	224372	F	13	1	14	0.00001
Pleioneaceae	2823145	F	12	0	12	0.00001
Pasteurellaceae	712	F	233	490	723	0.00059
Candidatus Pseudothioglobaceae	3399801	F	138	8	146	0.00012
Aeromonadaceae	84642	F	126	169	295	0.00024
Microbulbiferaceae	1706373	F	51	0	51	0.00004
Cellvibrionaceae	1706371	F	26	0	26	0.00002
Francisellaceae	34064	F	32	0	32	0.00003
Piscirickettsiaceae	135616	F	24	4	28	0.00002
Thiotrichaceae	135617	F	11	1	12	0.00001
Legionellaceae	444	F	44	0	44	0.00004
Coxiellaceae	118968	F	22	0	22	0.00002
Methylococcaceae	403	F	56	2	58	0.00005
Chromatiaceae	1046	F	29	1	30	0.00002
Orbaceae	1240483	F	22	17	39	0.00003
Methylobacteriaceae	119045	F	4944	2347	7291	0.00596
Brucellaceae	118882	F	581	8	589	0.00048
Rhizobiaceae	82115	F	183	22	205	0.00017
Nitrobacteraceae	41294	F	181	4	185	0.00015
Phyllobacteriaceae	69277	F	107	12	119	0.00010
Stappiaceae	2821832	F	101	3	104	0.00008
Bartonellaceae	772	F	74	2	76	0.00006
Alloboseaceae	2831100	F	65	1	66	0.00005
Aurantimonadaceae	255475	F	48	8	56	0.00005
Devosiaceae	2831106	F	20	0	20	0.00002
Reyranellaceae	2844375	F	19	0	19	0.00002
Anaplasmataceae	942	F	3306	1663	4969	0.00406
Rickettsiaceae	775	F	51	0	51	0.00004
Paracoccaceae	31989	F	225	28	253	0.00021
Roseobacteraceae	2854170	F	82	31	113	0.00009
Azospirillaceae	2829815	F	244	10	254	0.00021
Rhodospirillaceae	41295	F	19	0	19	0.00002
Thalassospiraceae	2844866	F	12	0	12	0.00001
Sphingomonadaceae	41297	F	145	8	153	0.00012
Sphingobiaceae	3423717	F	63	19	82	0.00007
Erythrobacteraceae	335929	F	50	2	52	0.00004
Sphingosinicellaceae	2820280	F	16	1	17	0.00001
Sphingopyxidaceae	3423718	F	15	1	16	0.00001
Candidatus Pelagibacteraceae	1655514	F	154	9	163	0.00013
Roseomonadaceae	3385906	F	57	4	61	0.00005
Acetobacteraceae	433	F	48	4	52	0.00004
Caulobacteraceae	76892	F	65	33	98	0.00008
Emcibacteraceae	2066491	F	52	0	52	0.00004
Burkholderiaceae	119060	F	527	84	611	0.00050
Oxalobacteraceae	75682	F	385	13	398	0.00033
Comamonadaceae	80864	F	302	153	455	0.00037
Alcaligenaceae	506	F	88	23	111	0.00009
Sphaerotilaceae	2975441	F	78	23	101	0.00008
Neisseriaceae	481	F	795	23	818	0.00067
Chitinibacteraceae	2897177	F	17	4	21	0.00002
Chromobacteriaceae	1499392	F	15	1	16	0.00001
Nitrosomonadaceae	206379	F	21	0	21	0.00002
Methylophilaceae	32011	F	15	0	15	0.00001
Sterolibacteriaceae	2008793	F	14	1	15	0.00001
Zoogloeaceae	2008794	F	16	4	20	0.00002
Rhodocyclaceae	75787	F	13	2	15	0.00001
Acidithiobacillaceae	225058	F	12	0	12	0.00001
Flavobacteriaceae	49546	F	1986	37	2023	0.00165
Weeksellaceae	2762318	F	365	20	385	0.00031
Blattabacteriaceae	39782	F	39	7	46	0.00004
Bacteroidaceae	815	F	351	58	409	0.00033
Prevotellaceae	171552	F	76	3	79	0.00006
Tannerellaceae	2005525	F	22	3	25	0.00002
Dysgonomonadaceae	2005520	F	20	0	20	0.00002
Rikenellaceae	171550	F	16	3	19	0.00002
Muribaculaceae	2005473	F	16	0	16	0.00001
Marinifilaceae	1573805	F	36	0	36	0.00003
Prolixibacteraceae	1471398	F	35	0	35	0.00003
Cyclobacteriaceae	563798	F	112	101	213	0.00017
Spirosomataceae	2896860	F	75	0	75	0.00006
Hymenobacteraceae	1853232	F	53	0	53	0.00004
Marivirgaceae	2762301	F	36	0	36	0.00003
Flammeovirgaceae	200667	F	31	0	31	0.00003
Cytophagaceae	89373	F	23	0	23	0.00002
Leadbetterellaceae	3141702	F	17	0	17	0.00001
Fulvivirgaceae	2762286	F	17	0	17	0.00001
Reichenbachiellaceae	2762302	F	16	0	16	0.00001
Catalimonadaceae	1522127	F	14	0	14	0.00001
Bernardetiaceae	1937968	F	11	0	11	0.00001
Roseivirgaceae	2762306	F	11	0	11	0.00001
Sphingobacteriaceae	84566	F	256	7	263	0.00021
Chitinophagaceae	563835	F	123	0	123	0.00010
Saprospiraceae	89374	F	17	0	17	0.00001
Rhodothermaceae	563843	F	21	0	21	0.00002
Ignavibacteriaceae	795749	F	10	0	10	0.00001
Candidatus Palauibacteraceae	3056649	F	13	0	13	0.00001
Archangiaceae	39	F	1741	18	1759	0.00144
Myxococcaceae	31	F	140	1	141	0.00012
Anaeromyxobacteraceae	1524215	F	10	0	10	0.00001
Polyangiaceae	49	F	112	20	132	0.00011
Sandaracinaceae	1055686	F	13	0	13	0.00001
Kofleriaceae	224464	F	11	0	11	0.00001
Arcobacteraceae	2808963	F	166	31	197	0.00016
Campylobacteraceae	72294	F	108	61	169	0.00014
Helicobacteraceae	72293	F	46	19	65	0.00005
Sulfurimonadaceae	2771471	F	42	1	43	0.00004
Sulfurospirillaceae	2932623	F	12	1	13	0.00001
Planctomycetaceae	126	F	86	2	88	0.00007
Pirellulaceae	2691357	F	36	0	36	0.00003
Isosphaeraceae	1763524	F	42	1	43	0.00004
Gemmataceae	1914233	F	31	5	36	0.00003
Verrucomicrobiaceae	203557	F	89	0	89	0.00007
Opitutaceae	134623	F	47	1	48	0.00004
Chlamydiaceae	809	F	16	0	16	0.00001
Borreliaceae	1643685	F	79	5	84	0.00007
Sphaerochaetaceae	2791015	F	15	9	24	0.00002
Treponemataceae	2845253	F	59	26	85	0.00007
Brachyspiraceae	143786	F	16	1	17	0.00001
Leptospiraceae	170	F	40	0	40	0.00003
Desulfovibrionaceae	194924	F	137	1	138	0.00011
Desulfosarcinaceae	3031624	F	15	0	15	0.00001
Desulfobacteraceae	213119	F	13	0	13	0.00001
Desulfococcaceae	2931039	F	10	0	10	0.00001
Geobacteraceae	213422	F	16	0	16	0.00001
Desulfocapsaceae	2886822	F	10	0	10	0.00001
Holophagaceae	574976	F	71	0	71	0.00006
Acidobacteriaceae	204434	F	22	0	22	0.00002
Pseudobdellovibrionaceae	213483	F	37	0	37	0.00003
Halobacteriovoraceae	1652132	F	15	0	15	0.00001
Silvanigrellaceae	2024974	F	15	0	15	0.00001
Nitrospiraceae	189779	F	19	2	21	0.00002
Aquificaceae	64898	F	14	0	14	0.00001
Geovibrionaceae	2945019	F	11	0	11	0.00001
Streptomycetaceae	2062	F	33773	14700	48473	0.03960
Carbonactinosporaceae	2864377	F	10	1	11	0.00001
Cellulomonadaceae	85016	F	777	271	1048	0.00086
Micrococcaceae	1268	F	558	134	692	0.00057
Microbacteriaceae	85023	F	472	114	586	0.00048
Promicromonosporaceae	85017	F	104	64	168	0.00014
Dermabacteraceae	85020	F	61	25	86	0.00007
Intrasporangiaceae	85021	F	28	8	36	0.00003
Ornithinimicrobiaceae	2805590	F	17	3	20	0.00002
Mycobacteriaceae	1762	F	461	17	478	0.00039
Nocardiaceae	85025	F	285	26	311	0.00025
Corynebacteriaceae	1653	F	172	44	216	0.00018
Gordoniaceae	85026	F	83	9	92	0.00008
Pseudonocardiaceae	2070	F	704	101	805	0.00066
Nocardioidaceae	85015	F	274	44	318	0.00026
Kribbellaceae	2726069	F	68	5	73	0.00006
Propionibacteriaceae	31957	F	48	25	73	0.00006
Micromonosporaceae	28056	F	303	31	334	0.00027
Streptosporangiaceae	2004	F	88	13	101	0.00008
Thermomonosporaceae	2012	F	39	8	47	0.00004
Nocardiopsidaceae	83676	F	24	2	26	0.00002
Actinomycetaceae	2049	F	85	34	119	0.00010
Bifidobacteriaceae	31953	F	38	27	65	0.00005
Candidatus Nanopelagicaceae	2162846	F	31	0	31	0.00003
Kineosporiaceae	83778	F	30	6	36	0.00003
Jatrophihabitantaceae	2805416	F	23	2	25	0.00002
Geodermatophilaceae	85030	F	14	2	16	0.00001
Egibacteraceae	1747769	F	89	1	90	0.00007
Iamiaceae	633392	F	24	0	24	0.00002
Candidatus Poriferisodalaceae	2983189	F	12	0	12	0.00001
Atopobiaceae	1643824	F	10	6	16	0.00001
Eggerthellaceae	1643826	F	10	3	13	0.00001
Bacillaceae	186817	F	6600	4973	11573	0.00945
Paenibacillaceae	186822	F	1502	731	2233	0.00182
Staphylococcaceae	90964	F	329	555	884	0.00072
Caryophanaceae	186818	F	124	40	164	0.00013
Listeriaceae	186820	F	44	79	123	0.00010
Fictibacillaceae	3120697	F	28	3	31	0.00003
Alicyclobacillaceae	186823	F	24	0	24	0.00002
Pasteuriaceae	538998	F	21	0	21	0.00002
Anoxybacillaceae	3120669	F	17	7	24	0.00002
Lactobacillaceae	33958	F	545	240	785	0.00064
Streptococcaceae	1300	F	205	149	354	0.00029
Enterococcaceae	81852	F	176	767	943	0.00077
Carnobacteriaceae	186828	F	26	14	40	0.00003
Aerococcaceae	186827	F	21	27	48	0.00004
Clostridiaceae	31979	F	792	255	1047	0.00086
Oscillospiraceae	216572	F	72	32	104	0.00008
Desulfitobacteriaceae	2937909	F	46	5	51	0.00004
Eubacteriaceae	186806	F	20	5	25	0.00002
Syntrophomonadaceae	68298	F	15	0	15	0.00001
Peptococcaceae	186807	F	10	0	10	0.00001
Acutalibacteraceae	3082771	F	10	4	14	0.00001
Neomoorellaceae	3039168	F	654	4	658	0.00054
Lachnospiraceae	186803	F	311	112	423	0.00035
Vallitaleaceae	2603322	F	10	0	10	0.00001
Peptostreptococcaceae	186804	F	197	93	290	0.00024
Anaerovoracaceae	543314	F	27	1	28	0.00002
Natronincolaceae	3118656	F	16	3	19	0.00002
Caminicellaceae	3118654	F	13	0	13	0.00001
Natranaerofabaceae	2807496	F	53	0	53	0.00004
Halanaerobiaceae	972	F	12	10	22	0.00002
Thermoanaerobacteraceae	186814	F	28	2	30	0.00002
Limnochordaceae	1676650	F	176	4	180	0.00015
Veillonellaceae	31977	F	113	33	146	0.00012
Sporomusaceae	1843490	F	18	1	19	0.00002
Selenomonadaceae	1843491	F	16	1	17	0.00001
Acidaminococcaceae	909930	F	19	1	20	0.00002
Peptoniphilaceae	1570339	F	59	48	107	0.00009
Tissierellaceae	1737406	F	11	0	11	0.00001
Caldicellulosiruptoraceae	3071002	F	68	3	71	0.00006
Erysipelotrichaceae	128827	F	34	40	74	0.00006
Coprobacillaceae	2810280	F	24	22	46	0.00004
Spiroplasmataceae	2131	F	2857	3	2860	0.00234
Entomoplasmataceae	33925	F	15	2	17	0.00001
Mycoplasmataceae	2092	F	59	8	67	0.00005
Acholeplasmataceae	2146	F	28	6	34	0.00003
Metamycoplasmataceae	2895623	F	131	36	167	0.00014
Mycoplasmoidaceae	2790998	F	12	0	12	0.00001
Nostocaceae	1162	F	232	12	244	0.00020
Nodulariaceae	3079761	F	15	1	16	0.00001
Aphanizomenonaceae	1892259	F	13	0	13	0.00001
Synechococcaceae	1890426	F	82	7	89	0.00007
Prochlorococcaceae	2881426	F	46	2	48	0.00004
Geminocystaceae	2815910	F	49	1	50	0.00004
Aphanothecaceae	1890450	F	23	0	23	0.00002
Microcystaceae	1890449	F	19	0	19	0.00002
Microcoleaceae	1892252	F	19	0	19	0.00002
Oscillatoriaceae	1892254	F	10	0	10	0.00001
Leptolyngbyaceae	1890438	F	25	2	27	0.00002
Gloeobacteraceae	1890422	F	20	0	20	0.00002
Pseudanabaenaceae	1890436	F	11	0	11	0.00001
Chloroflexaceae	1106	F	34	0	34	0.00003
Caldilineaceae	475964	F	27	0	27	0.00002
Fusobacteriaceae	203492	F	132	40	172	0.00014
Leptotrichiaceae	1129771	F	53	14	67	0.00005
Thermaceae	188786	F	48	1	49	0.00004
Deinococcaceae	183710	F	35	0	35	0.00003
Fervidobacteriaceae	1643950	F	19	2	21	0.00002
Thermotogaceae	188709	F	11	0	11	0.00001
Petrotogaceae	1643949	F	21	2	23	0.00002
Haloferacaceae	1644056	F	209	10	219	0.00018
Natrialbaceae	1644061	F	38	0	38	0.00003
Haloarculaceae	1963268	F	32	1	33	0.00003
Haladaptataceae	3064797	F	12	0	12	0.00001
Halococcaceae	1963270	F	11	0	11	0.00001
Methanosarcinaceae	2206	F	143	4	147	0.00012
Methanomicrobiaceae	2194	F	17	0	17	0.00001
Methanoregulaceae	1198451	F	10	0	10	0.00001
Methanobacteriaceae	2159	F	63	11	74	0.00006
Methanococcaceae	2183	F	20	6	26	0.00002
Methanocaldococcaceae	196117	F	12	2	14	0.00001
Thermococcaceae	2259	F	51	0	51	0.00004
Archaeoglobaceae	2232	F	27	0	27	0.00002
Nitrososphaeraceae	1033997	F	83	0	83	0.00007
Nitrosopumilaceae	338190	F	26	1	27	0.00002
Sulfolobaceae	118883	F	63	1	64	0.00005
Thermoproteaceae	2267	F	23	0	23	0.00002
Baculoviridae	10442	F	1913	0	1913	0.00156
Ackermannviridae	2169529	F	112	0	112	0.00009
Straboviridae	2946170	F	28	0	28	0.00002
Kyanoviridae	2946160	F	14	0	14	0.00001
Mimiviridae	549779	F	41	0	41	0.00003
Marseilleviridae	944644	F	15	0	15	0.00001
