name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vibrionaceae	641	F	2341500	2643169	4984669	0.23523
Lysobacteraceae	32033	F	31405	25105	56510	0.00267
Rhodanobacteraceae	1775411	F	82	6	88	0.00000
Marinicellaceae	3120710	F	17	0	17	0.00000
Enterobacteriaceae	543	F	7514	455898	463412	0.02187
Morganellaceae	1903414	F	560	4010	4570	0.00022
Yersiniaceae	1903411	F	530	915	1445	0.00007
Erwiniaceae	1903409	F	483	126	609	0.00003
Pectobacteriaceae	1903410	F	122	30	152	0.00001
Hafniaceae	1903412	F	24	15	39	0.00000
Bruguierivoracaceae	2812006	F	24	1	25	0.00000
Pseudomonadaceae	135621	F	1699	1463	3162	0.00015
Marinobacteraceae	2887365	F	1198	4	1202	0.00006
Pseudoalteromonadaceae	267888	F	661	112	773	0.00004
Alteromonadaceae	72275	F	250	17	267	0.00001
Shewanellaceae	267890	F	199	31	230	0.00001
Colwelliaceae	267889	F	147	11	158	0.00001
Idiomarinaceae	267893	F	100	21	121	0.00001
Moritellaceae	267891	F	37	6	43	0.00000
Psychromonadaceae	267894	F	20	1	21	0.00000
Moraxellaceae	468	F	893	828	1721	0.00008
Aeromonadaceae	84642	F	622	1343	1965	0.00009
Halomonadaceae	28256	F	268	121	389	0.00002
Oceanospirillaceae	135620	F	184	12	196	0.00001
Hahellaceae	224379	F	64	0	64	0.00000
Alcanivoracaceae	224372	F	33	5	38	0.00000
Endozoicomonadaceae	2066474	F	26	0	26	0.00000
Pleioneaceae	2823145	F	26	0	26	0.00000
Pasteurellaceae	712	F	342	3253	3595	0.00017
Candidatus Pseudothioglobaceae	3399801	F	235	12	247	0.00001
Francisellaceae	34064	F	74	17	91	0.00000
Piscirickettsiaceae	135616	F	53	12	65	0.00000
Thiotrichaceae	135617	F	14	0	14	0.00000
Legionellaceae	444	F	111	2	113	0.00001
Coxiellaceae	118968	F	20	0	20	0.00000
Cellvibrionaceae	1706371	F	52	2	54	0.00000
Microbulbiferaceae	1706373	F	49	0	49	0.00000
Halieaceae	1706372	F	16	1	17	0.00000
Chromatiaceae	1046	F	56	1	57	0.00000
Ectothiorhodospiraceae	72276	F	13	0	13	0.00000
Sedimenticolaceae	3067276	F	11	0	11	0.00000
Methylococcaceae	403	F	86	2	88	0.00000
Orbaceae	1240483	F	42	52	94	0.00000
Methylobacteriaceae	119045	F	4580	415	4995	0.00024
Brucellaceae	118882	F	1357	23	1380	0.00007
Rhizobiaceae	82115	F	390	65	455	0.00002
Nitrobacteraceae	41294	F	324	9	333	0.00002
Phyllobacteriaceae	69277	F	183	34	217	0.00001
Aurantimonadaceae	255475	F	95	22	117	0.00001
Bartonellaceae	772	F	92	4	96	0.00000
Stappiaceae	2821832	F	57	3	60	0.00000
Devosiaceae	2831106	F	43	1	44	0.00000
Alloboseaceae	2831100	F	39	1	40	0.00000
Blastochloridaceae	2831090	F	39	2	41	0.00000
Xanthobacteraceae	335928	F	22	1	23	0.00000
Methylocystaceae	31993	F	20	0	20	0.00000
Reyranellaceae	2844375	F	19	0	19	0.00000
Pleomorphomonadaceae	2843308	F	14	1	15	0.00000
Parvibaculaceae	2813035	F	10	2	12	0.00000
Anaplasmataceae	942	F	8024	5986	14010	0.00066
Rickettsiaceae	775	F	127	1	128	0.00001
Azospirillaceae	2829815	F	724	48	772	0.00004
Rhodospirillaceae	41295	F	51	2	53	0.00000
Thalassospiraceae	2844866	F	23	1	24	0.00000
Paracoccaceae	31989	F	300	59	359	0.00002
Roseobacteraceae	2854170	F	150	116	266	0.00001
Sphingomonadaceae	41297	F	168	26	194	0.00001
Erythrobacteraceae	335929	F	105	4	109	0.00001
Sphingobiaceae	3423717	F	81	8	89	0.00000
Sphingopyxidaceae	3423718	F	24	7	31	0.00000
Sphingorhabdaceae	3423719	F	15	0	15	0.00000
Sphingosinicellaceae	2820280	F	14	0	14	0.00000
Caulobacteraceae	76892	F	188	3885	4073	0.00019
Acetobacteraceae	433	F	101	13	114	0.00001
Roseomonadaceae	3385906	F	47	6	53	0.00000
Candidatus Pelagibacteraceae	1655514	F	121	6	127	0.00001
Emcibacteraceae	2066491	F	42	0	42	0.00000
Holosporaceae	44746	F	10	1	11	0.00000
Sneathiellaceae	510685	F	15	0	15	0.00000
Burkholderiaceae	119060	F	1483	396	1879	0.00009
Oxalobacteraceae	75682	F	851	31	882	0.00004
Comamonadaceae	80864	F	332	179	511	0.00002
Sphaerotilaceae	2975441	F	101	9	110	0.00001
Alcaligenaceae	506	F	99	62	161	0.00001
Neisseriaceae	481	F	1378	36	1414	0.00007
Chromobacteriaceae	1499392	F	38	1	39	0.00000
Chitinibacteraceae	2897177	F	25	2	27	0.00000
Nitrosomonadaceae	206379	F	83	0	83	0.00000
Methylophilaceae	32011	F	41	0	41	0.00000
Sterolibacteriaceae	2008793	F	19	1	20	0.00000
Sulfuricellaceae	2772226	F	17	0	17	0.00000
Zoogloeaceae	2008794	F	33	9	42	0.00000
Rhodocyclaceae	75787	F	17	2	19	0.00000
Acidithiobacillaceae	225058	F	17	0	17	0.00000
Flavobacteriaceae	49546	F	3589	116	3705	0.00017
Weeksellaceae	2762318	F	800	77	877	0.00004
Blattabacteriaceae	39782	F	69	88	157	0.00001
Parvicellaceae	2975259	F	16	0	16	0.00000
Crocinitomicaceae	1853230	F	10	0	10	0.00000
Bacteroidaceae	815	F	633	235	868	0.00004
Prevotellaceae	171552	F	172	13	185	0.00001
Tannerellaceae	2005525	F	118	28	146	0.00001
Rikenellaceae	171550	F	71	29	100	0.00000
Dysgonomonadaceae	2005520	F	41	0	41	0.00000
Odoribacteraceae	1853231	F	35	8	43	0.00000
Barnesiellaceae	2005519	F	25	3	28	0.00000
Muribaculaceae	2005473	F	23	2	25	0.00000
Paludibacteraceae	2005523	F	14	0	14	0.00000
Porphyromonadaceae	171551	F	12	7	19	0.00000
Marinifilaceae	1573805	F	75	0	75	0.00000
Prolixibacteraceae	1471398	F	59	0	59	0.00000
Marinilabiliaceae	558415	F	25	2	27	0.00000
Cyclobacteriaceae	563798	F	176	280	456	0.00002
Spirosomataceae	2896860	F	174	0	174	0.00001
Flammeovirgaceae	200667	F	135	0	135	0.00001
Hymenobacteraceae	1853232	F	109	0	109	0.00001
Marivirgaceae	2762301	F	74	0	74	0.00000
Cytophagaceae	89373	F	53	0	53	0.00000
Leadbetterellaceae	3141702	F	46	0	46	0.00000
Fulvivirgaceae	2762286	F	40	0	40	0.00000
Bernardetiaceae	1937968	F	34	1	35	0.00000
Reichenbachiellaceae	2762302	F	34	0	34	0.00000
Catalimonadaceae	1522127	F	20	0	20	0.00000
Roseivirgaceae	2762306	F	15	0	15	0.00000
Sphingobacteriaceae	84566	F	543	29	572	0.00003
Chitinophagaceae	563835	F	271	1	272	0.00001
Saprospiraceae	89374	F	14	0	14	0.00000
Rhodothermaceae	563843	F	21	0	21	0.00000
Ignavibacteriaceae	795749	F	11	0	11	0.00000
Balneolaceae	1813606	F	10	0	10	0.00000
Candidatus Palauibacteraceae	3056649	F	15	0	15	0.00000
Archangiaceae	39	F	2659	39	2698	0.00013
Myxococcaceae	31	F	146	1	147	0.00001
Anaeromyxobacteraceae	1524215	F	14	0	14	0.00000
Polyangiaceae	49	F	169	58	227	0.00001
Sandaracinaceae	1055686	F	13	1	14	0.00000
Nannocystaceae	224463	F	10	2	12	0.00000
Endomicrobiaceae	1783343	F	2275	0	2275	0.00011
Arcobacteraceae	2808963	F	275	53	328	0.00002
Campylobacteraceae	72294	F	201	135	336	0.00002
Helicobacteraceae	72293	F	164	77	241	0.00001
Sulfurimonadaceae	2771471	F	52	1	53	0.00000
Sulfurovaceae	2771472	F	24	1	25	0.00000
Sulfurospirillaceae	2932623	F	22	2	24	0.00000
Hydrogenimonadaceae	292630	F	11	2	13	0.00000
Nautiliaceae	224467	F	10	0	10	0.00000
Isosphaeraceae	1763524	F	102	14	116	0.00001
Pirellulaceae	2691357	F	70	3	73	0.00000
Planctomycetaceae	126	F	64	0	64	0.00000
Gemmataceae	1914233	F	40	4	44	0.00000
Candidatus Uabimicrobiaceae	2897348	F	20	0	20	0.00000
Verrucomicrobiaceae	203557	F	140	0	140	0.00001
Akkermansiaceae	1647988	F	31	5	36	0.00000
Opitutaceae	134623	F	45	2	47	0.00000
Parachlamydiaceae	92713	F	16	0	16	0.00000
Chlamydiaceae	809	F	19	0	19	0.00000
