"Diet","Treatment","Condition","centroid_PC1","centroid_PC2"
"33","Control","33 Control",8.12416167385158,-34.6702019188931
"50","Control","50 Control",-18.3156340501555,-38.172172705635
"83","Control","83 Control",8.09711427509656,-21.3752430636412
"33","Infected","33 Infected",22.3366513708164,18.8417233528505
"50","Infected","50 Infected",-18.6751284934643,27.4577335696338
"83","Infected","83 Infected",-6.1014722063114,34.1093398015321
