"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","diet","significant","direction"
436.091086651741,-8.31371935579913,0.918194400355518,-9.05442175707031,1.37293272423017e-19,1.01205735766627e-15,"LOC126278485","33",TRUE,"Higher in control"
947.600750327767,-2.9663735734221,0.359993618830651,-8.24007265200318,1.72106115945297e-16,5.07472093476302e-13,"LOC126336866","33",TRUE,"Higher in control"
16.2298111904114,-23.2978099242551,2.9881879629324,-7.79663468739507,6.35799559906762e-15,1.04151032352282e-11,"LOC126322562","33",TRUE,"Higher in control"
14.6946268611421,-23.1279497393503,2.98835065320314,-7.73936944600529,9.99110708834824e-15,1.40901489922888e-11,"LOC126317118","33",TRUE,"Higher in control"
14.4801788153644,-23.1087949904699,2.98837608415287,-7.73289383254473,1.05128968944704e-14,1.40901489922888e-11,"LOC126323894","33",TRUE,"Higher in control"
12.4729877284791,-22.9389557206343,2.98865645374402,-7.67534043328989,1.64979907555966e-14,2.02691564758134e-11,"LOC126315292","33",TRUE,"Higher in control"
9.14423338194195,-22.4772673011789,2.98939182493832,-7.51901009217573,5.51925254009972e-14,5.8454526465948e-11,"LOC126319968","33",TRUE,"Higher in control"
8.66840413241704,-22.4445090540623,2.98954302454131,-7.50767219933421,6.01879860139464e-14,5.8454526465948e-11,"LOC126322604","33",TRUE,"Higher in control"
8.55318070735611,-22.4242012136736,2.98958193474748,-7.50078161532898,6.34384062575574e-14,5.8454526465948e-11,"LOC126316751","33",TRUE,"Higher in control"
8.21610053160263,-22.3283841153493,2.98970299407934,-7.46842885716987,8.11579735257979e-14,6.64728890939355e-11,"LOC126304978","33",TRUE,"Higher in control"
7.55734828718264,-22.2184107727671,2.98996950832449,-7.43098239326786,1.07794061401942e-13,8.36425182762541e-11,"LOC126316912","33",TRUE,"Higher in control"
50.6485279473037,-3.08305836154114,0.437270814710442,-7.05068405624721,1.78040337282557e-12,1.04993947702269e-09,"LOC126284231","33",TRUE,"Higher in control"
139.409527321305,6.57474374105329,0.685186991324152,9.59554665266971,8.34734271717639e-22,1.23064873679332e-17,"LOC126335966","33",TRUE,"Higher in infected"
2548.40793146716,3.68289374175969,0.422646299983524,8.71389088678468,2.93619001789312e-18,1.44294164779327e-14,"LOC126269384","33",TRUE,"Higher in infected"
921.519329269299,8.28519879219361,0.990542918546002,8.36430066488718,6.04725309271381e-17,2.22886630864699e-13,"LOC126332140","33",TRUE,"Higher in infected"
218.812627595375,24.4088454522778,3.00877375641802,8.11255595413621,4.95659352366108e-16,1.21791763865559e-12,"LOC126333485","33",TRUE,"Higher in infected"
