"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","diet","significant","direction"
9317.45135715406,5.41395505258184,0.681922255997597,7.93925554557779,2.03398332312962e-15,4.28385944755714e-12,"LOC126356135","33",TRUE,"Higher in infected"
82.2697539033693,1.41070282332072,0.178355570027909,7.90949687245522,2.5843119379978e-15,4.76256386273769e-12,"LOC126299447","33",TRUE,"Higher in infected"
1374.25423316042,13.0407339263704,1.73518717333604,7.51546238167407,5.67101419114376e-14,5.8454526465948e-11,"LOC126332062","33",TRUE,"Higher in infected"
400.732836731964,3.46436789223129,0.462683958354041,7.48754701709453,7.01727299564782e-14,6.08562681028446e-11,"LOC126285457","33",TRUE,"Higher in infected"
941.926707735885,2.49520186025566,0.33877665756397,7.36532994391593,1.76709258967592e-13,1.3026123024796e-10,"LOC126279309","33",TRUE,"Higher in infected"
140.542218689381,5.34920673445135,0.728141846117707,7.34638005351862,2.03646803555524e-13,1.42969753562814e-10,"LOC126335463","33",TRUE,"Higher in infected"
1194.58872746201,2.54421140064024,0.35060521176261,7.2566274410173,3.96860817551535e-13,2.6595086514374e-10,"LOC126279018","33",TRUE,"Higher in infected"
109.317974312641,7.62085092568493,1.0767609481034,7.07756994633605,1.4670415163554e-12,9.40373611983814e-10,"LOC126336554","33",TRUE,"Higher in infected"
1231.96622357331,-2.23234446812242,0.239682784559603,-9.3137455500785,1.23402096853645e-20,8.98850142864836e-18,"LOC126293286","50",TRUE,"Higher in control"
161.65936120821,-4.51178987182668,0.564664035109256,-7.99022000923736,1.34698152565036e-15,4.25773235834349e-13,"LOC126354923","50",TRUE,"Higher in control"
139.490872876462,-3.90429177432891,0.532327159761844,-7.33438394553386,2.22743686697154e-13,4.19283705981734e-11,"LOC126356362","50",TRUE,"Higher in control"
94.8743186159008,-2.03016793354293,0.289452586963532,-7.01381858369331,2.31900054005257e-12,3.66511472146233e-10,"LOC126266596","50",TRUE,"Higher in control"
68.3807746085724,-4.26689898300643,0.62836221691585,-6.79050851266866,1.11738983864341e-11,1.49757055734345e-09,"LOC126272860","50",TRUE,"Higher in control"
113.018492360617,-3.17725529300552,0.470956989007574,-6.74638102239612,1.51578251314504e-11,1.96851972424177e-09,"LOC126337056","50",TRUE,"Higher in control"
37.3658684420917,-3.93738315070384,0.590972412093556,-6.66254984180297,2.69117005863983e-11,3.26704144872414e-09,"LOC126354547","50",TRUE,"Higher in control"
698.777295646565,-2.70396059811332,0.405840282603813,-6.66262249958308,2.68983946839829e-11,3.26704144872414e-09,"LOC126281878","50",TRUE,"Higher in control"
190.207083952255,-2.74107078648342,0.424649531691408,-6.45490123482664,1.08289502456292e-10,1.20120213988925e-08,"LOC126344004","50",TRUE,"Higher in control"
36.4669479400337,-4.46653168800385,0.697235498687099,-6.4060589232969,1.49329272205353e-10,1.60366237003608e-08,"LOC126284936","50",TRUE,"Higher in control"
82.1461372851935,-3.72839197141382,0.586129905333164,-6.36103351405445,2.00400708897067e-10,2.03473519766822e-08,"LOC126355702","50",TRUE,"Higher in control"
242.634137499501,3.73928382490987,0.3156875233066,11.844889483574,2.2871966930393e-32,3.83174061984874e-28,"LOC126285462","50",TRUE,"Higher in infected"
2053.70380891563,2.20680900357414,0.189264677778099,11.6599094425928,2.042595177493e-31,1.71097985042701e-27,"LOC126336565","50",TRUE,"Higher in infected"
238.011046781088,3.2260968085806,0.287814832484674,11.2089317313151,3.68615303107738e-29,2.05847072432131e-25,"LOC126278962","50",TRUE,"Higher in infected"
472.436975583592,3.16204020721492,0.283683049014977,11.1463840303267,7.45757117971545e-29,3.12341724934432e-25,"LOC126282034","50",TRUE,"Higher in infected"
123.870513095285,4.87352378263377,0.445317820715648,10.9439226456327,7.10574524846265e-28,2.3808510029499e-24,"LOC126282995","50",TRUE,"Higher in infected"
5628.77194732987,9.99458681626158,0.923717583594908,10.8199594700415,2.76899802739118e-27,7.73150399214741e-24,"LOC126335709","50",TRUE,"Higher in infected"
76.4687677831386,1.53357209904082,0.144894715476386,10.5840443800778,3.53368018180972e-26,8.45710629797975e-23,"LOC126293387","50",TRUE,"Higher in infected"
806.566411823081,3.42841821252257,0.328257669063361,10.4442897626889,1.55615823037521e-25,3.25878985418449e-22,"LOC126335828","50",TRUE,"Higher in infected"
317.945838426001,2.6256448695717,0.256858399134192,10.2221491624261,1.57802810724049e-24,2.40333680732727e-21,"LOC126278176","50",TRUE,"Higher in infected"
522.448618676909,-1.41342971881671,0.179051285864714,-7.89399367890972,2.92666996954771e-15,3.29747905468941e-11,"LOC126284111","83",TRUE,"Higher in control"
210.112479517789,-1.92619247736798,0.317395763207182,-6.068740357163,1.28917368031736e-09,1.32046544146689e-06,"LOC126335256","83",TRUE,"Higher in control"
73.3685264308428,-4.39989340077131,0.727280950989472,-6.04978501744781,1.45039250748539e-09,1.36179769848649e-06,"LOC126284577","83",TRUE,"Higher in control"
95.6776555687679,-2.3380941506975,0.433404103142192,-5.39472084769445,6.86301667700097e-08,2.577520296659e-05,"LOC126336399","83",TRUE,"Higher in control"
10.0330086784166,-5.48415089380327,1.04111306518363,-5.26758435486158,1.38230647850518e-07,4.20931002522105e-05,"LOC126281300","83",TRUE,"Higher in control"
25.4645701025439,-1.63671990800582,0.312249356533919,-5.24170786506656,1.5909711594642e-07,4.48136801342078e-05,"LOC126335182","83",TRUE,"Higher in control"
615.706848517803,-1.47913662036152,0.282741582703496,-5.23140815092857,1.68223615726174e-07,4.62286702045561e-05,"LOC126365941","83",TRUE,"Higher in control"
11.4640689542545,-6.13201146421881,1.19017774055156,-5.15218127115793,2.57473975914198e-07,6.4465761925006e-05,"LOC126354929","83",TRUE,"Higher in control"
36.9593750530708,-4.39957685965879,0.870128274738692,-5.0562393929562,4.27604516962906e-07,8.60325016539476e-05,"LOC126346336","83",TRUE,"Higher in control"
731.625925205515,10.776567939989,1.62681912164816,6.62431846084464,3.48853949842085e-11,9.82634363217692e-08,"LOC126316895","83",TRUE,"Higher in infected"
72.6183280959892,2.90593336933926,0.436468183503843,6.65783550592679,2.77889529778807e-11,9.82634363217692e-08,"LOC126336375","83",TRUE,"Higher in infected"
244.833507996983,6.83130221993857,1.06510485532666,6.41373681264788,1.41995263243543e-10,3.13011381805485e-07,"LOC126354995","83",TRUE,"Higher in infected"
209.136403261896,1.05878981842813,0.165713928671973,6.38926267039378,1.66687520265635e-10,3.13011381805485e-07,"LOC126267869","83",TRUE,"Higher in infected"
313.891166282751,3.8658596094532,0.616437811829796,6.27128890419298,3.58071514691382e-10,5.76341679432543e-07,"LOC126284548","83",TRUE,"Higher in infected"
182.050146294159,6.18651654540088,0.996786684460741,6.20645985931059,5.41914542268127e-10,7.63218893466873e-07,"LOC126335115","83",TRUE,"Higher in infected"
12.3565459094751,7.42285113172405,1.2096219335975,6.13650507282715,8.43566717238753e-10,1.03443195233257e-06,"LOC126298233","83",TRUE,"Higher in infected"
73.7405732660025,6.48341984319188,1.05885760006844,6.12303282591805,9.18107705984351e-10,1.03443195233257e-06,"LOC126336325","83",TRUE,"Higher in infected"
248.583668100084,3.61044920932753,0.617955804284563,5.84256865020876,5.14019924060624e-09,3.86097498959403e-06,"LOC126294950","83",TRUE,"Higher in infected"
542.229385325968,4.80317446666706,0.830904366667655,5.7806585924325,7.44087560238528e-09,4.93154973012205e-06,"LOC126336546","83",TRUE,"Higher in infected"
