"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC126318536",90.7945344344895,-0.0486121810167134,0.224162417364253,-0.216861423909973,0.828316341430854,0.979558417876733
"LOC126318656",9.27340781896786,0.196716445788587,0.500012943594878,0.393422706968904,0.694007301290553,0.959158212035797
"LOC126319294",75.9763543592274,0.280952841364314,0.335672203837738,0.836985720450434,0.402600594618719,0.927352677225828
"LOC126319460",22.4688734631583,0.566056187080265,0.81276343596996,0.696458725908022,0.48614159671127,0.930930348428104
"LOC126320026",21.3050702771185,0.493912720965328,0.399172276605009,1.23734224522327,0.215960050508051,0.927352677225828
"LOC126320178",16.8025822866687,0.956217049086623,0.860588803241701,1.11111955615121,0.266516891204137,0.927352677225828
"LOC126320326",13.2603759461844,0.136647080427223,0.587486250602106,0.232596218698183,0.816074963833917,0.977818740973228
"LOC126320407",62.6372633201538,-0.135977736915004,0.672947755371115,-0.202062843407533,0.839867595335801,0.98165554111378
"LOC126320662",23.9546015938845,-0.263605918948049,0.281849040513742,-0.935273430299991,0.349647404409314,0.927352677225828
"LOC126320757",95.3881466626182,0.659187972634819,0.436542128447917,1.5100214382023,0.131037953968164,0.927352677225828
"LOC126320910",285.659504206776,0.121026223086976,0.406345221225318,0.297840891845672,0.765824602921884,0.970959581356646
"LOC126322280",320.785925556319,-0.0457663353124758,0.276149156962925,-0.165730490781908,0.868369049692293,0.986205381119672
"LOC126322412",96.0347885654786,-0.05001329917422,0.272113744545843,-0.183795564085496,0.854173836204992,0.983998217883544
"LOC126323097",9.37734717036788,0.295257155673244,0.412651320221649,0.715512446475758,0.474292452768011,0.930930348428104
"LOC126322565",26.0262935468383,-0.151370988612159,0.31819539489554,-0.475717094088846,0.634275940973951,0.946408691542612
"LOC126322939",17.6246486856452,-0.90048433680719,0.86553115920037,-1.04038350004535,0.298161764368927,0.927352677225828
"LOC126323250",310.782512384169,0.185627859827311,0.169809267347358,1.09315505995085,0.274325724667355,0.927352677225828
"LOC126323807",562.814287899972,0.182745864853374,0.298658364895817,0.611889323498851,0.540610985869999,0.936653285644075
"LOC126323387",174.888878581156,0.267126807531113,0.148397972456424,1.80007046666054,0.0718495122234777,0.927352677225828
"LOC126324212",33.2554262996269,0.599435844266212,0.341200278364599,1.7568445346509,0.0789443118208655,0.927352677225828
"LOC126324319",537.191355973627,-0.763078570430954,0.702490601304615,-1.08624737329413,0.277369563367194,0.927352677225828
"LOC126325221",256.133661158481,0.136428545650844,0.123194340483603,1.10742543135739,0.268110035662068,0.927352677225828
"LOC126326003",40.2230094324378,0.129952669465912,0.231539151494045,0.561255703959226,0.574623233903042,0.938283274542864
"LOC126326117",319.251490462087,0.321037614079713,0.166103334620991,1.93275839291395,0.0532659680774904,0.927352677225828
"LOC126326285",51.1013859667855,0.18842650179304,0.257785121462187,0.730944054196234,0.464813325806359,0.9292549907291
"LOC126326982",20.3047921430875,0.220755974479672,0.42988694510838,0.513521001257706,0.607586924060074,0.942046318980362
"LOC126326589",118.049411668133,0.463108624426156,0.532934207099622,0.868978981376563,0.384858627310001,0.927352677225828
"LOC126326728",198.697774784386,0.300245592031991,0.227682186689613,1.31870479811097,0.187267822079518,0.927352677225828
"LOC126284877",20.7685468100975,-0.562216562465608,0.428544803129491,-1.31192015014525,0.189547077917881,0.927352677225828
"LOC126327189",192.396277217344,-0.718620858288132,0.414282364037876,-1.73461609923234,0.0828088259923398,0.927352677225828
"LOC126328052",116.20484798178,-0.0719087241841173,0.247358705446581,-0.290706260183135,0.771275983353803,0.971279633463887
"LOC126328694",60.139342945198,-0.149460848197668,0.189490215338965,-0.788752326500384,0.430256778112817,0.927352677225828
"LOC126328850",2.79322268841612,1.60421311604556,0.850331402421894,1.88657400100299,0.0592176464220868,0.927352677225828
"LOC126328952",13.1633621262626,-0.121451671153852,0.849436664068987,-0.142979078124639,0.886306704648631,0.988150525542466
"LOC126329352",88.5831772844874,0.0855798110392005,0.313985361611832,0.272559875402725,0.785191559210452,0.973668013913298
"LOC126329909",112.535014288573,0.272467541466952,0.293184270907062,0.929338878323805,0.352713492800471,0.927352677225828
"LOC126330208",544.031488018874,-0.0419800930280267,0.429479066158276,-0.0977465407186012,0.922133558327091,0.990812983941529
"LOC126330470",422.640975688386,-0.199024170414221,0.148826453492922,-1.33729028504793,0.18112790089587,0.927352677225828
"LOC126331335",74.0135370450623,0.0788965021964034,0.696481193630321,0.113278725854987,0.909809582973613,0.990371883419962
"LOC126331179",3.5605059910358,-0.720163247693143,1.16027898796495,-0.620681107874114,0.534809462064726,0.935072423953103
"LOC126331633",24.568918128739,0.505445395213715,0.324973583336861,1.55534302211199,0.119864396255147,0.927352677225828
"LOC126331791",4.83683666839136,0.400111639623208,0.994970784665841,0.402134058396081,0.687585368682043,0.958943922520922
"LOC126331946",68.5210549372747,0.0998037177484108,0.278690768244616,0.35811633940027,0.720256251801277,0.960972034673467
"LOC126332104",74.7261664450339,-0.179401660712616,0.244378839731237,-0.7341129080976,0.462879927098298,0.928940549670981
"LOC126333037",5.25236616607772,0.253436183989777,0.765337400080917,0.331143080114707,0.740536412308268,0.966987452578184
"LOC126333298",4.04257387841979,-0.690991722504616,1.19706299692986,-0.57723922991256,0.563777859393735,0.937433071508909
"LOC126333611",20.3767019399019,0.00865872207230362,0.474261581219463,0.0182572707028884,0.985433614818774,0.998350140826829
"LOC126333456",49.3808969956816,-0.158142536263563,0.277991906180445,-0.568874606589849,0.569441239335944,0.937433071508909
"LOC126333765",41.02914406477,0.267671247985642,0.42864632733693,0.624457112810496,0.532327427307158,0.934769993108221
"LOC126334020",47.5434159670815,-0.0443016896480752,0.401444535090572,-0.110355692444736,0.91212729074541,0.990371883419962
"LOC126334429",356.568335503201,-0.177156561391498,0.412904789939178,-0.429049421823355,0.667887258848148,0.954739255097325
"LOC126334511",268.131510491917,0.25578767293406,0.519368998628518,0.49249699849146,0.622368043267848,0.942241926904571
"LOC126334525",250.559284592757,0.0751525945078247,0.747453179518852,0.100544885709365,0.919911749711839,0.990812983941529
"LOC126334532",16.2111390268015,0.543276319649811,0.551007986761215,0.985968139669172,0.324148747483463,0.927352677225828
"LOC126334539",75.2853115134217,0.246671681795133,0.231515238039951,1.06546629018245,0.286664972405407,0.927352677225828
"LOC126334578",19.7172060177651,0.437613592997711,0.345528781580896,1.26650402607708,0.205332688933848,0.927352677225828
"LOC126334570",41.9345031477329,-0.372627474782827,0.274289850137172,-1.35851718390774,0.17429963370908,0.927352677225828
