"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC126318536",90.7945344344895,0.325845409913168,0.160107919994351,0.0177049716981604,0.122147839583397
"LOC126318656",9.27340781896786,-0.276180160322515,0.314818142505515,0.126551247172969,0.384316618640156
"LOC126319294",75.9763543592274,-0.321245900704608,0.223558416584322,0.0539118217150471,0.235944620226812
"LOC126319460",22.4688734631583,-0.24208407126749,0.38334529682973,0.173614314486537,0.456647378661868
"LOC126320026",21.3050702771185,0.0402766205354339,0.231747305624021,0.806179982538411,0.925389092589562
"LOC126320178",16.8025822866687,-0.175505371287951,0.36357606978824,0.2957289006292,0.604892732328481
"LOC126320326",13.2603759461844,-0.785872248037574,0.572259553549662,0.00463851328916774,0.0532035710574274
"LOC126320407",62.6372633201538,-0.213881930667243,0.322728627122725,0.220601126128641,0.519488959468897
"LOC126320662",23.9546015938845,0.114542001813539,0.192917745213923,0.456343821071922,0.73694152604152
"LOC126320757",95.3881466626182,-0.662196115521336,0.354772333013488,0.00234873187829862,0.0346294456699688
"LOC126320910",285.659504206776,0.121385250007911,0.228832843697382,0.460740701169619,0.739922486769736
"LOC126322280",320.785925556319,0.726255937509257,0.224175760424016,2.51761302235188e-05,0.00154992478433198
"LOC126322412",96.0347885654786,0.403124811330785,0.190379276374018,0.00873352377822952,0.0778154187478164
"LOC126323097",9.37734717036788,-0.274604752990155,0.275869840943346,0.120610788795322,0.375474205861679
"LOC126322565",26.0262935468383,-0.141911335294002,0.209020660672633,0.374259301922195,0.674524738141934
"LOC126322939",17.6246486856452,0.283113329043841,0.418545063965542,0.125812208632695,0.383239556341615
"LOC126323250",310.782512384169,-0.158911571605735,0.122983915881606,0.158361524444075,0.435949420184338
"LOC126323807",562.814287899972,-0.210306630200544,0.190762916792642,0.169959167504974,0.451796637905801
"LOC126323387",174.888878581156,0.00679443200156956,0.110995908175982,0.947647460698679,0.981013496892119
"LOC126324212",33.2554262996269,0.23804038050335,0.217281326839358,0.145143636966054,0.416594001210084
"LOC126324319",537.191355973627,-0.182851104821269,0.320535829559759,0.285504336825715,0.594482342788198
"LOC126325221",256.133661158481,-0.0437136650214043,0.0952907045741789,0.629182056341306,0.842762050888936
"LOC126326003",40.2230094324378,-0.0149878778129803,0.162507787792491,0.914094465023822,0.970656949073218
"LOC126326117",319.251490462087,-0.133419334389491,0.120286140428366,0.22788835927754,0.528318494156646
"LOC126326285",51.1013859667855,-0.0960669690022058,0.17422356663463,0.508318597749352,0.770859582732102
"LOC126326982",20.3047921430875,0.26272997144266,0.25344229671785,0.128497421825286,0.387808313976063
