"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC126318536",90.7945344344895,2.32435603373989e-06,0.00144266997983214,0.589760352761894,0.977505787970355
"LOC126318656",9.27340781896786,-3.49085691415773e-07,0.001442690500106,0.849891765511907,0.988313906555955
"LOC126319294",75.9763543592274,-8.38795029955813e-07,0.00144268367075726,0.773058415768344,0.980775358811104
"LOC126319460",22.4688734631583,-3.76562776746593e-07,0.0014426931114355,0.755492007285732,0.979391661046043
"LOC126320026",21.3050702771185,1.51298757580225e-06,0.00144268750063381,0.526237783199948,0.977505787970355
"LOC126320178",16.8025822866687,1.66772518360023e-06,0.00144269374106391,0.142224041253714,0.977505787970355
"LOC126320326",13.2603759461844,-1.0150257983624e-06,0.00144269194344631,0.515335568559052,0.977505787970355
"LOC126320407",62.6372633201538,1.91499455086287e-07,0.00144269204415801,0.894504742062805,0.991187279450111
"LOC126320662",23.9546015938845,1.5412196512836e-06,0.00144268062961079,0.636591139193552,0.977505787970355
"LOC126320757",95.3881466626182,3.31989714687324e-07,0.00144268808193287,0.880567237357957,0.990852783963093
"LOC126320910",285.659504206776,1.95280946560379e-06,0.0014426874370499,0.422968210239979,0.977505787970355
"LOC126322280",320.785925556319,-6.85016764872366e-07,0.0014426774586812,0.848589724563141,0.988313906555955
"LOC126322412",96.0347885654786,-7.15411123762407e-07,0.00144267726916588,0.842085749026079,0.987135199612907
"LOC126323097",9.37734717036788,-5.71807864196162e-07,0.0014426884960231,0.795624283939251,0.983428477910934
"LOC126322565",26.0262935468383,-3.59780901128532e-06,0.00144268532239833,0.221450523306221,0.977505787970355
"LOC126322939",17.6246486856452,-6.66608464244373e-07,0.00144269340394722,0.549342918450738,0.977505787970355
"LOC126323250",310.782512384169,2.79489669291458e-06,0.00144265048789394,0.626906709604187,0.977505787970355
"LOC126323807",562.814287899972,6.85732558979129e-07,0.0014426799237755,0.834572820385481,0.987135199612907
"LOC126323387",174.888878581156,-4.2207173379353e-05,0.00144294591814157,0.941422474506164,0.994441211428854
"LOC126324212",33.2554262996269,5.72333697321197e-06,0.0014426896602296,0.0418293479785024,0.977505787970355
"LOC126324319",537.191355973627,-6.5775009373008e-07,0.001442692411639,0.640165589961301,0.977505787970355
"LOC126325221",256.133661158481,7.80971882769088e-07,0.00144261203963728,0.919356362636151,0.993782415276151
"LOC126326003",40.2230094324378,-1.65716610935696e-06,0.00144267214138726,0.688016770339541,0.977505787970355
"LOC126326117",319.251490462087,8.70212674958444e-06,0.00144266004317137,0.139620135501319,0.977505787970355
"LOC126326285",51.1013859667855,-2.78741002842638e-06,0.00144267720359885,0.455100863700565,0.977505787970355
"LOC126326982",20.3047921430875,2.11493366906077e-06,0.00144268875493227,0.345378770047705,0.977505787970355
"LOC126326589",118.049411668133,1.40923415569507e-06,0.00144269056667552,0.44878119223637,0.977505787970355
"LOC126326728",198.697774784386,3.99225996670686e-06,0.00144267203760362,0.354002674924259,0.977505787970355
"LOC126284877",20.7685468100975,-5.43064571756178e-06,0.00144269362961784,0.0126221252472699,0.730095995020514
"LOC126327189",192.396277217344,-2.30061502889695e-06,0.00144268831402208,0.328185296258885,0.977505787970355
"LOC126328052",116.20484798178,1.28483988380303e-06,0.00144267362601371,0.744295506670555,0.978508002665146
"LOC126328694",60.139342945198,-5.26531694975942e-07,0.00144266110952044,0.916007304230248,0.993760619512139
"LOC126328850",2.79322268841612,2.0789642309048e-06,0.00144269398744195,0.0679581057090294,0.977505787970355
"LOC126328952",13.1633621262626,2.31735002523208e-07,0.00144269313833907,0.843033262851595,0.987135199612907
"LOC126329352",88.5831772844874,2.87941240766656e-06,0.00144268312069207,0.350672263771449,0.977505787970355
"LOC126329909",112.535014288573,1.53831008056282e-07,0.00144267975938697,0.961973562602483,0.994974563683146
"LOC126330208",544.031488018874,-4.16913194958567e-06,0.00144269108617844,0.0643922705132978,0.977505787970355
"LOC126330470",422.640975688386,-4.32926584148253e-06,0.00144263896681064,0.507962737200294,0.977505787970355
"LOC126331335",74.0135370450623,-1.98888916785546e-06,0.00144269319139581,0.146523690144078,0.977505787970355
"LOC126331179",3.5605059910358,-1.879292594117e-06,0.00144269472795637,0.0227962144770115,0.829745603919918
"LOC126331633",24.568918128739,-1.28119965622303e-06,0.00144268370373389,0.6598250836422,0.977505787970355
"LOC126331791",4.83683666839136,1.65967844228644e-06,0.00144269416935708,0.0922405685577765,0.977505787970355
"LOC126331946",68.5210549372747,-3.32594871731485e-06,0.00144268055265695,0.336742555560735,0.977505787970355
"LOC126332104",74.7261664450339,-4.06267629852243e-06,0.0014426768552012,0.298288925414254,0.977505787970355
"LOC126333037",5.25236616607772,-1.98720496796167e-07,0.00144269272006005,0.877529572186319,0.990752524748685
"LOC126333298",4.04257387841979,4.05243110186426e-07,0.00144269414084317,0.618507009065869,0.977505787970355
"LOC126333611",20.3767019399019,-2.27658171357819e-06,0.0014426904165214,0.258497498411531,0.977505787970355
"LOC126333456",49.3808969956816,-6.19474385163803e-06,0.00144268545874182,0.0717499201485404,0.977505787970355
"LOC126333765",41.02914406477,6.44343882271314e-07,0.00144268807909042,0.773108956534483,0.980775358811104
"LOC126334020",47.5434159670815,-1.79364091987518e-06,0.00144268751859394,0.462176139096185,0.977505787970355
"LOC126334429",356.568335503201,-5.09970797704631e-07,0.00144268714320083,0.832785873160741,0.987135199612907
"LOC126334511",268.131510491917,2.0168482612782e-06,0.00144269063514541,0.292906632804955,0.977505787970355
"LOC126334525",250.559284592757,4.80154364255844e-07,0.00144269262022095,0.715739364115388,0.977505787970355
"LOC126334532",16.2111390268015,2.27321174980469e-06,0.00144269183988533,0.186454038322123,0.977505787970355
"LOC126334539",75.2853115134217,1.28090321001575e-06,0.00144267183051823,0.755506842696195,0.979391661046043
"LOC126334578",19.7172060177651,-2.67995648441053e-07,0.00144268485133721,0.922075998545701,0.993980931233836
"LOC126334570",41.9345031477329,1.78013260295829e-06,0.00144267883240695,0.608338950871963,0.977505787970355
"LOC126334620",30.7563667083622,-6.79790217009684e-07,0.00144269173231083,0.663415027794272,0.977505787970355
"LOC126334628",8.23797212012086,-4.80554402566563e-07,0.00144269140704577,0.77081360342763,0.980469973113958
"LOC126334652",77.7381381543704,4.9459008520358e-06,0.00144266491208921,0.320446749313536,0.977505787970355
"LOC126334644",46.0859173418449,1.77159164694587e-06,0.00144268741528453,0.465749213272076,0.977505787970355
"LOC126334636",86.309173243466,-2.295612549703e-07,0.00144268616326474,0.929555748456497,0.993980931233836
"LOC126334676",238.672840409653,-4.41934394605917e-06,0.00144267685602388,0.264276278074016,0.977505787970355
"LOC126334692",927.397275737496,3.30440221288499e-07,0.00144267824948666,0.922885503254056,0.993980931233836
"LOC126334712",1139.3169333817,-1.02840982184523e-06,0.00144269077319302,0.568559633595437,0.977505787970355
"LOC126334738",30.0999132225654,-2.87490064183496e-06,0.00144268785324048,0.25303651954113,0.977505787970355
"LOC126334732",40.3177924569685,-7.0795656508866e-07,0.0014426874742266,0.763544245220816,0.97960457894197
"LOC126334747",28.8812946867751,3.33217178755987e-06,0.00144269413474556,0.021127577922852,0.825239002622544
"LOC126328798",66.3639939612153,-3.82068445127046e-07,0.00144268009625094,0.908546969744117,0.993110906544193
"LOC126334766",103.768812502035,3.64676833543064e-07,0.00144268105225837,0.907897261788632,0.993110906544193
"LOC126334773",111.966868631515,3.58125350750541e-07,0.00144268331616542,0.900836453523019,0.991351974204799
"LOC126334812",84.0049742894257,-1.79396598959901e-06,0.00144268492939275,0.51951363962582,0.977505787970355
"LOC126333297",64.4039136854751,2.0952228277142e-06,0.00144269460986459,0.0277982352235701,0.890577913580308
"LOC126334833",38.3482163491219,-8.8430245066641e-07,0.00144268152584099,0.77765321501598,0.982227004243286
"LOC126334841",37.9780061054301,-9.30895171013185e-07,0.00144268774319242,0.691021936315835,0.977505787970355
"LOC126334849",72.4207027168234,-2.60741152581118e-06,0.00144268488820259,0.36540255125344,0.977505787970355
"LOC126334819",126.12049966517,-1.05559807128356e-06,0.001442678306408,0.762344799686398,0.979391661046043
"LOC126334861",24.8950448062344,8.06616501431945e-07,0.00144269333423616,0.481825617923809,0.977505787970355
"LOC126334868",24.4382986280999,1.04129517044026e-07,0.00144269404524353,0.897997612083236,0.991343040919248
"LOC126284981",6.96090734941028,3.8109055947896e-07,0.00144269454208119,0.53394818479483,0.977505787970355
"LOC126334892",9.15673322436025,1.06288760402594e-06,0.00144269204939236,0.480702029252052,0.977505787970355
"LOC126334921",18.5599185267586,1.1820463439159e-07,0.00144269413481536,0.884529959007022,0.990852783963093
"LOC126334908",676.722553224585,-1.56174377842146e-06,0.00144268848733541,0.487214639963572,0.977505787970355
"LOC126334901",240.944590651238,2.73052428727035e-06,0.00144268064316603,0.415811948705116,0.977505787970355
"LOC126334915",96.5575602975709,2.80781027975441e-07,0.00144269321981399,0.804537755785963,0.984474411927548
"LOC126334924",145.264390944325,1.36285955143902e-05,0.00144267444731786,0.0267077433209491,0.876287243592154
"LOC126334937",36.29512932493,1.28922428137173e-06,0.00144267783935564,0.716024340483737,0.977505787970355
"LOC126334976",15.0425895534589,-4.79838466779595e-07,0.00144269414572304,0.557393849492279,0.977505787970355
