"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC126318536",90.7945344344895,0.167558203943764,0.138077813738962,0.118964136673438,0.269086875169768
"LOC126318656",9.27340781896786,-0.142187825805353,0.222560721829594,0.265745450300335,0.454334945387084
"LOC126319294",75.9763543592274,-0.0672558822603387,0.167056257984645,0.56608747973827,0.727345038256696
"LOC126319460",22.4688734631583,-0.00873674293970493,0.254438444127337,0.939677467032558,0.970590998203756
"LOC126320026",21.3050702771185,0.135287631054773,0.194128430654148,0.280125348950226,0.469329123822846
"LOC126320178",16.8025822866687,-0.333338860607361,0.469103581986156,0.0617943215132301,0.179781107453767
"LOC126320326",13.2603759461844,-0.406682373884718,0.374838024174316,0.0209769374776068,0.0989958242748226
"LOC126320407",62.6372633201538,-0.292523053439702,0.356374763528199,0.0633495061003316,0.182290407812366
"LOC126320662",23.9546015938845,-0.142772814564091,0.155566978105639,0.214355090511431,0.396531397151529
"LOC126320757",95.3881466626182,-0.199141729168829,0.217617600469001,0.132338362081712,0.287823509056455
"LOC126320910",285.659504206776,0.0032778361906926,0.183252934690667,0.978157136542269,0.98974001222734
"LOC126322280",320.785925556319,0.783110956507635,0.227625737802366,2.13563387830031e-06,0.0001344305437994
"LOC126322412",96.0347885654786,0.394603874843782,0.174299790744613,0.00276600268617654,0.0314741532073264
"LOC126323097",9.37734717036788,-0.0695980523175392,0.186993059177641,0.566348578061517,0.727481749693751
"LOC126322565",26.0262935468383,0.0227812465361024,0.157752892812109,0.841195430620769,0.914351962494702
"LOC126322939",17.6246486856452,0.154780068426962,0.324746813168476,0.244281830226795,0.431651908772269
"LOC126323250",310.782512384169,-0.0633314034757276,0.101974780481927,0.440389453902492,0.623515304292739
"LOC126323807",562.814287899972,-0.111193180940413,0.160232876589561,0.337537578211943,0.528402868266022
"LOC126323387",174.888878581156,0.248425325644399,0.0980411269988212,0.00485184782393922,0.0434833717669946
"LOC126324212",33.2554262996269,0.127504300794117,0.175270197538847,0.292860625099174,0.482237165834522
"LOC126324319",537.191355973627,-0.356405918295169,0.413646362256064,0.0412782686058511,0.141143789227756
"LOC126325221",256.133661158481,0.0547716245606845,0.0771920095248177,0.379026634736623,0.56850067473346
"LOC126326003",40.2230094324378,0.142215895213911,0.138159172898679,0.182063771371544,0.355866445216979
"LOC126326117",319.251490462087,-0.0694612698593501,0.100937677390207,0.392427011499995,0.580835316949681
"LOC126326285",51.1013859667855,0.167723837453618,0.151210268290305,0.141043185779123,0.300347075322499
"LOC126326982",20.3047921430875,0.126735462443469,0.199244649962139,0.3120227478246,0.502415980866978
"LOC126326589",118.049411668133,-0.638141959039886,0.439613796357761,0.00353982985320458,0.0363114793021142
"LOC126326728",198.697774784386,0.120862582649001,0.13479234417918,0.245824196403319,0.433275623324604
"LOC126284877",20.7685468100975,-0.0404730526253665,0.191139718315461,0.737867084988954,0.85030956911864
"LOC126327189",192.396277217344,-0.133790720149025,0.198063259866331,0.286998367957264,0.476343064525534
"LOC126328052",116.20484798178,0.298042190600321,0.154256970667454,0.0138409656587933,0.0787947459164492
"LOC126328694",60.139342945198,-0.239790216107449,0.121258408565375,0.0187757750599003,0.0936782379238185
