"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC126318536",90.7945344344895,-0.000248992809534771,0.00941471792346278,0.606614040278384,0.999954530731578
"LOC126318656",9.27340781896786,0.000450316146820005,0.0206143966151015,0.64222929848959,0.999954530731578
"LOC126319294",75.9763543592274,0.000253197295041821,0.0126656653165122,0.661528659250367,0.999954530731578
"LOC126319460",22.4688734631583,0.00072471328134303,0.0369459424567235,0.723791202742321,0.999954530731578
"LOC126320026",21.3050702771185,-0.000214579728218913,0.014892171349077,0.755538888576735,0.999954530731578
"LOC126320178",16.8025822866687,0.00153936545085991,0.0459131366495321,0.537820150798958,0.999954530731578
"LOC126320326",13.2603759461844,0.00515592217838625,0.0678266830300071,0.11840676685725,0.999954530731578
"LOC126320407",62.6372633201538,-0.000431164975016367,0.0276317006189695,0.764639622741312,0.999954530731578
"LOC126320662",23.9546015938845,0.0015820806652044,0.0245202946917737,0.124459418888174,0.999954530731578
"LOC126320757",95.3881466626182,0.000169594988122742,0.0155840254445299,0.816691914955163,0.999954530731578
"LOC126320910",285.659504206776,0.00226324666905837,0.0363738797253786,0.145746473991051,0.999954530731578
"LOC126322280",320.785925556319,-1.39570275587542e-05,0.00992709183271893,0.976909695305714,0.999954530731578
"LOC126322412",96.0347885654786,-0.000506693149735293,0.0129251090185132,0.384134996797907,0.999954530731578
"LOC126323097",9.37734717036788,-7.50169613887235e-05,0.0143304515017721,0.911297902162907,0.999954530731578
"LOC126322565",26.0262935468383,-7.12893666681851e-05,0.0112365307280994,0.892682136726216,0.999954530731578
"LOC126322939",17.6246486856452,0.00229526105576308,0.0546661845716373,0.437854862901525,0.999954530731578
"LOC126323250",310.782512384169,-0.000176080978495713,0.00800360815669917,0.725835405469232,0.999954530731578
"LOC126323807",562.814287899972,0.000274243191688495,0.0115996909751724,0.608999852011514,0.999954530731578
"LOC126323387",174.888878581156,-0.000998635370037027,0.0111010955514989,0.135274857683254,0.999954530731578
"LOC126324212",33.2554262996269,7.00251627668211e-05,0.0120376966701021,0.900929354374827,0.999954530731578
"LOC126324319",537.191355973627,-0.000116914658279196,0.0278848141187964,0.937989181481048,0.999954530731578
"LOC126325221",256.133661158481,0.000269500779442177,0.00752515032990331,0.658047089230363,0.999954530731578
"LOC126326003",40.2230094324378,-0.00103663047579971,0.0165592945547353,0.159154622145565,0.999954530731578
"LOC126326117",319.251490462087,-8.1818995895679e-06,0.00782435270072433,0.987008599125756,0.999954530731578
"LOC126326285",51.1013859667855,-0.00107024645581346,0.0181507161491006,0.169968812792763,0.999954530731578
"LOC126326982",20.3047921430875,-0.000253734782824739,0.016053746825887,0.733502841249052,0.999954530731578
"LOC126326589",118.049411668133,-0.000320936853213346,0.0204631255516449,0.745963540879117,0.999954530731578
"LOC126326728",198.697774784386,-5.99993942867906e-05,0.00883484540238954,0.896899272720564,0.999954530731578
"LOC126284877",20.7685468100975,-0.000698432201349634,0.0206040489999287,0.438457119173035,0.999954530731578
"LOC126327189",192.396277217344,0.00169522862051389,0.0311540070640802,0.197968903206901,0.999954530731578
"LOC126328052",116.20484798178,-0.000191235236654831,0.00971408394256619,0.691284200334848,0.999954530731578
"LOC126328694",60.139342945198,0.000247863994487334,0.00846895668843954,0.614174849799837,0.999954530731578
"LOC126328850",2.79322268841612,-0.000582664215397416,0.0426508686916754,0.817529394716648,0.999954530731578
"LOC126328952",13.1633621262626,-0.00268177331939213,0.05729165529375,0.376677999555243,0.999954530731578
"LOC126329352",88.5831772844874,0.000444728479349491,0.0138391728924459,0.467690877063234,0.999954530731578
"LOC126329909",112.535014288573,0.00022801943346455,0.0111067978386227,0.660999223756956,0.999954530731578
"LOC126330208",544.031488018874,-0.0285527207079231,0.15687364786638,0.0125679968698032,0.442246957118143
"LOC126330470",422.640975688386,0.00024804034543894,0.00780375579570092,0.646632631638133,0.999954530731578
"LOC126331335",74.0135370450623,-2.7488791675612e-05,0.0272823388640617,0.985033591530611,0.999954530731578
"LOC126331179",3.5605059910358,-0.0163040969637564,0.164980472699949,0.111074720151792,0.999954530731578
"LOC126331633",24.568918128739,-0.000620252238550232,0.0158655735366754,0.363445193757276,0.999954530731578
"LOC126331791",4.83683666839136,0.00292578742589701,0.0626780721948617,0.394509258520338,0.999954530731578
"LOC126331946",68.5210549372747,-3.77856765501997e-05,0.0100646960362145,0.938078469861138,0.999954530731578
"LOC126332104",74.7261664450339,-6.25899576488199e-05,0.009086202009765,0.892883263512732,0.999954530731578
"LOC126333037",5.25236616607772,-0.0078618558948284,0.0952477915953416,0.122260572330752,0.999954530731578
"LOC126333298",4.04257387841979,0.00162121366537967,0.0653292768005521,0.697913568922003,0.999954530731578
"LOC126333611",20.3767019399019,-0.000407166720036403,0.0188502596748079,0.640949560501575,0.999954530731578
"LOC126333456",49.3808969956816,-0.000663074285031341,0.0147050211198507,0.302639813500115,0.999954530731578
"LOC126333765",41.02914406477,0.000592284455789524,0.0192327571254054,0.485581638363675,0.999954530731578
"LOC126334020",47.5434159670815,0.000125445171531083,0.0141611469223306,0.849542277364836,0.999954530731578
"LOC126334429",356.568335503201,-0.00389098408271487,0.0500772245119347,0.0871197511742915,0.999954530731578
"LOC126334511",268.131510491917,-4.23293416324161e-05,0.0187105222923393,0.963267292758303,0.999954530731578
"LOC126334525",250.559284592757,-0.0012564922457989,0.0385431120939883,0.52842799329389,0.999954530731578
"LOC126334532",16.2111390268015,0.00721575639762351,0.083056164591146,0.0903108524111532,0.999954530731578
"LOC126334539",75.2853115134217,0.000281390286567981,0.00972829513816336,0.566453615643499,0.999954530731578
"LOC126334578",19.7172060177651,-0.000246185296623788,0.0130993126776079,0.680523664624715,0.999954530731578
"LOC126334570",41.9345031477329,0.00106822499247992,0.0190118070582259,0.184170919485883,0.999954530731578
"LOC126334620",30.7563667083622,0.00525006230702886,0.0703766102787959,0.130055316349779,0.999954530731578
"LOC126334628",8.23797212012086,0.00129957286167066,0.031243566608279,0.356253484006526,0.999954530731578
"LOC126334652",77.7381381543704,0.000240556030831962,0.00866046639204983,0.620108024733132,0.999954530731578
"LOC126334644",46.0859173418449,-0.000416290217229098,0.0166863635588394,0.578283767108703,0.999954530731578
"LOC126334636",86.309173243466,0.000141722641350552,0.0137262261950653,0.824208321259567,0.999954530731578
"LOC126334676",238.672840409653,-0.000606659592085403,0.0128984330461013,0.304915174651441,0.999954530731578
"LOC126334692",927.397275737496,3.8316536257187e-05,0.010098942720915,0.937346830010346,0.999954530731578
"LOC126334712",1139.3169333817,-0.000379963719475434,0.0216932471962955,0.718710997950119,0.999954530731578
"LOC126334738",30.0999132225654,-0.000516675164195664,0.0166311030372272,0.477486544350438,0.999954530731578
"LOC126334732",40.3177924569685,-0.000188793946626398,0.0151789484088814,0.789621242225908,0.999954530731578
"LOC126334747",28.8812946867751,0.000533592900426018,0.0293507014926418,0.728392906823627,0.999954530731578
"LOC126328798",66.3639939612153,0.000200446767010417,0.0109353045673583,0.696788687040815,0.999954530731578
"LOC126334766",103.768812502035,0.000523018851322436,0.0143746373673593,0.406051228079835,0.999954530731578
"LOC126334773",111.966868631515,-0.000497437864573515,0.0151207524805996,0.45139630314929,0.999954530731578
"LOC126334812",84.0049742894257,0.00027406213932823,0.0134306793953677,0.653219794342995,0.999954530731578
"LOC126333297",64.4039136854751,0.000309587830143754,0.0474654635634831,0.916102881371063,0.999954530731578
"LOC126334833",38.3482163491219,-0.000413867340010324,0.0132993606406133,0.485475663042887,0.999954530731578
"LOC126334841",37.9780061054301,0.00038990664939238,0.0169131986193249,0.610976358941677,0.999954530731578
"LOC126334849",72.4207027168234,-0.000127880827381909,0.0119114073701059,0.817615933168542,0.999954530731578
"LOC126334819",126.12049966517,-0.000678179434401297,0.0149618724175831,0.298160961185281,0.999954530731578
"LOC126334861",24.8950448062344,-3.39005316877218e-05,0.0360108489098221,0.98700354071906,0.999954530731578
"LOC126334868",24.4382986280999,6.59544349523261e-05,0.0551337743307929,0.985229134579766,0.999954530731578
"LOC126284981",6.96090734941028,0.00466362117273211,0.10701212608102,0.51455914878945,0.999954530731578
"LOC126334892",9.15673322436025,-0.000825514871819498,0.0300532682646966,0.581140080377663,0.999954530731578
"LOC126334921",18.5599185267586,-0.0071966049098744,0.110357867407314,0.274855254228692,0.999954530731578
"LOC126334908",676.722553224585,0.000174273384342137,0.0156948273500465,0.813093279564899,0.999954530731578
"LOC126334901",240.944590651238,-2.68541007596306e-05,0.010349006151896,0.956790466860878,0.999954530731578
"LOC126334915",96.5575602975709,-0.00615937349427175,0.0877350957234443,0.190343278086358,0.999954530731578
"LOC126334924",145.264390944325,-0.00027198156274228,0.0080055119555579,0.603717060435621,0.999954530731578
"LOC126334937",36.29512932493,-0.000566281226379537,0.0133165601340895,0.342970934793355,0.999954530731578
"LOC126334976",15.0425895534589,-0.00180918980898377,0.0688637285984625,0.683616797816357,0.999954530731578
"LOC126334946",59.262970222553,-0.000757910075351394,0.0272799347902364,0.565524291871849,0.999954530731578
"LOC126334986",45.2754428535575,0.000547326203343054,0.0203349809093895,0.554333886475392,0.999954530731578
"LOC126334981",12.3734487875753,-0.000460900494142866,0.0187362131577741,0.589073444724747,0.999954530731578
"LOC126334993",78.6710460792477,-0.000268705989057233,0.0115007277194062,0.61406253373325,0.999954530731578
"LOC126335000",31.6742678408183,-0.000182279843160307,0.0170707395099632,0.822500175599312,0.999954530731578
"LOC126335013",18.9287181993931,0.000468257794739541,0.0270853267021067,0.736834272853709,0.999954530731578
"LOC126335027",93.0380766815154,0.00034842785555213,0.0189178387158876,0.695641317196952,0.999954530731578
"LOC126335077",3.77616098317433,-0.0144149522931048,0.175150007814035,0.20323065660086,0.999954530731578
"LOC126335072",3.29984249431635,-0.00386125732508809,0.11117267547539,0.620259801077728,0.999954530731578
"LOC126335150",926.563258859714,7.10584579637048e-05,0.0108251416160392,0.889705690105738,0.999954530731578
