"Gene","n_samples_ge_minCount","kept"
"LOC126335329",27,TRUE
"LOC126335330",44,TRUE
"LOC126335331",43,TRUE
"LOC126335332",0,FALSE
"LOC126335333",42,TRUE
"LOC126335334",41,TRUE
"LOC126335335",2,FALSE
"LOC126335339",27,TRUE
"LOC126335336",1,FALSE
"LOC126335337",42,TRUE
"LOC126335340",44,TRUE
"LOC126335341",41,TRUE
"LOC126335342",44,TRUE
"LOC126335343",44,TRUE
"LOC126336040",0,FALSE
"LOC126337500",0,FALSE
"LOC126335344",36,TRUE
"LOC126336041",44,TRUE
"LOC126335345",44,TRUE
"LOC126336042",0,FALSE
"LOC126336043",0,FALSE
"LOC126336044",7,TRUE
"LOC126337505",0,FALSE
"LOC126336045",5,FALSE
"LOC126335346",44,TRUE
"LOC126335347",44,TRUE
"LOC126335348",44,TRUE
"LOC126336644",13,TRUE
"LOC126336645",33,TRUE
"LOC126336046",0,FALSE
"LOC126336716",0,FALSE
"LOC126336047",0,FALSE
"LOC126335349",0,FALSE
"LOC126335350",34,TRUE
"LOC126335351",44,TRUE
"LOC126335353",44,TRUE
"LOC126336049",0,FALSE
"LOC126335352",44,TRUE
"LOC126336050",6,TRUE
"LOC126336051",0,FALSE
"LOC126336052",0,FALSE
"LOC126336053",0,FALSE
"LOC126336054",0,FALSE
"LOC126336055",0,FALSE
"LOC126336056",0,FALSE
"LOC126336057",0,FALSE
"LOC126335354",13,TRUE
"LOC126335355",10,TRUE
"LOC126335356",44,TRUE
"LOC126335357",42,TRUE
"LOC126335358",0,FALSE
"LOC126335359",44,TRUE
"LOC126335361",44,TRUE
"LOC126335364",44,TRUE
"LOC126335362",44,TRUE
"LOC126336058",0,FALSE
"LOC126336060",0,FALSE
"LOC126335365",10,TRUE
"LOC126335366",44,TRUE
"LOC126335367",44,TRUE
"LOC126335368",43,TRUE
"LOC126335369",2,FALSE
"LOC126335371",1,FALSE
"LOC126336685",40,TRUE
"LOC126335372",44,TRUE
"LOC126335373",44,TRUE
"LOC126335376",44,TRUE
"LOC126335374",44,TRUE
"LOC126335377",44,TRUE
"LOC126335378",0,FALSE
"LOC126336061",0,FALSE
"LOC126336062",25,TRUE
"LOC126335379",43,TRUE
"LOC126335380",1,FALSE
"LOC126335381",44,TRUE
"LOC126335382",44,TRUE
"LOC126335383",44,TRUE
"LOC126335384",44,TRUE
"LOC126335386",0,FALSE
"LOC126335387",44,TRUE
"LOC126335388",44,TRUE
"LOC126335389",0,FALSE
"LOC126335390",0,FALSE
"LOC126335391",38,TRUE
"LOC126335392",44,TRUE
"LOC126336063",0,FALSE
"LOC126335393",8,TRUE
"LOC126335395",44,TRUE
"LOC126335396",44,TRUE
"LOC126335397",43,TRUE
"LOC126335398",44,TRUE
"LOC126335400",42,TRUE
"LOC126335401",44,TRUE
"LOC126335402",24,TRUE
"LOC126335403",44,TRUE
"LOC126335404",2,FALSE
"LOC126335405",44,TRUE
"LOC126335406",13,TRUE
"LOC126335407",44,TRUE
"LOC126335408",34,TRUE
"LOC126335409",44,TRUE
"LOC126335410",42,TRUE
"LOC126335412",35,TRUE
"LOC126335411",43,TRUE
"LOC126335415",44,TRUE
"LOC126335416",44,TRUE
"LOC126335417",44,TRUE
"LOC126335418",43,TRUE
"LOC126335419",44,TRUE
"LOC126336064",0,FALSE
"LOC126335420",44,TRUE
"LOC126335422",44,TRUE
"LOC126335424",22,TRUE
"LOC126335423",44,TRUE
"LOC126335425",44,TRUE
"LOC126335426",43,TRUE
"LOC126335427",43,TRUE
"LOC126335428",44,TRUE
"LOC126335429",44,TRUE
"LOC126335430",36,TRUE
"LOC126336065",0,FALSE
"LOC126335431",44,TRUE
"LOC126335432",4,FALSE
"LOC126335433",43,TRUE
"LOC126335434",27,TRUE
"LOC126336066",0,FALSE
"LOC126335435",0,FALSE
"LOC126336067",0,FALSE
"LOC126336068",0,FALSE
"LOC126336705",22,TRUE
"LOC126335436",5,FALSE
"LOC126335437",40,TRUE
"LOC126336069",7,TRUE
"LOC126336070",0,FALSE
"LOC126335438",1,FALSE
"LOC126335439",32,TRUE
"LOC126335441",44,TRUE
"LOC126335440",44,TRUE
"LOC126335443",40,TRUE
"LOC126335444",44,TRUE
"LOC126335445",44,TRUE
"LOC126335447",44,TRUE
"LOC126335448",44,TRUE
"LOC126335449",44,TRUE
"LOC126335450",43,TRUE
"LOC126335451",43,TRUE
"LOC126335452",44,TRUE
"LOC126336071",0,FALSE
"LOC126337504",0,FALSE
"LOC126335453",32,TRUE
"Trnap-ggg",0,FALSE
"Trnay-aua",0,FALSE
"LOC126336074",0,FALSE
"LOC126335455",0,FALSE
"LOC126335454",23,TRUE
"LOC126336075",0,FALSE
"LOC126335456",44,TRUE
"LOC126335457",44,TRUE
"LOC126335458",44,TRUE
"LOC126336719",0,FALSE
"LOC126336718",0,FALSE
"LOC126336717",1,FALSE
"LOC126336720",0,FALSE
"LOC126335459",32,TRUE
"LOC126335460",44,TRUE
"LOC126335461",13,TRUE
"LOC126336076",8,TRUE
"LOC126335462",0,FALSE
"LOC126335463",36,TRUE
"LOC126335464",0,FALSE
"LOC126336077",4,FALSE
"LOC126335466",4,FALSE
"LOC126335465",44,TRUE
"LOC126335467",44,TRUE
"LOC126335468",31,TRUE
"LOC126335469",44,TRUE
"LOC126336078",44,TRUE
"LOC126335473",0,FALSE
"LOC126335472",37,TRUE
"LOC126335471",6,TRUE
"LOC126335470",44,TRUE
"LOC126335474",44,TRUE
"LOC126335475",44,TRUE
"LOC126336079",0,FALSE
"LOC126336080",0,FALSE
"LOC126335478",42,TRUE
"LOC126335477",44,TRUE
"LOC126335476",44,TRUE
"LOC126335479",44,TRUE
"LOC126336081",0,FALSE
"LOC126335480",44,TRUE
"LOC126335481",31,TRUE
"LOC126335484",44,TRUE
"LOC126335483",0,FALSE
"LOC126335486",44,TRUE
"LOC126335485",43,TRUE
"LOC126335487",44,TRUE
"LOC126335488",44,TRUE
"LOC126336740",0,FALSE
"LOC126335489",44,TRUE
"LOC126335490",26,TRUE
"LOC126335491",44,TRUE
"LOC126335492",39,TRUE
"LOC126335493",34,TRUE
"LOC126335494",44,TRUE
"LOC126335495",44,TRUE
"LOC126335496",44,TRUE
"LOC126335497",32,TRUE
"LOC126335498",2,FALSE
"LOC126336748",0,FALSE
"LOC126335499",0,FALSE
"LOC126335500",23,TRUE
"LOC126335501",41,TRUE
"LOC126336082",3,FALSE
"LOC126335504",41,TRUE
"LOC126335502",44,TRUE
"LOC126335503",42,TRUE
"LOC126335505",44,TRUE
"LOC126335506",44,TRUE
"LOC126335507",0,FALSE
"LOC126336083",0,FALSE
"LOC126336084",0,FALSE
"LOC126336085",0,FALSE
"LOC126336766",0,FALSE
"LOC126335508",44,TRUE
"LOC126337429",6,TRUE
"LOC126335509",41,TRUE
"Trnav-gac",0,FALSE
"Trnad-auc",0,FALSE
"LOC126335512",0,FALSE
"LOC126335511",0,FALSE
"LOC126336087",0,FALSE
"LOC126336784",0,FALSE
"LOC126335513",32,TRUE
"LOC126335514",36,TRUE
"LOC126335515",7,TRUE
"LOC126335516",44,TRUE
"LOC126336088",0,FALSE
"LOC126335517",44,TRUE
"LOC126335518",43,TRUE
"LOC126335519",0,FALSE
"LOC126335520",0,FALSE
"LOC126335522",0,FALSE
"LOC126335521",42,TRUE
"LOC126335523",43,TRUE
"LOC126336089",0,FALSE
"LOC126335525",44,TRUE
"LOC126335524",4,FALSE
"LOC126335526",31,TRUE
"LOC126335528",5,FALSE
"LOC126335527",44,TRUE
"LOC126335529",44,TRUE
"LOC126335530",43,TRUE
"LOC126337508",0,FALSE
"LOC126335537",44,TRUE
"LOC126335536",44,TRUE
"LOC126335532",44,TRUE
"LOC126335533",44,TRUE
"LOC126335534",44,TRUE
"LOC126336090",5,FALSE
"LOC126335535",43,TRUE
"LOC126335531",44,TRUE
"LOC126335538",43,TRUE
"LOC126335539",44,TRUE
"LOC126335540",31,TRUE
"LOC126335541",44,TRUE
"LOC126335543",6,TRUE
"LOC126335544",37,TRUE
"LOC126336091",0,FALSE
"LOC126335545",36,TRUE
"LOC126335546",37,TRUE
"LOC126335547",44,TRUE
"LOC126336092",0,FALSE
"LOC126335548",0,FALSE
"LOC126335549",44,TRUE
"LOC126337495",1,FALSE
"LOC126335550",0,FALSE
"LOC126335552",20,TRUE
"LOC126335551",8,TRUE
"LOC126335553",1,FALSE
"LOC126335554",44,TRUE
"LOC126336803",8,TRUE
"LOC126335555",44,TRUE
"LOC126335556",44,TRUE
"LOC126336093",6,TRUE
"LOC126335557",44,TRUE
"LOC126337516",0,FALSE
"LOC126336094",21,TRUE
"LOC126336095",0,FALSE
"LOC126336097",0,FALSE
"LOC126336098",14,TRUE
"LOC126335558",43,TRUE
"LOC126335559",7,TRUE
"LOC126335560",0,FALSE
"LOC126335561",4,FALSE
"LOC126336099",0,FALSE
"LOC126335562",0,FALSE
"LOC126336100",0,FALSE
"LOC126335563",2,FALSE
"LOC126335566",4,FALSE
"LOC126335565",31,TRUE
"LOC126335564",1,FALSE
"LOC126335567",44,TRUE
"LOC126335568",44,TRUE
"LOC126335569",0,FALSE
"LOC126335570",0,FALSE
"LOC126336101",0,FALSE
"LOC126336821",0,FALSE
"LOC126336104",7,TRUE
"LOC126336102",0,FALSE
"LOC126335572",44,TRUE
"LOC126335575",44,TRUE
"LOC126335574",22,TRUE
"LOC126335573",37,TRUE
"LOC126335571",44,TRUE
"LOC126335577",38,TRUE
"LOC126335578",0,FALSE
"LOC126335576",44,TRUE
"LOC126335579",44,TRUE
"LOC126335594",40,TRUE
"LOC126335592",6,TRUE
"LOC126335593",38,TRUE
"LOC126336105",0,FALSE
"LOC126336106",0,FALSE
"LOC126335590",35,TRUE
"LOC126335581",44,TRUE
"LOC126335586",44,TRUE
"LOC126335583",44,TRUE
"LOC126335589",44,TRUE
"LOC126335591",44,TRUE
"LOC126335587",43,TRUE
"LOC126335584",43,TRUE
"LOC126335588",3,FALSE
"LOC126335582",2,FALSE
"LOC126335595",44,TRUE
"LOC126354099",0,FALSE
"LOC126354107",34,TRUE
"LOC126354119",0,FALSE
"LOC126354131",0,FALSE
"LOC126354132",0,FALSE
"LOC126354133",0,FALSE
"LOC126354134",0,FALSE
"LOC126354135",1,FALSE
"LOC126354345",44,TRUE
"LOC126355246",33,TRUE
"LOC126354522",0,FALSE
"LOC126354523",0,FALSE
"LOC126355110",0,FALSE
"LOC126355119",0,FALSE
"LOC126355126",5,FALSE
"LOC126355116",0,FALSE
"LOC126355117",0,FALSE
"LOC126355107",0,FALSE
"LOC126355125",0,FALSE
"LOC126355103",0,FALSE
"LOC126355112",0,FALSE
"LOC126355118",0,FALSE
"LOC126355104",0,FALSE
"LOC126355099",0,FALSE
"LOC126355108",36,TRUE
"LOC126355111",0,FALSE
"LOC126355102",0,FALSE
"LOC126355109",0,FALSE
"LOC126355113",0,FALSE
"LOC126355120",2,FALSE
"LOC126355115",1,FALSE
"LOC126355105",0,FALSE
"LOC126355106",0,FALSE
"LOC126353977",0,FALSE
"LOC126353979",0,FALSE
"LOC126353978",0,FALSE
"LOC126353974",0,FALSE
"LOC126353986",0,FALSE
"LOC126353987",0,FALSE
"LOC126353985",0,FALSE
"LOC126353984",0,FALSE
"LOC126353976",0,FALSE
"LOC126353975",0,FALSE
"LOC126353971",0,FALSE
"LOC126353973",0,FALSE
"LOC126353969",0,FALSE
"LOC126353972",0,FALSE
"LOC126354505",0,FALSE
"LOC126354503",0,FALSE
"LOC126354506",0,FALSE
"LOC126354515",0,FALSE
"LOC126354510",0,FALSE
"LOC126354513",0,FALSE
"LOC126354504",0,FALSE
"LOC126354508",0,FALSE
"LOC126354509",44,TRUE
"LOC126354516",0,FALSE
"LOC126354507",0,FALSE
"LOC126354511",7,TRUE
"LOC126354512",0,FALSE
"LOC126353937",44,TRUE
"LOC126354125",44,TRUE
"LOC126354205",0,FALSE
"LOC126354208",10,TRUE
"LOC126354520",44,TRUE
"LOC126356057",44,TRUE
"LOC126356060",44,TRUE
"LOC126356059",43,TRUE
"LOC126356058",44,TRUE
"LOC126357174",0,FALSE
"LOC126354219",1,FALSE
"LOC126354893",35,TRUE
"LOC126354221",0,FALSE
"LOC126354686",34,TRUE
"LOC126354239",43,TRUE
"LOC126354249",0,FALSE
"LOC126356159",0,FALSE
"LOC126355261",0,FALSE
"LOC126356003",0,FALSE
"LOC126356242",43,TRUE
"LOC126356240",44,TRUE
"LOC126356241",2,FALSE
"LOC126355651",0,FALSE
"LOC126356121",6,TRUE
"LOC126355217",0,FALSE
"LOC126355262",0,FALSE
"LOC126355263",0,FALSE
"LOC126355264",0,FALSE
"LOC126356277",0,FALSE
"LOC126355266",0,FALSE
"LOC126355787",0,FALSE
"LOC126355788",0,FALSE
"LOC126355131",0,FALSE
"LOC126356083",0,FALSE
"LOC126356095",0,FALSE
"LOC126356082",2,FALSE
"LOC126356078",0,FALSE
"LOC126356081",0,FALSE
"LOC126356076",0,FALSE
"LOC126356075",0,FALSE
"LOC126356092",0,FALSE
"LOC126356094",0,FALSE
"LOC126356079",0,FALSE
"LOC126356085",1,FALSE
"LOC126356080",0,FALSE
"LOC126356077",0,FALSE
"LOC126356088",1,FALSE
"LOC126356074",0,FALSE
"LOC126356089",2,FALSE
"LOC126356086",0,FALSE
"LOC126356090",0,FALSE
"LOC126356091",0,FALSE
"LOC126356087",1,FALSE
"LOC126356093",0,FALSE
"LOC126356084",0,FALSE
"LOC126353839",3,FALSE
"LOC126353837",24,TRUE
"LOC126353838",1,FALSE
"LOC126354084",0,FALSE
"LOC126354086",7,TRUE
"LOC126354085",44,TRUE
"LOC126354087",0,FALSE
"LOC126354083",42,TRUE
"LOC126355268",0,FALSE
"LOC126354339",0,FALSE
"LOC126355396",0,FALSE
"LOC126355269",0,FALSE
"LOC126356005",0,FALSE
"LOC126354403",0,FALSE
"LOC126355270",0,FALSE
"LOC126354289",4,FALSE
"LOC126354739",33,TRUE
"LOC126355271",0,FALSE
"LOC126354013",44,TRUE
"LOC126355272",0,FALSE
"LOC126355953",9,TRUE
"LOC126354978",0,FALSE
"LOC126356025",0,FALSE
"LOC126356026",0,FALSE
"LOC126354584",0,FALSE
"LOC126355273",0,FALSE
"LOC126355274",0,FALSE
"LOC126355932",0,FALSE
"LOC126354538",0,FALSE
"LOC126356061",0,FALSE
"LOC126355747",0,FALSE
"LOC126355276",23,TRUE
"LOC126356339",0,FALSE
"LOC126356340",0,FALSE
"LOC126356341",0,FALSE
"LOC126356342",0,FALSE
"LOC126356338",0,FALSE
"LOC126355277",0,FALSE
"LOC126353858",39,TRUE
"LOC126353859",40,TRUE
"LOC126353860",0,FALSE
"LOC126355690",1,FALSE
"LOC126355904",17,TRUE
"LOC126355790",33,TRUE
"LOC126356264",0,FALSE
"LOC126356265",44,TRUE
"LOC126356269",41,TRUE
"LOC126356268",44,TRUE
"LOC126356267",44,TRUE
"LOC126354247",44,TRUE
"LOC126356064",0,FALSE
"LOC126356062",39,TRUE
"LOC126356063",0,FALSE
"LOC126355278",0,FALSE
"LOC126355279",0,FALSE
"LOC126355029",0,FALSE
"LOC126355280",0,FALSE
"LOC126354716",0,FALSE
"LOC126354453",0,FALSE
"LOC126355281",0,FALSE
"LOC126355282",0,FALSE
"LOC126355866",0,FALSE
"LOC126355283",0,FALSE
"LOC126355766",7,TRUE
"LOC126356069",44,TRUE
"LOC126356071",44,TRUE
"LOC126356072",1,FALSE
"LOC126356070",41,TRUE
"LOC126356068",44,TRUE
"LOC126356073",0,FALSE
"LOC126353826",0,FALSE
"LOC126353827",44,TRUE
"LOC126353829",44,TRUE
"LOC126353830",44,TRUE
"LOC126355338",33,TRUE
"LOC126355339",1,FALSE
"LOC126355284",0,FALSE
"LOC126354304",44,TRUE
"LOC126355285",0,FALSE
"LOC126354617",0,FALSE
"LOC126354618",0,FALSE
"LOC126354723",44,TRUE
"LOC126354642",44,TRUE
"LOC126355079",44,TRUE
"LOC126355286",2,FALSE
"LOC126355287",0,FALSE
"LOC126356818",5,FALSE
"LOC126356820",0,FALSE
"LOC126357006",0,FALSE
"LOC126357007",0,FALSE
"LOC126356833",17,TRUE
"LOC126356806",4,FALSE
"LOC126354790",8,TRUE
"LOC126355288",3,FALSE
"LOC126355289",0,FALSE
"LOC126356366",44,TRUE
"LOC126354418",26,TRUE
"LOC126354416",44,TRUE
"LOC126354415",44,TRUE
"LOC126354417",0,FALSE
"LOC126354419",44,TRUE
"LOC126354421",44,TRUE
"LOC126354424",1,FALSE
"LOC126354422",42,TRUE
"LOC126354544",44,TRUE
"LOC126357008",0,FALSE
"LOC126357009",0,FALSE
"LOC126356834",3,FALSE
"LOC126355433",0,FALSE
"LOC126355792",3,FALSE
"LOC126355794",11,TRUE
"LOC126355793",44,TRUE
"LOC126355795",44,TRUE
"LOC126354327",41,TRUE
"LOC126355763",44,TRUE
"LOC126355868",0,FALSE
"LOC126354473",5,FALSE
"LOC126356163",44,TRUE
"LOC126356165",37,TRUE
"LOC126353924",44,TRUE
"LOC126355218",43,TRUE
"LOC126355061",0,FALSE
"LOC126355060",7,TRUE
"LOC126354280",0,FALSE
"LOC126354281",17,TRUE
"LOC126354282",27,TRUE
"LOC126354283",30,TRUE
"LOC126354284",23,TRUE
"LOC126354285",0,FALSE
"LOC126355887",40,TRUE
"LOC126354427",0,FALSE
"LOC126354774",0,FALSE
"LOC126355290",0,FALSE
"LOC126355768",0,FALSE
"LOC126354400",0,FALSE
"LOC126355743",42,TRUE
"LOC126355806",0,FALSE
"LOC126354648",41,TRUE
"LOC126355767",44,TRUE
"LOC126355291",0,FALSE
"LOC126353915",0,FALSE
"LOC126353916",44,TRUE
"LOC126354586",0,FALSE
"LOC126355292",0,FALSE
"LOC126355293",0,FALSE
"LOC126354154",44,TRUE
"LOC126355195",20,TRUE
"LOC126354831",2,FALSE
"LOC126354871",44,TRUE
"LOC126355294",0,FALSE
"LOC126354873",12,TRUE
"LOC126354872",43,TRUE
"LOC126355196",0,FALSE
"LOC126355778",44,TRUE
"LOC126355779",16,TRUE
"LOC126357001",0,FALSE
"LOC126355780",0,FALSE
"LOC126357002",0,FALSE
"LOC126356029",0,FALSE
"LOC126353885",44,TRUE
"LOC126356263",44,TRUE
"LOC126354604",44,TRUE
"LOC126355295",0,FALSE
"LOC126354607",20,TRUE
"LOC126354609",44,TRUE
"LOC126354608",42,TRUE
"LOC126354606",44,TRUE
"LOC126354605",40,TRUE
"LOC126354610",44,TRUE
"LOC126353872",44,TRUE
"LOC126353874",44,TRUE
"LOC126353873",16,TRUE
"LOC126355750",0,FALSE
"LOC126354464",16,TRUE
"LOC126354460",44,TRUE
"LOC126354463",0,FALSE
"LOC126354461",24,TRUE
"LOC126355296",10,TRUE
"LOC126354462",0,FALSE
"LOC126355297",0,FALSE
"LOC126355067",44,TRUE
"LOC126356178",44,TRUE
"LOC126355298",6,TRUE
"LOC126354238",44,TRUE
"LOC126355738",4,FALSE
"LOC126353895",44,TRUE
"LOC126353896",34,TRUE
"LOC126354545",44,TRUE
"LOC126356048",36,TRUE
"LOC126353836",44,TRUE
"LOC126354007",44,TRUE
"LOC126356821",0,FALSE
"LOC126356809",0,FALSE
"LOC126356810",0,FALSE
"LOC126356811",0,FALSE
"LOC126356812",0,FALSE
"LOC126356813",0,FALSE
"LOC126356814",0,FALSE
"LOC126356815",0,FALSE
"LOC126356816",0,FALSE
"LOC126356817",0,FALSE
"LOC126356098",40,TRUE
"LOC126356097",39,TRUE
"LOC126356831",15,TRUE
"LOC126356099",44,TRUE
"LOC126355299",0,FALSE
"LOC126355845",0,FALSE
"LOC126355976",0,FALSE
"LOC126355300",0,FALSE
"LOC126355301",0,FALSE
"LOC126356367",44,TRUE
"LOC126355783",0,FALSE
"LOC126357015",1,FALSE
"LOC126356832",1,FALSE
"LOC126355786",21,TRUE
"LOC126354071",42,TRUE
"LOC126354070",27,TRUE
"LOC126354069",31,TRUE
"LOC126355139",42,TRUE
"LOC126355985",0,FALSE
"LOC126354105",44,TRUE
"LOC126355128",5,FALSE
"LOC126354816",6,TRUE
"LOC126354615",44,TRUE
"LOC126354984",42,TRUE
"LOC126355024",22,TRUE
"LOC126355302",0,FALSE
"LOC126356285",39,TRUE
"LOC126355303",36,TRUE
"LOC126356286",37,TRUE
"LOC126356287",18,TRUE
"LOC126356288",44,TRUE
"LOC126356289",44,TRUE
"LOC126356293",4,FALSE
"LOC126356292",44,TRUE
"LOC126356291",44,TRUE
"LOC126356316",44,TRUE
"LOC126355304",0,FALSE
"LOC126355305",2,FALSE
"LOC126355306",0,FALSE
"LOC126353888",30,TRUE
"LOC126353887",44,TRUE
"LOC126353889",44,TRUE
"LOC126356125",44,TRUE
"LOC126354451",44,TRUE
"LOC126354452",0,FALSE
"LOC126355753",44,TRUE
"LOC126355754",1,FALSE
"LOC126355755",37,TRUE
"LOC126355756",40,TRUE
"LOC126355307",0,FALSE
"LOC126355757",44,TRUE
"LOC126355758",44,TRUE
"LOC126355759",44,TRUE
"LOC126354712",44,TRUE
"LOC126354713",18,TRUE
"LOC126354526",0,FALSE
"LOC126355309",44,TRUE
"LOC126353794",44,TRUE
"LOC126353796",44,TRUE
"LOC126353797",44,TRUE
"LOC126353798",44,TRUE
"LOC126356144",43,TRUE
"LOC126356142",44,TRUE
"LOC126356145",10,TRUE
"LOC126357179",0,FALSE
"LOC126355310",0,FALSE
"LOC126354035",9,TRUE
"LOC126354037",34,TRUE
"LOC126354036",44,TRUE
"LOC126354138",44,TRUE
"LOC126354357",44,TRUE
"LOC126354358",38,TRUE
"LOC126354840",41,TRUE
"LOC126354841",44,TRUE
"LOC126354842",44,TRUE
"LOC126355311",0,FALSE
"LOC126354843",44,TRUE
"LOC126354261",0,FALSE
"LOC126353861",44,TRUE
"LOC126354519",44,TRUE
"LOC126355312",0,FALSE
"LOC126356312",44,TRUE
"LOC126356314",0,FALSE
"LOC126356313",44,TRUE
"LOC126354525",0,FALSE
"LOC126355313",0,FALSE
"LOC126355314",0,FALSE
"LOC126355315",0,FALSE
"LOC126355316",0,FALSE
"LOC126355317",0,FALSE
"LOC126355318",0,FALSE
"LOC126354354",0,FALSE
"LOC126354691",0,FALSE
"LOC126355141",20,TRUE
"LOC126355854",0,FALSE
"LOC126355967",0,FALSE
"LOC126354543",0,FALSE
"LOC126353856",44,TRUE
"LOC126354379",0,FALSE
"LOC126354834",44,TRUE
"LOC126354835",44,TRUE
"LOC126354837",44,TRUE
"LOC126354303",0,FALSE
"LOC126354302",43,TRUE
"LOC126355319",0,FALSE
"LOC126355320",0,FALSE
"LOC126355983",44,TRUE
"LOC126355982",44,TRUE
"LOC126355984",44,TRUE
"LOC126356226",44,TRUE
"LOC126356229",44,TRUE
"LOC126356227",43,TRUE
"LOC126356230",42,TRUE
"LOC126356231",2,FALSE
"LOC126356232",0,FALSE
"LOC126353844",44,TRUE
"LOC126353845",44,TRUE
"LOC126355321",0,FALSE
"LOC126354897",0,FALSE
"LOC126354438",0,FALSE
"LOC126355322",0,FALSE
"LOC126355323",0,FALSE
"LOC126356015",10,TRUE
"LOC126356016",44,TRUE
"LOC126356017",44,TRUE
"LOC126356019",44,TRUE
"LOC126356018",44,TRUE
"LOC126353800",44,TRUE
"LOC126353799",44,TRUE
"LOC126355159",11,TRUE
"LOC126355160",38,TRUE
"LOC126353748",44,TRUE
"LOC126354685",7,TRUE
"LOC126354264",44,TRUE
"LOC126354689",0,FALSE
"LOC126353869",44,TRUE
"LOC126355324",35,TRUE
"LOC126354078",44,TRUE
"LOC126354080",44,TRUE
"LOC126354081",37,TRUE
"LOC126354079",1,FALSE
"LOC126356329",44,TRUE
"LOC126356330",38,TRUE
"LOC126354093",44,TRUE
"LOC126354414",44,TRUE
"LOC126355325",0,FALSE
"LOC126356273",44,TRUE
"LOC126356272",5,FALSE
"LOC126356270",44,TRUE
"LOC126356274",43,TRUE
"LOC126356271",20,TRUE
"LOC126355326",0,FALSE
"LOC126356051",44,TRUE
"LOC126356054",37,TRUE
"LOC126356055",0,FALSE
"LOC126356052",44,TRUE
"LOC126354600",44,TRUE
"LOC126354782",0,FALSE
"LOC126354781",44,TRUE
"LOC126353807",2,FALSE
"LOC126353806",44,TRUE
"LOC126353808",13,TRUE
"LOC126355327",9,TRUE
"LOC126353954",42,TRUE
"LOC126353955",44,TRUE
"LOC126354439",0,FALSE
"LOC126354440",23,TRUE
"LOC126356321",29,TRUE
"LOC126357191",0,FALSE
"LOC126356323",0,FALSE
"LOC126356324",22,TRUE
"LOC126354108",37,TRUE
"LOC126354122",44,TRUE
"LOC126354123",0,FALSE
"LOC126354124",0,FALSE
"LOC126355829",38,TRUE
"LOC126355830",0,FALSE
"LOC126354720",41,TRUE
"LOC126354437",44,TRUE
"LOC126355329",0,FALSE
"LOC126356148",3,FALSE
"LOC126356147",40,TRUE
"LOC126353822",42,TRUE
"LOC126353823",39,TRUE
"LOC126353824",44,TRUE
"LOC126353825",0,FALSE
"LOC126356204",37,TRUE
"LOC126355330",0,FALSE
"LOC126355331",17,TRUE
"LOC126354155",27,TRUE
"LOC126354156",39,TRUE
"LOC126356160",0,FALSE
"LOC126354366",1,FALSE
"LOC126355096",0,FALSE
"LOC126356149",44,TRUE
"LOC126355333",0,FALSE
"LOC126356150",44,TRUE
"LOC126356151",44,TRUE
"LOC126356153",44,TRUE
"LOC126355334",2,FALSE
"LOC126355335",0,FALSE
"LOC126353913",44,TRUE
"LOC126353914",44,TRUE
"LOC126353912",44,TRUE
"LOC126354468",44,TRUE
"LOC126355336",0,FALSE
"LOC126354141",44,TRUE
"LOC126354142",19,TRUE
"LOC126355337",5,FALSE
"LOC126355340",0,FALSE
"LOC126356303",44,TRUE
"LOC126353942",44,TRUE
"LOC126353941",44,TRUE
"LOC126353944",44,TRUE
"LOC126353945",44,TRUE
"LOC126353948",15,TRUE
"LOC126353947",40,TRUE
"LOC126353943",44,TRUE
"LOC126354797",0,FALSE
"LOC126354798",21,TRUE
"LOC126355468",40,TRUE
"LOC126354904",44,TRUE
"LOC126355394",2,FALSE
"LOC126355395",0,FALSE
"LOC126354659",0,FALSE
"LOC126354661",0,FALSE
"LOC126354660",44,TRUE
"LOC126354663",44,TRUE
"LOC126354666",43,TRUE
"LOC126354665",5,FALSE
"LOC126354662",41,TRUE
"LOC126354664",42,TRUE
"LOC126353801",35,TRUE
"LOC126353802",44,TRUE
"LOC126353805",42,TRUE
"LOC126353803",44,TRUE
"LOC126355052",44,TRUE
"LOC126355053",43,TRUE
"LOC126355054",0,FALSE
"LOC126353871",44,TRUE
"LOC126354682",44,TRUE
"LOC126354529",9,TRUE
"LOC126355341",0,FALSE
"LOC126355342",0,FALSE
"LOC126354785",19,TRUE
"LOC126355827",0,FALSE
"LOC126354980",44,TRUE
"LOC126354181",44,TRUE
"LOC126354274",23,TRUE
"LOC126354275",0,FALSE
"LOC126355628",44,TRUE
"LOC126355629",44,TRUE
"LOC126356132",44,TRUE
"LOC126356133",44,TRUE
"LOC126356134",44,TRUE
"LOC126356282",44,TRUE
"LOC126354492",44,TRUE
"LOC126354490",0,FALSE
"LOC126355970",33,TRUE
"LOC126354855",40,TRUE
"LOC126353759",44,TRUE
"LOC126353761",0,FALSE
"LOC126355344",0,FALSE
"LOC126353762",44,TRUE
"LOC126353766",4,FALSE
"LOC126353765",44,TRUE
"LOC126353764",2,FALSE
"LOC126355345",3,FALSE
"LOC126356033",0,FALSE
"LOC126356030",0,FALSE
"LOC126354294",44,TRUE
"LOC126354295",0,FALSE
"LOC126355968",42,TRUE
"LOC126354185",44,TRUE
"LOC126354643",0,FALSE
"LOC126354644",44,TRUE
"LOC126355749",0,FALSE
"LOC126354557",0,FALSE
"LOC126354684",0,FALSE
"LOC126355752",43,TRUE
