"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"LOC126318536",90.7945344344895,-0.00041973322282387,0.0123974107648577,0.642462455347269,0.912298577344764
"LOC126318656",9.27340781896786,-0.000607372455540741,0.0359060537839738,0.868263169279626,0.969750499120156
"LOC126319294",75.9763543592274,0.00113543238161615,0.0235213817728787,0.546288560479579,0.871939839436581
"LOC126319460",22.4688734631583,0.0086985003854734,0.0967690055829032,0.435711926971555,0.810533744226099
"LOC126320026",21.3050702771185,0.00171294189698005,0.0311882554467227,0.51969654731346,0.855833839359357
"LOC126320178",16.8025822866687,0.002617823914811,0.0785164838632333,0.794763185455729,0.949183218084344
"LOC126320326",13.2603759461844,0.00785695131688188,0.0785723891591975,0.317583884557013,0.724461214434878
"LOC126320407",62.6372633201538,-0.000750635448388954,0.0510598575494569,0.897817056501495,0.976983163706357
"LOC126320662",23.9546015938845,0.000168292718158073,0.0155243827191901,0.892843057832699,0.976479671210346
"LOC126320757",95.3881466626182,0.0187328187067369,0.109133974604406,0.0828685036050414,0.345483753311942
"LOC126320910",285.659504206776,0.00513769892440255,0.0517197429846727,0.233582069537018,0.631808909480687
"LOC126322280",320.785925556319,0.000247167299159277,0.0144778312737379,0.827565600246742,0.95919353098823
"LOC126322412",96.0347885654786,0.00102489390975141,0.0188972515185997,0.456384985262567,0.822059247713962
"LOC126323097",9.37734717036788,0.00153221701750889,0.0324847973172156,0.600217286294988,0.895446248824711
"LOC126322565",26.0262935468383,-0.000469943904352991,0.0185646426654651,0.756987946753794,0.941444036630517
"LOC126322939",17.6246486856452,-0.0147266114375295,0.125939025649659,0.313607735886603,0.721732657519916
"LOC126323250",310.782512384169,0.000696504679186266,0.0116136696617686,0.381589866803778,0.774490538726628
"LOC126323807",562.814287899972,0.00206656236323694,0.027700193382739,0.310150630671675,0.71919799650026
"LOC126323387",174.888878581156,0.0075767493134045,0.0420456637518416,0.0273086621630665,0.156073158948749
"LOC126324212",33.2554262996269,0.0103172180399549,0.0713195201141124,0.094993241609588,0.378849979656451
"LOC126324319",537.191355973627,-0.00312276982283397,0.0611401128690833,0.648550789195031,0.913768626717681
"LOC126325221",256.133661158481,0.00166563691610599,0.0151171320698615,0.110395843545994,0.416978704095671
"LOC126326003",40.2230094324378,0.000363529958442105,0.0126689981360207,0.699105134352474,0.928473255383234
"LOC126326117",319.251490462087,0.021117295381497,0.078188074647624,0.0115081291166635,0.0902611919255343
"LOC126326285",51.1013859667855,0.00143136862777599,0.0213598778382106,0.343110137121344,0.743840347988621
"LOC126326982",20.3047921430875,0.00574023960472013,0.0564887577804105,0.236010473099752,0.63472237602803
"LOC126326589",118.049411668133,0.00320800534156878,0.0486769332157545,0.492673873829274,0.842133157773569
"LOC126326728",198.697774784386,0.0119885695389887,0.065471460851595,0.0376088940344249,0.196819064607046
"LOC126284877",20.7685468100975,-0.0629824555928525,0.208244962769461,0.0232959877688768,0.141244546803576
"LOC126327189",192.396277217344,-0.0109698453651589,0.0790423756274551,0.122442823127705,0.443433787312104
"LOC126328052",116.20484798178,0.000105006621503896,0.0123540441876348,0.911855102808315,0.980615439374823
"LOC126328694",60.139342945198,0.000310558999574572,0.0104534953481578,0.682583679694941,0.924149368649863
"LOC126328850",2.79322268841612,0.0915068770268012,0.334378157109597,0.0578026214728858,0.270190382510561
"LOC126328952",13.1633621262626,-0.00569188141613172,0.0847095072702505,0.574904850326193,0.883577064237954
"LOC126329352",88.5831772844874,0.000277981035125127,0.0172349103090379,0.843992884933344,0.964833167476395
