"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","original_branch","n_branch_genes"
"ko04110","Cell cycle","19/275","24/698",0.791666666666667,2.00939393939394,4.05460841774506,6.4698083404881e-05,0.0139747860154543,0.0139747860154543,"LOC126284276/LOC126272438/LOC126293483/LOC126282371/LOC126354268/LOC126354850/LOC126268148/LOC126355755/LOC126334974/LOC126335501/LOC126272470/LOC126326589/LOC126272178/LOC126284310/LOC126272743/LOC126284030/LOC126336750/LOC126279120/LOC126281636",19,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko03030","DNA replication","9/275","9/698",1,2.53818181818182,3.7422420081275,0.000211026995446144,0.0227909155081836,0.0227909155081836,"LOC126272438/LOC126293483/LOC126359832/LOC126284296/LOC126267081/LOC126335359/LOC126284030/LOC126336750/LOC126335481",9,"KEGG_pathway","All fat body DEGs in heatmap",275,698,"Branch 1",1086
"ko04080","Neuroactive ligand-receptor interaction","20/169","39/698",0.512820512820513,2.11803975117585,4.05862332029462,0.000150937670932856,0.0326025369214968,0.0326025369214968,"LOC126366011/LOC126298972/LOC126354714/LOC126355437/LOC126267861/LOC126278518/LOC126355883/LOC126282477/LOC126277867/LOC126355816/LOC126298404/LOC126353956/LOC126354398/LOC126355582/LOC126267153/LOC126298918/LOC126299360/LOC126278537/LOC126335869/LOC126336238",20,"KEGG_pathway","All fat body DEGs in heatmap",169,698,"Branch 4",735
