"enrichment_context","database","family","comparison","direction","plot_label","DEG_set","term_id","term_name","term_description","ontology_or_theme","pathway_scope","GeneRatio","BgRatio","FoldEnrichment","p.adjust","qvalue","Count","n_listed_genes","DEG_gene_IDs","DEG_gene_names"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0004952","dopamine neurotransmitter receptor activity","dopamine neurotransmitter receptor activity","MF",NA,"3/200","10/6095",9.1425,0.0864330215340375,0.0864330215340375,3,3,"LOC126266988; LOC126267133; LOC126267774","GPRNNA21"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0007271","synaptic transmission, cholinergic","synaptic transmission, cholinergic","BP",NA,"3/200","10/6095",9.1425,0.0864330215340375,0.0864330215340375,3,3,"LOC126271869; LOC126272568; LOC126281676","nAChRa8; nAChRb1; unannotated"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:1903531","negative regulation of secretion by cell","negative regulation of secretion by cell","BP",NA,"3/200","10/6095",9.1425,0.0864330215340375,0.0864330215340375,3,3,"LOC126298404; LOC126336990; LOC126356321","cpx; GPRGBB2; unannotated"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0042133","GO:0042133","GO:0042133",NA,NA,"4/200","20/6095",6.095,0.08777309736264,0.08777309736264,4,4,"LOC126293695; LOC126298632; LOC126339265; LOC126356631","Ace; Gad1; Nos; unannotated"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:1901654","response to ketone","response to ketone","BP",NA,"6/200","46/6095",3.975,0.08777309736264,0.08777309736264,6,6,"LOC126266988; LOC126267133; LOC126267774; LOC126326595; LOC126328217; LOC126338336","bel; GPRNNA21; unannotated"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0008509","monoatomic anion transmembrane transporter activity","monoatomic anion transmembrane transporter activity","MF",NA,"12/200","151/6095",2.42185430463576,0.0915443285799912,0.0915443285799912,12,12,"LOC126269352; LOC126269368; LOC126278890; LOC126278974; LOC126298679; LOC126299180; LOC126319952; LOC126336688; LOC126354582; LOC126354750; LOC126356631; LOC126366011","GluCl; Rdl; unannotated"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0051650","establishment of vesicle localization","establishment of vesicle localization","BP",NA,"8/200","78/6095",3.12564102564103,0.0915443285799912,0.0915443285799912,8,8,"LOC126267308; LOC126281204; LOC126282191; LOC126291470; LOC126334957; LOC126353909; LOC126355445; LOC126356321","Aplip1; cpx; stnB; Syn; Syt12; Syt4; unannotated; unc-104"
"Direction-aware enrichment","GO","Infected animals only","Infected diet 33 vs 50","Downregulated","33 vs 50","infected_diet33_vs_50_down","GO:0030133","transport vesicle","transport vesicle","CC",NA,"7/200","62/6095",3.44072580645161,0.0929904528672002,0.0929904528672002,7,7,"LOC126278890; LOC126278974; LOC126281204; LOC126291470; LOC126338336; LOC126353909; LOC126366011","Rdl; stnB; Syt4; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0044283","small molecule biosynthetic process","small molecule biosynthetic process","BP",NA,"15/137","142/6095",4.69954765086872,0.00175741348096727,0.00175741348096727,15,15,"LOC126267222; LOC126278002; LOC126281861; LOC126281958; LOC126282322; LOC126284002; LOC126284573; LOC126293368; LOC126299116; LOC126299150; LOC126305900; LOC126322655; LOC126325353; LOC126347864; LOC126355885","CYP306A1; Cyp314a1; Ipk2; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0005576","extracellular region","extracellular region","CC",NA,"21/137","307/6095",3.04322499346157,0.0043821055522438,0.0043821055522438,21,21,"LOC126267253; LOC126271928; LOC126272046; LOC126283987; LOC126284333; LOC126284425; LOC126284491; LOC126284577; LOC126284629; LOC126284845; LOC126295285; LOC126297427; LOC126298316; LOC126331446; LOC126336597; LOC126336602; LOC126336893; LOC126337018; LOC126337058; LOC126343426; LOC126353822","Cht6; Hsc70-3; shf; spz2; spz4; Tk; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0044421","GO:0044421","GO:0044421",NA,NA,"18/137","229/6095",3.49695598125777,0.0043821055522438,0.0043821055522438,18,18,"LOC126267253; LOC126271928; LOC126272046; LOC126283987; LOC126284425; LOC126284491; LOC126284577; LOC126284629; LOC126284845; LOC126295285; LOC126298316; LOC126331446; LOC126336597; LOC126336602; LOC126337018; LOC126337058; LOC126343426; LOC126353822","Hsc70-3; shf; Tk; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0001676","long-chain fatty acid metabolic process","long-chain fatty acid metabolic process","BP",NA,"5/137","15/6095",14.8296836982968,0.00797628521459974,0.00797628521459974,5,5,"LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006082","organic acid metabolic process","organic acid metabolic process","BP",NA,"18/137","259/6095",3.09190316489587,0.00797628521459974,0.00797628521459974,18,18,"LOC126266657; LOC126267222; LOC126268198; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126335256; LOC126335505; LOC126336251; LOC126336714; LOC126336866; LOC126347864","Aats-thr; Idh; Men; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006732","GO:0006732","GO:0006732",NA,NA,"10/137","82/6095",5.42549403596226,0.00797628521459974,0.00797628521459974,10,10,"LOC126267222; LOC126281861; LOC126282322; LOC126291873; LOC126297494; LOC126304758; LOC126325353; LOC126347864; LOC126354620; LOC126355885","unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0043436","oxoacid metabolic process","oxoacid metabolic process","BP",NA,"18/137","259/6095",3.09190316489587,0.00797628521459974,0.00797628521459974,18,18,"LOC126266657; LOC126267222; LOC126268198; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126335256; LOC126335505; LOC126336251; LOC126336714; LOC126336866; LOC126347864","Aats-thr; Idh; Men; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0019752","carboxylic acid metabolic process","carboxylic acid metabolic process","BP",NA,"17/137","240/6095",3.15130778588808,0.00955423937649237,0.00955423937649237,17,17,"LOC126267222; LOC126268198; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126293368; LOC126304758; LOC126320584; LOC126325353; LOC126335256; LOC126335505; LOC126336251; LOC126336714; LOC126336866; LOC126347864","Aats-thr; Idh; Men; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0008010","structural constituent of chitin-based larval cuticle","structural constituent of chitin-based larval cuticle","MF",NA,"6/137","29/6095",9.20463126101183,0.0133021618289805,0.0133021618289805,6,6,"LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126336597; LOC126336602","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016491","oxidoreductase activity","oxidoreductase activity","MF",NA,"16/137","227/6095",3.13579214765748,0.014389178430843,0.014389178430843,16,16,"LOC126266657; LOC126267222; LOC126268198; LOC126285375; LOC126297494; LOC126298596; LOC126299150; LOC126305900; LOC126335256; LOC126335505; LOC126336714; LOC126336866; LOC126353777; LOC126354588; LOC126354620; LOC126355885","CYP306A1; Cyp314a1; Idh; Men; RnrS; SCRAL1; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0035337","fatty-acyl-CoA metabolic process","fatty-acyl-CoA metabolic process","BP",NA,"5/137","19/6095",11.7076450249712,0.0146033934847778,0.0146033934847778,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0031012","extracellular matrix","extracellular matrix","CC",NA,"8/137","62/6095",5.74052272192136,0.0165745286370867,0.0165745286370867,8,8,"LOC126271928; LOC126272046; LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126336597; LOC126336602","shf; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:1901570","fatty acid derivative biosynthetic process","fatty acid derivative biosynthetic process","BP",NA,"5/137","20/6095",11.1222627737226,0.0165745286370867,0.0165745286370867,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:1901568","fatty acid derivative metabolic process","fatty acid derivative metabolic process","BP",NA,"5/137","21/6095",10.5926312130692,0.0193649842834156,0.0193649842834156,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0005214","structural constituent of chitin-based cuticle","structural constituent of chitin-based cuticle","MF",NA,"6/137","36/6095",7.41484184914842,0.0227016344115743,0.0227016344115743,6,6,"LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126336597; LOC126336602","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","MF",NA,"5/137","22/6095",10.1111479761115,0.0227016344115743,0.0227016344115743,5,5,"LOC126266657; LOC126285375; LOC126297494; LOC126335505; LOC126336866","Idh; Men; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0040003","chitin-based cuticle development","chitin-based cuticle development","BP",NA,"9/137","85/6095",4.71060541004723,0.0227016344115743,0.0227016344115743,9,9,"LOC126271949; LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126299078; LOC126336345; LOC126336597; LOC126336602","mmy; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0042302","structural constituent of cuticle","structural constituent of cuticle","MF",NA,"6/137","36/6095",7.41484184914842,0.0227016344115743,0.0227016344115743,6,6,"LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126336597; LOC126336602","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0055114","GO:0055114","GO:0055114",NA,NA,"18/137","300/6095",2.66934306569343,0.0227016344115743,0.0227016344115743,18,18,"LOC126266657; LOC126267222; LOC126268198; LOC126285375; LOC126291591; LOC126297494; LOC126298596; LOC126299150; LOC126305900; LOC126335256; LOC126335505; LOC126336251; LOC126336714; LOC126336866; LOC126353777; LOC126354588; LOC126354620; LOC126355885","CYP306A1; Cyp314a1; Idh; Men; RnrS; SCRAL1; UGP; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0015645","fatty acid ligase activity","fatty acid ligase activity","MF",NA,"5/137","24/6095",9.26855231143552,0.0243795374084488,0.0243795374084488,5,5,"LOC126278002; LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","oxidoreductase activity, acting on CH-OH group of donors","MF",NA,"5/137","24/6095",9.26855231143552,0.0243795374084488,0.0243795374084488,5,5,"LOC126266657; LOC126285375; LOC126297494; LOC126335505; LOC126336866","Idh; Men; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0055086","nucleobase-containing small molecule metabolic process","nucleobase-containing small molecule metabolic process","BP",NA,"15/137","226/6095",2.95281312576707,0.0243795374084488,0.0243795374084488,15,15,"LOC126267222; LOC126281861; LOC126282322; LOC126284573; LOC126291591; LOC126291873; LOC126292317; LOC126297494; LOC126299078; LOC126299116; LOC126304758; LOC126335256; LOC126347864; LOC126354588; LOC126354620","mmy; RnrS; UGP; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0004467","long-chain fatty acid-CoA ligase activity","long-chain fatty acid-CoA ligase activity","MF",NA,"4/137","14/6095",12.711157455683,0.026354590805203,0.026354590805203,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006637","acyl-CoA metabolic process","acyl-CoA metabolic process","BP",NA,"5/137","25/6095",8.8978102189781,0.026354590805203,0.026354590805203,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0035383","GO:0035383","GO:0035383",NA,NA,"5/137","25/6095",8.8978102189781,0.026354590805203,0.026354590805203,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0046949","fatty-acyl-CoA biosynthetic process","fatty-acyl-CoA biosynthetic process","BP",NA,"4/137","14/6095",12.711157455683,0.026354590805203,0.026354590805203,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006629","lipid metabolic process","lipid metabolic process","BP",NA,"16/137","262/6095",2.71688861648186,0.0280151051460303,0.0280151051460303,16,16,"LOC126268198; LOC126278002; LOC126278149; LOC126279052; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126298596; LOC126299150; LOC126305900; LOC126335148; LOC126335155; LOC126336251; LOC126343426; LOC126347864","CYP306A1; Cyp314a1; jhamt; Tk; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0042335","cuticle development","cuticle development","BP",NA,"11/137","137/6095",3.57211359156055,0.0280151051460303,0.0280151051460303,11,11,"LOC126266832; LOC126271949; LOC126284425; LOC126284491; LOC126284577; LOC126284845; LOC126285438; LOC126299078; LOC126336345; LOC126336597; LOC126336602","mmy; SCRB3; Ser; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016405","CoA-ligase activity","CoA-ligase activity","MF",NA,"4/137","15/6095",11.8637469586375,0.0316609950902936,0.0316609950902936,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016878","acid-thiol ligase activity","acid-thiol ligase activity","MF",NA,"5/137","27/6095",8.23871316572047,0.0321646627526867,0.0321646627526867,5,5,"LOC126278002; LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006631","fatty acid metabolic process","fatty acid metabolic process","BP",NA,"8/137","77/6095",4.62223907479382,0.0325904987284781,0.0325904987284781,8,8,"LOC126268198; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126336251; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016053","organic acid biosynthetic process","organic acid biosynthetic process","BP",NA,"8/137","78/6095",4.56297959947595,0.033477131953994,0.033477131953994,8,8,"LOC126267222; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126293368; LOC126325353; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0046394","carboxylic acid biosynthetic process","carboxylic acid biosynthetic process","BP",NA,"8/137","78/6095",4.56297959947595,0.033477131953994,0.033477131953994,8,8,"LOC126267222; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126293368; LOC126325353; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0035384","GO:0035384","GO:0035384",NA,NA,"4/137","16/6095",11.1222627737226,0.0343710290192179,0.034371029019218,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0071616","acyl-CoA biosynthetic process","acyl-CoA biosynthetic process","BP",NA,"4/137","16/6095",11.1222627737226,0.0343710290192179,0.034371029019218,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:1901362","GO:1901362","GO:1901362",NA,NA,"21/137","427/6095",2.18798611942085,0.046172073016442,0.046172073016442,21,21,"LOC126267222; LOC126281861; LOC126282322; LOC126284030; LOC126284573; LOC126284712; LOC126291873; LOC126292317; LOC126293483; LOC126298596; LOC126298660; LOC126299078; LOC126299116; LOC126299150; LOC126305900; LOC126320438; LOC126347864; LOC126354588; LOC126355885; LOC126356039; LOC126359832","CYP306A1; Cyp314a1; mmy; mus209; Pole2; RnrS; unannotated; w; Xpd"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0032787","monocarboxylic acid metabolic process","monocarboxylic acid metabolic process","BP",NA,"9/137","105/6095",3.8133472367049,0.0472358233230494,0.0472358233230494,9,9,"LOC126268198; LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126336251; LOC126336866; LOC126347864","Men; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0033865","nucleoside bisphosphate metabolic process","nucleoside bisphosphate metabolic process","BP",NA,"5/137","31/6095",7.1756534024017,0.0472358233230494,0.0472358233230494,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0033875","ribonucleoside bisphosphate metabolic process","ribonucleoside bisphosphate metabolic process","BP",NA,"5/137","31/6095",7.1756534024017,0.0472358233230494,0.0472358233230494,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0034032","purine nucleoside bisphosphate metabolic process","purine nucleoside bisphosphate metabolic process","BP",NA,"5/137","31/6095",7.1756534024017,0.0472358233230494,0.0472358233230494,5,5,"LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126354620","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006030","chitin metabolic process","chitin metabolic process","BP",NA,"4/137","18/6095",9.88645579886456,0.0476365398062905,0.0476365398062905,4,4,"LOC126271949; LOC126297427; LOC126299078; LOC126336345","Cht6; mmy; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:1901135","carbohydrate derivative metabolic process","carbohydrate derivative metabolic process","BP",NA,"18/137","343/6095",2.33470238981933,0.0484589829948096,0.0484589829948096,18,18,"LOC126266657; LOC126271949; LOC126281861; LOC126281958; LOC126282322; LOC126284573; LOC126291591; LOC126291873; LOC126297427; LOC126297442; LOC126297494; LOC126299078; LOC126299116; LOC126304758; LOC126336345; LOC126347864; LOC126354588; LOC126354620","Cht6; mmy; RnrS; UGP; unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0051186","GO:0051186","GO:0051186",NA,NA,"10/137","130/6095",3.42223469960696,0.0494178603088719,0.0494178603088719,10,10,"LOC126267222; LOC126281861; LOC126282322; LOC126291873; LOC126297494; LOC126304758; LOC126325353; LOC126347864; LOC126354620; LOC126355885","unannotated; Zw"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0016877","ligase activity, forming carbon-sulfur bonds","ligase activity, forming carbon-sulfur bonds","MF",NA,"5/137","33/6095",6.74076531740765,0.0578581448379407,0.0578581448379407,5,5,"LOC126278002; LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006023","aminoglycan biosynthetic process","aminoglycan biosynthetic process","BP",NA,"4/137","20/6095",8.8978102189781,0.0663616792902404,0.0663616792902404,4,4,"LOC126266657; LOC126271949; LOC126299078; LOC126336345","mmy; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0033866","nucleoside bisphosphate biosynthetic process","nucleoside bisphosphate biosynthetic process","BP",NA,"4/137","22/6095",8.08891838088918,0.0907116109272298,0.0907116109272298,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0034030","ribonucleoside bisphosphate biosynthetic process","ribonucleoside bisphosphate biosynthetic process","BP",NA,"4/137","22/6095",8.08891838088918,0.0907116109272298,0.0907116109272298,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0034033","purine nucleoside bisphosphate biosynthetic process","purine nucleoside bisphosphate biosynthetic process","BP",NA,"4/137","22/6095",8.08891838088918,0.0907116109272298,0.0907116109272298,4,4,"LOC126281861; LOC126282322; LOC126291873; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0009108","GO:0009108","GO:0009108",NA,NA,"6/137","55/6095",4.85335102853351,0.0923483307424073,0.0923483307424073,6,6,"LOC126267222; LOC126281861; LOC126282322; LOC126291873; LOC126347864; LOC126355885","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Downregulated","Diet 33","infection_diet33_down","GO:0006633","fatty acid biosynthetic process","fatty acid biosynthetic process","BP",NA,"5/137","38/6095",5.85382251248559,0.098414537784522,0.098414537784522,5,5,"LOC126278002; LOC126281861; LOC126282322; LOC126284002; LOC126347864","unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0042834","peptidoglycan binding","peptidoglycan binding","MF",NA,"10/176","12/6095",28.8589015151515,6.55724160719255e-11,6.55724160719255e-11,10,10,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126285462; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0000270","peptidoglycan metabolic process","peptidoglycan metabolic process","BP",NA,"9/176","10/6095",31.1676136363636,1.23772328434085e-10,1.23772328434085e-10,9,9,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126285462; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0009253","peptidoglycan catabolic process","peptidoglycan catabolic process","BP",NA,"9/176","10/6095",31.1676136363636,1.23772328434085e-10,1.23772328434085e-10,9,9,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126285462; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0006027","glycosaminoglycan catabolic process","glycosaminoglycan catabolic process","BP",NA,"9/176","11/6095",28.334194214876,3.40071429729362e-10,3.40071429729362e-10,9,9,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126285462; LOC126365918","PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0009617","response to bacterium","response to bacterium","BP",NA,"20/176","91/6095",7.61113886113886,3.40071429729362e-10,3.40071429729362e-10,20,20,"LOC126267038; LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126271975; LOC126273010; LOC126278673; LOC126282030; LOC126285462; LOC126293178; LOC126293181; LOC126297857; LOC126298648; LOC126335036; LOC126365918","CSP6; PGRPLA; Rel; SamDC; spz; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0030203","glycosaminoglycan metabolic process","glycosaminoglycan metabolic process","BP",NA,"13/176","30/6095",15.0066287878788,3.40071429729362e-10,3.40071429729362e-10,13,13,"LOC126267061; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126281994; LOC126284041; LOC126285462; LOC126335001; LOC126335966; LOC126365918","GlcAT-P; PGRPLA; unannotated"
"Direction-aware enrichment","GO","Infected within diet","Diet 33 infected vs control","Upregulated","Diet 33","infection_diet33_up","GO:0005539","glycosaminoglycan binding","glycosaminoglycan binding","MF",NA,"11/176","24/6095",15.8723958333333,7.32660618171183e-09,7.32660618171183e-09,11,11,"LOC126267061; LOC126267163; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126281165; LOC126285462; LOC126365918","PGRPLA; Pvf1; unannotated"
