"gene_id","n_sets","set_members"
"LOC126350630",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126351672",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126352738",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126353181",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126353821",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126353998",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354008",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354206",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354210",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354218",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354323",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354448",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354476",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354478",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354577",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354587",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354602",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354610",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126354642",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354649",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354677",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354701",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354707",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126354720",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354742",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354788",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354795",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354843",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354870",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354887",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354894",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126354904",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355037",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355087",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355146",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355180",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355265",3,"all_diet_pairwise_results; DESeq2_33_vs_50; DESeq2_50_vs_83"
"LOC126355449",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355503",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355586",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355789",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355847",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355920",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126355949",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126356047",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_33_vs_50"
"LOC126356065",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356100",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356125",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356140",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356149",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356236",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126356254",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356316",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126356349",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126357156",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126358175",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126358860",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126358892",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126360117",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126361126",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126362397",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126363166",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126363250",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126363354",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126363586",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126364572",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365745",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365747",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365875",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365909",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365911",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126365918",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266590",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126266604",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266642",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266649",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266650",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266657",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266675",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266679",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266788",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126266822",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266828",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266909",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266913",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266926",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126266938",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126266967",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267016",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267019",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267104",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267222",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267249",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267259",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267275",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267315",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267350",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267391",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267444",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126267472",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267478",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267711",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267869",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267953",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267979",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126267980",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267982",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126267984",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268069",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268128",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268132",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268133",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268138",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126268155",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126268174",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126268182",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126268185",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126268200",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126268831",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126269432",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271741",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271900",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271907",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126271938",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271945",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271949",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126271968",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271983",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271989",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126271991",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272037",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272064",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126272129",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272144",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272253",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272273",2,"all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126272289",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272361",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272393",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272450",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272512",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272589",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272600",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126272608",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272615",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272618",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272691",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272706",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126272754",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272801",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272864",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126272926",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126272997",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126273103",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126273140",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126273254",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126273558",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126273842",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126274965",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126275296",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126275742",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126276893",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126276951",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126277871",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126277880",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126277894",2,"all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126277895",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126277952",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126277966",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126277977",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278002",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278019",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278144",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278148",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278149",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278185",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126278199",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126278211",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126278249",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278268",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278341",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278364",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278403",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278410",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278521",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278545",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278559",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278566",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278585",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278644",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126278697",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126278953",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126278972",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126279005",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126279039",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126279052",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126279056",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126279122",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126279690",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281049",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281178",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281231",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281237",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281263",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281275",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281276",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281280",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281291",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281296",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281308",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281310",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281330",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281341",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281387",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281393",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281421",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281438",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281455",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281458",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281478",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126281582",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281662",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281672",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281737",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281827",2,"all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126281835",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281906",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281933",2,"all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126281934",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281935",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126281974",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126281975",2,"all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126282005",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126282017",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282019",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282021",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282043",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282123",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282179",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126282193",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282209",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126282257",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126282270",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126282979",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126283982",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284013",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284086",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284103",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284111",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284147",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284283",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284300",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284310",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284317",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284367",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284419",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284507",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284556",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284566",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284570",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284612",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284626",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284632",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284636",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284667",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284694",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284778",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284786",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284795",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284808",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284821",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284897",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126284901",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284902",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126284977",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126285012",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126285026",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126285182",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126285283",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126285297",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126285310",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126287991",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126291424",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291514",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126291591",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291618",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126291785",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291795",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291810",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291811",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291838",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126291918",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126291919",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291949",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291956",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126291976",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126292150",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126292205",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126292317",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293175",2,"all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126293250",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293272",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293292",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293302",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126293313",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293373",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126293386",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126293404",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126293425",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
"LOC126293432",2,"all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126293483",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33"
"LOC126293520",2,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83"
