"foreground_set","ontology","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","Description","gene_biotype","DEG_context","comparisons","directions","max_abs_log2FC","min_padj"
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126267535","kynurenine formamidase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.08204022637779,6.41811777038635e-07
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126271955","aromatic-L-amino-acid decarboxylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.89987959340667,3.99685523668323e-06
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126278953","xanthine dehydrogenase","protein_coding","Infection + diet","control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",1.63143391109172,0.000603365613007829
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126282005","protein white-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.22938533057602,0.0460097705480411
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126282517","tryptophan 2,3-dioxygenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.54351890593063,0.000111668142509328
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126284548","spermine synthase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.09766763087521,4.78233492412324e-29
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126284808","spermine synthase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06539387582938,0.00168666378872652
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126293695","acetylcholinesterase-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",4.88208606507,0.0127573566261294
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126333165","MOXD1 homolog 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.75689038927711,6.25497804386719e-05
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126335036","S-adenosylmethionine decarboxylase proenzyme","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.53283956185607,2.43414135708427e-16
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126356039","protein white-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.22838165743012,7.40434117212597e-05
"All main-chromosome DEGs","Biological process","GO:0006576","biogenic amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126356204","zwittermicin A synthase ZmaJ","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.9588560446336,4.74025878678218e-13
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126267535","kynurenine formamidase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.08204022637779,6.41811777038635e-07
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126271955","aromatic-L-amino-acid decarboxylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.89987959340667,3.99685523668323e-06
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126278953","xanthine dehydrogenase","protein_coding","Infection + diet","control_diet83_vs33; infected_diet83_vs33","Control diet 83; Infected diet 83",1.63143391109172,0.000603365613007829
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126282005","protein white-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.22938533057602,0.0460097705480411
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126282517","tryptophan 2,3-dioxygenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.54351890593063,0.000111668142509328
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126284548","spermine synthase-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.09766763087521,4.78233492412324e-29
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126284808","spermine synthase-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06539387582938,0.00168666378872652
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126293695","acetylcholinesterase-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",4.88208606507,0.0127573566261294
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126333165","MOXD1 homolog 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.75689038927711,6.25497804386719e-05
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126335036","S-adenosylmethionine decarboxylase proenzyme","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.53283956185607,2.43414135708427e-16
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126354225","ethanolamine-phosphate cytidylyltransferase","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.26004719625552,0.0296486488470192
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126356039","protein white-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.22838165743012,7.40434117212597e-05
"All main-chromosome DEGs","Biological process","GO:0009308","amine metabolic process","13/633","16/5278",3.76777361683318e-10,2.25595445307886e-07,2.25595445307886e-07,13,"LOC126356204","zwittermicin A synthase ZmaJ","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",3.9588560446336,4.74025878678218e-13
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126266657","UDP-glucose 6-dehydrogenase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90797128679859,5.50656974051229e-05
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267061","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.04188011394174,0.0158621295540491
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267215","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",5.53080727788498,5.53644465391459e-27
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267216","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",4.85840271072888,7.52937890923635e-15
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267217","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.99905467918615,0.00941503916894951
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267343","uncharacterized LOC126267343","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.34461139120995,4.8155393126026e-15
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126267652","peptidoglycan-recognition protein SC1a-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.92897953010611,3.19978890268527e-05
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126268068","peptidoglycan recognition protein 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.34288978322865,3.42078587246132e-11
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126271949","chitin synthase chs-2","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.18611886690572,0.0433733197597904
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126278279","chitin deacetylase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.4767179079539,4.71129686216985e-05
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126281994","chondroitin sulfate synthase 1","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.10575278602465,2.60187084563725e-10
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126284041","bifunctional heparan sulfate N-deacetylase/N-sulfotransferase","protein_coding","Infection within diet","infection_diet33; infection_diet83","Infected diet 33; Infected diet 83",1.04555227981003,0.00356791181628993
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126285462","peptidoglycan-recognition protein SB1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.80047450433475,1.39448684788783e-24
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126299078","UDP-N-acetylhexosamine pyrophosphorylase","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.2428017416964,0.00010335867658241
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126335001","exostosin-3-like","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.55010783909248,0.0381512766838436
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126335966","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase P-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",6.81143227497409,3.79427677603037e-41
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126336345","uncharacterized LOC126336345","protein_coding","Infection within diet","infection_diet33","Control diet 33",1.47036969564842,0.0088605683152595
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126346580","chitinase-like protein Idgf4","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.05813433995226,2.52848435816967e-06
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126346606","chitinase-like protein Idgf4","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.85681510160734,0.00014498073328565
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126346622","chitinase-like protein Idgf4","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.56896954338347,0.00133815442906569
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126354720","protein Skeletor, isoforms B/C","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.94507196640801,0.0178166961561398
"All main-chromosome DEGs","Biological process","GO:0006022","aminoglycan metabolic process","22/633","44/5278",6.20891292061164e-10,3.3045214321922e-07,3.3045214321922e-07,22,"LOC126365918","peptidoglycan-recognition protein LA-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.6972728817972,4.57927116972131e-09
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126267409","calcium-binding mitochondrial carrier protein SCaMC-2","protein_coding","Infection within diet","infection_diet33; infection_diet50","Infected diet 33; Infected diet 50",1.12909963224085,0.00013826155666313
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126268194","proton-coupled amino acid transporter-like protein CG1139","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",2.04294511023256,3.30603543435054e-06
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126269352","glutamate-gated chloride channel-like","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",6.05453216954785,0.0162503540919875
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126269368","glutamate-gated chloride channel-like","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",3.36501131752797,0.0242131195717808
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126272465","vesicular glutamate transporter 1-like","protein_coding","Infection + diet","control_diet33_vs50; control_diet83_vs33; infected_diet33_vs50; infected_diet83_vs33; infection_average_all_diets","Average infected; Control diet 33; Infected diet 33",5.93826954846601,5.76620772975768e-08
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126272718","solute carrier family 12 member 6","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.2094302487123,1.50769468937043e-05
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126272884","carcinine transporter","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.29332508357501,0.0061357784452679
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126273067","uncharacterized LOC126273067","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",8.03636548058112,0.00293749311436399
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126278232","UDP-galactose transporter senju","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.08131614148395,2.34397042821972e-16
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126278467","putative inorganic phosphate cotransporter","protein_coding","Infection within diet","infection_average_all_diets","Average infected",2.14692928117784,0.00147270751578477
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126278890","vesicular inhibitory amino acid transporter","protein_coding","Infection + diet","infected_diet33_vs50; infection_diet50","Infected diet 50",4.89277888171529,0.00362918400486964
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126279835","solute carrier organic anion transporter family member 74D","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",1.39348057806901,8.51419418575648e-05
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126281351","synaptic vesicle glycoprotein 2B","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.95143088069523,9.81195270763387e-08
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126282005","protein white-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.22938533057602,0.0460097705480411
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126284897","organic cation transporter protein","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.3015699074245,0.0411295762599421
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126285413","protein I'm not dead yet-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.19637318744861,9.47996653902604e-22
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126298067","chloride channel protein 2","protein_coding","Diet in controls","control_diet83_vs33","Control diet 83",1.20196346724159,0.0136892812880677
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126298679","b(0,+)-type amino acid transporter 1","protein_coding","Infection within diet","infection_diet50","Infected diet 50",1.40568737907882,0.0348278739125175
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126299195","organic cation transporter protein-like","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.1282212300277,0.0116914112663357
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126299447","organic cation transporter protein","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.45559323457925,8.59544759595328e-22
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126324835","UDP-sugar transporter UST74c-like","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.08594836955239,0.0143683178811103
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126325327","uncharacterized LOC126325327","protein_coding","Infection within diet","infection_average_all_diets","Average control",1.22256731486254,0.0347228180573917
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126334835","sialin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",1.83674730778445,2.75676189117572e-14
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126334955","sialin","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.48885857790859,5.75881079266799e-05
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126335259","sialin-like","protein_coding","Infection + diet","control_diet83_vs33; control_diet83_vs50; infection_diet83; interaction_diet83_vs33; interaction_diet83_vs50","Control diet 33; Control diet 50; Infected diet 83; Infection response diet 83",24.3028179468028,2.32354796439944e-09
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126336375","sialin-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",2.92470363761989,1.4991907754007e-20
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126336638","organic cation transporter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average infected; Infected diet 50",2.25130122528452,0.000164545598400812
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126336682","uncharacterized LOC126336682","protein_coding","Infection within diet","infection_diet83","Control diet 83",1.06743973753876,0.0198088979560466
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126336688","organic cation transporter protein-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average infected; Infected diet 33; Infected diet 50; Infected diet 83",3.89111738664583,8.63679074941841e-11
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126337983","uncharacterized LOC126337983","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50; infection_diet83","Average infected; Infected diet 50; Infected diet 83",1.69096597274064,5.93116331991506e-05
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126353927","cationic amino acid transporter 3","protein_coding","Infection within diet","infection_average_all_diets","Average infected",1.19544079312566,0.00690722448774284
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126353931","high affinity cationic amino acid transporter 1-like","protein_coding","Infection within diet","infection_average_all_diets; infection_diet33; infection_diet50","Average infected; Infected diet 33; Infected diet 50",4.58801381276991,1.55661335805108e-06
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126354478","UDP-galactose translocator","protein_coding","Infection within diet","infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.21199773740254,0.000158784438620408
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126354562","uncharacterized LOC126354562","protein_coding","Infection within diet","infection_diet83","Infected diet 83",1.77451562432261,0.0136088135815278
"All main-chromosome DEGs","Biological process","GO:0006820","monoatomic anion transport","47/633","157/5278",8.03271249567173e-10,3.49788116856978e-07,3.49788116856978e-07,47,"LOC126354582","cationic amino acid transporter 4","protein_coding","Diet in infected","infected_diet33_vs50","Infected diet 50",6.23142898366578,0.0402826212612242
