"database","background","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","Description","gene_biotype"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126267350","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06367326368541,0.0192423308843258,2.10729245358204,"1020","Lower than gene mean","glycine cleavage system H protein, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126267953","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.1007264411038,0.0318006578881223,2.35491248573103,"1038","Higher than gene mean","phytanoyl-CoA dioxygenase domain-containing protein 1 homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126267997","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.43520843480415,0.000279053636251197,2.37341658442747,"1004","Higher than gene mean","myosin heavy chain 95F","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126268197","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02705205228976,0.0397324696432787,2.3551096837649,"1052","Lower than gene mean","NTF2-related export protein","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126270526","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.39497800338742,0.000316571177182894,2.09840724292372,"1015","Lower than gene mean","uncharacterized LOC126270526","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,2.18610660590925,"1038","Higher than gene mean","aspartate aminotransferase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272375","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.00940078486962,0.0460896940437481,1.68845470166435,"1038","Higher than gene mean","DNA repair protein XRCC2-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272511","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",3.52520128258112,3.41479254719787e-06,1.91220386363361,"1038","Higher than gene mean","uricase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272512","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09443015721427,0.0154674075714766,4.58319469153375,"1023","Lower than gene mean","probable 28S ribosomal protein S25, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272690","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.58430067149676,0.000627601753277024,2.00943771525681,"1050","Lower than gene mean","angiogenic factor with G patch and FHA domains 1","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272743","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12947731076251,0.027238446587596,3.41056724512133,"1006","Lower than gene mean","G2/mitotic-specific cyclin-B-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272836","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07966346372614,0.00384302964555917,2.16420070616592,"1016","Lower than gene mean","oligosaccharyltransferase complex subunit ostc-B","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126272888","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06,1.92764360429436,"1038","Higher than gene mean","uncharacterized LOC126272888","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126273149","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.30266990549474,0.00113029647273925,2.47759889260925,"1016","Lower than gene mean","kinesin-like protein KIF22","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126273293","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.25359102985596,0.0420692063984839,2.29175146667128,"1002","Higher than gene mean","protein dead ringer-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126276967","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.79201611951831,0.000738968473061201,2.54427073469186,"1007","Higher than gene mean","innexin inx7","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126277977","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.08102657556134,0.0435144803547537,2.58200670508829,"1002","Lower than gene mean","ubiquitin-conjugating enzyme E2 C-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126278002","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.93635199562098,0.00076879434093847,2.31637688269404,"1007","Higher than gene mean","medium-chain acyl-CoA ligase ACSF2, mitochondrial-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126278341","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.22914607553627,0.0187802576177988,2.21118847742638,"1054","Lower than gene mean","uncharacterized LOC126278341","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126278346","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.10107086036872,0.00420665042548931,2.57770429045358,"1038","Higher than gene mean","baculoviral IAP repeat-containing protein 5.2-B","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126278501","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.87499522302748,2.48503596983254e-06,2.41753514789203,"1023","Lower than gene mean","fork head domain transcription factor slp2-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126279072","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16898880436511,0.0355308152759941,2.87373733449924,"1027","Lower than gene mean","G2/mitotic-specific cyclin-B-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281164","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36989909182244,0.0101215360885618,3.40405217150798,"1014","Lower than gene mean","dolichol-phosphate mannosyltransferase subunit 3","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281396","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02837000361329,0.00277091740868991,3.92072124509587,"1014","Lower than gene mean","single-stranded DNA-binding protein, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,1.94609145287915,"1038","Higher than gene mean","aldehyde dehydrogenase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281672","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.49642633667361,0.000181539916064202,2.99021304727909,"1027","Lower than gene mean","D-aspartate oxidase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281861","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.2257149838949,1.94148075069126e-06,2.153769405553,"1058","Lower than gene mean","uncharacterized LOC126281861","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126281949","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.13067419314859,0.000142270367716713,2.15107683155002,"1002","Higher than gene mean","probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126282005","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.22938533057602,0.0460097705480411,3.07416903382492,"1058","Lower than gene mean","protein white-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126282271","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.48899966026514,4.46575387281438e-10,2.21337823378898,"1039","Higher than gene mean","histone H2A.V","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126282371","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.33893994885074,0.00340394486085456,2.1115424425001,"1038","Higher than gene mean","cyclin-dependent kinase 1-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284002","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.42345722447062,8.29036751879089e-10,2.46765181218157,"1009","Higher than gene mean","elongation of very long chain fatty acids protein 6","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284030","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.20004500041169,2.48060826378379e-07,2.40164257698333,"1054","Lower than gene mean","proliferating cell nuclear antigen","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284276","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.64414131939002,4.50059539198747e-07,1.70972525527472,"1039","Higher than gene mean","mitotic spindle assembly checkpoint protein MAD2A","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284310","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.19628752759347,0.032466487575311,2.03808739143228,"1020","Lower than gene mean","wee1-like protein kinase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284413","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.087051102417,0.00512115239339089,1.96954710277774,"1029","Lower than gene mean","protein abnormal spindle-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284573","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.00903793849306,1.42265984178028e-06,2.03622770235901,"1049","Lower than gene mean","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284584","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.71203347686009,0.0180395862968884,2.16214737262613,"1016","Lower than gene mean","optomotor-blind protein-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284624","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.45024945297785,0.00867719579492969,1.67774214074563,"1009","Higher than gene mean","paired box protein Pax-5","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284632","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,3.91377391908293,"1016","Lower than gene mean","Fanconi anemia group D2 protein","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126284788","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.26995806412352,0.0149431522460649,2.51346191726017,"1037","Higher than gene mean","transcription factor SUM-1","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126285437","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01455926991119,0.0137557214397719,2.30531406822909,"1057","Lower than gene mean","uncharacterized LOC126285437","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126291476","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.08540046293263,0.0102321778226461,2.19675782662865,"1020","Higher than gene mean","homeobox protein unc-4-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126293357","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Infected diet 50",3.69040033314734,0.0170967911164922,3.98282374284613,"1016","Higher than gene mean","homeobox protein abdominal-A homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126293382","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24865823781275,0.000587468950011878,2.4905583926622,"1024","Lower than gene mean","39S ribosomal protein L32, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126293483","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.03858845310574,0.0106286572050221,2.17328416829424,"1049","Lower than gene mean","DNA replication licensing factor Mcm6","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126295143","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.09583313325651,0.0120734885588639,2.37631255203125,"1016","Lower than gene mean","speckle-type POZ protein-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126295214","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.04237881445928,0.0434735862786285,2.06323887303287,"1029","Lower than gene mean","nostrin","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126297442","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90450510893333,3.89396125508657e-05,2.12976621314326,"1030","Higher than gene mean","beta-1,4-glucuronyltransferase 1","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126297692","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.55659640449538,0.000390839362684237,2.01170667117875,"1042","Lower than gene mean","ras-related protein Rab-3","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126297882","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07218997412585,0.0162616328780146,2.44222222268698,"1029","Lower than gene mean","nuclear hormone receptor FTZ-F1 beta","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126297907","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.21972925388663,0.00104229935368084,2.48482591300381,"1014","Lower than gene mean","homeobox protein engrailed-1a-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126297938","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0278815670911,0.0462179335027886,1.99238416902834,"1057","Lower than gene mean","ecdysone-induced protein 74EF","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298067","Diet in controls","Not evaluated in this chromosome-only figure",1,"control_diet83_vs33","Control diet 83",1.20196346724159,0.0136892812880677,3.10584221952585,"1011","Higher than gene mean","chloride channel protein 2","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298660","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.20534330234839,2.84544656237797e-06,2.45415723374388,"1041","Higher than gene mean","homeobox protein aristaless-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298758","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16285831366387,0.0162400219268385,2.50106808156644,"1027","Lower than gene mean","protein FAM107B","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298770","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.30151081637103,1.4483900992508e-10,2.20916149214598,"1014","Lower than gene mean","adrenodoxin-like protein 2, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298797","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.67140185034653,6.72656342841293e-05,2.91696938294916,"1002","Lower than gene mean","uncharacterized LOC126298797","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126298865","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,2.77845330293055,"1020","Lower than gene mean","GTP:AMP phosphotransferase AK3, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299004","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1596944443909,0.00338664603360691,2.38754616902464,"1006","Higher than gene mean","circadian locomoter output cycles protein kaput","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299043","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12976423989885,0.00327068628652296,2.62801187704596,"1027","Lower than gene mean","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299093","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.53352556901205,2.21213734337882e-05,2.73721209324474,"1050","Lower than gene mean","homeobox protein engrailed-1-B-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299150","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.39454505907055,1.4241867996273e-05,2.37042718260026,"1016","Lower than gene mean","ecdysone 20-monooxygenase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299171","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.84179312527646,2.05081975405757e-05,2.65688766621156,"1023","Lower than gene mean","serine/threonine-protein kinase NIM1-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299197","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.69017802792806,4.96035169196194e-05,2.5980920918461,"1058","Lower than gene mean","zinc finger protein GLI4-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126299549","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.39611721084196,1.27068016842785e-11,2.24897043060628,"1023","Lower than gene mean","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126305900","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.8713968695064,0.00410504698976796,1.67703266367951,"1009","Higher than gene mean","cytochrome P450 306a1","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126320178","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.99476988292441,0.00248382576894212,2.8589647307931,"1037","Higher than gene mean","cytochrome P450 315a1, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126320326","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.48490316103179,0.000109795783684018,2.89969959502175,"1002","Lower than gene mean","geminin","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126320492","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.29129326836433,0.000244013788450326,2.38935155611884,"1006","Lower than gene mean","protein MCM10 homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126320757","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet50; infection_diet83","Control diet 50; Control diet 83",1.05210274153116,0.00788606860697097,1.86378073556782,"1027","Lower than gene mean","protein spinster","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126322385","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.19824000411118,0.00658872303307698,2.5965387644494,"1006","Higher than gene mean","intraflagellar transport protein 80 homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0043226","organelle","134/271","244/633",8.31907306043993e-07,0.000130765626501526,0.000130765626501526,134,"LOC126323251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899,2.43097297941122,"1037","Higher than gene mean","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding"
