"database","background","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction","Description","gene_biotype"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126266746","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.05064515517822,0.000564491101029496,1.95860001902619,"1038","Higher than gene mean","uncharacterized LOC126266746","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126266832","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.42445718103756,3.06441599271753e-06,2.44050429718264,"1058","Lower than gene mean","protein jagged-1b","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126266967","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02418793789012,0.0209621432369893,2.15468249661577,"1020","Lower than gene mean","mitotic checkpoint protein BUB3","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126267242","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0074475137939,0.00321161592820394,3.09837371587128,"1002","Lower than gene mean","chromosome-associated kinesin KIF4","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126267997","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.43520843480415,0.000279053636251197,2.37341658442747,"1004","Higher than gene mean","myosin heavy chain 95F","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126270526","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.39497800338742,0.000316571177182894,2.09840724292372,"1015","Lower than gene mean","uncharacterized LOC126270526","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126272289","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.5558340063155,0.000351766127685446,1.97442054613058,"1041","Higher than gene mean","cyclin-dependent kinases regulatory subunit","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126272743","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12947731076251,0.027238446587596,3.41056724512133,"1006","Lower than gene mean","G2/mitotic-specific cyclin-B-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126277977","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.08102657556134,0.0435144803547537,2.58200670508829,"1002","Lower than gene mean","ubiquitin-conjugating enzyme E2 C-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126278341","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.22914607553627,0.0187802576177988,2.21118847742638,"1054","Lower than gene mean","uncharacterized LOC126278341","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126278346","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.10107086036872,0.00420665042548931,2.57770429045358,"1038","Higher than gene mean","baculoviral IAP repeat-containing protein 5.2-B","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126279072","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16898880436511,0.0355308152759941,2.87373733449924,"1027","Lower than gene mean","G2/mitotic-specific cyclin-B-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126279111","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",1.47808656306876,0.000181539916064202,2.66600823953898,"1014","Lower than gene mean","S-phase kinase-associated protein 2","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126282371","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.33893994885074,0.00340394486085456,2.1115424425001,"1038","Higher than gene mean","cyclin-dependent kinase 1-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126284030","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.20004500041169,2.48060826378379e-07,2.40164257698333,"1054","Lower than gene mean","proliferating cell nuclear antigen","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126284276","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.64414131939002,4.50059539198747e-07,1.70972525527472,"1039","Higher than gene mean","mitotic spindle assembly checkpoint protein MAD2A","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126284310","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.19628752759347,0.032466487575311,2.03808739143228,"1020","Lower than gene mean","wee1-like protein kinase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126284413","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.087051102417,0.00512115239339089,1.96954710277774,"1029","Lower than gene mean","protein abnormal spindle-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126284632","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,3.91377391908293,"1016","Lower than gene mean","Fanconi anemia group D2 protein","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126285437","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01455926991119,0.0137557214397719,2.30531406822909,"1057","Lower than gene mean","uncharacterized LOC126285437","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126320326","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.48490316103179,0.000109795783684018,2.89969959502175,"1002","Lower than gene mean","geminin","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126326589","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.4832595749795,6.66336473860179e-07,2.1437412275222,"1046","Lower than gene mean","ovarian-specific serine/threonine-protein kinase Lok-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126334614","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92164957038592,0.000223851586008,1.98989220567785,"1041","Higher than gene mean","kinesin-like protein KIF20B","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126334907","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.63959940087535,9.15749968226095e-05,2.40295797558956,"1016","Lower than gene mean","uncharacterized LOC126334907","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126335481","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.01495139742844,0.001417228996245,2.59637981979961,"1020","Lower than gene mean","DNA primase large subunit","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126336566","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36400265295012,0.0214742670460171,2.25257191320707,"1058","Lower than gene mean","uncharacterized LOC126336566","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126336858","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.78635805855033,8.73298218097974e-05,2.48013574738882,"1002","Higher than gene mean","protein atonal","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126347975","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.17190115241239,0.0210490860216869,2.18772029720359,"1041","Higher than gene mean","calponin homology domain-containing protein DDB_G0272472-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126354218","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01691832886899,0.0156507592837821,2.22759093345138,"1023","Lower than gene mean","partitioning defective 3 homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0000278","mitotic cell cycle","30/271","34/633",2.1956914677121e-08,1.58748493115585e-05,1.58748493115585e-05,30,"LOC126354268","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.2622230155526,0.000651713372413879,2.62187181481287,"1014","Lower than gene mean","separin","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126266662","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.7560990068931,0.000133527877255632,2.67918175792695,"1037","Higher than gene mean","heat shock protein 68-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126266827","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.36588703687231,0.0284320839091959,1.88015955493278,"1016","Lower than gene mean","senecionine N-oxygenase-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126266828","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19583702086913,0.00116262206404869,1.59475509892162,"1011","Higher than gene mean","senecionine N-oxygenase-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126267350","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06367326368541,0.0192423308843258,2.10729245358204,"1020","Lower than gene mean","glycine cleavage system H protein, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,2.18610660590925,"1038","Higher than gene mean","aspartate aminotransferase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126272512","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09443015721427,0.0154674075714766,4.58319469153375,"1023","Lower than gene mean","probable 28S ribosomal protein S25, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126272888","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06,1.92764360429436,"1038","Higher than gene mean","uncharacterized LOC126272888","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126281396","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02837000361329,0.00277091740868991,3.92072124509587,"1014","Lower than gene mean","single-stranded DNA-binding protein, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,1.94609145287915,"1038","Higher than gene mean","aldehyde dehydrogenase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126284002","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.42345722447062,8.29036751879089e-10,2.46765181218157,"1009","Higher than gene mean","elongation of very long chain fatty acids protein 6","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126293382","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24865823781275,0.000587468950011878,2.4905583926622,"1024","Lower than gene mean","39S ribosomal protein L32, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126298770","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.30151081637103,1.4483900992508e-10,2.20916149214598,"1014","Lower than gene mean","adrenodoxin-like protein 2, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126298865","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,2.77845330293055,"1020","Lower than gene mean","GTP:AMP phosphotransferase AK3, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126299043","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12976423989885,0.00327068628652296,2.62801187704596,"1027","Lower than gene mean","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126299150","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.39454505907055,1.4241867996273e-05,2.37042718260026,"1016","Lower than gene mean","ecdysone 20-monooxygenase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126299549","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.39611721084196,1.27068016842785e-11,2.24897043060628,"1023","Lower than gene mean","succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126320178","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.99476988292441,0.00248382576894212,2.8589647307931,"1037","Higher than gene mean","cytochrome P450 315a1, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126323251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.74346605718364,0.000233386791664899,2.43097297941122,"1037","Higher than gene mean","bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126325353","Infection + diet","Not evaluated in this chromosome-only figure",2,"infected_diet83_vs33; infection_diet33","Control diet 33; Infected diet 83",2.32608132877246,0.0016483815956814,2.2871578425275,"1050","Higher than gene mean","serine hydroxymethyltransferase","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126334596","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.12578961193669,0.0135632998535692,3.08429586794008,"1007","Higher than gene mean","probable aconitate hydratase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126334657","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68207488182876,4.56159139413212e-05,2.59624214103083,"1002","Higher than gene mean","bcl-2-related ovarian killer protein-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126334733","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.40474344396114,0.00130922068108473,2.76514488320728,"1024","Lower than gene mean","39S ribosomal protein L12, mitochondrial-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126334959","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09698018165187,0.000663988184661385,2.08858665934048,"1007","Higher than gene mean","superoxide dismutase [Mn], mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126335256","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.88658055846766,3.2877561656341e-17,2.0305896205396,"1023","Lower than gene mean","probable methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126335505","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.35748613988231,2.60443555613489e-09,2.31278541780133,"1002","Higher than gene mean","isocitrate dehydrogenase [NADP] cytoplasmic","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126336122","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.4096398459002,4.75240175557166e-10,2.2838327306763,"1032","Higher than gene mean","NADP-dependent malic enzyme-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126336244","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.70587238674963,1.45258367656863e-17,1.83946885934477,"1023","Lower than gene mean","acetyl-CoA acetyltransferase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126336251","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.68270517033863,3.74621147984462e-07,2.1570158268864,"1030","Higher than gene mean","enoyl-CoA hydratase, mitochondrial-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126336866","Infection + diet","Not evaluated in this chromosome-only figure",6,"control_diet83_vs33; control_diet83_vs50; infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.29949346344175,2.09258436775483e-21,2.34702699208548,"1037","Higher than gene mean","NADP-dependent malic enzyme-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126336928","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.37647793503007,0.00808382915218958,3.79934440206439,"1023","Lower than gene mean","S-adenosylmethionine mitochondrial carrier protein homolog","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126349195","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09885259010062,0.0349122863528309,2.1143064006427,"1037","Higher than gene mean","dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126349792","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02383328668256,0.0265642313361394,2.66162075596757,"1027","Lower than gene mean","complement component 1 Q subcomponent-binding protein, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126352958","Infection + diet","Not evaluated in this chromosome-only figure",4,"control_diet83_vs33; control_diet83_vs50; infected_diet83_vs33; infected_diet83_vs50","Control diet 83; Infected diet 83",3.3031178516406,1.68158644234721e-06,2.73401439409294,"1050","Higher than gene mean","ornithine aminotransferase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126354727","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.62715954368852,5.30577079290177e-05,1.86978211046045,"1045","Lower than gene mean","alanine--glyoxylate aminotransferase 2, mitochondrial-like","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126356100","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.09771649289524,2.66791460778016e-06,2.63037605423503,"1016","Lower than gene mean","glycerol-3-phosphate acyltransferase 1, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0005739","mitochondrion","36/271","43/633",1.42525636687601e-08,1.58748493115585e-05,1.58748493115585e-05,36,"LOC126365930","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.31653976571896,0.00219494993667043,2.29216024363894,"1039","Higher than gene mean","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","36/271","44/633",4.81348236979768e-08,2.32009850224248e-05,2.32009850224248e-05,36,"LOC126266642","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.0284917407699,0.0147567021689679,2.67134957438209,"1024","Lower than gene mean","nuclear pore complex protein Nup155","protein_coding"
"GO","All fat body DEGs in heatmap","GO:0007049","cell cycle","36/271","44/633",4.81348236979768e-08,2.32009850224248e-05,2.32009850224248e-05,36,"LOC126266746","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.05064515517822,0.000564491101029496,1.95860001902619,"1038","Higher than gene mean","uncharacterized LOC126266746","protein_coding"
