"heatmap_row_order","gene_id","GFF_Description","gene_biotype","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","max_abs_sample_z","sample_with_max_abs_z","sample_deviation_direction"
822,"LOC126355586","cGMP-dependent protein kinase, isozyme 1","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.76723249151076,0.0014908886930604,2.31942506495716,"1057","Lower than gene mean"
823,"LOC126299043","delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12976423989885,0.00327068628652296,2.62801187704596,"1027","Lower than gene mean"
824,"LOC126346564","transient receptor potential cation channel protein painless-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.68050718962591,8.90692836002715e-07,2.01799047960055,"1058","Lower than gene mean"
825,"LOC126267249","uncharacterized LOC126267249","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.1354705012691,0.0366120317753792,2.95430738491783,"1032","Higher than gene mean"
826,"LOC126273842","TRPL translocation defect protein 14","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.04373858355296,0.0109294478213736,2.62987845674111,"1027","Lower than gene mean"
827,"LOC126284199","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.15969853373498,0.00236866299386806,2.44462416888888,"1004","Higher than gene mean"
828,"LOC126272753","uncharacterized LOC126272753","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.26167574129495,0.000369797499261495,2.26610514405388,"1002","Higher than gene mean"
829,"LOC126267997","myosin heavy chain 95F","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.43520843480415,0.000279053636251197,2.37341658442747,"1004","Higher than gene mean"
830,"LOC126354218","partitioning defective 3 homolog","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01691832886899,0.0156507592837821,2.22759093345138,"1023","Lower than gene mean"
831,"LOC126281299","uncharacterized LOC126281299","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.8209763089299,7.50779629287754e-07,2.36767580852378,"1036","Higher than gene mean"
832,"LOC126281298","uncharacterized LOC126281298","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",5.12624105265559,3.94980483757401e-05,2.2870519105757,"1030","Higher than gene mean"
833,"LOC126281300","uncharacterized LOC126281300","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",5.41217084800262,4.60983628702462e-05,2.35032888671274,"1036","Higher than gene mean"
834,"LOC126281520","uncharacterized LOC126281520","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.01962619808573,0.002712953900206,2.11948619845998,"1031","Higher than gene mean"
835,"LOC126281522","uncharacterized LOC126281522","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",2.3466130775757,0.00282112627941932,2.03008209575685,"1006","Higher than gene mean"
836,"LOC126267253","endoplasmic reticulum chaperone BiP-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.4678064453413,0.0289176620096866,2.24277583423116,"1006","Higher than gene mean"
837,"LOC126335184","protein 5NUC-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.21418279114143,0.0349122863528309,2.76035488745067,"1023","Lower than gene mean"
838,"LOC126282115","D-threo-3-hydroxyaspartate dehydratase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.88331689926263,0.000143696508870103,2.89751670992492,"1037","Higher than gene mean"
839,"LOC126335600","farnesol dehydrogenase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",3.16769266151481,1.4241867996273e-05,3.3317023832792,"1037","Higher than gene mean"
840,"LOC126336628","UDP-glycosyltransferase UGT5-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.52770989936731,0.0116996631994891,2.14071847646062,"1016","Lower than gene mean"
841,"LOC126336469","farnesol dehydrogenase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.49479761487681,0.000129904470824647,2.2683114556947,"1020","Lower than gene mean"
842,"LOC126284552","cytochrome P450 6j1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.68444615969322,0.00548154842357631,2.35126921190791,"1054","Higher than gene mean"
843,"LOC126336888","glutathione S-transferase 1-1-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.11572359561155,0.00291462589470582,2.6097735225596,"1024","Lower than gene mean"
844,"LOC126295441","uncharacterized LOC126295441","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.28003355715996,0.023976941328991,1.96157498173126,"1031","Higher than gene mean"
845,"LOC126293292","1,5-anhydro-D-fructose reductase-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.33047565948153,0.00203918338897432,2.46085148748062,"1050","Higher than gene mean"
846,"LOC126354460","15-hydroxyprostaglandin dehydrogenase [NAD(+)]-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.74901120949161,5.42959079308676e-09,2.08333983686075,"1015","Lower than gene mean"
847,"LOC126298572","lysosomal aspartic protease-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.35570775590682,0.000820757050564818,2.04630176126894,"1002","Higher than gene mean"
848,"LOC126354707","esterase FE4-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.15978079601726,8.09565174627987e-05,2.03850564621938,"1038","Higher than gene mean"
849,"LOC126355192","glutathione hydrolase-like YwrD proenzyme","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.28830787367409,0.0005389445078962,2.87220461136556,"1020","Lower than gene mean"
850,"LOC126336465","cuticle protein 79-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.67202235701858,0.021182790759798,2.78382058326651,"1006","Higher than gene mean"
851,"LOC126335667","elastin-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.13057501142997,0.012004680824491,2.19724625821729,"1006","Higher than gene mean"
852,"LOC126335665","uncharacterized LOC126335665","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.83148163598079,0.0101638035940393,2.4114194221529,"1006","Higher than gene mean"
853,"LOC126336464","uncharacterized LOC126336464","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",2.80646122051985,0.0330635640932738,2.60326053795884,"1006","Higher than gene mean"
854,"LOC126336460","uncharacterized LOC126336460","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",3.00171558924463,0.0343440843229415,2.78117874543334,"1006","Higher than gene mean"
855,"LOC126336463","uncharacterized LOC126336463","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",4.36050884972229,0.00914181023762513,3.0891817249774,"1006","Higher than gene mean"
856,"LOC126293313","angiotensin-converting enzyme-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.02681089719662,0.0118837389286342,2.19615816644688,"1002","Lower than gene mean"
857,"LOC126282043","aldehyde dehydrogenase, mitochondrial-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.25838586860199,0.000174148234914067,1.92583843710757,"1027","Lower than gene mean"
858,"LOC126267568","uncharacterized LOC126267568","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",3.50929145406238,9.38898625911169e-08,2.64846740123542,"1006","Higher than gene mean"
859,"LOC126284088","endocuticle structural glycoprotein SgAbd-8-like","protein_coding","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.33039299652581,9.47811012058622e-07,2.25218496798338,"1020","Lower than gene mean"
