"expression_cluster","database","background","term_id","term_name","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","gene_id","DEG_context","phase_class","n_deg_contrasts","comparisons","directions","max_abs_log2FC","min_padj","Description","gene_biotype"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126284030","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.20004500041169,2.48060826378379e-07,"proliferating cell nuclear antigen","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126284276","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.64414131939002,4.50059539198747e-07,"mitotic spindle assembly checkpoint protein MAD2A","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126284310","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.19628752759347,0.032466487575311,"wee1-like protein kinase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126284413","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.087051102417,0.00512115239339089,"protein abnormal spindle-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126284632","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,"Fanconi anemia group D2 protein","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126285437","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01455926991119,0.0137557214397719,"uncharacterized LOC126285437","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126326589","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",1.4832595749795,6.66336473860179e-07,"ovarian-specific serine/threonine-protein kinase Lok-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126334614","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92164957038592,0.000223851586008,"kinesin-like protein KIF20B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126334907","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.63959940087535,9.15749968226095e-05,"uncharacterized LOC126334907","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126336566","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36400265295012,0.0214742670460171,"uncharacterized LOC126336566","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126347975","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.17190115241239,0.0210490860216869,"calponin homology domain-containing protein DDB_G0272472-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126354218","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.01691832886899,0.0156507592837821,"partitioning defective 3 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:1903047","mitotic cell cycle process","24/271","26/633",9.48323337586163e-08,2.74255109229918e-05,2.74255109229918e-05,24,"LOC126354268","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",2.2622230155526,0.000651713372413879,"separin","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266642","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.0284917407699,0.0147567021689679,"nuclear pore complex protein Nup155","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266657","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90797128679859,5.50656974051229e-05,"UDP-glucose 6-dehydrogenase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266662","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",1.7560990068931,0.000133527877255632,"heat shock protein 68-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266746","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.05064515517822,0.000564491101029496,"uncharacterized LOC126266746","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266827","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.36588703687231,0.0284320839091959,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266828","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",2.19583702086913,0.00116262206404869,"senecionine N-oxygenase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126266967","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02418793789012,0.0209621432369893,"mitotic checkpoint protein BUB3","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126267242","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.0074475137939,0.00321161592820394,"chromosome-associated kinesin KIF4","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126267253","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_diet33; infection_diet50","Control diet 33; Control diet 50",1.4678064453413,0.0289176620096866,"endoplasmic reticulum chaperone BiP-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126267350","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.06367326368541,0.0192423308843258,"glycine cleavage system H protein, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126267953","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.1007264411038,0.0318006578881223,"phytanoyl-CoA dioxygenase domain-containing protein 1 homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126268197","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02705205228976,0.0397324696432787,"NTF2-related export protein","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126270526","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.39497800338742,0.000316571177182894,"uncharacterized LOC126270526","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272037","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.02749778313012,8.75446855424673e-05,"aspartate aminotransferase, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272375","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.00940078486962,0.0460896940437481,"DNA repair protein XRCC2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272511","Diet in controls","Not evaluated in this chromosome-only figure",2,"control_diet83_vs33; control_diet83_vs50","Control diet 83",3.52520128258112,3.41479254719787e-06,"uricase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272512","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.09443015721427,0.0154674075714766,"probable 28S ribosomal protein S25, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272690","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.58430067149676,0.000627601753277024,"angiogenic factor with G patch and FHA domains 1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272743","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.12947731076251,0.027238446587596,"G2/mitotic-specific cyclin-B-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272836","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07966346372614,0.00384302964555917,"oligosaccharyltransferase complex subunit ostc-B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126272888","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",2.95609356197114,6.18403192552411e-06,"uncharacterized LOC126272888","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126273293","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.25359102985596,0.0420692063984839,"protein dead ringer-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126276967","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.79201611951831,0.000738968473061201,"innexin inx7","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126277977","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.08102657556134,0.0435144803547537,"ubiquitin-conjugating enzyme E2 C-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126278002","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.93635199562098,0.00076879434093847,"medium-chain acyl-CoA ligase ACSF2, mitochondrial-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126278346","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.10107086036872,0.00420665042548931,"baculoviral IAP repeat-containing protein 5.2-B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126278501","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.87499522302748,2.48503596983254e-06,"fork head domain transcription factor slp2-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126279072","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16898880436511,0.0355308152759941,"G2/mitotic-specific cyclin-B-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281164","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.36989909182244,0.0101215360885618,"dolichol-phosphate mannosyltransferase subunit 3","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281396","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.02837000361329,0.00277091740868991,"single-stranded DNA-binding protein, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281446","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.49819110159171,1.30251900098959e-06,"aldehyde dehydrogenase, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281672","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.49642633667361,0.000181539916064202,"D-aspartate oxidase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281861","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet50","Average control; Control diet 33; Control diet 50",2.2257149838949,1.94148075069126e-06,"uncharacterized LOC126281861","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126281949","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.13067419314859,0.000142270367716713,"probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126282271","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.48899966026514,4.46575387281438e-10,"histone H2A.V","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126282371","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.33893994885074,0.00340394486085456,"cyclin-dependent kinase 1-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284002","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.42345722447062,8.29036751879089e-10,"elongation of very long chain fatty acids protein 6","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284030","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",1.20004500041169,2.48060826378379e-07,"proliferating cell nuclear antigen","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284276","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.64414131939002,4.50059539198747e-07,"mitotic spindle assembly checkpoint protein MAD2A","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284310","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.19628752759347,0.032466487575311,"wee1-like protein kinase","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284573","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet50; infection_diet83","Average control; Control diet 50; Control diet 83",2.00903793849306,1.42265984178028e-06,"deoxyuridine 5'-triphosphate nucleotidohydrolase-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284584","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.71203347686009,0.0180395862968884,"optomotor-blind protein-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284624","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.45024945297785,0.00867719579492969,"paired box protein Pax-5","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284632","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet83","Control diet 83",1.30845592669688,0.00584688927448788,"Fanconi anemia group D2 protein","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126284788","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.26995806412352,0.0149431522460649,"transcription factor SUM-1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126291476","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet50","Average control; Control diet 50",2.08540046293263,0.0102321778226461,"homeobox protein unc-4-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126293357","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Infected diet 50",3.69040033314734,0.0170967911164922,"homeobox protein abdominal-A homolog","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126293382","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.24865823781275,0.000587468950011878,"39S ribosomal protein L32, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126293483","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet33","Control diet 33",1.03858845310574,0.0106286572050221,"DNA replication licensing factor Mcm6","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126295143","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.09583313325651,0.0120734885588639,"speckle-type POZ protein-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126297442","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet33","Average control; Control diet 33",1.90450510893333,3.89396125508657e-05,"beta-1,4-glucuronyltransferase 1","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126297882","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.07218997412585,0.0162616328780146,"nuclear hormone receptor FTZ-F1 beta","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126297907","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.21972925388663,0.00104229935368084,"homeobox protein engrailed-1a-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126297938","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.0278815670911,0.0462179335027886,"ecdysone-induced protein 74EF","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126298660","Infection within diet","Not evaluated in this chromosome-only figure",4,"infection_average_all_diets; infection_diet33; infection_diet50; infection_diet83","Average control; Control diet 33; Control diet 50; Control diet 83",2.20534330234839,2.84544656237797e-06,"homeobox protein aristaless-like","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126298758","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_diet50","Control diet 50",1.16285831366387,0.0162400219268385,"protein FAM107B","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126298770","Infection within diet","Not evaluated in this chromosome-only figure",3,"infection_average_all_diets; infection_diet33; infection_diet83","Average control; Control diet 33; Control diet 83",1.30151081637103,1.4483900992508e-10,"adrenodoxin-like protein 2, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126298797","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.67140185034653,6.72656342841293e-05,"uncharacterized LOC126298797","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126298865","Infection within diet","Not evaluated in this chromosome-only figure",2,"infection_average_all_diets; infection_diet83","Average control; Control diet 83",1.92408109041134,2.97942930171062e-05,"GTP:AMP phosphotransferase AK3, mitochondrial","protein_coding"
"DEG cluster 1","GO","All fat body DEGs in heatmap","GO:0043231","intracellular membrane-bounded organelle","115/271","202/633",7.22867759583203e-07,0.000130658347544664,0.000130658347544664,115,"LOC126299004","Infection within diet","Not evaluated in this chromosome-only figure",1,"infection_average_all_diets","Average control",1.1596944443909,0.00338664603360691,"circadian locomoter output cycles protein kaput","protein_coding"
